Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.rt;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;key_resp.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;m;004_o_m_n_a.jpg;neutral;8;13;m;013_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;225;block1_Pilot_2;4;n_n;n_n_strong;;;;;0;0;0;0;0;86;86;86;;;;;;;;;761.8130909000001;None;763.713538;764.0061161000003;764.0061161000003;764.0220362999999;764.0220362999999;764.0628318999998;764.0628318999998;None;None;0;764.0628318999998;None;765.5628844000003;None;['9'];[0.23041469999952824];765.5628844000003;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;016_y_m_n_a.jpg;neutral;8;16;m;016_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;18;193;block1_Pilot_2;16;n_h;n_h_strong;;;;;0;0;0;0;0;87;87;87;;;;;;;;;768.5631952000003;None;770.1899045999999;770.4809250999997;770.4809250999997;770.6304313999999;770.6304313999999;770.6714554;770.6714554;None;8;0;770.6714554;None;772.1714511;None;['7'];[0.5019582999993872];772.1714511;None;;;;;0.9537822000002052;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;033_o_m_h_a.jpg;happy;9;4;m;004_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;2;195;block1_Pilot_2;33;h_h;h_h_strong;;;;;0;0;0;0;0;88;88;88;;;;;;;;;775.1716182999999;None;776.8045206999996;777.0973818000002;777.0973818000002;777.1139273999997;777.1139273999997;777.1548075000001;777.1548075000001;None;9;1;777.1548075000001;None;778.6547966999997;None;['8'];[0.47441969999999856];778.6547966999997;None;;;;;0.8945915000003879;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;027_o_m_h_a.jpg;happy;9;16;m;016_y_m_h_a.jpg;happy;congruent;9;match;;120;150;;3;209;block1_Pilot_2;27;h_h;h_h_weak;;;;;0;0;0;0;0;89;89;89;;;;;;;;;781.6549555000001;None;783.4301206;783.7230755;783.7230755;783.7474113999997;783.7474113999997;783.7882552000001;783.7882552000001;None;9;1;783.7882552000001;None;785.2882034000004;None;['7'];[0.24112409999997908];785.2882034000004;None;;;;;0.6368819999997868;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;033_o_m_s_a.jpg;sad;7;16;m;016_y_m_s_a.jpg;sad;congruent;7;match;;130;160;;3;128;block1_Pilot_2;33;s_s;s_s_strong;;;;;0;0;0;0;0;90;90;90;;;;;;;;;788.2892027999997;None;789.3635370000002;789.6559004999999;789.6559004999999;789.6810164999997;789.6810164999997;789.7218153000003;789.7218153000003;None;8;0;789.7218153000003;None;791.2217811999999;None;['8'];[1.323534799999834];791.2217811999999;None;;;;;1.4233788999999888;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;021_o_f_s_a.jpg;sad;7;30;f;030_o_f_s_a.jpg;sad;congruent;7;match;;130;160;;1;238;block1_Pilot_2;21;s_s;s_s_strong;;;;;0;0;0;0;0;91;91;91;;;;;;;;;794.2226762;None;796.2120729999997;796.5062760999999;796.5062760999999;796.5143109;796.5143109;796.5552636000002;796.5552636000002;None;None;0;796.5552636000002;None;798.0552611000003;None;['9'];[0.2340597999991587];798.0552611000003;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;033_o_m_n_a.jpg;neutral;8;28;f;028_y_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;166;block1_Pilot_2;33;n_s;n_s_strong;;;;;0;0;0;0;0;92;92;92;;;;;;;;;801.0553631000002;None;802.4823108999999;802.7733697000003;802.7733697000003;802.9227584999999;802.9227584999999;802.9637480000001;802.9637480000001;None;8;0;802.9637480000001;None;804.4637345000001;None;['7'];[0.385457000000315];804.4637345000001;None;;;;;0.8774515999994037;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;019_m_f_n_a.jpg;neutral;8;30;f;030_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;18;228;block1_Pilot_2;19;n_n;n_n_weak;;;;;0;0;0;0;0;93;93;93;;;;;;;;;807.4643617000002;None;809.3857970999998;809.6818210000001;809.6818210000001;809.8312544999999;809.8312544999999;809.8720082;809.8720082;None;8;1;809.8720082;None;811.3729732000002;None;['7'];[0.2683529999994789];811.3729732000002;None;;;;;0.6651584999999614;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;008_y_m_s_a.jpg;sad;7;12;f;012_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;130;block1_Pilot_2;8;s_h;s_h_weak;;;;;0;0;0;0;0;94;94;94;;;;;;;;;814.3723284999996;None;815.4744763999997;815.7652786999997;815.7652786999997;815.7898738000004;815.7898738000004;815.8306875999997;815.8306875999997;None;None;0;815.8306875999997;None;817.3307070999999;None;['8'];[0.9504735000000437];817.3307070999999;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;016_y_m_n_a.jpg;neutral;8;28;f;028_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;18;189;block1_Pilot_2;16;n_n;n_n_strong;;;;;0;0;0;0;0;95;95;95;;;;;;;;;820.3313789000003;None;821.9262225000002;822.2151670000003;822.2151670000003;822.3648381000003;822.3648381000003;822.4055448999998;822.4055448999998;None;8;1;822.4055448999998;None;823.9060281000002;None;['7'];[0.3190380999994886];823.9060281000002;None;;;;;1.0598085999999967;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;238;block1_Pilot_2;12;s_h;s_h_strong;;;;;0;0;0;0;0;96;96;96;;;;;;;;;826.9066787000002;None;828.8923904000003;829.1900093000004;829.1900093000004;829.2151585000001;829.2151585000001;829.2558596999997;829.2558596999997;None;9;1;829.2558596999997;None;830.7558031999997;None;['8'];[0.36541399999987334];830.7558031999997;None;;;;;0.9852000999999291;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;013_y_m_h_a.jpg;happy;9;27;m;027_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;18;238;block1_Pilot_2;13;h_h;h_h_strong;;;;;0;0;0;0;0;97;97;97;;;;;;;;;833.7559006000001;None;835.77081;836.0656261000004;836.0656261000004;836.2150244000004;836.2150244000004;836.256104;836.256104;None;9;1;836.256104;None;837.7560339000001;None;['7'];[0.220968399999947];837.7560339000001;None;;;;;0.6010440999998536;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;016_y_m_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;1;238;block1_Pilot_2;16;s_n;s_n_weak;;;;;0;0;0;0;0;98;98;98;;;;;;;;;840.7572844999995;None;842.7482877000002;843.0404754000001;843.0404754000001;843.0485486999996;843.0485486999996;843.0895627;843.0895627;None;None;0;843.0895627;None;844.5895737999999;None;['9'];[0.3795758999995087];844.5895737999999;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;008_y_m_n_a.jpg;neutral;8;30;f;030_o_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block1_Pilot_2;8;n_n;n_n_weak;;;;;0;0;0;0;0;99;99;99;;;;;;;;;847.5902686999998;None;849.6252747999997;849.9160234000001;849.9160234000001;849.9237770999998;849.9237770999998;849.9646094999998;849.9646094999998;None;None;0;849.9646094999998;None;851.4644565999997;None;['9'];[0.40059219999966444];851.4644565999997;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;008_y_m_s_a.jpg;sad;7;30;f;030_o_f_s_a.jpg;sad;congruent;7;mismatch;;130;160;;2;133;block1_Pilot_2;8;s_s;s_s_weak;;;;;0;0;0;0;0;100;100;100;;;;;;;;;854.4647225999997;None;855.5942082000001;855.8827388;855.8827388;855.8987446000001;855.8987446000001;855.9397456999995;855.9397456999995;None;8;0;855.9397456999995;None;857.4396733000003;None;['8'];[0.3535253999998531];857.4396733000003;None;;;;;1.2293159000000742;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;3;197;block1_Pilot_2;40;n_s;n_s_strong;;;;;0;0;0;0;0;101;101;101;;;;;;;;;860.4408059999996;None;862.1011951999999;862.3912073000001;862.3912073000001;862.4156083999997;862.4156083999997;862.4564127000003;862.4564127000003;None;8;0;862.4564127000003;None;863.9565980999996;None;['7'];[0.6045450000001438];863.9565980999996;None;;;;;0.8964906000001065;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;004_o_m_h_a.jpg;happy;9;30;f;030_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;121;block1_Pilot_2;4;h_s;h_s_strong;;;;;0;0;0;0;0;102;102;102;;;;;;;;;866.9565597000001;None;868.0132267999998;868.3079981999999;868.3079981999999;868.3324247;868.3324247;868.3732523999997;868.3732523999997;None;9;0;868.3732523999997;None;869.8731558;None;['7'];[0.26398300000073505];869.8731558;None;;;;;0.6759192999998049;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_h_a.jpg;happy;9;8;m;008_y_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;18;211;block1_Pilot_2;40;h_h;h_h_weak;;;;;0;0;0;0;0;103;103;103;;;;;;;;;872.8736246999997;None;874.6400394000002;874.9326124999998;874.9326124999998;875.0823766000003;875.0823766000003;875.1235611000002;875.1235611000002;None;9;1;875.1235611000002;None;876.6232818999997;None;['7'];[0.3296196000001146];876.6232818999997;None;;;;;0.4856052000004638;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;019_m_f_s_a.jpg;sad;7;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;198;block1_Pilot_2;19;s_n;s_n_strong;;;;;0;0;0;0;0;104;104;104;;;;;;;;;879.6234127999996;None;881.3342028999996;881.6247911;881.6247911;881.6408487999997;881.6408487999997;881.6817944000004;881.6817944000004;None;8;1;881.6817944000004;None;883.1820201999999;None;['9'];[1.5231504000003042];883.1820201999999;None;;;;;0.9194901000000755;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_s_a.jpg;sad;7;12;f;012_o_f_s_a.jpg;sad;congruent;7;match;;130;160;;18;240;block1_Pilot_2;40;s_s;s_s_strong;;;;;0;0;0;0;0;105;105;105;;;;;;;;;886.1831916000001;None;888.1909177999996;888.4827524000002;888.4827524000002;888.6327947;888.6327947;888.6737755000004;888.6737755000004;None;7;1;888.6737755000004;None;890.1738395000002;None;['7'];[0.3233200000004217];890.1738395000002;None;;;;;1.1593881999997393;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;3;188;block1_Pilot_2;40;n_s;n_s_weak;;;;;0;0;0;0;0;106;106;106;;;;;;;;;893.1753058000004;None;894.7875317999997;895.0834613999996;895.0834613999996;895.1078244999999;895.1078244999999;895.1487485999996;895.1487485999996;None;8;0;895.1487485999996;None;896.6487471;None;['8'];[0.21647479999955976];896.6487471;None;;;;;0.756402099999832;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;028_y_f_h_a.jpg;happy;9;21;f;021_o_f_s_a.jpg;sad;incongruent;7;match;;120;160;;3;193;block1_Pilot_2;28;h_s;h_s_strong;;;;;0;0;0;0;0;107;107;107;;;;;;;;;899.6490002999999;None;901.2693701999997;901.5582019000003;901.5582019000003;901.5830033000002;901.5830033000002;901.6238280999996;901.6238280999996;None;9;0;901.6238280999996;None;903.1239501;None;['7'];[0.39711029999944003];903.1239501;None;;;;;0.6014381000004505;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;198;block1_Pilot_2;40;s_n;s_n_strong;;;;;0;0;0;0;0;108;108;108;;;;;;;;;906.1241092;None;907.7839797999995;908.0749538999999;908.0749538999999;908.0914669000003;908.0914669000003;908.1322092;908.1322092;None;8;1;908.1322092;None;909.6324727000001;None;['8'];[0.5845461999997497];909.6324727000001;None;;;;;1.1088284999996176;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;030_o_f_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block1_Pilot_2;30;n_s;n_s_strong;;;;;0;0;0;0;0;109;109;109;;;;;;;;;912.6332690999998;None;914.6572239999996;914.9505221999998;914.9505221999998;914.9582936999996;914.9582936999996;914.9992499999998;914.9992499999998;None;None;0;914.9992499999998;None;916.4990631999999;None;['9'];[0.35003770000002987];916.4990631999999;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;021_o_f_h_a.jpg;happy;9;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;2;125;block1_Pilot_2;21;h_n;h_n_weak;;;;;0;0;0;0;0;110;110;110;;;;;;;;;919.4997010999996;None;920.5615091;920.8507061999999;920.8507061999999;920.8666843000001;920.8666843000001;920.9076926999996;920.9076926999996;None;9;0;920.9076926999996;None;922.4074283;None;['8'];[0.20172350000029837];922.4074283;None;;;;;0.9414105000005293;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;021_o_f_h_a.jpg;happy;9;16;m;016_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;21;h_s;h_s_strong;;;;;0;0;0;0;0;111;111;111;;;;;;;;;925.4077004000001;None;927.4368594999996;927.7257706;927.7257706;927.7334142;927.7334142;927.7743067000001;927.7743067000001;None;None;0;927.7743067000001;None;929.2745131000001;None;['9'];[0.2543614999995043];929.2745131000001;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;012_o_f_h_a.jpg;happy;9;8;m;008_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;12;h_s;h_s_weak;;;;;0;0;0;0;0;112;112;112;;;;;;;;;932.2745020000002;None;934.2673238999996;934.5588508000001;934.5588508000001;934.5669293999999;934.5669293999999;934.6078325999997;934.6078325999997;None;None;0;934.6078325999997;None;936.1079873999997;None;['9'];[0.2531946999997672];936.1079873999997;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;013_y_m_h_a.jpg;happy;9;16;m;016_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;202;block1_Pilot_2;13;h_s;h_s_weak;;;;;0;0;0;0;0;113;113;113;;;;;;;;;939.1081156;None;940.8241666000004;941.1174948999997;941.1174948999997;941.1421191999998;941.1421191999998;941.1829139000001;941.1829139000001;None;9;0;941.1829139000001;None;942.6831634999999;None;['7'];[0.2696758000001864];942.6831634999999;None;;;;;0.6661967999998524;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;019_m_f_s_a.jpg;sad;7;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block1_Pilot_2;19;s_n;s_n_strong;;;;;0;0;0;0;0;114;114;114;;;;;;;;;945.6839979999995;None;947.6886446999997;947.9845272000002;947.9845272000002;947.9921382000002;947.9921382000002;948.0329848000001;948.0329848000001;None;None;0;948.0329848000001;None;949.5331518000003;None;['9'];[0.4760357999994085];949.5331518000003;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;028_y_f_n_a.jpg;neutral;8;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;238;block1_Pilot_2;28;n_s;n_s_strong;;;;;0;0;0;0;0;115;115;115;;;;;;;;;952.5331817999995;None;954.5371822999996;954.8265068000001;954.8265068000001;954.9758910999999;954.9758910999999;955.0167037000001;955.0167037000001;None;8;0;955.0167037000001;None;956.5165200000001;None;['7'];[0.25249299999995856];956.5165200000001;None;;;;;0.672358400000121;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;013_y_m_s_a.jpg;sad;7;12;f;012_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;13;s_h;s_h_strong;;;;;0;0;0;0;0;116;116;116;;;;;;;;;959.5165593000002;None;961.5167063999997;961.8093664999997;961.8093664999997;961.8175197;961.8175197;961.8584190000001;961.8584190000001;None;None;0;961.8584190000001;None;963.3587865999998;None;['9'];[0.30621180000071035];963.3587865999998;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;16;s_h;s_h_strong;;;;;0;0;0;0;0;117;117;117;;;;;;;;;966.3592140000001;None;968.3506790000001;968.6427580999998;968.6427580999998;968.6509997000003;968.6509997000003;968.6919435;968.6919435;None;None;0;968.6919435;None;970.1919307999997;None;['9'];[0.353035600000112];970.1919307999997;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;013_y_m_s_a.jpg;sad;7;21;f;021_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block1_Pilot_2;13;s_h;s_h_strong;;;;;0;0;0;0;0;118;118;118;;;;;;;;;973.1918391999998;None;975.1836470999997;975.4762144999995;975.4762144999995;975.6260922000001;975.6260922000001;975.6671551;975.6671551;None;7;0;975.6671551;None;977.1676709000003;None;['7'];[0.5774892000008549];977.1676709000003;None;;;;;0.8457503999998153;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;012_o_f_s_a.jpg;sad;7;13;m;013_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;235;block1_Pilot_2;12;s_h;s_h_weak;;;;;0;0;0;0;0;119;119;119;;;;;;;;;980.1670058999998;None;982.1293235000003;982.4262520000002;982.4262520000002;982.4512480000003;982.4512480000003;982.4920873000001;982.4920873000001;None;8;0;982.4920873000001;None;983.9921696000001;None;['8'];[0.4967330999998012];983.9921696000001;None;;;;;1.0369811000000482;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;019_m_f_s_a.jpg;sad;7;30;f;030_o_f_h_a.jpg;happy;incongruent;9;match;;130;150;;3;235;block2_Pilot_2;19;s_h;s_h_strong;;;;;0;1;1;1;0;0;0;0;;;;;;;;;1007.0368043999997;None;1009.0442800999999;1009.3356206999997;1009.3356206999997;1009.3601840000001;1009.3601840000001;1009.4007884000002;1009.4007884000002;None;7;0;1009.4007884000002;None;1010.9018122999996;None;['8'];[0.43509850000009465];1010.9018122999996;None;;;986.9926512000002;None;1.1761271999994278;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;008_y_m_n_a.jpg;neutral;8;40;f;040_y_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;2;121;block2_Pilot_2;8;n_h;n_h_strong;;;;;0;1;1;1;0;1;1;1;;;;;;;;;1013.9017461000003;None;1014.9305406000003;1015.2191523000001;1015.2191523000001;1015.2352044999998;1015.2352044999998;1015.2760747000002;1015.2760747000002;None;7;0;1015.2760747000002;None;1016.7760802000003;None;['8'];[0.5447979000000487];1016.7760802000003;None;;;;;1.1809462000001076;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;012_o_f_h_a.jpg;happy;9;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;240;block2_Pilot_2;12;h_n;h_n_weak;;;;;0;1;1;1;0;2;2;2;;;;;;;;;1019.7765292000004;None;1021.7966005999997;1022.0856405000004;1022.0856405000004;1022.1023606999997;1022.1023606999997;1022.1430735000004;1022.1430735000004;None;9;0;1022.1430735000004;None;1023.6430049999999;None;['7'];[0.3338184000003821];1023.6430049999999;None;;;;;0.817849699999897;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;008_y_m_h_a.jpg;happy;9;40;f;040_y_f_h_a.jpg;happy;congruent;9;mismatch;;120;150;;18;195;block2_Pilot_2;8;h_h;h_h_strong;;;;;0;1;1;1;0;3;3;3;;;;;;;;;1026.6439459000003;None;1028.2764535999995;1028.5688973999995;1028.5688973999995;1028.7187649999996;1028.7187649999996;1028.7595829000002;1028.7595829000002;None;9;1;1028.7595829000002;None;1030.2598885999996;None;['7'];[0.4930554000002303];1030.2598885999996;None;;;;;0.8573595999996542;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;004_o_m_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;match;;140;160;;18;126;block2_Pilot_2;4;n_s;n_s_weak;;;;;0;1;1;1;0;4;4;4;;;;;;;;;1033.2597735;None;1034.3659111999996;1034.6612062000004;1034.6612062000004;1034.8105133999998;1034.8105133999998;1034.8512964000001;1034.8512964000001;None;None;0;1034.8512964000001;None;1036.3514002000002;None;"['8', '8']";"[0.20142830000077083, 0.7374373000002379]";1036.3514002000002;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;028_y_f_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;18;225;block2_Pilot_2;28;s_n;s_n_strong;;;;;0;1;1;1;0;5;5;5;;;;;;;;;1039.3524927999997;None;1041.2392370999996;1041.5276538999997;1041.5276538999997;1041.6773658000002;1041.6773658000002;1041.7181276000001;1041.7181276000001;None;7;0;1041.7181276000001;None;1043.2189299000001;None;['7'];[0.7019370999996681];1043.2189299000001;None;;;;;1.1308779999999388;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;027_o_m_s_a.jpg;sad;7;30;f;030_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block2_Pilot_2;27;s_h;s_h_weak;;;;;0;1;1;1;0;6;6;6;;;;;;;;;1046.2190933000002;None;1048.2106766999996;1048.5026386999998;1048.5026386999998;1048.6525131999997;1048.6525131999997;1048.6933521;1048.6933521;None;7;0;1048.6933521;None;1050.1939586999997;None;['7'];[0.24691449999954784];1050.1939586999997;None;;;;;0.6835512999996354;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;033_o_m_h_a.jpg;happy;9;40;f;040_y_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block2_Pilot_2;33;h_s;h_s_strong;;;;;0;1;1;1;0;7;7;7;;;;;;;;;1053.1937043999997;None;1055.1857744;1055.4778963999997;1055.4778963999997;1055.4860327999995;1055.4860327999995;1055.5268477999998;1055.5268477999998;None;None;0;1055.5268477999998;None;1057.0267150999998;None;['9'];[0.3821557999999641];1057.0267150999998;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;012_o_f_n_a.jpg;neutral;8;12;f;012_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;200;block2_Pilot_2;12;n_h;n_h_weak;;;;;0;1;1;1;0;8;8;8;;;;;;;;;1060.0272783;None;1061.7474402999997;1062.0365900999996;1062.0365900999996;1062.0527614000002;1062.0527614000002;1062.0935384000004;1062.0935384000004;None;8;0;1062.0935384000004;None;1063.5935966999996;None;['9'];[0.9031912999998895];1063.5935966999996;None;;;;;0.7794184999993377;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;030_o_f_n_a.jpg;neutral;8;19;f;019_m_f_n_a.jpg;neutral;congruent;8;match;;140;170;;1;238;block2_Pilot_2;30;n_n;n_n_weak;;;;;0;1;1;1;0;9;9;9;;;;;;;;;1066.5940858000004;None;1068.5987044000003;1068.8953049000002;1068.8953049000002;1068.9028118999995;1068.9028118999995;1068.9437976999998;1068.9437976999998;None;None;0;1068.9437976999998;None;1070.4438180999996;None;['9'];[0.3488806999994267];1070.4438180999996;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;m;013_y_m_h_a.jpg;happy;9;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;1;238;block2_Pilot_2;13;h_n;h_n_strong;;;;;0;1;1;1;0;10;10;10;;;;;;;;;1073.4446619999999;None;1075.4625595999996;1075.7536506999995;1075.7536506999995;1075.7612933999999;1075.7612933999999;1075.8023346999998;1075.8023346999998;None;None;0;1075.8023346999998;None;1077.3021473;None;['9'];[0.4827955999999176];1077.3021473;None;;;;;;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
;f;040_y_f_h_a.jpg;happy;9;19;f;019_m_f_s_a.jpg;sad;incongruent;7;match;;120;160;;3;133;block2_Pilot_2;40;h_s;h_s_strong;;;;;0;1;1;1;0;11;11;11;;;;;;;;;1080.3022921000002;None;1081.4203340000004;1081.7116446;1081.7116446;1081.7365071000004;1081.7365071000004;1081.7773312;1081.7773312;None;7;1;1081.7773312;None;1083.2773018999997;None;"['9', '7']";"[0.13958050000019284, 0.8915757000004305]";1083.2773018999997;None;;;;;0.9514972999995734;;;Emoconpilot040;2021_Dec_15_1247;BackwardMask;2020.2.8;119.87173724068587;
