Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.rt;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;f;019_m_f_n_a.jpg;neutral;8;19;f;019_m_f_h_a.jpg;happy;incongruent;9;match;;140;150;;3;238;block1_Pilot_2;19;n_h;n_h_weak;;;;;0;0;0;0;0;16;16;16;;;;;;;;;158.3064675999999;None;160.31066659999988;160.60703019999983;160.60703019999983;160.63154529999974;160.63154529999974;160.67244449999998;160.67244449999998;None;None;0;;160.67244449999998;None;162.17261569999982;None;['9'];[0.7206105000000207];162.17261569999982;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;18;219;block1_Pilot_2;28;n_s;n_s_weak;;;;;0;0;0;0;0;17;17;17;;;;;;;;;165.17346409999982;None;167.0169318999997;167.30726269999968;167.30726269999968;167.45667009999988;167.45667009999988;167.49756909999996;167.49756909999996;None;8;0;0.4437133999999787;167.49756909999996;None;168.99745249999978;None;['7'];[0.2800157000001491];168.99745249999978;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;008_y_m_h_a.jpg;happy;9;8;m;008_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;176;block1_Pilot_2;8;h_s;h_s_weak;;;;;0;0;0;0;0;18;18;18;;;;;;;;;171.99766779999982;None;173.47257479999962;173.7652475;173.7652475;173.79039779999994;173.79039779999994;173.83103699999992;173.83103699999992;None;9;0;0.5022942999999032;173.83103699999992;None;175.3309890999999;None;['7'];[0.3063486000000921];175.3309890999999;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;019_m_f_h_a.jpg;happy;9;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;18;136;block1_Pilot_2;19;h_n;h_n_weak;;;;;0;0;0;0;0;19;19;19;;;;;;;;;178.33254279999983;None;179.47245799999973;179.76547919999985;179.76547919999985;179.9152522999998;179.9152522999998;179.95621889999984;179.95621889999984;None;9;0;0.4172211999998581;179.95621889999984;None;181.45618709999962;None;['7'];[0.35713480000003983];181.45618709999962;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;013_y_m_n_a.jpg;neutral;8;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;2;132;block1_Pilot_2;13;n_s;n_s_strong;;;;;0;0;0;0;0;20;20;20;;;;;;;;;184.456995;None;185.57741709999982;185.86623669999972;185.86623669999972;185.8824439;185.8824439;185.9227047999998;185.9227047999998;None;8;0;0.7066737999998622;185.9227047999998;None;187.42292269999962;None;['8'];[0.4144420999996328];187.42292269999962;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;040_y_f_s_a.jpg;sad;7;8;m;008_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;2;175;block1_Pilot_2;40;s_h;s_h_weak;;;;;0;0;0;0;0;21;21;21;;;;;;;;;190.4235819999999;None;191.89101859999982;192.1841741999997;192.1841741999997;192.19880149999972;192.19880149999972;192.23930599999994;192.23930599999994;None;None;0;;192.23930599999994;None;193.73992109999972;None;['9'];[0.3373068000000785];193.73992109999972;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;193;block1_Pilot_2;4;h_s;h_s_weak;;;;;0;0;0;0;0;22;22;22;;;;;;;;;196.74058699999978;None;198.37628670000004;198.66621450000002;198.66621450000002;198.6823671999996;198.6823671999996;198.7230927999999;198.7230927999999;None;None;0;;198.7230927999999;None;200.2233529;None;['9'];[0.350141800000074];200.2233529;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;126;block1_Pilot_2;28;s_n;s_n_weak;;;;;0;0;0;0;0;23;23;23;;;;;;;;;203.2232310999998;None;204.28547509999999;204.5742736999996;204.5742736999996;204.59089069999982;204.59089069999982;204.63159129999985;204.63159129999985;None;8;1;1.0058185000002595;204.63159129999985;None;206.1315983999998;None;['8'];[0.24989100000038889];206.1315983999998;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;146;block1_Pilot_2;4;h_n;h_n_strong;;;;;0;0;0;0;0;24;24;24;;;;;;;;;209.13285099999985;None;210.36909100000003;210.65807809999978;210.65807809999978;210.68267129999958;210.68267129999958;210.72322329999997;210.72322329999997;None;9;0;0.6179806999998618;210.72322329999997;None;212.22356189999982;None;['7'];[0.3256914000003235];212.22356189999982;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;008_y_m_s_a.jpg;sad;7;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;132;block1_Pilot_2;8;s_n;s_n_strong;;;;;0;0;0;0;0;25;25;25;;;;;;;;;215.22421959999974;None;216.34278499999982;216.63318059999983;216.63318059999983;216.65766859999985;216.65766859999985;216.69858009999962;216.69858009999962;None;7;0;0.5466885999999249;216.69858009999962;None;218.1985568;None;['7'];[0.2627913000001172];218.1985568;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
