Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.rt;key_resp_Rating.started;key_resp_Rating.stopped;key_resp.rt;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;m;013_y_m_h_a.jpg;happy;9;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;198;block1_Pilot_2;13;h_s;h_s_weak;;;;;0;0;0;0;0;9;9;9;;;;;;;;;251.95372209999914;None;253.64847179999924;253.9378687999997;253.9378687999997;253.96208279999883;253.96208279999883;254.00301939999918;254.00301939999918;None;9;0;254.00301939999918;None;255.5029719999984;None;['7'];[0.6792003999998997];255.5029719999984;None;1.131152199999633;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;008_y_m_h_a.jpg;happy;9;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;18;150;block1_Pilot_2;8;h_n;h_n_strong;;;;;0;0;0;0;0;10;10;10;;;;;;;;;258.5044541999996;None;259.7627367999994;260.05394969999907;260.05394969999907;260.2040055999987;260.2040055999987;260.2448784999997;260.2448784999997;None;9;0;260.2448784999997;None;261.74478069999896;None;['7'];[1.0534136999995098];261.74478069999896;None;1.041203200000382;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;019_m_f_h_a.jpg;happy;9;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;19;h_s;h_s_weak;;;;;0;0;0;0;0;11;11;11;;;;;;;;;264.74602459999915;None;266.7376029999996;267.0292954999986;267.0292954999986;267.03736299999946;267.03736299999946;267.07832569999846;267.07832569999846;None;None;0;267.07832569999846;None;268.5791937999984;None;['9'];[1.2189333999995142];268.5791937999984;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;016_y_m_s_a.jpg;sad;7;4;m;004_o_m_s_a.jpg;sad;congruent;7;match;;130;160;;18;142;block1_Pilot_2;16;s_s;s_s_strong;;;;;0;0;0;0;0;12;12;12;;;;;;;;;271.5794279999991;None;272.76907759999995;273.06269579999935;273.06269579999935;273.21245689999887;273.21245689999887;273.25358159999996;273.25358159999996;None;7;1;273.25358159999996;None;274.75334329999896;None;['7'];[1.0286617999990995];274.75334329999896;None;0.9204297999986011;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;021_o_f_n_a.jpg;neutral;8;21;f;021_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;3;171;block1_Pilot_2;21;n_h;n_h_weak;;;;;0;0;0;0;0;13;13;13;;;;;;;;;277.75365259999853;None;279.2123488999987;279.50489709999965;279.50489709999965;279.5292802999993;279.5292802999993;279.5701608999989;279.5701608999989;None;None;0;279.5701608999989;None;281.0702085999983;None;['8'];[0.9119535000008909];281.0702085999983;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;012_o_f_h_a.jpg;happy;9;13;m;013_y_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;3;213;block1_Pilot_2;12;h_h;h_h_weak;;;;;0;0;0;0;0;14;14;14;;;;;;;;;284.0709255999991;None;285.85340019999967;286.14638119999836;286.14638119999836;286.17117189999954;286.17117189999954;286.2119598999998;286.2119598999998;None;9;1;286.2119598999998;None;287.7120827999988;None;['7'];[0.9740793000000849];287.7120827999988;None;0.8022512999996252;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;021_o_f_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;174;block1_Pilot_2;21;s_n;s_n_weak;;;;;0;0;0;0;0;15;15;15;;;;;;;;;290.71208879999904;None;292.16859179999847;292.46292959999846;292.46292959999846;292.48803829999997;292.48803829999997;292.5287223999985;292.5287223999985;None;None;0;292.5287223999985;None;294.02880729999924;None;['9'];[1.257284499999514];294.02880729999924;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;019_m_f_n_a.jpg;neutral;8;19;f;019_m_f_h_a.jpg;happy;incongruent;9;match;;140;150;;3;238;block1_Pilot_2;19;n_h;n_h_weak;;;;;0;0;0;0;0;16;16;16;;;;;;;;;297.0296366999992;None;299.0713005999987;299.3635488;299.3635488;299.3881455999999;299.3881455999999;299.4288248999983;299.4288248999983;None;7;0;299.4288248999983;None;300.92906609999955;None;['8'];[0.5250350999995135];300.92906609999955;None;1.0653311999994912;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;18;219;block1_Pilot_2;28;n_s;n_s_weak;;;;;0;0;0;0;0;17;17;17;;;;;;;;;303.9306345999994;None;305.7748619999984;306.06365000000005;306.06365000000005;306.2131731999998;306.2131731999998;306.25392959999954;306.25392959999954;None;8;0;306.25392959999954;None;307.7542522999993;None;['8'];[1.955903899999612];307.7542522999993;None;1.432172000000719;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;008_y_m_h_a.jpg;happy;9;8;m;008_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;176;block1_Pilot_2;8;h_s;h_s_weak;;;;;0;0;0;0;0;18;18;18;;;;;;;;;310.75510229999963;None;312.230219699999;312.52180899999985;312.52180899999985;312.5465385999996;312.5465385999996;312.5875705999988;312.5875705999988;None;9;0;312.5875705999988;None;314.08762679999927;None;['7'];[0.7263739999998506];314.08762679999927;None;0.8025692999999592;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;019_m_f_h_a.jpg;happy;9;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;18;136;block1_Pilot_2;19;h_n;h_n_weak;;;;;0;0;0;0;0;19;19;19;;;;;;;;;317.08844319999844;None;318.22855999999956;318.52196189999995;318.52196189999995;318.6717598999985;318.6717598999985;318.712679799999;318.712679799999;None;9;0;318.712679799999;None;320.2125723999998;None;['7'];[0.7133811000003334];320.2125723999998;None;0.677518799999234;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;013_y_m_n_a.jpg;neutral;8;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;2;132;block1_Pilot_2;13;n_s;n_s_strong;;;;;0;0;0;0;0;20;20;20;;;;;;;;;323.2127389999987;None;324.3452879999986;324.63876809999965;324.63876809999965;324.65497419999883;324.65497419999883;324.6956143999996;324.6956143999996;None;None;0;324.6956143999996;None;326.19608100000005;None;"['7', '8']";"[0.0980598000005557, 1.2020928000001732]";326.19608100000005;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;040_y_f_s_a.jpg;sad;7;8;m;008_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;2;175;block1_Pilot_2;40;s_h;s_h_weak;;;;;0;0;0;0;0;21;21;21;;;;;;;;;329.1972114;None;330.66240189999917;330.9554602999997;330.9554602999997;330.9718792999993;330.9718792999993;331.0126810999991;331.0126810999991;None;None;0;331.0126810999991;None;332.51288889999887;None;['9'];[2.0772226999997656];332.51288889999887;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;193;block1_Pilot_2;4;h_s;h_s_weak;;;;;0;0;0;0;0;22;22;22;;;;;;;;;335.5136361999994;None;337.1632811999989;337.45591669999885;337.45591669999885;337.4721094999986;337.4721094999986;337.5129879999986;337.5129879999986;None;9;0;337.5129879999986;None;339.01300319999973;None;None;;339.01300319999973;None;0.7970540999995137;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;126;block1_Pilot_2;28;s_n;s_n_weak;;;;;0;0;0;0;0;23;23;23;;;;;;;;;342.0133560999984;None;343.0747814999995;343.36408519999895;343.36408519999895;343.3803461999996;343.3803461999996;343.42137059999914;343.42137059999914;None;None;0;343.42137059999914;None;344.92156949999844;None;['9'];[0.5326238999987254];344.92156949999844;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;146;block1_Pilot_2;4;h_n;h_n_strong;;;;;0;0;0;0;0;24;24;24;;;;;;;;;347.92167399999926;None;349.16042389999893;349.45627349999995;349.45627349999995;349.4804512999999;349.4804512999999;349.52152789999855;349.52152789999855;None;9;0;349.52152789999855;None;351.02167869999903;None;['7'];[1.3044492000008177];351.02167869999903;None;1.3726500000011583;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;008_y_m_s_a.jpg;sad;7;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;132;block1_Pilot_2;8;s_n;s_n_strong;;;;;0;0;0;0;0;25;25;25;;;;;;;;;354.021670099999;None;355.1423156000001;355.4313026;355.4313026;355.45563389999916;355.45563389999916;355.49667989999944;355.49667989999944;None;7;0;355.49667989999944;None;356.99675189999834;None;['7'];[1.121458999999959];356.99675189999834;None;1.2694904999989376;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;040_y_f_n_a.jpg;neutral;8;40;f;040_y_f_s_a.jpg;sad;incongruent;7;match;;140;160;;2;123;block1_Pilot_2;40;n_s;n_s_weak;;;;;0;0;0;0;0;26;26;26;;;;;;;;;359.9968027999985;None;361.04094039999836;361.3314545999983;361.3314545999983;361.3477692999986;361.3477692999986;361.3886186999989;361.3886186999989;None;None;0;361.3886186999989;None;362.8883350999986;None;"['8', '9']";"[0.14969030000065686, 2.221666200000982]";362.8883350999986;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;3;159;block1_Pilot_2;28;s_s;s_s_weak;;;;;0;0;0;0;0;27;27;27;;;;;;;;;365.8896913999997;None;367.22486729999946;367.5146883999987;367.5146883999987;367.5394636000001;367.5394636000001;367.5802559999993;367.5802559999993;None;7;1;367.5802559999993;None;369.08091779999995;None;['7'];[0.8771896999987803];369.08091779999995;None;1.0978508999996848;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;012_o_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;18;166;block1_Pilot_2;12;s_s;s_s_weak;;;;;0;0;0;0;0;28;28;28;;;;;;;;;372.08116249999875;None;373.46950619999916;373.7646234999993;373.7646234999993;373.9144929999984;373.9144929999984;373.9553761999996;373.9553761999996;None;7;1;373.9553761999996;None;375.45567479999954;None;['7'];[1.206451999998535];375.45567479999954;None;0.8827593000005436;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_n_a.jpg;neutral;8;28;f;028_y_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;186;block1_Pilot_2;28;n_h;n_h_weak;;;;;0;0;0;0;0;29;29;29;;;;;;;;;378.4569329999995;None;380.04759019999983;380.3400374999983;380.3400374999983;380.35645509999995;380.35645509999995;380.3971447999993;380.3971447999993;None;None;0;380.3971447999993;None;381.8971875999996;None;['9'];[1.068853599999784];381.8971875999996;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;027_o_m_n_a.jpg;neutral;8;16;m;016_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;188;block1_Pilot_2;27;n_n;n_n_weak;;;;;0;0;0;0;0;30;30;30;;;;;;;;;384.897993999999;None;386.4829439999994;386.7738109999991;386.7738109999991;386.7898647999991;386.7898647999991;386.83071219999874;386.83071219999874;None;None;0;386.83071219999874;None;388.330736599999;None;['9'];[0.8354619999990973];388.330736599999;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;012_o_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;162;block1_Pilot_2;12;s_n;s_n_strong;;;;;0;0;0;0;0;31;31;31;;;;;;;;;391.3314812999997;None;392.6848850999995;392.9815949999993;392.9815949999993;393.0066489000001;393.0066489000001;393.04750519999834;393.04750519999834;None;None;0;393.04750519999834;None;394.5475975999998;None;['9'];[0.7144884999997885];394.5475975999998;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;12;s_h;s_h_strong;;;;;0;0;0;0;0;32;32;32;;;;;;;;;397.5485411999998;None;399.53341029999865;399.83180019999963;399.83180019999963;399.840075099999;399.840075099999;399.88090909999846;399.88090909999846;None;None;0;399.88090909999846;None;401.3808083999993;None;['9'];[0.7532882999985304];401.3808083999993;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_n_a.jpg;neutral;8;21;f;021_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;3;220;block1_Pilot_2;28;n_n;n_n_weak;;;;;0;0;0;0;0;33;33;33;;;;;;;;;404.381043899999;None;406.234681599999;406.52400229999876;406.52400229999876;406.54851959999905;406.54851959999905;406.58940919999986;406.58940919999986;None;8;1;406.58940919999986;None;408.0891079999983;None;['7'];[0.6690921999997954];408.0891079999983;None;1.2086598000005324;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;040_y_f_h_a.jpg;happy;9;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;194;block1_Pilot_2;40;h_s;h_s_weak;;;;;0;0;0;0;0;34;34;34;;;;;;;;;411.0902942999983;None;412.7143456999984;413.00717469999836;413.00717469999836;413.02368019999994;413.02368019999994;413.0645158999996;413.0645158999996;None;9;0;413.0645158999996;None;414.56456909999906;None;['7'];[0.7615423999995983];414.56456909999906;None;0.9574582000004739;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_h_a.jpg;happy;9;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;162;block1_Pilot_2;28;h_n;h_n_weak;;;;;0;0;0;0;0;35;35;35;;;;;;;;;417.56567279999945;None;418.92484329999934;419.21564749999925;419.21564749999925;419.24047529999916;419.24047529999916;419.2814211999994;419.2814211999994;None;9;0;419.2814211999994;None;420.7813170999998;None;['7'];[0.7767557999995915];420.7813170999998;None;0.900572700000339;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;013_y_m_n_a.jpg;neutral;8;27;m;027_o_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;126;block1_Pilot_2;13;n_n;n_n_strong;;;;;0;0;0;0;0;36;36;36;;;;;;;;;423.78305609999916;None;424.8855033;425.1745228999989;425.1745228999989;425.19049019999875;425.19049019999875;425.2314759000001;425.2314759000001;None;None;0;425.2314759000001;None;426.73151999999936;None;['9'];[0.9945325999997294];426.73151999999936;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;028_y_f_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;156;block1_Pilot_2;28;s_n;s_n_strong;;;;;0;0;0;0;0;37;37;37;;;;;;;;;429.732238999999;None;431.04215289999956;431.3324660999988;431.3324660999988;431.3490232999993;431.3490232999993;431.38988900000004;431.38988900000004;None;None;0;431.38988900000004;None;432.89005519999955;None;"['7', '7']";"[0.2599510999989434, 2.804017999998905]";432.89005519999955;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;138;block1_Pilot_2;16;s_n;s_n_weak;;;;;0;0;0;0;0;38;38;38;;;;;;;;;435.8898780999989;None;437.0480826999992;437.3408837999996;437.3408837999996;437.36582719999933;437.36582719999933;437.4066899999998;437.4066899999998;None;7;0;437.4066899999998;None;438.9068000999996;None;['7'];[1.2353016000015486];438.9068000999996;None;1.2153890999998112;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;m;033_o_m_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;3;120;block1_Pilot_2;33;s_n;s_n_strong;;;;;0;0;0;0;0;39;39;39;;;;;;;;;441.90763029999835;None;442.91475869999886;443.2080073999987;443.2080073999987;443.23265999999967;443.23265999999967;443.2734125999996;443.2734125999996;None;None;0;443.2734125999996;None;444.77340279999953;None;['9'];[1.3366819999992003];444.77340279999953;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
;f;040_y_f_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block1_Pilot_2;40;s_n;s_n_weak;;;;;0;0;0;0;0;40;40;40;;;;;;;;;447.77448000000004;None;449.764464599999;450.0578913999998;450.0578913999998;450.0660046999983;450.0660046999983;450.10703189999913;450.10703189999913;None;None;0;450.10703189999913;None;451.6068878999995;None;['9'];[0.8551391999990301];451.6068878999995;None;;;;;;;;Emoconpilot043;2022_Jan_07_1453;BackwardMask;2020.2.8;120.04571340811813;
