Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.rt;key_resp_Rating.started;key_resp_Rating.stopped;key_resp.rt;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;f;040_y_f_s_a.jpg;sad;7;40;f;040_y_f_h_a.jpg;happy;incongruent;9;match;;130;150;;1;238;block1_Pilot_2;40;s_h;s_h_weak;;;;;0;0;0;0;0;6;6;6;;;;;;;;;292.5345547000179;None;294.5328733000206;294.82694040006027;294.82694040006027;294.8348372000037;294.8348372000037;294.875904000015;294.875904000015;None;None;0;294.875904000015;None;296.3758564000018;None;['8'];[1.0194499000208452];296.3758564000018;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;033_o_m_n_a.jpg;neutral;8;27;m;027_o_m_n_a.jpg;neutral;congruent;8;match;;140;170;;18;238;block1_Pilot_2;33;n_n;n_n_weak;;;;;0;0;0;0;0;7;7;7;;;;;;;;;299.3766801999882;None;301.40183009998873;301.6941086000297;301.6941086000297;301.8433183999732;301.8433183999732;301.88426459999755;301.88426459999755;None;None;0;301.88426459999755;None;303.3842963000061;None;['7'];[1.4109503000508994];303.3842963000061;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;040_y_f_h_a.jpg;happy;9;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;1;238;block1_Pilot_2;40;h_n;h_n_strong;;;;;0;0;0;0;0;8;8;8;;;;;;;;;306.38602269999683;None;308.38320200005546;308.677003000048;308.677003000048;308.68499410001095;308.68499410001095;308.7259250000352;308.7259250000352;None;None;0;308.7259250000352;None;310.22608789999504;None;['9'];[1.016885400051251];310.22608789999504;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;013_y_m_h_a.jpg;happy;9;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;198;block1_Pilot_2;13;h_s;h_s_weak;;;;;0;0;0;0;0;9;9;9;;;;;;;;;313.22626540006604;None;314.92259259999264;315.2192816999741;315.2192816999741;315.2436426000204;315.2436426000204;315.2845620000735;315.2845620000735;None;9;0;315.2845620000735;None;316.78485419997014;None;['7'];[0.4183959999354556];316.78485419997014;None;1.0145304999314249;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;008_y_m_h_a.jpg;happy;9;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;18;150;block1_Pilot_2;8;h_n;h_n_strong;;;;;0;0;0;0;0;10;10;10;;;;;;;;;319.7854171000654;None;321.0500384999905;321.3439391000429;321.3439391000429;321.4938278000336;321.4938278000336;321.53475300001446;321.53475300001446;None;9;0;321.53475300001446;None;323.03468140005134;None;['7'];[0.6405910999746993];323.03468140005134;None;1.076394599978812;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;019_m_f_h_a.jpg;happy;9;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;19;h_s;h_s_weak;;;;;0;0;0;0;0;11;11;11;;;;;;;;;326.0348995999666;None;328.03981420001946;328.3359764000634;328.3359764000634;328.3439333999995;328.3439333999995;328.38482889998704;328.38482889998704;None;None;0;328.38482889998704;None;329.88498390000314;None;['9'];[1.4380476999795064];329.88498390000314;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;016_y_m_s_a.jpg;sad;7;4;m;004_o_m_s_a.jpg;sad;congruent;7;match;;130;160;;18;142;block1_Pilot_2;16;s_s;s_s_strong;;;;;0;0;0;0;0;12;12;12;;;;;;;;;332.88496449997183;None;334.08301689999644;334.37769140000455;334.37769140000455;334.5275778999785;334.5275778999785;334.5684210000327;334.5684210000327;None;7;1;334.5684210000327;None;336.06841179996263;None;['7'];[0.47057040000800043];336.06841179996263;None;1.1387363000540063;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;021_o_f_n_a.jpg;neutral;8;21;f;021_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;3;171;block1_Pilot_2;21;n_h;n_h_weak;;;;;0;0;0;0;0;13;13;13;;;;;;;;;339.0689855000237;None;340.5333135999972;340.8279739000136;340.8279739000136;340.85252089996357;340.85252089996357;340.8933738999767;340.8933738999767;None;8;0;340.8933738999767;None;342.3943387999898;None;['8'];[1.1048962000058964];342.3943387999898;None;1.3177489000372589;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;012_o_f_h_a.jpg;happy;9;13;m;013_y_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;3;213;block1_Pilot_2;12;h_h;h_h_weak;;;;;0;0;0;0;0;14;14;14;;;;;;;;;345.3944086000556;None;347.1765022999607;347.46964150003623;347.46964150003623;347.4941538000712;347.4941538000712;347.5351866000565;347.5351866000565;None;9;1;347.5351866000565;None;349.0353114999598;None;['7'];[0.4239607999334112];349.0353114999598;None;1.0759601999307051;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;021_o_f_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;174;block1_Pilot_2;21;s_n;s_n_weak;;;;;0;0;0;0;0;15;15;15;;;;;;;;;352.036375900032;None;353.4985474999994;353.79457919998094;353.79457919998094;353.81951910001226;353.81951910001226;353.8602834000485;353.8602834000485;None;9;0;353.8602834000485;None;355.36040570004843;None;['7'];[0.36263869993854314];355.36040570004843;None;0.878906499943696;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;019_m_f_n_a.jpg;neutral;8;19;f;019_m_f_h_a.jpg;happy;incongruent;9;match;;140;150;;3;238;block1_Pilot_2;19;n_h;n_h_weak;;;;;0;0;0;0;0;16;16;16;;;;;;;;;358.3610930000432;None;360.3819214999676;360.6785063999705;360.6785063999705;360.703025600058;360.703025600058;360.74370690004434;360.74370690004434;None;8;0;360.74370690004434;None;362.24375370005146;None;['7'];[0.3034314999822527];362.24375370005146;None;0.7155098000075668;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;18;219;block1_Pilot_2;28;n_s;n_s_weak;;;;;0;0;0;0;0;17;17;17;;;;;;;;;365.2440129000461;None;367.0956122999778;367.3872553000692;367.3872553000692;367.5364920999855;367.5364920999855;367.57709509995766;367.57709509995766;None;8;0;367.57709509995766;None;369.0775399999693;None;['7'];[0.3176984000019729];369.0775399999693;None;0.6740487999049947;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;008_y_m_h_a.jpg;happy;9;8;m;008_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;176;block1_Pilot_2;8;h_s;h_s_weak;;;;;0;0;0;0;0;18;18;18;;;;;;;;;372.0773545000702;None;373.5519119000528;373.84498399996664;373.84498399996664;373.8699597000377;373.8699597000377;373.91084230004344;373.91084230004344;None;9;0;373.91084230004344;None;375.41070520004723;None;['7'];[0.616455000010319];375.41070520004723;None;1.036131399916485;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;019_m_f_h_a.jpg;happy;9;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;18;136;block1_Pilot_2;19;h_n;h_n_weak;;;;;0;0;0;0;0;19;19;19;;;;;;;;;378.4118628000142;None;379.55227400001604;379.84527300007176;379.84527300007176;379.99523390003014;379.99523390003014;380.03586060006637;380.03586060006637;None;9;0;380.03586060006637;None;381.5360680000158;None;['7'];[0.4270886000012979];381.5360680000158;None;0.9351764000020921;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;013_y_m_n_a.jpg;neutral;8;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;2;132;block1_Pilot_2;13;n_s;n_s_strong;;;;;0;0;0;0;0;20;20;20;;;;;;;;;384.53669350000564;None;385.66517329995986;385.9537710000295;385.9537710000295;385.9701450000284;385.9701450000284;386.0110330999596;386.0110330999596;None;8;0;386.0110330999596;None;387.5108595000347;None;['8'];[0.308312900015153];387.5108595000347;None;0.8641934000188485;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;040_y_f_s_a.jpg;sad;7;8;m;008_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;2;175;block1_Pilot_2;40;s_h;s_h_weak;;;;;0;0;0;0;0;21;21;21;;;;;;;;;390.5114150000736;None;391.97711730003357;392.27043330005836;392.27043330005836;392.2869957999792;392.2869957999792;392.3276254000375;392.3276254000375;None;8;0;392.3276254000375;None;393.82780119997915;None;['8'];[0.3432493000291288];393.82780119997915;None;0.9954123999923468;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;193;block1_Pilot_2;4;h_s;h_s_weak;;;;;0;0;0;0;0;22;22;22;;;;;;;;;396.82763000007253;None;398.4744546000147;398.77119350002613;398.77119350002613;398.7868136999896;398.7868136999896;398.82771510002203;398.82771510002203;None;9;0;398.82771510002203;None;400.3279333000537;None;['7'];[0.4109529999550432];400.3279333000537;None;1.023266899981536;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;126;block1_Pilot_2;28;s_n;s_n_weak;;;;;0;0;0;0;0;23;23;23;;;;;;;;;403.32891260006;None;404.39899600006174;404.6868182000471;404.6868182000471;404.7033492999617;404.7033492999617;404.7446143999696;404.7446143999696;None;None;0;404.7446143999696;None;406.2451493999688;None;['7'];[0.6139721000799909];406.2451493999688;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;004_o_m_h_a.jpg;happy;9;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;146;block1_Pilot_2;4;h_n;h_n_strong;;;;;0;0;0;0;0;24;24;24;;;;;;;;;409.2452337000286;None;410.5055649999995;410.79616230004467;410.79616230004467;410.82068700005766;410.82068700005766;410.86157399998046;410.86157399998046;None;9;0;410.86157399998046;None;412.3614435000345;None;['7'];[0.521507199970074];412.3614435000345;None;1.221533800009638;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;008_y_m_s_a.jpg;sad;7;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;132;block1_Pilot_2;8;s_n;s_n_strong;;;;;0;0;0;0;0;25;25;25;;;;;;;;;415.3622547000414;None;416.4867610000074;416.7797678000061;416.7797678000061;416.8039215999888;416.8039215999888;416.84491049998906;416.84491049998906;None;7;0;416.84491049998906;None;418.34506319998764;None;['7'];[0.5701248000841588];418.34506319998764;None;1.3982286000391468;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;040_y_f_n_a.jpg;neutral;8;40;f;040_y_f_s_a.jpg;sad;incongruent;7;match;;140;160;;2;123;block1_Pilot_2;40;n_s;n_s_weak;;;;;0;0;0;0;0;26;26;26;;;;;;;;;421.34510739997495;None;422.3903547000373;422.6797392000444;422.6797392000444;422.6958248000592;422.6958248000592;422.73671450000256;422.73671450000256;None;8;0;422.73671450000256;None;424.23664550005924;None;['8'];[0.39052469993475825];424.23664550005924;None;1.0024689000565559;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;3;159;block1_Pilot_2;28;s_s;s_s_weak;;;;;0;0;0;0;0;27;27;27;;;;;;;;;427.23679370002355;None;428.57310689997394;428.862847100012;428.862847100012;428.88773880002555;428.88773880002555;428.928402599995;428.928402599995;None;8;0;428.928402599995;None;430.4286684000399;None;['7'];[0.9825069999787956];430.4286684000399;None;0.794712100061588;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;012_o_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;18;166;block1_Pilot_2;12;s_s;s_s_weak;;;;;0;0;0;0;0;28;28;28;;;;;;;;;433.42926150001585;None;434.8256832000334;435.1211241000565;435.1211241000565;435.271062899963;435.271062899963;435.31200260005426;435.31200260005426;None;7;1;435.31200260005426;None;436.8119354000082;None;['7'];[0.46326190000399947];436.8119354000082;None;1.0431268999818712;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_n_a.jpg;neutral;8;28;f;028_y_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;186;block1_Pilot_2;28;n_h;n_h_weak;;;;;0;0;0;0;0;29;29;29;;;;;;;;;439.81331070000306;None;441.4311452000402;441.7217385000549;441.7217385000549;441.737865800038;441.737865800038;441.7787936000386;441.7787936000386;None;8;0;441.7787936000386;None;443.2788952999981;None;['7'];[0.4921035000588745];443.2788952999981;None;0.9684310000156984;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;027_o_m_n_a.jpg;neutral;8;16;m;016_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;188;block1_Pilot_2;27;n_n;n_n_weak;;;;;0;0;0;0;0;30;30;30;;;;;;;;;446.27977999998257;None;447.874693699996;448.1636809000047;448.1636809000047;448.17985610000324;448.17985610000324;448.2205909000477;448.2205909000477;None;None;0;448.2205909000477;None;449.7205961999716;None;"['8', '8']";"[0.04263319994788617, 0.5784965999191627]";449.7205961999716;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;012_o_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;162;block1_Pilot_2;12;s_n;s_n_strong;;;;;0;0;0;0;0;31;31;31;;;;;;;;;452.7214278000174;None;454.0755702999886;454.3715320000192;454.3715320000192;454.39661230007187;454.39661230007187;454.43735090002883;454.43735090002883;None;8;1;454.43735090002883;None;455.9374242000049;None;['8'];[0.3778324000304565];455.9374242000049;None;0.7336954999482259;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;12;s_h;s_h_strong;;;;;0;0;0;0;0;32;32;32;;;;;;;;;458.9384262000676;None;460.9239614000544;461.22181829996407;461.22181829996407;461.23008050001226;461.23008050001226;461.2707550000632;461.2707550000632;None;None;0;461.2707550000632;None;462.77156160003506;None;['9'];[0.8874312000116333];462.77156160003506;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_n_a.jpg;neutral;8;21;f;021_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;3;220;block1_Pilot_2;28;n_n;n_n_weak;;;;;0;0;0;0;0;33;33;33;;;;;;;;;465.7718508000253;None;467.6510350999888;467.9472798999632;467.9472798999632;467.9717001999961;467.9717001999961;468.01271569996607;468.01271569996607;None;8;1;468.01271569996607;None;469.5126878999872;None;['7'];[0.2745271000312641];469.5126878999872;None;0.9265289000468329;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;040_y_f_h_a.jpg;happy;9;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;194;block1_Pilot_2;40;h_s;h_s_weak;;;;;0;0;0;0;0;34;34;34;;;;;;;;;472.51341150002554;None;474.13768779998645;474.4303715999704;474.4303715999704;474.446759799961;474.446759799961;474.4875123000238;474.4875123000238;None;9;0;474.4875123000238;None;475.9877731000306;None;['8'];[0.3752512000501156];475.9877731000306;None;1.0754410999361426;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_h_a.jpg;happy;9;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;162;block1_Pilot_2;28;h_n;h_n_weak;;;;;0;0;0;0;0;35;35;35;;;;;;;;;478.9878861999605;None;480.3538792000618;480.6472402999643;480.6472402999643;480.6720153000206;480.6720153000206;480.712820500019;480.712820500019;None;9;0;480.712820500019;None;482.2128440999659;None;['7'];[0.4302695000078529];482.2128440999659;None;0.9224222999764606;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;013_y_m_n_a.jpg;neutral;8;27;m;027_o_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;126;block1_Pilot_2;13;n_n;n_n_strong;;;;;0;0;0;0;0;36;36;36;;;;;;;;;485.21325919998344;None;486.33002080000006;486.6226387000643;486.6226387000643;486.638650399982;486.638650399982;486.6796806000639;486.6796806000639;None;9;0;486.6796806000639;None;488.1798466000473;None;['7'];[0.48727359995245934];488.1798466000473;None;1.059513199958019;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;028_y_f_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;156;block1_Pilot_2;28;s_n;s_n_strong;;;;;0;0;0;0;0;37;37;37;;;;;;;;;491.18018769996706;None;492.49123759998474;492.78079890005756;492.78079890005756;492.79724039998837;492.79724039998837;492.8382236000616;492.8382236000616;None;9;0;492.8382236000616;None;494.3381463000551;None;['7'];[0.4169882999267429];494.3381463000551;None;0.8290053999517113;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;138;block1_Pilot_2;16;s_n;s_n_weak;;;;;0;0;0;0;0;38;38;38;;;;;;;;;497.3382907999912;None;498.49648069997784;498.78935760003515;498.78935760003515;498.81410339998547;498.81410339998547;498.8547762000235;498.8547762000235;None;8;1;498.8547762000235;None;500.35501459997613;None;['7'];[0.3760619000531733];500.35501459997613;None;0.9163132000248879;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;m;033_o_m_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;3;120;block1_Pilot_2;33;s_n;s_n_strong;;;;;0;0;0;0;0;39;39;39;;;;;;;;;503.35577729996294;None;504.3682638000464;504.6642838000553;504.6642838000553;504.68933710001875;504.68933710001875;504.72994860005565;504.72994860005565;None;7;0;504.72994860005565;None;506.229934800067;None;['8'];[0.37308729998767376];506.229934800067;None;1.0331661999225616;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
;f;040_y_f_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block1_Pilot_2;40;s_n;s_n_weak;;;;;0;0;0;0;0;40;40;40;;;;;;;;;509.2312365999678;None;511.2213333999971;511.5146436999785;511.5146436999785;511.5226178000448;511.5226178000448;511.5635074999882;511.5635074999882;None;None;0;511.5635074999882;None;513.0638085000683;None;['9'];[0.38711250002961606];513.0638085000683;None;;;;;;;;Emoconpilot048;2022_Jan_19_1237;BackwardMask;2020.2.8;120.44260236807746;
