;name;number of reactions;number of correct answers;total trials;happy;sad;neutral;8ms;16ms;25ms;141ms;8ms happy;8ms sad;8ms neutral;16ms happy;16ms sad;16ms neutral;25ms happy;25ms sad;25ms neutral;141ms happy;141ms sad;141ms neutral;study_number
0;039;233;216;0.8449371901287549;0.8322823888888888;0.9364163301369863;0.7733810088607598;1.2090326999999998;0.9002453569230771;0.8801033666666669;0.7595316827586207;1.2361217;1.1548546999999998;0.0;0.8591374230769232;1.051804725;0.8412825913043477;0.8766649733333334;0.999458638095238;0.7910919259259258;0.7089177347826087;0.8396008685714286;0.7030385551724138;study2
1;041;236;208;0.8886956105931697;0.8710445482758545;0.9862176196968655;0.8296497048192237;0.5334677999999258;0.930031742028945;0.9148293441558171;0.838029737078573;0.5334677999999258;0.0;0.0;0.8925925757575346;1.008277466666641;0.9423877333332863;0.9356016033333617;1.0492686777775917;0.8098956965517384;0.7706002086956489;0.9473388083332439;0.7585548233332096;study2
2;042;200;168;1.0325573634999818;1.037399023287659;1.1048289350878087;0.9686584957141738;1.4576582999998209;1.0132895285714767;1.022399848571357;1.04793297624999;0.0;0.0;1.4576582999998209;0.9719787363636979;1.1049187900000106;1.012850988235347;0.988760144827493;1.1411593875002382;0.9854157999997551;1.1669341954545664;1.0860487483871346;0.9072064666665769;study2
3;045;243;219;0.6449264390946418;0.5504266942528828;0.769327390277756;0.6361717880952229;0.0;0.7109132492753731;0.679015269047616;0.5625203099999718;0.0;0.0;0.0;0.6693591656250302;0.7856208857142722;0.7232534130434769;0.5379658290322705;0.8466392999999851;0.69625459999999;0.4079453499999772;0.7120050228571131;0.5134181838709372;study2
4;047;232;203;0.6335771814655392;0.5704627282051288;0.7023149680000157;0.6306353253165048;0.8048316000003979;0.7293958589286181;0.6637813662791602;0.5421765044943181;0.0;0.8048316000003979;0.0;0.6991431038459968;0.7276419833336453;0.7742635333334975;0.5362179833334569;0.8001938115383103;0.6731206300002668;0.4650833000000189;0.6203346694444716;0.5061234903223522;study2
5;030;291;239;0.7405833505138857;0.6623073164925709;0.8085544731962427;0.7508882618528435;0.9684487106943769;0.7902778199901257;0.7406344827714151;0.6240041362618065;1.0415290299570188;0.8473110499908216;0.9922785199945793;0.6842624878609609;0.8793953119590878;0.8373359185471027;0.6346601800372204;0.880435975002391;0.7152823206872262;0.5086688291533695;0.6948390389184674;0.6310360999702807;study2
6;037;223;174;0.5740628556124949;0.5252643552682313;0.6568385549381532;0.5455314263235778;1.160290899919346;0.6563369729119586;0.6039446841516509;0.49085490331360765;0.0;1.275759099982679;1.0448226998560128;0.661969119039852;0.6562656384821122;0.6479549928335473;0.533312316157765;0.7033405190089806;0.6073543800118689;0.3952524041524157;0.6127270583658375;0.42334078711968276;study2
7;028;279;243;0.6571224505285396;0.6074215411976671;0.7841437550502296;0.5874030107722408;0.8342350090599873;0.6843387488948388;0.6708820415765382;0.5939504437860144;0.9090369428241891;0.8240434001199901;0.663094366590182;0.641883334277996;0.8416827479749918;0.6027500667143613;0.6071601096510647;0.8282692428412182;0.5898333167191595;0.4695312832288134;0.7066040942977582;0.5620565133014073;study2
8;033;264;226;0.6026533662846884;0.5307605499957895;0.6911664744162239;0.5896786636334251;0.0;0.6636482421659404;0.6399930844458545;0.5100912857061293;0.0;0.0;0.0;0.6283556600001508;0.7233730333280706;0.6629452703658629;0.5191327580551226;0.7627650827594936;0.6462024900130927;0.40345357916279073;0.6147026583300127;0.4711653354667848;study2
9;027;232;184;0.8406419344827611;0.7182197795180726;0.8899435694444249;0.9265032480519736;1.0136781000001065;0.8905321014925455;0.893410262499988;0.7420661304878131;0.959671900000103;1.1216905000001134;0.0;0.7681491225806227;0.9908860000000246;0.9999426000000426;0.6928446185185066;1.0058065666666256;0.9871261620689775;0.6597161043478625;0.740668158064486;0.8112585500000274;study2
10;046;221;191;0.6084823828053919;0.5479646658227582;0.6580800399999849;0.6266638222221496;0.0;0.7476640999998875;0.6415734559523333;0.5075811835164921;0.0;0.0;0.0;0.7291830124999213;0.7442664599999261;0.7874576416664544;0.525417332258008;0.7420368291665795;0.6825982448275807;0.39586995833339716;0.5781681750000492;0.512095303225725;study2
