name;number of reactions;number of correct answers;total trials;happy;sad;neutral;8ms;16ms;25ms;141ms;8ms happy;8ms sad;8ms neutral;16ms happy;16ms sad;16ms neutral;25ms happy;25ms sad;25ms neutral;141ms happy;141ms sad;141ms neutral;study_number
5;336;246;0.651939316;0.557440604;0.730810979;0.670662265;0.850745228;0.85151782;0.826754744;0.482527798;0.806975767;0.880516994;0.857908176;0.810475994;0.804209225;0.925918174;0.62804076;0.989016958;0.886174587;0.411351765;0.582099121;0.459877858;study1
10;332;278;0.732594677;0.648231768;0.804958725;0.753251362;0.764698466;0.858410244;0.874544739;0.64519025;0.744430558;0.776224511;0.774046963;0.695345243;0.9375133;1.02854495;0.733750768;1.00338018;0.924048327;0.567227339;0.734072022;0.630555223;study1
16;346;251;0.667057487;0.615561178;0.672582921;0.711802397;0.592818341;0.740273353;0.804932885;0.625276447;0.610516956;0.55397151;0.614645081;0.722003053;0.702717663;0.786825773;0.792863367;0.788907068;0.835623582;0.53506683;0.66538133;0.681711681;study1
17;347;251;0.563713435;0.525082081;0.611306739;0.554673554;0.501156724;0.711896482;0.762066791;0.47793638;0.614451457;0.438856076;0.438164029;0.730465494;0.7267158;0.685593245;0.616445305;0.913613289;0.785653521;0.402986922;0.542120081;0.488007573;study1
11;357;291;0.650225747;0.60819226;0.704580744;0.637656638;0.770185142;0.744286171;0.767993616;0.541460942;0.74750212;0.762803029;0.809612087;0.709924732;0.814182039;0.688125135;0.7271707;0.863974529;0.700583789;0.495721341;0.562121251;0.566996822;study1
39;233;216;0.84493719;0.832282389;0.93641633;0.773381009;1.2090327;0.900245357;0.880103367;0.759531683;1.2361217;1.1548547;0;0.859137423;1.051804725;0.841282591;0.876664973;0.999458638;0.791091926;0.708917735;0.839600869;0.703038555;study2
41;236;208;0.888695611;0.871044548;0.98621762;0.829649705;0.5334678;0.930031742;0.914829344;0.838029737;0.5334678;0;0;0.892592576;1.008277467;0.942387733;0.935601603;1.049268678;0.809895697;0.770600209;0.947338808;0.758554823;study2
42;200;168;1.032557363;1.037399023;1.104828935;0.968658496;1.4576583;1.013289529;1.022399849;1.047932976;0;0;1.4576583;0.971978736;1.10491879;1.012850988;0.988760145;1.141159388;0.9854158;1.166934195;1.086048748;0.907206467;study2
45;243;219;0.644926439;0.550426694;0.76932739;0.636171788;0;0.710913249;0.679015269;0.56252031;0;0;0;0.669359166;0.785620886;0.723253413;0.537965829;0.8466393;0.6962546;0.40794535;0.712005023;0.513418184;study2
47;232;203;0.633577181;0.570462728;0.702314968;0.630635325;0.8048316;0.729395859;0.663781366;0.542176504;0;0.8048316;0;0.699143104;0.727641983;0.774263533;0.536217983;0.800193812;0.67312063;0.4650833;0.620334669;0.50612349;study2
30;291;239;0.740583351;0.662307316;0.808554473;0.750888262;0.968448711;0.79027782;0.740634483;0.624004136;1.04152903;0.84731105;0.99227852;0.684262488;0.879395312;0.837335919;0.63466018;0.880435975;0.715282321;0.508668829;0.694839039;0.6310361;study2
37;223;174;0.574062856;0.525264355;0.656838555;0.545531426;1.1602909;0.656336973;0.603944684;0.490854903;0;1.2757591;1.0448227;0.661969119;0.656265638;0.647954993;0.533312316;0.703340519;0.60735438;0.395252404;0.612727058;0.423340787;study2
28;279;243;0.657122451;0.607421541;0.784143755;0.587403011;0.834235009;0.684338749;0.670882042;0.593950444;0.909036943;0.8240434;0.663094367;0.641883334;0.841682748;0.602750067;0.60716011;0.828269243;0.589833317;0.469531283;0.706604094;0.562056513;study2
33;264;226;0.602653366;0.53076055;0.691166474;0.589678664;0;0.663648242;0.639993084;0.510091286;0;0;0;0.62835566;0.723373033;0.66294527;0.519132758;0.762765083;0.64620249;0.403453579;0.614702658;0.471165335;study2
27;232;184;0.840641934;0.71821978;0.889943569;0.926503248;1.0136781;0.890532101;0.893410262;0.74206613;0.9596719;1.1216905;0;0.768149123;0.990886;0.9999426;0.692844619;1.005806567;0.987126162;0.659716104;0.740668158;0.81125855;study2
46;221;191;0.608482383;0.547964666;0.65808004;0.626663822;0;0.7476641;0.641573456;0.507581184;0;0;0;0.729183012;0.74426646;0.787457642;0.525417332;0.742036829;0.682598245;0.395869958;0.578168175;0.512095303;study2
43;225;188;0.876407332;0.796898696;0.979083451;0.865405501;0.961594365;0.924324614;0.910232849;0.796483424;0.948211133;1.13198938;0.839673367;0.805424507;1.058137818;0.996284492;0.82338707;1.069395374;0.874482747;0.6920262;0.859571563;0.806112338;study2
29;337;220;0.820964512;0.766979003;0.877831085;0.821051921;1.00357465;0.89956299;0.78798099;0.619423349;0.9836155;1.031521492;1.000170619;0.831749716;0.927569852;0.953564978;0.665364926;0.943079007;0.774175686;0.552799246;0.689423791;0.591970542;study2
38;248;215;0.608278385;0.558191149;0.680557361;0.589906059;0;0.6705697;0.632024607;0.536611057;0;0;0;0.655842723;0.685865606;0.679501786;0.55585121;0.758742396;0.596691107;0.429727644;0.619411914;0.519755819;study2
34;301;252;0.798441181;0.745614776;0.891771292;0.768468161;1.029292221;0.842194188;0.802327389;0.632147164;0.939987089;1.134936261;1.043924712;0.777143226;0.921083233;0.862017857;0.730660926;0.930085708;0.771048156;0.574485625;0.757592969;0.531922957;study2
25;235;208;0.817102862;0.761159764;0.9029203;0.804996157;0;0.872335707;0.828438739;0.763508567;0;0;0;0.773359815;0.932378215;0.995413219;0.726827737;1.00862031;0.809928693;0.787905813;0.831578783;0.662005317;study2
40;212;173;0.903253537;0.805971913;0.989898537;0.927116597;0.8176303;0.995561216;0.922134286;0.833078498;0;0.8176303;0;0.956601491;0.990322187;1.084166591;0.781349777;1.05059776;0.981215207;0.692396238;0.961646835;0.811319775;study2
48;234;191;0.898051145;0.856234303;0.951150149;0.895794249;0.986601933;0.97246874;0.909781052;0.832681079;0.9739375;0;1.0119308;0.897288566;1.02739255;1.044903948;0.914289755;0.961040946;0.854980764;0.721830179;0.918227637;0.82155748;study2
32;258;218;0.659760766;0.599311053;0.749895223;0.632799186;0;0.721652971;0.69541434;0.57155199;0;0;0;0.700263641;0.78736909;0.698324681;0.621297167;0.796158207;0.675503903;0.437224963;0.693094086;0.534401448;study2
36;249;203;0.614491653;0.528698349;0.748816473;0.578031513;0;0.669668918;0.66280998;0.520323333;0;0;0;0.630987353;0.715660547;0.687907012;0.525329687;0.839324943;0.634602734;0.396523837;0.689101733;0.436500774;study2
