trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,244.2378578998614,244.5350347899599,244.73917369986884,244.910914189904,244.91540289996192,244.9563863899326,244.9604519000277,245.66289658986497,d,1,0.6935403000097722,693.5403000097722,244.9604519000277,245.66289658986497,245.66932319989428,247.47677239009644,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,247.4815320998896,247.77677849007304,247.97864019987173,248.13884009004104,248.1424745998811,248.18248428988736,248.1877150000073,248.81478609007317,a,1,0.61826610006392,618.26610006392,248.1877150000073,248.81478609007317,248.81670879991725,249.92681829005014,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,249.93096029991284,250.2268991898978,250.42924019997008,250.58814829008188,250.59256749995984,250.6326066900743,250.63776830001734,251.23727498997468,a,1,0.5844479000661522,584.4479000661522,250.63776830001734,251.23727498997468,251.24870290001854,252.8602469898993,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,252.86621570005082,253.16035179004538,253.36713610007428,253.53554068997036,253.540149099892,253.58017348989378,253.58448070008308,254.33582598997745,s,1,0.7415217999368906,741.5217999368906,253.58448070008308,254.33582598997745,254.34326189989224,256.2269734898815,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,256.23102899990045,256.5270843899576,256.7594278000761,256.78597078986934,256.7896805999335,256.8305828899844,256.83577880007215,257.9154013900785,s,1,1.0662716999650002,1066.2716999650002,256.83577880007215,257.9154013900785,257.9236749999691,259.26868319001517,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,259.2739977000747,259.5687998899026,259.78527410002425,259.8115912899608,259.81289210007526,259.85255968992135,259.8576201000251,261.54661118986553,None,0,,,259.8576201000251,261.54661118986553,261.5516460998915,262.9270947899437,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,262.93139240005985,263.22710519006944,263.46856210008264,263.62660889003894,263.6314429999329,263.67090519007763,263.6758570999373,264.28689238990194,s,1,0.5943967001512647,594.3967001512647,263.6758570999373,264.28689238990194,264.29840729990974,265.61892339007466,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,265.6249585999176,265.91887508986986,266.1285282999743,266.1547205900075,266.15499820001423,266.18967928995846,266.19059220002964,267.3908049899852,d,1,1.1915154000744224,1191.5154000744224,266.19059220002964,267.3908049899852,267.40037550008856,269.37729888993783,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.0,m,013_y_m_s_a.jpg,sad,a,17,1,269.3828050000593,269.6773365899222,269.76776269986294,269.9038005899871,269.90701780002564,269.94506498987323,269.94832760002464,270.9443757899804,a,1,0.9856734001077712,985.6734001077712,269.94832760002464,270.9443757899804,270.9519841999281,272.2189651900204,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,272.22307499987073,272.51895868990107,272.74285000003874,272.76856319003275,272.76945009990595,272.8033741899068,272.8049089999404,273.5658648899058,s,1,0.7451816000975668,745.1816000975668,272.8049089999404,273.5658648899058,273.57120519992895,275.17745938992596,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,275.1834726999514,275.47740038998893,275.5004386000801,275.63740678995384,275.64245430007577,275.68292448997965,275.6880812998861,276.6896009899443,d,1,0.9900471000000834,990.0471000000834,275.6880812998861,276.6896009899443,276.6979771000333,277.7442010899773,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,277.7496909000911,278.0442007899052,278.06040209997445,278.0822344899876,278.0830322999973,278.1203327900963,278.1216478999704,278.7525273899315,d,1,0.6203785999678075,620.3785999678075,278.1216478999704,278.7525273899315,278.75889099994674,279.92737819000615,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,279.93035819986835,280.2273871898884,280.44834990007803,280.6088687898824,280.6134832999669,280.65474888987376,280.6598273999989,281.2473895899253,s,1,0.5783437001518905,578.3437001518905,280.6598273999989,281.2473895899253,281.25088989990763,282.31075648989065,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,282.313744999934,282.6109489898896,282.62640909990296,282.6483937900281,282.64867949998006,282.687113889982,282.68863049987704,283.3341604899848,a,1,0.6375692000146955,637.5692000146955,282.68863049987704,283.3341604899848,283.3434715999756,284.3359125899384,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,284.34141770005226,284.6359281898709,284.65892429999076,284.6807735900162,284.681463399902,284.7204577899771,284.7206234000623,285.5442519900622,d,1,0.8133960999548435,813.3960999548435,284.7206234000623,285.5442519900622,285.55066669988446,286.7943072899012,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,286.7985719998833,287.0942911899416,287.32024529995397,287.34762578995435,287.35126330005005,287.38948358993514,287.39399529993534,288.1642013900215,d,1,0.7560843999963254,756.0843999963254,287.39399529993534,288.1642013900215,288.1663307000417,289.577739989874,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.0,m,033_o_m_h_a.jpg,happy,d,17,1,289.58087509986944,289.87762278995945,289.89005950000137,290.0209930900252,290.02376849995926,290.06214428998067,290.06498649995774,290.5750280900626,d,1,0.5012029998470098,501.2029998470098,290.06498649995774,290.5750280900626,290.5834226999432,292.2444541899255,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,292.2474913999904,292.54448678998745,292.746079799952,292.77149528989105,292.7723310999572,292.80670509000777,292.8066245999653,293.42345929008445,d,1,0.5998887999448925,599.8887999448925,292.8066245999653,293.42345929008445,293.43541710008867,294.9444658900844,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,294.9484445999842,295.2443783900468,295.4873903999105,295.5144523899304,295.51829700008966,295.559335290012,295.56434819987044,296.30905488997234,a,1,0.7377971999812871,737.7971999812871,295.56434819987044,296.30905488997234,296.3175214000512,297.3777618899709,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.0,m,016_y_m_s_a.jpg,sad,a,17,1,297.3805470999796,297.67776678993835,297.69886650005355,297.82949838999195,297.8339748000726,297.8719476899365,297.8752583998721,298.4084198898869,a,1,0.5230664000846446,523.0664000846446,297.8752583998721,298.4084198898869,298.4191975998692,300.10292608991733,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,300.10693200002424,300.40290529003835,300.4263875999022,300.44916938992685,300.4495997999329,300.48790669001176,300.48754690005444,301.05663468993737,d,1,0.5585121000185609,558.5121000185609,300.48754690005444,301.05663468993737,301.0623154998757,302.5695941900136,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,302.57206749985926,302.86961418997964,302.89071130007505,302.9134981900221,302.91366109997034,302.9485165900784,302.94893989991397,303.5857733900426,d,1,0.6252671999391168,625.2671999391168,302.94893989991397,303.5857733900426,303.5953227998689,304.6028948899126,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,304.6058068999555,304.90294298997617,305.15199230005965,305.1776395899011,305.1777812000364,305.21240758991337,305.2130225999281,306.3268660900882,s,1,1.105263999896124,1105.263999896124,305.2130225999281,306.3268660900882,306.33529619988985,307.39469768994024,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,307.39803759986535,307.6946231900016,307.7159812999889,307.84637999001427,307.8499157000333,307.8884154900676,307.8915454999078,308.4802624900127,d,1,0.5785722001455724,578.5722001455724,307.8915454999078,308.4802624900127,308.48852739995345,310.18647168998143,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,310.19056109990925,310.48645158999136,310.51034380006604,310.53275788996837,310.5337493000552,310.5709087900119,310.57114990008995,311.0532300900901,d,1,0.46697990014217794,466.97990014217794,310.57114990008995,311.0532300900901,311.05981660005637,312.7614974898985,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,312.76552370004356,313.0615381899057,313.3073028998915,313.4664979900932,313.4711611000821,313.51120709001555,313.51618449995294,314.390280890069,a,1,0.8582242000848055,858.2242000848055,313.51618449995294,314.390280890069,314.40202849986963,315.77822628992146,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,315.7830755999312,316.0782509900397,316.2805937998928,316.43825058990626,316.4420998999849,316.4806357899448,316.48573389998637,316.9083464900265,s,1,0.40844570007175207,408.44570007175207,316.48573389998637,316.9083464900265,316.91589060006663,318.5200035900576,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,318.5240205998998,318.819964190037,319.03919330006465,319.06480998990594,319.0654959999956,319.1003032899695,319.1005106999073,319.9105212900555,s,1,0.8016548999585211,801.6548999585211,319.1005106999073,319.9105212900555,319.91803169995546,320.9783183899941,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,320.9813618999906,321.27837868991776,321.4833483998664,321.5093769899337,321.5100269999821,321.5462581899716,321.5473676000256,322.2116810900858,s,1,0.6507013000082225,650.7013000082225,321.5473676000256,322.2116810900858,322.2185009000823,323.3616959899897,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,323.3654372000601,323.6617628899636,323.912096099928,323.93739169000185,323.93744580005296,323.97253058992794,323.97293629986234,324.548856789968,s,1,0.5611724001355469,561.1724001355469,323.97293629986234,324.548856789968,324.5543672000058,325.66176688999406,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,325.66740869986825,325.961832690076,326.20374969998375,326.360504489881,326.3640387998894,326.40131749005525,326.4045778999571,327.3332828900544,s,1,0.9217509999871254,921.7509999871254,326.4045778999571,327.3332828900544,327.33994339988567,328.95351318994074,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,328.9575749000069,329.25352308994627,329.4622359999921,329.62585248986727,329.63088870001957,329.6716821899405,329.6765916000586,330.13319319000004,s,1,0.441671600099653,441.671600099653,329.6765916000586,330.13319319000004,330.14473009994254,331.17026479009076,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,331.1756450999528,331.470257390081,331.6929691999685,331.7192029899685,331.72018909989856,331.75484088996893,331.7549401000142,332.32196249000265,d,1,0.555075200041756,555.075200041756,331.7549401000142,332.32196249000265,332.32844329997897,333.47032618990636,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,333.47427550004795,333.77027388990393,333.97786969994195,334.00432978991887,334.004717099946,334.03901078996716,334.0407086000778,334.7641106900061,s,0,0.709464400075376,709.464400075376,334.0407086000778,334.7641106900061,334.77148759993725,336.32882289008705,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,336.3341933998745,336.62883239008954,336.8402883000672,336.86654989004603,336.8700800999068,336.91108979007697,336.9160338998772,337.4950325899059,s,1,0.5623324001207948,562.3324001207948,336.9160338998772,337.4950325899059,337.50646389997564,338.7620500899153,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,338.7660469999537,339.0620499900775,339.08591459994204,339.10789829005955,339.1089508999139,339.14651989007837,339.14668389991857,340.3660722899018,a,1,1.2034748999867588,1203.4748999867588,339.14668389991857,340.3660722899018,340.3754215000663,342.24549229003026,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,342.2506466000341,342.54550588994755,342.7972847998608,342.9622926900862,342.96651869989,343.0066906900844,343.0118110999465,343.5609548900044,s,1,0.538425600156188,538.425600156188,343.0118110999465,343.5609548900044,343.5715809999965,345.47894798989876,EMOCONPILOT021,2021_Jan_04_1612,EmoCon_Pilot_120Hz,2020.2.4,119.96074876756988,
