trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,876.089747,876.3850527700001,876.6272326999999,876.6355592699999,876.6355449,876.6709641699999,876.671327,877.06043067,s,1,0.37502410000001873,375.02410000001873,876.671327,877.06043067,877.0697431000001,878.8851796700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,878.8905288999999,879.18519427,879.1985242000001,879.3367626700001,879.3398513,879.3789084699999,879.3830769000001,879.7328633699999,d,1,0.3354793000000882,335.4793000000882,879.3830769000001,879.7328633699999,879.7420755999999,881.71858847,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,881.7218026999999,882.01843837,882.2450128,882.25333937,882.2535456999999,882.2885010699999,882.2879574000001,882.6765540700001,s,1,0.37444299999992836,374.44299999992836,882.2879574000001,882.6765540700001,882.6849191000001,884.66855697,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,884.6739402999999,884.9685438700001,884.9903197000001,884.9986462700001,884.9995547999999,885.03638847,885.0377805,885.58805517,s,0,0.5365257999999358,536.5257999999358,885.0377805,885.58805517,885.5955997000001,886.76840937,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,886.7691477000001,887.06861327,887.3043266,887.46179087,887.4658218,887.5032178700001,887.5047576,887.84742867,d,1,0.3335197999999764,333.5197999999764,887.5047576,887.84742867,887.8547137,888.8602812700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,888.8644039999999,889.16040277,889.389185,889.39751157,889.3982755,889.4332671699999,889.4336079,890.0235180699999,s,0,0.5806734000000233,580.6734000000233,889.4336079,890.0235180699999,890.0320953,891.21045177,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,891.2156784000001,891.5103706699999,891.524416,891.66204307,891.6655344000001,891.7066318699999,891.71102,892.0963943700001,d,1,0.3754931000000852,375.4931000000852,891.71102,892.0963943700001,892.1078345000001,894.06047997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,894.0664810999999,894.36031467,894.3760915,894.38441807,894.3864983000001,894.42365337,894.4251552000001,894.8367707699999,s,0,0.39695869999991373,396.95869999991373,894.4251552000001,894.8367707699999,894.8393005,896.3770436699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,896.3772277,896.6771459700001,896.7023879999999,896.7107145699999,896.7111445,896.7485187699999,896.7500754,897.1709234699999,s,0,0.4085681999999906,408.5681999999906,896.7500754,897.1709234699999,897.1798355999999,899.03549097,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,899.0405866000001,899.33555817,899.7628199000001,899.9237881700001,899.9272097,899.9662294699999,899.9713938,900.4344640700001,s,1,0.45097260000011374,450.97260000011374,899.9713938,900.4344640700001,900.4459256,901.4768530700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,901.4769088,901.7773143700001,901.8106356000001,901.8189621700001,901.8200268,901.8564511700001,901.8568970000001,902.26999617,s,0,0.39750370000001567,397.50370000001567,901.8568970000001,902.26999617,902.2803547000001,903.5190248700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,17,3,903.5247296,903.8190647700001,904.0390517000001,904.20113627,904.2059847,904.24661797,904.2516026999999,904.52672637,d,1,0.26688290000015513,266.88290000015513,904.2516026999999,904.52672637,904.5390835999999,905.61867467,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,905.6190803,905.91867897,905.9286903,906.06199117,906.0622851,906.1032566700001,906.1026096,906.4107219699999,d,1,0.2955293999998503,295.5293999998503,906.1026096,906.4107219699999,906.4144000000001,908.1270069699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,908.1270276,908.4270124699999,908.4369079,908.4452344700001,908.4458874,908.4817991699999,908.4817310999999,909.0441113700001,s,0,0.5484535000000506,548.4535000000506,908.4817310999999,909.0441113700001,909.0468032000001,910.2691252699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,910.2734009000001,910.5690607700001,910.5920724,910.60039897,910.6014163,910.6367951699999,910.6383464999999,911.07052847,s,0,0.4161365999998452,416.1365999998452,910.6383464999999,911.07052847,911.0787849999999,912.6524344700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,912.6566945,912.95242717,912.9857586999999,913.1207140700001,913.123697,913.1620629700001,913.1653222,913.59007307,s,0,0.4169996999999057,416.9996999999057,913.1653222,913.59007307,913.6023382000001,915.51049287,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,915.5106797000001,915.81088387,915.8345614,915.97086377,915.9743344000001,916.0153512700001,916.0204977000001,916.56861847,a,1,0.5377898000001551,537.7898000001551,916.0204977000001,916.56861847,916.5812288,917.90263747,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,17,3,917.9060406000001,918.20262847,918.4654493999999,918.6209758699999,918.6255274,918.6644195700001,918.6686826,918.97292287,a,1,0.29760379999993347,297.60379999993347,918.6686826,918.97292287,918.987552,920.9691891699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,920.9729554,921.26936387,921.2958318999999,921.42925167,921.4326765000001,921.47061807,921.4735415,921.9509876699999,a,1,0.46094849999985854,460.94849999985854,921.4735415,921.9509876699999,921.9602399,923.76103207,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,17,3,923.7663756,924.06105067,924.0856658,924.22095887,924.2242576000001,924.2623294699999,924.2655520999999,924.68383417,d,1,0.4046911000000364,404.6911000000364,924.2655520999999,924.68383417,924.6937929999999,925.95268637,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,925.9528835000001,926.25279497,926.4709614000001,926.63097087,926.6311811,926.66797047,926.6708661,927.0852596699999,s,1,0.39939939999999297,399.39939999999297,926.6708661,927.0852596699999,927.0909328,928.6777384700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,17,3,928.6831294000001,928.97773577,929.1908908,929.35391327,929.3585846999999,929.3992334700001,929.4045209999999,929.88139557,s,1,0.4658623999998781,465.8623999998781,929.4045209999999,929.88139557,929.8930152,930.9195295700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,930.9239712000001,931.2193822700001,931.2416759,931.25000247,931.2519615000001,931.28950667,931.2910377000001,931.88239497,s,0,0.5793275000000904,579.3275000000904,931.2910377000001,931.88239497,931.8928080999999,933.2111658700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,933.2143920000001,933.51107297,933.5315057,933.53983227,933.5406726000001,933.5765081700001,933.5765355000001,934.03816267,s,0,0.45372770000017226,453.72770000017226,933.5765355000001,934.03816267,934.0457059,935.55282027,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,935.5559417,935.8528236699999,936.0753632000001,936.2371429699999,936.2417065,936.2816736699999,936.2862511999999,936.7340336699999,s,1,0.4321494000000712,432.1494000000712,936.2862511999999,936.7340336699999,936.7441538,938.7279391700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,938.7321337999999,939.0279213700001,939.0528047,939.06113127,939.0620785000001,939.09844797,939.0992404000001,939.5910523699999,s,0,0.4830044000000271,483.0044000000271,939.0992404000001,939.5910523699999,939.6004860999999,940.92787957,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,940.9308047,941.22787487,941.2480749000001,941.3796039700001,941.3817295000001,941.4209950700001,941.4235649,941.8397922700001,a,1,0.4067792000000736,406.7792000000736,941.4235649,941.8397922700001,941.852463,943.30301407,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,943.3083773999999,943.6029666700001,943.6118704999999,943.6201970699999,943.6202263,943.6562167700001,943.6565888,944.05251617,s,0,0.38175970000020243,381.75970000020243,943.6565888,944.05251617,944.0607279000001,945.9281382700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,945.9339433,946.22815117,946.4429183,946.60021407,946.6052795,946.6462402699999,946.6513183,947.01154417,s,1,0.34680200000002515,346.80200000002515,946.6513183,947.01154417,947.0173830000001,948.39468687,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,1,3,948.3957883999999,948.69468007,948.9073424999999,948.9156690699999,948.9162974999999,948.9543259700001,948.9543616000001,949.34935817,s,0,0.38002750000009655,380.02750000009655,948.9543616000001,949.34935817,949.358847,950.61978737,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,950.6236888999999,950.91989177,950.9401646000001,950.9484911700001,950.9494589999999,950.98485587,950.9849495999999,952.6562430700001,None,0,,,950.9849495999999,952.6562430700001,952.6588357,954.5948853699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,954.5998221,954.8949908700001,955.1010148,955.26352677,955.2671350999999,955.3079555700001,955.3133499999999,955.77489257,s,1,0.44508109999992485,445.08109999992485,955.3133499999999,955.77489257,955.7831415,957.07007187,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,957.0757154,957.3700760700001,957.3931921000001,957.5302184699999,957.5348184,957.57459367,957.5789422,957.9666020699999,d,1,0.37136370000007446,371.36370000007446,957.5789422,957.9666020699999,957.9762926000001,959.06172887,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,959.0658837999999,959.3615650700001,959.608238,959.7723190700001,959.7769695,959.81717467,959.8224052,960.2092957699999,s,1,0.37585970000009183,375.85970000009183,959.8224052,960.2092957699999,960.2218347,961.46170207,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,961.4656933000001,961.7617704700001,962.0098969000001,962.0182234700001,962.018746,962.0549767699999,962.0545855,962.5123399700001,d,0,0.44773689999988164,447.73689999988164,962.0545855,962.5123399700001,962.5196257,963.9784100700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,963.9826501,964.2784405699999,964.5050398999999,964.5133664699999,964.5140958,964.5499553699999,964.5496662999999,964.99745687,s,1,0.4326785999999174,432.6785999999174,964.5496662999999,964.99745687,965.0046362,966.1200623699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,966.1241913000001,966.42014997,966.4433597,966.5801299699999,966.5832083,966.62133397,966.6227470000001,967.28480287,a,1,0.647533199999998,647.533199999998,966.6227470000001,967.28480287,967.2961777,968.72856527,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,968.7327309,969.02849427,969.2730818,969.4330484699999,969.4379913,969.47891697,969.4838651,969.8691350700001,s,1,0.37041759999988244,370.41759999988244,969.4838651,969.8691350700001,969.8802585000001,971.57014757,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,971.5730937999999,971.8701362700001,972.0710852,972.24237647,972.2473032,972.2878687699999,972.2928688,972.7097330700001,d,1,0.40954230000011194,409.54230000011194,972.2928688,972.7097330700001,972.7215421999999,974.38698467,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,974.3910639999999,974.68699857,974.7110765,974.8469897699999,974.8503072999999,974.89136067,974.8969463000001,975.6415693700001,d,1,0.7332582000001366,733.2582000001366,974.8969463000001,975.6415693700001,975.6525422,977.4120237699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,977.4171551,977.7119268700001,977.723131,977.73145757,977.7318224999999,977.7687681699999,977.7692284,978.25374057,s,0,0.4769776999999067,476.9776999999067,977.7692284,978.25374057,978.2619658000001,979.51201337,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,979.5160688000001,979.8120387700001,980.0367996,980.04512617,980.045877,980.0808201699999,980.080152,980.4624390700001,s,1,0.3745857999999771,374.5857999999771,980.080152,980.4624390700001,980.4719299000001,981.9038560700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,981.9080414,982.20383027,982.2272290999999,982.2355556699999,982.2359425,982.2715322700001,982.2729019999999,982.70820607,s,0,0.4213360000001103,421.3360000001103,982.2729019999999,982.70820607,982.7175062000001,983.7705090700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,983.7765744999999,984.0704658699999,984.0829570000001,984.0912835700001,984.0915193999999,984.1260074700001,984.1260583000001,984.50304697,s,0,0.36823210000011386,368.23210000011386,984.1260583000001,984.50304697,984.5114209000001,986.43717707,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,986.4422967,986.7371695700001,986.7479247000001,986.7562512700001,986.7568245,986.79293527,986.7929228,987.2189976699999,s,0,0.4135225999998511,413.5225999998511,986.7929228,987.2189976699999,987.2302734,988.8455877700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,988.8510168,989.14564477,989.448007,989.45633357,989.4568615999999,989.49251157,989.4926539999999,989.9015421700001,s,1,0.39360690000012255,393.60690000012255,989.4926539999999,989.9015421700001,989.9073957,991.4207173699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,2,0,2,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,991.4261833,991.72056417,991.7382668,991.74659337,991.7484472000001,991.78426807,991.7857981,992.1643201700001,s,0,0.36443209999993087,364.43209999993087,991.7857981,992.1643201700001,992.1702418,993.26241987,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
