trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,162.61678659999995,162.91289067000002,162.93776119999995,163.07284557000003,163.07571830000006,163.11406096999997,163.11706300000003,163.80708357000003,a,1,0.6741504999999961,674.1504999999961,163.11706300000003,163.80708357000003,163.81624390000002,165.39622177,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,165.40155300000004,165.69632817000002,165.71776780000005,165.73975667000002,165.74030170000003,165.78067326999997,165.78201350000006,166.67980856999998,s,0,0.8890971999999238,889.0971999999238,165.78201350000006,166.67980856999998,166.6823356,168.56303236999997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,3,1,168.56856000000005,168.86299357000007,168.88744210000004,168.90875257000005,168.9097971,168.94743967,168.94921499999998,169.51967387000002,s,0,0.5540945999999849,554.0945999999849,168.94921499999998,169.51967387000002,169.52801090000003,170.69630346999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,170.70160239999996,170.99638697,171.3583076,171.38494336999997,171.38542689999997,171.42294897,171.42322320000005,172.20020986999998,s,1,0.7679318000000421,767.9318000000421,171.42322320000005,172.20020986999998,172.2084297,173.97140097,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,173.97674259999997,174.27147707000006,174.29721700000005,174.31958167000005,174.32008270000006,174.35591087,174.3572577,175.19149017000007,d,1,0.8259663000000046,825.9663000000046,174.3572577,175.19149017000007,175.19970420000004,177.03809687,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,177.04399639999997,177.33790937000003,177.55631979999998,177.71060587,177.71551139999997,177.75625397,177.76136350000002,178.29052877000004,s,1,0.5177525999999943,517.7525999999943,177.76136350000002,178.29052877000004,178.30091460000006,179.97161207,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,179.97697630000005,180.27157367000007,180.46521099999995,180.62666117000003,180.63081069999998,180.67153607,180.67664739999998,181.15080667000007,s,1,0.458432700000003,458.432700000003,180.67664739999998,181.15080667000007,181.15934849999996,182.36327276999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,182.3677063,182.66321847000006,182.6882435,182.82306157000005,182.82628610000006,182.86441496999998,182.86730720000003,183.39623997,d,1,0.515893599999913,515.893599999913,182.86730720000003,183.39623997,183.40439390000006,185.03001837,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,185.03532070000006,185.32998217,185.57766100000003,185.73614156999997,185.73956780000003,185.78046546999997,185.7841869,186.16033457000003,s,1,0.3671474999999873,367.1474999999873,185.7841869,186.16033457000003,186.17218300000002,187.35509107000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,187.36076679999996,187.65509137000004,187.88371140000004,187.90905677,187.90980839999997,187.94461877000003,187.9449287,188.47048737,s,1,0.5181602999999768,518.1602999999768,187.9449287,188.47048737,188.47885700000006,190.39672487000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,190.40291660000003,190.69670907,190.90354690000004,191.06424687000003,191.06888400000003,191.10975797000003,191.11488840000004,191.52219057000002,d,1,0.3962397999999894,396.2397999999894,191.11488840000004,191.52219057000002,191.53402619999997,192.85501856999997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,192.8579135,193.15506027000004,193.39407670000003,193.55203016999997,193.55705250000005,193.59792106999998,193.60293790000003,194.00985957,s,1,0.396207000000004,396.207000000004,193.60293790000003,194.00985957,194.02170230000002,195.57191526999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,195.57738659999995,195.87169657000004,196.0771429,196.10276337000005,196.10349470000006,196.13958527,196.1394692,196.84693906999996,s,1,0.6915771999999833,691.5771999999833,196.1394692,196.84693906999996,196.8536646,198.58859707,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,198.59482360000004,198.88857086999997,198.91443119999997,199.04857947000005,199.0515884,199.09067636999998,199.09475570000006,199.44875717000002,d,1,0.3443542999999636,344.3542999999636,199.09475570000006,199.44875717000002,199.4595438,200.64685147,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,200.65050610000003,200.94693197000004,201.1865143,201.21208047000005,201.21240850000004,201.24807727000007,201.24948200000006,201.76893277,s,1,0.509622400000012,509.622400000012,201.24948200000006,201.76893277,201.77856599999996,203.48892587,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,203.489778,203.78873367000006,204.00717040000006,204.16509027000006,204.16873599999997,204.20659926999997,204.21034380000003,204.59091077000005,s,1,0.3648204999999507,364.8204999999507,204.21034380000003,204.59091077000005,204.5999643,206.34698747000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,206.3510073,206.64702877000002,206.88799410000001,207.05090477,207.0558664,207.09671217000005,207.10178159999998,207.47872657000005,s,1,0.3694186999999829,369.4186999999829,207.10178159999998,207.47872657000005,207.4913027,208.99696137,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,208.99947380000003,209.29696417000002,209.31879909999998,209.34182267000006,209.34240950000003,209.38157217000003,209.38329539999995,209.86292877000005,s,0,0.46385400000008303,463.85400000008303,209.38329539999995,209.86292877000005,209.87125419999995,211.23053987000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,211.23483729999998,211.53052677000005,211.7536566,211.91867987,211.92344709999998,211.96429737000005,211.96953919999999,212.40759487000003,s,1,0.42166150000002744,421.66150000002744,211.96953919999999,212.40759487000003,212.41893560000005,213.92223696999997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,213.92640359999996,214.22223137000003,214.2464953,214.38216126999998,214.385443,214.42342327000006,214.42725540000004,214.99392426999998,d,1,0.5558442999999897,555.8442999999897,214.42725540000004,214.99392426999998,215.00611879999997,216.28061297,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,216.28496589999997,216.58052597000005,216.59263410000005,216.72438626999997,216.72810849999996,216.76872917000003,216.77308100000005,217.20952897000006,d,1,0.4260701999999128,426.0701999999128,216.77308100000005,217.20952897000006,217.22119210000005,219.21400207,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,219.21825550000005,219.51390506999996,219.5381744,219.67394947000003,219.67846440000005,219.71913697000002,219.72420239999997,220.11057957000003,d,1,0.3789419000000862,378.9419000000862,219.72420239999997,220.11057957000003,220.12231929999996,221.46408657000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,221.47033199999998,221.76398957000004,221.78516890000003,221.80906347000007,221.80976840000005,221.84629207,221.84672850000004,222.54533106999997,s,0,0.6882744999999204,688.2744999999204,221.84672850000004,222.54533106999997,222.55177119999996,224.07242497000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,224.07658030000005,224.37234407000005,224.39347310000005,224.41614957000002,224.41613640000003,224.45116086999997,224.45143440000004,225.03270637000003,d,1,0.5716476999999713,571.6476999999713,224.45143440000004,225.03270637000003,225.0408572,226.26416947000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,226.26872649999996,226.56415936999997,226.94504940000002,226.97117996999998,226.97129170000005,227.00749347,227.00801060000003,227.61216757,d,1,0.5909915000000865,590.9915000000865,227.00801060000003,227.61216757,227.61962389999997,229.01411227000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,229.01834889999998,229.31420436999997,229.34082820000003,229.36422287000005,229.36499990000004,229.40249557000004,229.40422320000005,229.98504457,d,1,0.5708210000000236,570.8210000000236,229.40422320000005,229.98504457,229.9935931,230.99742327,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,231.0004186,231.29747277,231.31885309999996,231.34145737000006,231.34161640000002,231.37881297,231.3790626,232.96177126999999,None,0,,,231.3790626,232.96177126999999,232.96672509999996,234.93913447,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,234.94101720000003,235.23927797,235.26307350000002,235.39928267000005,235.40281460000006,235.44037106999997,235.44300599999997,236.07626936999998,s,0,0.6200068999999075,620.0068999999075,235.44300599999997,236.07626936999998,236.08551,237.60607007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,237.61050899999998,237.90598027,238.125986,238.28630816999998,238.29127990000006,238.33228297000005,238.3373242,238.82832207,d,1,0.47759240000004866,477.59240000004866,238.3373242,238.82832207,238.83299820000002,240.79764557,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,240.80131630000005,241.09763656999996,241.3038639,241.33038356999998,241.3341051,241.37403576999998,241.37906010000006,241.97862087,d,1,0.5880634999999756,588.0634999999756,241.37906010000006,241.97862087,241.9903183,243.81444556999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,243.81853439999998,244.11444287000006,244.35429850000003,244.38121917,244.38530000000003,244.42649697000002,244.43157250000002,245.32681787,s,0,0.8795020000000022,879.5020000000022,244.43157250000002,245.32681787,245.33429409999997,247.15619677000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,17,1,247.1603784,247.45619477000002,247.66576529999998,247.82913737,247.83383230000004,247.87519227000007,247.88007470000002,248.31892087000006,d,1,0.42302669999992304,423.02669999992304,247.88007470000002,248.31892087000006,248.33050850000006,250.27287926999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,250.27704900000003,250.57288647000007,250.81889999999999,250.84538056999997,250.84604120000006,250.88249286999996,250.8822219,251.58034417,a,1,0.6850076999999146,685.0076999999146,250.8822219,251.58034417,251.58911279999995,252.83959397,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,252.8468133,253.13963307000006,253.3468927,253.51908406999996,253.52329280000004,253.56398507000006,253.56909440000004,254.11941047000005,s,1,0.5340945999998894,534.0945999998894,253.56909440000004,254.11941047000005,254.1299391,255.69786487,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,255.70080080000002,255.99786246999997,256.01980790000005,256.15818527,256.161792,256.20253747000004,256.20764900000006,256.68250057,s,0,0.4633608000000322,463.3608000000322,256.20764900000006,256.68250057,256.69082190000006,257.68968727000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,257.69519579999996,257.98974747,258.2011096,258.35788267,258.36276999999995,258.40097497,258.40520649999996,258.93582637,d,1,0.5219683000000259,521.9683000000259,258.40520649999996,258.93582637,258.9474663,260.20647056999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,260.210869,260.50647747000005,260.5318337,260.55507997000007,260.555832,260.59259056999997,260.59465180000007,261.35158727,s,0,0.7483902999999827,748.3902999999827,260.59465180000007,261.35158727,261.35893780000004,262.84819437,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,262.8523646,263.14811937,263.1706987,263.19385447,263.1941186,263.23269717000005,263.2337854,263.82480157,s,0,0.5810836000000563,581.0836000000563,263.2337854,263.82480157,263.82706800000005,265.50660627,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,265.5120762,265.80661867000003,265.8311069,265.9665456700001,265.9682675,266.00779367000007,266.011069,266.65619597,a,1,0.6359767000000147,635.9767000000147,266.011069,266.65619597,266.6672168,267.83153427,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,267.83535430000006,268.13160937,268.1473601,268.17000047,268.17071110000006,268.20771747000003,268.2084333,268.79490287,d,1,0.5746162000000368,574.6162000000368,268.2084333,268.79490287,268.8032667,270.07323467000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,17,1,270.0792506,270.37325126999997,270.3891827,270.52478367000003,270.52703110000004,270.56609947000004,270.56957669999997,271.05042417000004,s,0,0.4693816000000197,469.3816000000197,270.56957669999997,271.05042417000004,271.0586598,272.5399790700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,272.5460646,272.84000787,272.86593059999996,272.88912037,272.8894011,272.92661917,272.92723450000005,273.56808067,s,0,0.6238908999999921,623.8908999999921,272.92723450000005,273.56808067,273.57559630000003,275.11508087000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,275.11941049999996,275.41508147,275.43821390000005,275.46073477000004,275.46120329999997,275.49952867,275.5010102,276.11309657000004,s,0,0.601937899999939,601.937899999939,275.5010102,276.11309657000004,276.1205466,277.66517147,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,277.670488,277.96514917,278.1969219,278.36516357000005,278.36985730000004,278.41093066999997,278.41548020000005,278.95456507000006,s,1,0.5275742000000037,527.5742000000037,278.41548020000005,278.95456507000006,278.9671479,280.25686727000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,280.2623691,280.55683357,280.82185990000005,280.97931067,280.98443080000004,281.02443257000004,281.02969310000003,281.46893817,d,1,0.4253783999999996,425.3783999999996,281.02969310000003,281.46893817,281.4817151,282.59017317000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,282.5963497,282.89025117000006,282.91405410000004,282.93684217,282.93745049999995,282.97466597000005,282.97482620000005,283.85231637000004,d,0,0.8639699999999948,863.9699999999948,282.97482620000005,283.85231637000004,283.85555969999996,285.22354787000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,285.22762190000003,285.52363747000004,285.54402100000004,285.56752147,285.5684215,285.60404576999997,285.60456220000003,286.34328337,s,0,0.7226383000000851,722.6383000000851,285.60456220000003,286.34328337,286.35453889999997,287.67369586999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,287.67929990000005,287.97361547,287.998252,288.02059457000007,288.0214482,288.05806487000007,288.0591277,288.86096927000006,s,0,0.7878751000000648,787.8751000000648,288.0591277,288.86096927000006,288.8705169,290.83207257000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,290.83652000000006,291.13198817,291.3806158,291.40551987000003,291.40632259999995,291.44151856999997,291.44294820000005,292.31859697000004,s,1,0.8601683999999068,860.1683999999068,291.44294820000005,292.31859697000004,292.3295498,293.58214547,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,293.587705,293.88208917,293.89395779999995,293.91755057,293.91872350000006,293.95482817000004,293.95454589999997,294.58975307000003,s,0,0.620493099999976,620.493099999976,293.95454589999997,294.58975307000003,294.59445589999996,296.54859947,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
