trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1077.3518635,1077.6464459799995,1077.8549594999968,1077.863303679997,1077.8634272999989,1077.8983143799983,1077.8977510999975,1078.94949048,s,1,1077.8977510999975,1078.94949048,1078.9567328999983,1080.3798280799988,1.0414780999999493,1041.4780999999493,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,1,3,1080.3839168999984,1080.679909779998,1080.8785516999997,1080.8868958799999,1080.8873284999972,1080.9227349799971,1080.9225176999971,1082.50001758,None,0,1080.9225176999971,1082.50001758,1082.5047981999996,1083.9715478799976,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,1083.9758199999997,1084.271647279997,1084.2952336999988,1084.431581979998,1084.4334839999974,1084.4729683799983,1084.4746951999987,1084.8975910799986,d,1,1084.4746951999987,1084.8975910799986,1084.9061083999986,1086.1382762799972,0.40865049999774783,408.65049999774783,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,1086.1384702999967,1086.438170079999,1086.6493321999988,1086.8098359799974,1086.8133131999966,1086.8539707799996,1086.8592594999973,1087.6628334799993,s,1,1086.8592594999973,1087.6628334799993,1087.6740554999997,1089.630011579999,0.7922395999994478,792.2395999994478,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,1089.6355033,1089.9300929799997,1089.9503822999977,1090.0817192799973,1090.0862775999994,1090.1270701799972,1090.1321136999977,1090.6454705799974,d,1,1090.1321136999977,1090.6454705799974,1090.651820799998,1092.4717145799973,0.503091200000199,503.091200000199,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1092.4730975999992,1092.7716350799988,1093.0191442999967,1093.027488479997,1093.0273765999991,1093.064696279997,1093.0645109999969,1094.667054879998,None,0,1093.0645109999969,1094.667054879998,1094.6720651999967,1096.113503379997,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,1096.1179637999994,1096.4133926799973,1096.6519790999992,1096.6603232799994,1096.6609011999972,1096.701154179997,1096.7063782999976,1098.4030008799987,None,0,1096.7063782999976,1098.4030008799987,1098.407986899998,1100.363621179999,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,1100.3692459999984,1100.6636493799983,1100.8999592999971,1101.063050979998,1101.0678821999973,1101.1075942800003,1101.112677099998,1101.7240407800005,s,1,1101.112677099998,1101.7240407800005,1101.7300269999978,1102.82192918,0.5946291000000201,594.6291000000201,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,1102.826123699997,1103.121928879997,1103.1447819999994,1103.281886979998,1103.2850027999993,1103.3231416799995,1103.3260927999982,1104.2594658799994,a,1,1103.3260927999982,1104.2594658799994,1104.266944199997,1105.6302742799985,0.917303099999117,917.303099999117,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1105.6331404999983,1105.9302324799996,1106.1692841999975,1106.1776283799977,1106.177574999998,1106.214742079998,1106.2148921999978,1107.928538079998,None,0,1106.2148921999978,1107.928538079998,1107.9312286999993,1109.3970622799993,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1109.4024860999998,1109.6970489799992,1109.9010519999974,1110.0682305799987,1110.0729022999985,1110.1139934799999,1110.1189072999987,1111.380110479999,d,1,1110.1189072999987,1111.380110479999,1111.3923732999974,1112.7386857799997,1.244369000000006,1244.369000000006,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,1112.7414589,1113.038741679999,1113.0549938999975,1113.0633380799977,1113.0638022999992,1113.0984413799983,1113.0995249999978,1113.9359714799998,d,1,1113.0995249999978,1113.9359714799998,1113.9469180999986,1115.7554738799977,0.8241994999989402,824.1994999989402,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,1115.7594352999986,1116.0555255799977,1116.0699666999972,1116.0783108799974,1116.0790095999982,1116.11486018,1116.1162342999996,1117.71289338,None,0,1116.1162342999996,1117.71289338,1117.7185479,1119.639015379997,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1119.644362199997,1119.9390610799987,1120.1529482999977,1120.1612924799979,1120.1620932999977,1120.1984765799994,1120.1999356999986,1121.985000379997,None,0,1120.1999356999986,1121.985000379997,1121.9919081999979,1123.3723547799987,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,1123.3778429999984,1123.6724631799975,1123.6878885999977,1123.696232779998,1123.6970387000001,1123.7335764799996,1123.7344892,1125.403640879997,None,0,1123.7344892,1125.403640879997,1125.4084238999967,1127.0391487799993,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1127.043254199998,1127.3390209800004,1127.3541862999991,1127.4907696799987,1127.4946103000002,1127.5353183799984,1127.5386435999972,1128.1557341799985,a,1,1127.5386435999972,1128.1557341799985,1128.1664930999978,1129.164060579997,0.6005820000027597,600.5820000027597,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1129.1681513999974,1129.464060779998,1129.4784003999994,1129.6157978799988,1129.6163318,1129.6571727799987,1129.6574404999992,1130.210474979997,a,1,1129.6574404999992,1130.210474979997,1130.2206974,1132.1892062799984,0.5457891000005475,545.7891000005475,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,1132.1951799999988,1132.489131179997,1132.6937285999993,1132.7020727799995,1132.7025244999968,1132.7403509799974,1132.7401853999982,1133.9334701799985,s,1,1132.7401853999982,1133.9334701799985,1133.9422180999973,1135.1391288799991,1.1831057000017609,1183.1057000017609,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
,,,,2,0,2,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,1135.143323999997,1135.4392938799997,1135.4654919999994,1135.4738361799996,1135.4758215000002,1135.511458479998,1135.5118154999982,1137.0898888799989,None,0,1135.5118154999982,1137.0898888799989,1137.094912499997,1138.7975333799973,,,EMOCONPILOT015,2021_Feb_18_1629,EmoCon_Pilot_120Hz,2020.2.4,119.98809718266654,
