trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,804.6813029,804.9772398299999,805.2193429000001,805.37447423,805.3795359999999,805.42016803,805.4253178000001,805.8024805299999,d,1,0.3652388999998948,365.2388999998948,805.4253178000001,805.8024805299999,805.8109952,807.03554493,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,807.0396823000001,807.33570323,807.3604759,807.38264663,807.382799,807.42010063,807.4212642,808.8944293300001,a,1,1.4573958000000857,1457.3958000000857,807.4212642,808.8944293300001,808.904632,810.7356989299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,810.7403465,811.0356170299999,811.0559887,811.07883603,811.0790766,811.11432803,811.114425,812.1653027299999,a,1,1.0360517999999956,1036.0517999999956,811.114425,812.1653027299999,812.1720399999999,814.03569103,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,814.0399462,814.3358048299999,814.3592437,814.49681543,814.5013098,814.54200373,814.5470439999999,815.2302046299999,a,1,0.6753581000000395,675.3581000000395,814.5470439999999,815.2302046299999,815.2361510000001,817.07756883,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,817.083744,817.37753883,817.6239455,817.64972143,817.6503275,817.68680303,817.6865135,818.3177799299999,s,1,0.6241009000000304,624.1009000000304,817.6865135,818.3177799299999,818.3252732000001,819.8026154300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,819.8058612,820.1026219299999,820.1268531999999,820.1502601300001,820.1508337,820.1870695299999,820.1869481000001,820.9183919300001,s,0,0.7235674999999446,723.5674999999446,820.1869481000001,820.9183919300001,820.9270859999999,822.46098263,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,822.4664508999999,822.76096783,822.7764916000001,822.9125832299999,822.9169839000001,822.9575077300001,822.9628409,824.06325103,s,0,1.0917297000000872,1091.7297000000872,822.9628409,824.06325103,824.0763368,825.31927053,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,825.3240169999999,825.6192646300001,825.8629685999999,826.02990383,826.0344626000001,826.07501213,826.0803651000001,826.5678349299999,a,1,0.47822610000002896,478.22610000002896,826.0803651000001,826.5678349299999,826.5794119,827.91102873,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,827.9147882,828.21100093,828.4509402000001,828.6101056299999,828.6148293000001,828.65592143,828.6601945,828.9970251299999,a,1,0.32244489999993675,322.44489999993675,828.6601945,828.9970251299999,829.0080416000001,830.0111066300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,830.0163,830.3110287300001,830.5287579999999,830.69793443,830.7015713999999,830.7428624300001,830.7468841,831.39795063,s,1,0.6436280999998871,643.6280999998871,830.7468841,831.39795063,831.4064166000001,832.71108033,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,832.7152757000001,833.0111270299999,833.2008007,833.2268394299999,833.2277088000001,833.26280703,833.2625873,834.0791737300001,d,1,0.8000307999998313,800.0307999998313,833.2625873,834.0791737300001,834.0856638,835.3195775300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,835.3254552000001,835.6195148300001,835.8387720000001,836.0038981299999,836.0087727,836.0495437300001,836.054889,836.61334463,s,1,0.5517542000000049,551.7542000000049,836.054889,836.61334463,836.6250033000001,837.75283803,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,837.7559947,838.05299683,838.0801355000001,838.10379893,838.1055261000001,838.1428154299999,838.1444018,838.91875523,s,0,0.7664687999999842,766.4687999999842,838.1444018,838.91875523,838.9282243,840.1862829300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,840.1916601,840.48636683,840.7326771,840.8867128300001,840.8897325,840.92697733,840.9300602000001,841.3334848300001,s,1,0.3884613000000172,388.4613000000172,840.9300602000001,841.3334848300001,841.3427928000001,842.9780572300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,842.9840921,843.2780111300001,843.4828030000001,843.6441324299999,843.6472550999999,843.68472593,843.6878293,844.42959013,a,1,0.7267518999999538,726.7518999999538,843.6878293,844.42959013,844.4401869999999,846.0863594299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,846.0907209,846.38641063,846.6261939000001,846.65240313,846.652912,846.68760673,846.6876249,847.8786065300001,d,1,1.175040000000081,1175.040000000081,846.6876249,847.8786065300001,847.8879502,849.5449386299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,849.5501107,849.8449188300001,850.0654886,850.0919881299999,850.0957673,850.13566363,850.1408827,850.8016320300001,a,1,0.6496082999999544,649.6082999999544,850.1408827,850.8016320300001,850.8097839,852.33653293,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,852.3406253999999,852.6365028299999,852.8318087,852.8582732299999,852.8584928,852.89591423,852.8959335,853.74823633,a,1,0.8388432000001558,838.8432000001558,852.8959335,853.74823633,853.7575282,855.4532729299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,855.4563117,855.75321263,855.7785801,855.8017914300001,855.8025653,855.8378068300001,855.8392875,856.42375283,d,1,0.5752543999999489,575.2543999999489,855.8392875,856.42375283,856.4324133,858.0866864300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,858.0923769999999,858.38671593,858.5970399,858.6241565299999,858.624311,858.65845433,858.6588661000001,859.2142845300002,s,1,0.5397051000002193,539.7051000002193,858.6588661000001,859.2142845300002,859.2259902999999,860.2783698300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,860.2837620999999,860.5784689300001,860.7773914999998,860.80317193,860.8040004,860.8396113299998,860.8393123000001,861.50034673,d,1,0.6473461000000498,647.3461000000498,860.8393123000001,861.50034673,861.5094764999999,862.96166853,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,862.9648348999999,863.2616897300002,863.2820397999999,863.30409803,863.3048300999999,863.3403475299999,863.3405951999998,864.2245175300002,s,0,0.8739286999998512,873.9286999998512,863.3405951999998,864.2245175300002,864.2330256999999,865.22854553,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,865.2326730999998,865.52850023,865.7719861999999,865.79787693,865.7983118000002,865.8322120300002,865.8325708000002,867.4639232299999,None,0,,,865.8325708000002,867.4639232299999,867.4694746,868.72026123,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,868.7257027,869.0202611299999,869.0399330999999,869.0632404300002,869.0638754000001,869.0982477300001,869.0981200000001,869.67048043,s,0,0.5644102999999632,564.4102999999632,869.0981200000001,869.67048043,869.6780472999999,871.1287072299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,871.1345087,871.4286912300001,871.6232116000001,871.6502999299998,871.6512585,871.6881223299999,871.6895758999999,872.2458695299999,d,1,0.5410384000001613,541.0384000001613,871.6895758999999,872.2458695299999,872.2540988999999,873.7535857300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,873.7566895999998,874.0537221299999,874.2689688,874.2950964300001,874.2959943999999,874.33050033,874.3301038999998,874.8457990300001,d,0,0.5085353999998006,508.5353999998006,874.3301038999998,874.8457990300001,874.8554008000001,875.9285690300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,875.9313886999998,876.2288196299999,876.4725248999998,876.50025863,876.5050876999999,876.54544753,876.5504550999999,877.1598844299999,a,1,0.5922448999999688,592.2448999999688,876.5504550999999,877.1598844299999,877.1713770000001,878.29550313,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,878.3007016000001,878.5954113300002,878.8010942999999,878.8271140300001,878.8276246,878.86311443,878.8632532000001,879.6628840300002,d,1,0.7912416999997731,791.2416999997731,878.8632532000001,879.6628840300002,879.6713206999998,881.4536684299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,881.4563641,881.7537786300002,881.9848321,882.01081533,882.0110930000001,882.0466437299999,882.0467186000001,882.4553868300002,d,1,0.3997591000002103,399.7591000002103,882.0467186000001,882.4553868300002,882.4619120000002,883.9621634299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,883.9673938999999,884.2621500299999,884.5004262000002,884.5260443300001,884.5297712000001,884.5687899299999,884.5737647000001,885.2855398300001,a,1,0.7048517999996875,704.8517999996875,884.5737647000001,885.2855398300001,885.2970516,887.2622655299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,887.2684732000002,887.5622733299999,887.8017043999998,887.8274884300001,887.8276353000001,887.8633570300001,887.8646964999998,888.5434351299998,s,1,0.6619031000000177,661.9031000000177,887.8646964999998,888.5434351299998,888.5526074999998,890.1207428300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,890.1263058999998,890.4206637300001,890.6203903999999,890.6461900299998,890.6470635999999,890.6875806300002,890.6924082999999,891.2635639299999,s,1,0.5541152999999213,554.1152999999213,890.6924082999999,891.2635639299999,891.2749533000001,892.7290811300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,892.7329843000002,893.02906263,893.2226633999999,893.2496959299999,893.2527885999998,893.29213783,893.2962053000001,894.0392454300002,s,1,0.7265438000003996,726.5438000003996,893.2962053000001,894.0392454300002,894.0516805000002,895.2123944299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.3062957000002,896.7635154299999,s,1.4441965000000891,1444.1965000000891,895.3062957000002,896.7635154299999,0,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,896.7681355,897.0623612299999,897.0734425,897.0886736300001,897.0904138000001,897.12506633,897.1253250999998,897.96230343,s,0,0.825407400000131,825.407400000131,897.1253250999998,897.96230343,897.9714961,899.3208488299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,899.3271101999999,899.6208499299998,899.8339068,899.8512407300002,899.8516144999999,899.8886552299998,899.8888488000002,900.8042401300002,a,0,0.9017776000000595,901.7776000000595,899.8888488000002,900.8042401300002,900.8073720000002,902.0291508299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,902.0294444000001,902.32931343,902.5385605000001,902.55553523,902.5588547000002,902.5978604300001,902.6031536,903.3568864299998,s,0,0.7393974000001435,739.3974000001435,902.6031536,903.3568864299998,903.3636870999999,905.0959159299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,905.1001482000001,905.3959290300002,905.4168269000002,905.5486110300001,905.5520824999999,905.5910219300001,905.5946067999998,906.4969798300001,a,1,0.8920123999996576,892.0123999996576,905.5946067999998,906.4969798300001,906.507811,907.6543055300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,907.6581851999999,907.9543553299998,908.1649980000002,908.18235923,908.1835719999999,908.2215877299998,908.2269302,909.6457739300001,s,1,1.403733099999954,1403.733099999954,908.2269302,909.6457739300001,909.6572231,911.2043503299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,911.2072090000001,911.5043102299999,911.7189478999999,911.7362716300001,911.7368001,911.7721769299999,911.7720794000002,913.3081622299999,s,1,1.5224313000003349,1522.4313000003349,911.7720794000002,913.3081622299999,913.3165125999999,915.0961811300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,915.1012209,915.3961311300002,915.4080226000001,915.5398011300001,915.5432924000002,915.58433403,915.5897863,916.28095663,a,1,0.6808007000004181,680.8007000004181,915.5897863,916.28095663,916.2916528000001,918.0294906299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,918.0334699,918.32955943,918.5464056999999,918.7089796299999,918.7132968000001,918.7536597300002,918.7587002999999,919.8700792299999,s,1,1.1039842999998655,1103.9842999998655,918.7587002999999,919.8700792299999,919.8818159000002,921.6712992300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,921.6769327000002,921.9713079300002,921.9952822999999,922.1313158300002,922.1356231999998,922.1766512299998,922.1821251000001,922.7328927299998,a,1,0.5365486999999121,536.5486999999121,922.1821251000001,922.7328927299998,922.7441795999998,924.5546538299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,924.5589052,924.8548059299999,924.878103,925.0147696299998,925.0182934999998,925.0573433299999,925.0607633,925.6299193299999,a,1,0.5538815999998405,553.8815999998405,925.0607633,925.6299193299999,925.6397642000002,927.5213934300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,2,2,927.5266342999998,927.8213929299998,928.0471089000002,928.0647593299998,928.0656844999999,928.0999863300001,928.0996734,929.0076544299998,s,1,0.8989126000001306,898.9126000001306,928.0996734,929.0076544299998,929.0152529000002,930.08813003,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,930.0923748,930.3881207299999,930.6194332,930.6363177300002,930.6363308999998,930.67270153,930.6727946000001,931.5912958299998,a,0,0.9019521000000168,901.9521000000168,930.6727946000001,931.5912958299998,931.6007417000001,933.5215226299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,933.5256994000001,933.82166213,933.8438047,933.8586707299999,933.8595679999999,933.8977612299998,933.8988872999998,934.93704413,s,0,1.0276984999995875,1027.6984999995875,933.8988872999998,934.93704413,934.9460494,936.3882412300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,936.3922874,936.6882975299998,936.7132701999999,936.8482732300001,936.8520428000002,936.8895756300001,936.8926827,937.3432107299998,d,1,0.43403140000009444,434.03140000009444,936.8926827,937.3432107299998,937.3526382999999,938.6217284299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,17,2,938.6257838000001,938.9216321299998,939.1635633000001,939.3186157299999,939.3226694,939.3636816300002,939.3686392,939.7248378299998,d,1,0.3419733000000633,341.9733000000633,939.3686392,939.7248378299998,939.7360973999998,940.8966764300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,940.9008159999998,941.1966644299998,941.3877198999999,941.5580095299999,941.5625089,941.6032637300002,941.6081906999998,942.1886103300001,s,1,0.566381900000124,566.381900000124,941.6081906999998,942.1886103300001,942.1999666000002,943.5384388300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,943.5438064999998,943.8385096300001,944.0727663000002,944.0897069300001,944.0901144999998,944.1242238299999,944.1239749000001,944.73315463,s,1,0.5947049000001243,594.7049000001243,944.1239749000001,944.73315463,944.7422815,946.0134626299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
