trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,666.9159890000001,667.21452563,667.4069178,667.5435604300001,667.5470789999999,667.5824544300001,667.5856921,668.4744285300001,a,1,0.8768469999999979,876.8469999999979,667.5856921,668.4744285300001,668.4838827000001,669.7730709299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,669.777341,670.07304503,670.2909631,670.42782543,670.4303398,670.46595753,670.4690647,670.96494573,s,1,0.4813415000000987,481.3415000000987,670.4690647,670.96494573,670.9703592000001,672.29011653,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,672.2944127000001,672.59031073,672.6134946,672.7503602300001,672.7530786,672.7915409299999,672.7960206,673.5576211299999,a,1,0.7544319999999516,754.4319999999516,672.7960206,673.5576211299999,673.5623628999999,674.64111733,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,674.645131,674.94111883,675.1766805,675.33188313,675.3366693,675.3783053300001,675.3827999,675.7885830299999,s,1,0.391638999999941,391.638999999941,675.3827999,675.7885830299999,675.7979163,676.8077673299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,676.8106419000001,677.10787613,677.1323311000001,677.26789613,677.2728712,677.31349613,677.3184507000001,678.1523725300001,a,1,0.824038900000005,824.038900000005,677.3184507000001,678.1523725300001,678.1638545000001,679.97466523,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,679.9789900000001,680.2747101299999,680.4866202000001,680.51300483,680.5137225000001,680.55080653,680.5509377999999,681.43776473,d,1,0.8796397999999499,879.6397999999499,680.5509377999999,681.43776473,681.4482399000001,682.5829356300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,682.5869473,682.88302643,682.9011663000001,682.9238383300001,682.9245381999999,682.95951603,682.9591269,683.5595159300001,d,1,0.5914470000000165,591.4470000000165,682.9591269,683.5595159300001,683.5710437,685.1164752300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,685.1219014000001,685.41636623,685.4438943,685.4667765300001,685.4673981999999,685.50305153,685.5036425999999,686.1945366299999,s,0,0.6787916999999197,678.7916999999197,685.5036425999999,686.1945366299999,686.2029094,687.2997963299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,687.3052834,687.59975753,687.6250193999999,687.75976023,687.7632784,687.80141863,687.8059820999999,688.29477993,d,1,0.4808986000000459,480.8986000000459,687.8059820999999,688.29477993,688.3070011,689.8997734300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,17,1,689.9039263,690.1997909300001,690.2217806000001,690.35984433,690.3647707,690.40568113,690.4108836,690.9762928299999,a,1,0.5560015000000931,556.0015000000931,690.4108836,690.9762928299999,690.9840615,692.44147993,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,692.4457136999999,692.7415617300001,693.0088721,693.03582613,693.0358784,693.0725565299999,693.0724336999999,694.23549963,a,0,1.1500566999998227,1150.0566999998227,693.0724336999999,694.23549963,694.2388593000001,695.80001343,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,695.8063664000001,696.0998104299999,696.1222802,696.25971123,696.2602117000001,696.3009335300001,696.3008741000001,696.67777273,d,1,0.36173379999991084,361.73379999991084,696.3008741000001,696.67777273,696.6844211,698.55827823,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,698.5635316,698.8582528300001,699.0827833999999,699.1085853300001,699.1121581,699.1520916300001,699.1569038,700.19311073,d,0,1.0256447000001572,1025.6447000001572,699.1569038,700.19311073,700.2047190999999,701.63338793,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,701.6389881,701.9333901299999,702.1313342000001,702.29041633,702.2942833,702.3338439300001,702.3387983,703.27605223,s,1,0.9235935000001518,923.5935000001518,702.3387983,703.27605223,703.2828216,704.9250934300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,704.9292740000001,705.22508173,705.2452129000001,705.3768151300001,705.3811834,705.42210193,705.4273694999999,705.8550071300001,d,1,0.41917629999989003,419.17629999989003,705.4273694999999,705.8550071300001,705.8663285,707.65845003,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,707.6625189000001,707.9585852299999,708.2051771000001,708.3752327300001,708.3798409000001,708.42110553,708.4256556,708.89478063,s,1,0.45308890000001156,453.08890000001156,708.4256556,708.89478063,708.9013560999999,711.42353103,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,711.4296810999999,711.85639593,712.48848,712.65642523,712.6609035000001,712.70203713,712.7068445,713.29488423,s,1,0.5715717999999015,571.5717999999015,712.7068445,713.29488423,713.3022659000001,715.25042373,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,715.25612,715.5503535299999,715.7636098,715.7894514300001,715.7932068,715.83310523,715.8384771000001,716.71070743,d,1,0.8561225999999351,856.1225999999351,715.8384771000001,716.71070743,716.7209441,717.72537023,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,717.7269638,718.02538633,718.2619821000001,718.41974553,718.4243458000001,718.4604831300001,718.4601054,718.8864915300001,s,1,0.41855499999996937,418.55499999996937,718.4601054,718.8864915300001,718.8939725,720.09206853,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,720.0962908000001,720.3920627299999,720.6097692000001,720.76139653,720.7618569000001,720.7981539299999,720.7980139000001,721.0840785299999,s,1,0.27231810000012047,272.31810000012047,720.7980139000001,721.0840785299999,721.0866568000001,722.2254298299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,722.2288411,722.5254215299999,722.5473116000001,722.57043793,722.5710913,722.61002863,722.6114910000001,723.38305793,d,1,0.7630358999999771,763.0358999999771,722.6114910000001,723.38305793,723.3913505,724.6006333299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,724.6064621,724.9005312300001,725.148858,725.31393703,725.3180695000001,725.35902983,725.3640012999999,725.7509043299999,s,1,0.3707938000000013,370.7938000000013,725.3640012999999,725.7509043299999,725.759221,727.18391883,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,727.1892154,727.4839284300001,727.6937875000001,727.86229843,727.8659437000001,727.9059418300001,727.9110928,728.3201545300001,s,1,0.399256300000161,399.256300000161,727.9110928,728.3201545300001,728.3232777000001,729.6836521299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,729.6839152,729.9839794300001,730.2223639000001,730.38994033,730.3949288000001,730.43610543,730.4414714,730.76513073,s,1,0.3089941999999155,308.9941999999155,730.4414714,730.76513073,730.7734995000001,731.82578343,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,731.8284475,732.12559693,732.1626272000001,732.29388453,732.2958880000001,732.3351883299999,732.3379761000001,732.79936793,s,0,0.4524927999998454,452.4927999998454,732.3379761000001,732.79936793,732.8066321000001,734.37581953,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,734.3813652000001,734.67583893,734.8888778,735.05169753,735.0562568,735.0948084300001,735.0974325,735.60593823,s,1,0.49311390000002575,493.11390000002575,735.0974325,735.60593823,735.6128576000001,737.11741293,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,737.1215282000001,737.41738343,737.4302223,737.45310623,737.4531727000001,737.48872753,737.4892949,738.2843103299999,a,0,0.781391400000075,781.391400000075,737.4892949,738.2843103299999,738.2937711,740.22574953,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,740.2262057,740.5257932300001,740.5382440999999,740.5612855300001,740.5621214,740.5980238300001,740.5987795000001,741.17633953,d,1,0.5677880000000641,567.7880000000641,740.5987795000001,741.17633953,741.1848181,742.19263673,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,742.1969274,742.4925368300001,742.5132891999999,742.5363923299999,742.5372348000001,742.5724261299999,742.5730097000001,743.48629693,s,0,0.897587600000179,897.587600000179,742.5730097000001,743.48629693,743.4930532999999,744.70924653,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,744.7133842000001,745.00936613,745.0307663000001,745.1693716299999,745.1728937,745.2118756299999,745.2152675,745.9118085299999,a,1,0.6794454999999289,679.4454999999289,745.2152675,745.9118085299999,745.9217613000001,747.7426374300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,747.7468316,748.04265053,748.0617609999999,748.08380513,748.0845538000001,748.1209872300001,748.1210880000001,748.9346710299999,d,1,0.8057651999999962,805.7651999999962,748.1210880000001,748.9346710299999,748.943037,750.70109093,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,750.7064903,751.00104433,751.2299272,751.2583797299999,751.2632183000001,751.30339923,751.3085825999999,751.7363693299999,d,1,0.4177943999998206,417.7943999998206,751.3085825999999,751.7363693299999,751.7419598000001,753.4927814299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,753.4969983000001,753.7928462299999,753.8171156000001,753.9527722299999,753.9558863,753.99390593,753.9938616,754.3025960299999,d,1,0.30072679999989305,300.72679999989305,753.9938616,754.3025960299999,754.3088250999999,755.35123873,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,755.3566883999999,755.6512687300001,755.6745524,755.69708633,755.6973249,755.7357032299999,755.7369590999999,756.91009263,a,1,1.1655620999999883,1165.5620999999883,755.7369590999999,756.91009263,756.9164331,758.53455093,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,758.5386303,758.8346434299999,758.8599229000001,758.88230023,758.8826670000001,758.91909603,758.9193184000001,759.56731883,d,1,0.63137810000012,631.37810000012,758.9193184000001,759.56731883,759.5766773,760.60953993,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,760.6136164,760.9095591299999,761.1183866000001,761.14469783,761.1455126999999,761.1807019299999,761.1807034999999,761.5873147299999,d,1,0.39361959999996543,393.61959999996543,761.1807034999999,761.5873147299999,761.5907368000001,763.1680052300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,763.173669,763.4680561299999,763.6655461,763.82744263,763.8322554000001,763.87123473,763.8757823999999,764.16626643,d,1,0.2747389999999541,274.7389999999541,763.8757823999999,764.16626643,764.174055,765.92641263,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,765.9305677,766.22646353,766.463356,766.49079613,766.4945003,766.5335800299999,766.5387129000001,767.26885143,a,1,0.7158451000000241,715.8451000000241,766.5387129000001,767.26885143,767.2774499,768.5598177300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,17,1,768.5644628,768.8597998299999,769.0683423,769.23010013,769.2335373999999,769.27467763,769.2796703000001,769.71828663,d,1,0.42304170000011254,423.04170000011254,769.2796703000001,769.71828663,769.7262247000001,771.44324063,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,771.4475388000001,771.7432901300001,771.9901924999999,772.01728213,772.0210790000001,772.06129633,772.0666018,773.0068225299999,a,1,0.9318978000001152,931.8978000001152,772.0666018,773.0068225299999,773.0143871,774.70157543,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,774.7068944,775.0015953300001,775.2114088000001,775.2381277300001,775.2388450999999,775.27492773,775.2745069,776.15995703,s,1,0.876022599999942,876.022599999942,775.2745069,776.15995703,776.1673526,778.02669683,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,778.0327044999999,778.32675543,778.353652,778.37672813,778.3769163,778.4115198300001,778.411329,779.59376703,a,1,1.1712228999999752,1171.2228999999752,778.411329,779.59376703,779.6022673,781.30166753,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,781.3056366000001,781.6016333299999,781.8114472,781.8382193299999,781.8416235,781.8823585299999,781.8876290000001,782.31399723,d,1,0.41481690000000526,414.81690000000526,781.8876290000001,782.31399723,782.3218022000001,783.6685330299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,783.6741890000001,783.96840683,783.9935689000001,784.12847093,784.1327748000001,784.17344273,784.1791430000001,784.86386563,a,1,0.6753482000001441,675.3482000001441,784.1791430000001,784.86386563,784.8656106999999,786.49359213,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,786.4989663000001,786.79351453,786.8189566000001,786.84336773,786.846509,786.88458143,786.8863796,788.1417680300001,a,1,1.240435400000024,1240.435400000024,786.8863796,788.1417680300001,788.1510952000001,789.4602063299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,789.4643258000001,789.7602605300001,789.7824914,789.8050813299999,789.806615,789.84463813,789.8461629999999,790.4601363300001,s,0,0.6002974999998969,600.2974999998969,789.8461629999999,790.4601363300001,790.4676551,791.6435887299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,791.6488233,791.9435729300001,791.9677492000001,792.1035402299999,792.106878,792.1450794299999,792.1479122999999,792.5281714299999,d,1,0.3706297999999606,370.6297999999606,792.1479122999999,792.5281714299999,792.5352682,794.0020041299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,794.0062725,794.3020021299999,794.3210475000001,794.3445513300001,794.3452874,794.3803988300001,794.3811992999999,795.15067933,s,0,0.7533233000001474,753.3233000001474,794.3811992999999,795.15067933,795.1588767999999,796.70201193,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,796.7024704,797.00201313,797.0232824,797.1536277299999,797.1566015999999,797.19525353,797.1983217,797.8666354300001,a,1,0.6562923999999839,656.2923999999839,797.1983217,797.8666354300001,797.8761419,799.0021688300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,799.0075759000001,799.30210863,799.32106,799.34436903,799.3447295000001,799.3790766300001,799.3804794,800.0889456299999,a,1,0.6981080000000475,698.1080000000475,799.3804794,800.0889456299999,800.1024371000001,801.8354467300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,801.8395556,802.13552843,802.3542784000001,802.5167225299999,802.5209565,802.56176923,802.5668448000001,803.0475437299999,s,1,0.4638578999999936,463.8578999999936,802.5668448000001,803.0475437299999,803.059276,804.67723333,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
