trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,565.440590800019,565.7346219900879,565.9657650000881,565.9913687900058,565.9916933000786,566.0281235900126,566.0292010999983,566.640304090071,s,1,0.5975287000183016,597.5287000183016,566.0292010999983,566.640304090071,566.6469744000351,568.234692790045,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,568.2401076999959,568.5346716900473,568.7456031000474,568.9124669900281,568.9169625000795,568.9578883900191,568.9627977000782,569.8459488900495,s,1,0.8721823999658227,872.1823999658227,568.9627977000782,569.8459488900495,569.8589011000004,571.15969869002,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,571.1640110000735,571.459807990084,571.6786663000239,571.7059749900014,571.7087534000166,571.7456814900157,571.7486983999843,572.3392514900421,d,1,0.5741795999929309,574.1795999929309,571.7486983999843,572.3392514900421,572.3477375999792,573.6847838899936,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,573.6903360000579,573.9848289900343,574.1881103999913,574.3503527900554,574.3551183000673,574.3961676900159,574.4006469000597,574.9893487899914,a,1,0.5782789000077173,578.2789000077173,574.4006469000597,574.9893487899914,575.0009660000214,576.0848500900553,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,576.0901446000207,576.3848702900228,576.6054454999976,576.6314248900977,576.631765600061,576.6693198900554,576.6705464000115,577.268975590088,s,1,0.5882571999682114,588.2571999682114,576.6705464000115,577.268975590088,577.2785090000834,578.8016294900677,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,578.8068970000604,579.10157649006,579.1186524999794,579.1415117900702,579.1424657000462,579.177712790051,579.1779933000216,580.0454615900177,s,0,0.85687609994784,856.87609994784,579.1779933000216,580.0454615900177,580.0537085999968,581.7182925900794,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,581.7239164999919,582.0182977900491,582.2582569000078,582.4227156900685,582.4265302000567,582.467455389991,582.4716987999855,582.9309844900505,s,1,0.4514697000849992,451.4697000849992,582.4716987999855,582.9309844900505,582.942838100018,584.3100971900509,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,584.3158018999966,584.6099225900485,584.61956380005,584.7531355900807,584.7531455000862,584.7951873900253,584.7959145000204,585.3433535900782,a,1,0.5351310999831185,535.1310999831185,584.7959145000204,585.3433535900782,585.3548231000314,586.7767356900382,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,586.7809723999817,587.0767272900208,587.2876749000279,587.313884590019,587.3142513000639,587.3491345900926,587.3491901999805,588.0702023900463,d,1,0.7095397000666708,709.5397000666708,587.3491901999805,588.0702023900463,588.0775738999946,589.9600080900942,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,589.9629500000738,590.260017890099,590.2733299999963,590.2949111900176,590.2952618000563,590.3363568900037,590.3392184000695,591.2440530900727,d,1,0.8955622999928892,895.5622999928892,590.3392184000695,591.2440530900727,591.2521749000298,593.1851763900719,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,593.1892302000197,593.4851802900317,593.507626799983,593.5302618899965,593.5309538000729,593.5697524899966,593.5707426000154,594.5363125900855,s,0,0.9521514000371099,952.1514000371099,593.5707426000154,594.5363125900855,594.5446322000353,595.6852652900503,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,595.6906092000427,595.9853433899931,596.0105826000217,596.1452580900747,596.1489469000371,596.1872424900881,596.1911813000916,597.0555069900234,d,1,0.8519661000464112,851.9661000464112,596.1911813000916,597.0555069900234,597.0666846000822,598.7187656900729,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,17,1,598.7242111000232,599.0186498900526,599.0334055999992,599.1708573900047,599.1757104999851,599.216381190077,599.2214424000122,599.9114164900617,a,1,0.6776040999684483,677.6040999684483,599.2214424000122,599.9114164900617,599.919640099979,601.2936820900883,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,601.2979365000501,601.5937334900606,601.869383100071,602.0389088900644,602.0426379999844,602.0834109900403,602.0883452000562,602.6576419900754,s,1,0.562523299944587,562.523299944587,602.0883452000562,602.6576419900754,602.6693561000284,604.4688578900765,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,604.4731182000833,604.7687861900428,604.7957908000099,604.9287445899914,604.9327226000605,604.9737857899978,604.9790576000232,605.5388431900298,d,1,0.5440057000378147,544.0057000378147,604.9790576000232,605.5388431900298,605.5496442000149,607.2188466899912,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,607.2242484000744,607.5188416899997,607.7420207000105,607.7677267900086,607.769147300045,607.8061025900184,607.807855800027,608.6085643900675,s,1,0.7869921000674367,786.9921000674367,607.807855800027,608.6085643900675,608.6169835000765,610.2939304900007,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,610.2981315000216,610.5939158900525,610.795868700021,610.9651893900824,610.9697679000674,611.0107874900219,611.0154007000383,612.4370352900238,s,1,1.4115124000236392,1411.5124000236392,611.0154007000383,612.4370352900238,612.446223200066,613.5524073900539,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,613.5578427000437,613.8523098900565,613.880175700062,614.0122722900356,614.0173093000194,614.0580115900026,614.0631868999917,614.5527692900156,d,1,0.4757380000082776,475.7380000082776,614.0631868999917,614.5527692900156,614.564239700092,616.3189774900326,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,616.3231790000573,616.6189180900925,616.9945716999937,617.1612432900234,617.1659572999924,617.2070865900838,617.212627400062,617.7620083900052,s,1,0.5343304999405518,534.3304999405518,617.212627400062,617.7620083900052,617.7732743000379,619.0107598900446,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,619.0160934000742,619.3108419900178,619.5300272000022,619.6977855900419,619.7015526000177,619.7428833900136,619.7476707000751,620.2349142901018,s,1,0.4793873999733478,479.3873999733478,619.7476707000751,620.2349142901018,620.2463149999967,621.8690269899904,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,621.8718309000833,622.1690388900112,622.3809900000924,622.5437922899961,622.548228800064,622.5880234900047,622.5931726000272,623.123152590089,d,1,0.5139136000070721,513.9136000070721,622.5931726000272,623.123152590089,623.1347958000842,624.8108061900945,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,624.8146720000077,625.1108257900574,625.3472438000608,625.5052046900033,625.5090761000756,625.5496373900329,625.5549674000358,626.0745620900649,s,1,0.5039912000065669,503.99120000656694,625.5549674000358,626.0745620900649,626.0846225999994,627.5609171900084,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,627.5662323000142,627.8609481900581,628.0640139000025,628.0900777900475,628.0915576000698,628.128802690038,628.130449200049,628.9189291899908,s,1,0.7765883000101894,776.5883000101894,628.130449200049,628.9189291899908,628.9307320000371,630.32760389006,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,630.3306812000228,630.6276228900184,630.6523633000907,630.6740908900625,630.6748480000533,630.7122347900528,630.7122433000477,631.4827188900323,d,1,0.7627587999450043,762.7587999450043,630.7122433000477,631.4827188900323,631.4954897999996,632.7109759900137,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,632.7142103000078,633.0109975899919,633.2653308000881,633.291046890046,633.2914025000064,633.3288819900132,633.3303830000805,633.8837690900197,s,1,0.5446235000854358,544.6235000854358,633.3303830000805,633.8837690900197,633.8929447000846,635.8528371899971,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,635.8571424999973,636.152752990101,636.3763637000229,636.5376625900041,636.5423961000051,636.5813354900689,636.5853911000304,637.1633269900573,s,1,0.5696037999587134,569.6037999587134,636.5853911000304,637.1633269900573,637.1756787999766,639.0195367900538,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,639.0248730999883,639.3195323900669,639.5616813000524,639.587159690063,639.5874644999858,639.6228456900805,639.6235205000266,640.2641590900836,s,1,0.6273832999868318,627.3832999868318,639.6235205000266,640.2641590900836,640.2702310000313,641.6195607900969,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,641.6249137000414,641.9195736900089,641.9435082999989,641.9653459899943,641.9658100000815,642.004133789998,642.0052937000291,642.6012168899994,s,0,0.5816114000044763,581.6114000044763,642.0052937000291,642.6012168899994,642.6113931,644.0279644900817,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,644.033462200081,644.327959990094,644.5518124999944,644.7129728900851,644.7173452000134,644.7583600900485,644.7635279999813,645.1692358899978,s,1,0.39105079998262227,391.05079998262227,644.7635279999813,645.1692358899978,645.1719805999892,647.0363212900353,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,647.0405407000799,647.3363583900151,647.3622797999997,647.3845626900089,647.3862964999862,647.4236003900529,647.4255856000818,647.8538851900609,s,0,0.4174966000718996,417.4966000718996,647.4255856000818,647.8538851900609,647.866304300027,649.3780924901017,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,649.3833540000487,649.6780832900782,649.7013978000032,649.7240046900348,649.7246811999939,649.7625508900616,649.7641225000843,650.7535447900533,d,1,0.9748109000502154,974.8109000502154,649.7641225000843,650.7535447900533,650.7618182000006,651.9280883900007,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,651.9332607000833,652.22810929009,652.2513141999952,652.3881018900662,652.3925790999783,652.4335480900132,652.4387947000796,652.8458593900665,d,1,0.3962809999939054,396.2809999939054,652.4387947000796,652.8458593900665,652.8576108000707,654.6865497900523,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,654.6907069000881,654.9864872900886,655.010878900066,655.033769890049,655.034328400041,655.0708170900704,655.0723080000607,656.7160464900895,None,0,,,655.0723080000607,656.7160464900895,656.72095550003,658.6615584900952,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,658.6655678000534,658.9615784900612,658.9847830000799,659.0073470900185,659.0077944999794,659.0461028900114,659.0471991000231,659.8583538900945,d,1,0.8036534999264404,803.6534999264404,659.0471991000231,659.8583538900945,659.8685791000025,661.4199262900162,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,661.4240275999764,661.719923690043,661.9511844000081,662.1086870900705,662.1133777999785,662.1546686900198,662.1596733999904,662.5707357900334,d,1,0.4031663000350818,403.1663000350818,662.1596733999904,662.5707357900334,662.5781286000274,664.1783475899953,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,664.1825043000281,664.4782644899911,664.4993349000579,664.5221849900787,664.5226826000726,664.5576890899916,664.5573807000183,665.0848996900837,d,1,0.5174984000623226,517.4984000623226,664.5573807000183,665.0848996900837,665.092184600071,666.3367601900478,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,666.3421851000749,666.6367394900532,666.6642412000801,666.7966041899869,666.7997672000201,666.8378936900641,666.8406380000524,667.563030390034,a,1,0.7062341999262571,706.2341999262571,666.8406380000524,667.563030390034,667.5706625999883,669.5367910900037,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,669.5409525000723,669.8368058900465,669.8530737999827,669.9884820900276,669.9934578000102,670.0317079900648,670.0362477999879,671.0209952901001,d,1,0.9748397000366822,974.8397000366822,670.0362477999879,671.0209952901001,671.0327356000198,672.2702058900264,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,672.2744611999951,672.5701950899908,672.7809860000852,672.9400847900775,672.9436413000803,672.9810909900931,672.9864306000527,673.3719491900061,d,1,0.37659379991237074,376.59379991237074,672.9864306000527,673.3719491900061,673.3793104999932,674.4285949900164,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,674.4340598999988,674.7286953900126,674.9316704000812,675.0931721900939,675.0980014000088,675.1373465900193,675.1425754000666,675.47730509002,d,1,0.32437349995598197,324.37349995598197,675.1425754000666,675.47730509002,675.4898722000653,676.9369930900517,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,676.9424078000011,677.2370008900413,677.4667751999805,677.4930227900273,677.4931580000557,677.5297718899907,677.5310080000199,678.3792867899989,a,1,0.8398421000456437,839.8421000456437,677.5310080000199,678.3792867899989,678.38775730005,679.9870558899944,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,679.987295400002,680.2870443900698,680.4985319999978,680.5251177900587,680.5259807000402,680.5631724900683,680.5632393000415,681.264145690098,d,1,0.6875681999372318,687.5681999372318,680.5632393000415,681.264145690098,681.2714419000549,683.2538343900466,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,683.2579144000774,683.5537728900905,683.7905317000113,683.8178929900401,683.821418400039,683.8618460900267,683.866666499991,684.4993806900108,a,1,0.6164382999995723,616.4382999995723,683.866666499991,684.4993806900108,684.5078032000456,686.0871604900691,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,686.0925088999793,686.3871554900776,686.6016512999777,686.6285310900654,686.6331295000855,686.6740320900805,686.6782781999791,687.3692673900747,s,1,0.67662750009913,676.62750009913,686.6782781999791,687.3692673900747,687.3816158000845,688.7206338900957,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,688.7265760999871,689.0205914900522,689.0422885000007,689.1812862900202,689.1858647000045,689.2265080900048,689.2315310999984,689.843784790102,a,1,0.5953830000944436,595.3830000944436,689.2315310999984,689.843784790102,689.8544164000778,691.6206561900559,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,691.6258285000222,691.9206634900416,692.1201779000694,692.278431790031,692.2832133000484,692.3234992900049,692.3286515000509,692.7875915900455,d,1,0.442449799971655,442.449799971655,692.3286515000509,692.7875915900455,692.7989047000883,694.6124342900818,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,694.617223600042,694.9123757900321,694.9378419000423,694.9603412900702,694.9609522999963,694.9969018899952,694.9969368000748,696.0924829900847,s,0,1.0859824999934062,1085.9824999934062,694.9969368000748,696.0924829900847,696.1026448000921,697.2874796900084,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,697.2928616000572,697.5875085900421,697.6116946000839,697.7475223900634,697.7520957000088,697.7928033900331,697.7981327000307,698.3880295900977,a,1,0.5728618999710307,572.8618999710307,697.7981327000307,698.3880295900977,698.3993796000723,700.279152590048,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,700.2851446000859,700.579265890026,700.6035015999805,700.625894690014,700.6263698000694,700.6635718900594,700.6648642000509,701.3623674900388,s,0,0.690117200021632,690.117200021632,700.6648642000509,701.3623674900388,701.3727750000544,703.1292388900998,EMOCONPILOT011,2020_Dec_30_1611,EmoCon_Pilot_120Hz,2020.2.4,120.0026399664208,
