trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,704.9905017998535,705.2874765099492,705.3077803999186,705.4390929098241,705.44103430002,705.4802994098515,705.4824907998554,706.1258621098474,d,1,0.6326963000465184,632.6963000465184,705.4824907998554,706.1258621098474,706.134080799995,707.6874987100251,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,707.6891389999073,707.9875077099074,708.2209379000124,708.3730302098207,708.377837699838,708.4189442099538,708.4239117000252,709.413641309971,s,1,0.9794731999281794,979.4731999281794,708.4239117000252,709.413641309971,709.4244291000068,711.3626358098351,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,711.3659951998852,711.6625541098416,711.6836054997984,711.8143306098879,711.8182284999639,711.8563386098482,711.8602771000005,712.9623131099157,a,1,1.095071000047028,1095.071000047028,711.8602771000005,712.9623131099157,712.9713071000297,714.295962209953,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,714.3003320998978,714.5959623098839,714.6181712998077,714.6332182098646,714.6339665998239,714.6720987098757,714.6722889998928,715.1629606100265,d,1,0.4827729999087751,482.7729999087751,714.6722889998928,715.1629606100265,715.1673343998846,716.9628242099658,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,716.9682332999073,717.2627390098293,717.4696975999977,717.6316286098678,717.6352520999499,717.6760340099223,717.6809780998155,718.7412959098816,a,1,1.0504233001265675,1050.4233001265675,717.6809780998155,718.7412959098816,718.7518142999616,720.3545544099994,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,720.3602530998178,720.654531109985,720.6794786998071,720.6948176099919,720.6956978000235,720.7305117099546,720.7304018000141,721.6618042098359,d,0,0.9208158000838012,920.8158000838012,720.7304018000141,721.6618042098359,721.670318899909,722.8129091098905,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,722.818867799826,723.1129308099859,723.3340563999955,723.4959262098652,723.5006360998377,723.5401034098119,723.5454708000179,724.9323507099413,d,1,1.3779386999085546,1377.9386999085546,723.5454708000179,724.9323507099413,724.9456189998891,726.8213393098209,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,726.8272692000028,727.121314709913,727.325030699838,727.3429994100239,727.3468046998605,727.3873343098909,727.3923510999884,729.2261711099651,None,0,,,727.3923510999884,729.2261711099651,729.2321712998673,730.5296920099296,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,730.533856399823,730.8297392098699,730.8538371999748,730.9896856098436,730.9946855998132,731.0354552100413,731.0387319999281,731.772065909952,a,1,0.7245209999382496,724.5209999382496,731.0387319999281,731.772065909952,731.7837249999866,733.1464565099683,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,733.1523873999249,733.4464536098764,733.4665774998721,733.5982730099,733.6031082998961,733.6437333099544,733.6491184998304,735.0760903099086,d,1,1.4181460000108927,1418.1460000108927,733.6491184998304,735.0760903099086,735.086792399874,736.0964632098563,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,8.0,f,019_m_f_s_a.jpg,sad,a,17,2,736.101948000025,736.3964710099623,736.6431030998938,736.8011018099729,736.8056146998424,736.8463659099303,736.8515151999891,737.6257893099915,a,1,0.7597759999334812,759.7759999334812,736.8515151999891,737.6257893099915,737.6355083999224,739.1132992099971,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,739.1189841998275,739.4133112099022,739.6410518998746,739.6583233099897,739.6583018999081,739.6952391098254,739.7003997999709,740.3839279100299,d,1,0.6712213000282645,671.2213000282645,739.7003997999709,740.3839279100299,740.3941706998739,741.7132180099376,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,741.7173341999296,742.0132911099587,742.2258970998228,742.243179609906,742.2433470999822,742.2808962100186,742.2812210998964,743.928586509917,None,0,,,742.2812210998964,743.928586509917,743.9352566997986,745.3466025098693,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,745.3508867998607,745.6466477100272,745.8482600999996,746.0155637100339,746.0201868999284,746.0609203098808,746.0660872999579,747.3699681099039,s,1,1.2972079999744892,1297.2079999744892,746.0660872999579,747.3699681099039,747.3807584999595,748.3883444100153,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,748.3927631999832,748.6883854099084,748.8933290999848,749.0534921098966,749.0572381999809,749.0983809099067,749.1023079999723,750.4838072100189,s,1,1.3730068998411298,1373.0068998411298,749.1023079999723,750.4838072100189,750.4899676998612,751.9967723099049,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,752.0008922999259,752.2968048098497,752.3216346998233,752.4567342099268,752.4587269998156,752.4980432099197,752.5010092000011,753.3953622099012,a,1,0.8781852999236435,878.1852999236435,752.5010092000011,753.3953622099012,753.4036226999015,755.1219345099759,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.2574326000176,766.1732120098546,s,10.906008899910375,10906.008899910375,755.2574326000176,766.1732120098546,0,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,766.1813208998647,766.4720435099676,766.688970200019,766.8566053098999,766.86130699981,766.9015617099591,766.907119799871,767.3866103099659,d,1,0.4643204000312835,464.3204000312835,766.907119799871,767.3866103099659,767.3989201998338,768.6888014098164,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,m,027_o_m_h_a.jpg,happy,d,1,3,768.6942016999237,768.9888737098314,769.2029792999383,769.2113087099511,769.2115201998968,769.2491599099245,769.2533309999853,770.414445510041,s,0,1.149882199941203,1149.882199941203,769.2533309999853,770.414445510041,770.4203458998818,771.5056567100343,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,771.5107330998871,771.8055695098825,771.8293874999508,771.9655127098318,771.9685409998056,772.0078836098779,772.0128496999387,773.1348228099756,a,1,1.1104526000563055,1110.4526000563055,772.0128496999387,773.1348228099756,773.1473218998872,774.4389891099651,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,774.4430457998533,774.7389561099932,774.9602324999869,775.1283611100167,775.1332306999248,775.1743410098367,775.1794074999634,775.6226744099055,d,1,0.43174539995379746,431.74539995379746,775.1794074999634,775.6226744099055,775.6279639999848,777.4639972098172,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,777.4668612999376,777.7640052099247,777.7863602000289,777.9239983099047,777.9273653000128,777.965262809908,777.9688017999288,779.725145109836,None,0,,,777.9688017999288,779.725145109836,779.7319741998799,781.4725433098153,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,781.4780991999432,781.7723703099415,781.9947554999962,782.1561311098282,782.1590976000298,782.1972629098688,782.2011796999723,782.9233074098826,s,1,0.7143235001713037,714.3235001713037,782.2011796999723,782.9233074098826,782.9350546998903,784.1892216099892,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.0,m,013_y_m_n_a.jpg,neutral,s,17,3,784.194620499853,784.4891665099655,784.7212847999763,784.877054709848,784.8819976998493,784.9233136099298,784.9284055999015,785.5905940098688,s,1,0.6509088999591768,650.9088999591768,784.9284055999015,785.5905940098688,785.6038693999872,786.7643207098823,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,786.7700323997997,787.0642294098158,787.302543199854,787.4606684098486,787.4655327999499,787.5063655098435,787.5109105999582,788.1022173100151,s,1,0.5802384000271559,580.2384000271559,787.5109105999582,788.1022173100151,788.1100111999549,789.605933610024,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.0,f,030_o_f_h_a.jpg,happy,d,1,3,789.6090278998017,789.9059379099868,790.1027947999537,790.1111242099665,790.1109430999495,790.1488234099467,790.1490195998922,791.2228103099857,s,0,1.062344699865207,1062.344699865207,790.1490195998922,791.2228103099857,791.2355221000034,792.5310278098565,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,792.5343729997985,792.8310630099382,793.059020599816,793.0673500098288,793.0684177000076,793.1046459098812,793.104356699856,794.0739148099907,s,0,0.9629352998454124,962.9352998454124,793.104356699856,794.0739148099907,794.0808766998816,795.8643640099559,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,795.8683883999474,796.1644447100349,796.4051697999239,796.4134992099367,796.4143602999393,796.4499059099704,796.4543839998078,797.2290250099264,s,1,0.7650297000072896,765.0297000072896,796.4543839998078,797.2290250099264,797.2397723000031,799.2145842098631,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,f,030_o_f_n_a.jpg,neutral,s,1,3,799.2203021999449,799.5146157100331,799.7209046999924,799.7292341100052,799.7293724999763,799.7669832100161,799.7724146998953,800.2113512099255,s,1,0.4230196999851614,423.0196999851614,799.7724146998953,800.2113512099255,800.2218897999264,801.472853509849,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,801.4789725998417,801.7728589099366,801.9606385999359,802.1150913100224,802.1183535000309,802.1551812099293,802.1581203998066,802.9888092099224,a,0,0.8212035000324249,821.2035000324249,802.1581203998066,802.9888092099224,802.9981942998711,804.5563505100087,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5.0,m,027_o_m_n_a.jpg,neutral,s,1,3,804.5596994999796,804.8563226099592,805.0746236999985,805.0829531100113,805.0832218998112,805.1183366099373,805.1177463999484,805.9715217099525,s,1,0.8453987999819219,845.3987999819219,805.1177463999484,805.9715217099525,805.9790287998039,807.3314315098338,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,807.3368227998726,807.63132180986,807.6482283999212,807.656557809934,807.6572230998427,807.6934927100316,807.6931757999118,808.1874148099683,s,0,0.47813190007582307,478.13190007582307,807.6931757999118,808.1874148099683,808.193991899956,810.0980450100266,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_h_a.jpg,happy,d,17,3,810.1009360998869,810.3980074100197,810.6133632999845,810.7746710098814,810.7782760998234,810.819055810012,810.8236218998209,811.5070883099921,d,1,0.6756430000532418,675.6430000532418,810.8236218998209,811.5070883099921,811.5185659998097,813.1981686098967,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,813.2040438000113,813.4982383098919,813.5197007998358,813.5280302098487,813.5286154998466,813.5659677098971,813.5661672998685,814.5960342098493,s,0,1.021278099855408,1021.2780998554081,813.5661672998685,814.5960342098493,814.6078482999001,816.0148376099766,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,816.0210555999074,816.3148166098632,816.5159467998892,816.6783139099367,816.6823084999342,816.7231886099559,816.728390699951,817.402067009965,s,1,0.6588800000026822,658.8800000026822,816.728390699951,817.402067009965,817.4093170999549,818.6565258099232,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,818.6595065998845,818.9564279100392,818.9779469999485,818.9862764099613,818.986515800003,819.0244560098741,819.0244944998994,819.827530909935,d,0,0.7868842999450862,786.8842999450862,819.0244944998994,819.827530909935,819.8369874998461,821.540002309857,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12.0,f,040_y_f_n_a.jpg,neutral,s,17,3,821.5441670999862,821.8400066098199,822.0576124999207,822.2139297098853,822.2187492998783,822.2585033098236,822.2635419999715,822.786383310007,s,1,0.5078344000503421,507.8344000503421,822.2635419999715,822.786383310007,822.7977926000021,824.5066487099044,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_n_a.jpg,neutral,s,17,3,824.5108258998953,824.8066550098825,825.044673099881,825.203537010029,825.2087495999876,825.2494220099412,825.2535287998617,825.8664272098337,s,1,0.5978902999777347,597.8902999777347,825.2535287998617,825.8664272098337,825.8778790999204,827.6401146099903,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,827.6419292998035,827.940131409932,827.9616733998992,827.970002809912,827.9703963999636,828.0078365098685,828.0078471000306,829.0563547100406,a,1,1.0353886000812054,1035.3886000812054,828.0078471000306,829.0563547100406,829.0638393999543,830.2652254099027,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_h_a.jpg,happy,d,1,3,830.2694190000184,830.5651933098212,830.7866962999105,830.7950257099234,830.7954798999708,830.8330076098442,830.8327196999453,831.4970505099278,d,1,0.6505086000543088,650.5086000543088,830.8327196999453,831.4970505099278,831.504283899907,833.1401983098127,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,833.1454170998186,833.4403157098219,833.463838199852,833.6003871098161,833.6052918999922,833.6442305100151,833.6495127999224,834.6282056098804,d,1,0.9619279999751598,961.9279999751598,833.6495127999224,834.6282056098804,834.639169299975,836.0318989098538,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,836.0359327998012,836.3318969098851,836.5792513999622,836.5875808099751,836.5876458999701,836.6247250099201,836.6249279999174,837.9159012098331,d,0,1.2823679998982698,1282.3679998982698,836.6249279999174,837.9159012098331,837.923128399998,839.757077210024,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,839.7612174998503,840.0570301098284,840.2964333998971,840.3047628099099,840.305430999957,840.3414388100151,840.3415470998734,841.7845459099859,s,0,1.429956599837169,1429.956599837169,840.3415470998734,841.7845459099859,841.7926950999536,843.0571396098472,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,843.0623355999123,843.3571147098206,843.3794146999717,843.3877441099845,843.3881496998947,843.4249803099316,843.4250312999357,844.3659436098766,s,0,0.9302892000414431,930.2892000414431,843.4250312999357,844.3659436098766,844.374248099979,845.7986854099669,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,845.8007246998604,846.0988113099244,846.2988932000007,846.3072226100136,846.3087450999301,846.3471507098526,846.3510657998268,847.1979525099974,s,1,0.8364413999952376,836.4413999952376,846.3510657998268,847.1979525099974,847.2104811000172,848.3905985098332,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,848.3963591998909,848.6906199100428,848.7041068000253,848.7124362100382,848.7125207998324,848.7501819100231,848.7514779998455,850.1850345098879,d,1,1.4197378000244498,1419.7378000244498,848.7514779998455,850.1850345098879,850.1933657999616,852.0155784100294,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,852.0194726998452,852.3156431099866,852.5271722998004,852.6818046098575,852.6848412000109,852.7222810100299,852.7261498000007,853.4695776099339,s,1,0.7331493000965565,733.1493000965565,852.7261498000007,853.4695776099339,853.4793040999211,855.0406431098469,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,855.0445576999336,855.3407055099029,855.540100599872,855.7055631099735,855.7101125998888,855.7510739098303,855.7550710998476,856.1320629100316,s,1,0.3682579000014812,368.2579000014812,855.7550710998476,856.1320629100316,856.1409665998071,857.3407252099365,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,857.3460652998183,857.6408240100369,857.8826209998224,858.0491154099815,858.0528608998284,858.0928539099638,858.0961809998844,858.7087749099825,a,1,0.6030081000644714,603.0081000644714,858.0961809998844,858.7087749099825,858.7135528000072,859.9157425099053,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,859.918916599825,860.2157616099809,860.2377001999412,860.246029609954,860.2465706998482,860.283733309852,860.2836223999038,860.9856606099289,s,0,0.6957640999462456,695.7640999462456,860.2836223999038,860.9856606099289,860.9965856999625,862.2825191099197,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
