trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,155.59317610017024,155.88855068006086,156.1345033000689,156.28593877998645,156.28900830005296,156.3258290800033,156.32896990003064,156.8866351800272,s,1,156.32896990003064,156.8866351800272,156.89612750010565,158.09699418016243,0.546741500031203,546.741500031203,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,17,1,158.10261880001053,158.39695948006118,158.6058124001138,158.76385318015235,158.76772190001793,158.80764457995537,158.81242380011827,159.81508208012673,s,1,158.81242380011827,159.81508208012673,159.82137630018406,160.91367378009016,0.991015600040555,991.015600040555,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,160.91674820007756,161.21357258006464,161.43260920001194,161.59359387999865,161.5983272001613,161.63940997996832,161.6445124000311,162.38832327995914,d,1,161.6445124000311,162.38832327995914,162.3997868001461,164.2803905801149,0.7271771000232548,727.1771000232548,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,164.2843828999903,164.5804274800932,164.77601360017434,164.80228848003316,164.8030328999739,164.8399612800451,164.84130130009726,165.67710778017062,a,1,164.84130130009726,165.67710778017062,165.68484090012498,167.33047938013914,0.8261748000513762,826.1748000513762,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,167.33359130006284,167.6304622801719,167.85594619996846,168.009336680104,168.01361210015602,168.0538148800144,168.05877600004897,168.7613821799634,s,1,168.05877600004897,168.7613821799634,168.77363020018674,170.33877748011145,0.688781299861148,688.781299861148,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,170.34183220006526,170.63883888015988,170.6631438001059,170.7988506801659,170.80241400003433,170.84011478016618,170.8440755000338,171.672641180153,a,1,170.8440755000338,171.672641180153,171.67516440013424,172.9389509800123,0.8154623999726027,815.4623999726027,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,172.9444505001884,173.239054080029,173.4760174001567,173.63396008003036,173.63746630004607,173.67432897996622,173.67854019999504,174.60417648002039,s,1,173.67854019999504,174.60417648002039,174.6125858000014,176.19734267999883,0.909027999965474,909.027999965474,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,176.20271370001137,176.4973547800211,176.52152430010028,176.65733578002545,176.66120190010406,176.69867128010372,176.70196560001932,177.43113078007008,a,1,176.70196560001932,177.43113078007008,177.4418593000155,178.75583878012839,0.7177202999591827,717.7202999591827,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,178.76117720012553,179.0557439801516,179.25540660019033,179.28183588006067,179.28227860014886,179.31691798001992,179.31711110007018,180.1863251800416,d,1,179.31711110007018,180.1863251800416,180.19678510003723,181.28893948013427,0.8544715000316501,854.4715000316501,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,181.28966570016928,181.589092180063,181.61432479997166,181.6376116801286,181.6393130000215,181.67566658013965,181.6766602001153,182.63332968011963,d,1,181.6766602001153,182.63332968011963,182.6401534001343,184.50595347995403,0.9428043998777866,942.8043998777866,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,184.51115210005082,184.80585687996353,184.8312950001564,184.8540046801092,184.85485910018906,184.89023697997908,184.88992059999146,186.1894888800336,s,0,184.88992059999146,186.1894888800336,186.1942996000871,187.30588838008697,1.2896471999119967,1289.6471999119967,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,187.31015050015412,187.60588998014572,187.62702650018036,187.64959308009128,187.65039510000497,187.68423118016216,187.68464870005846,188.22298548014368,d,1,187.68464870005846,188.22298548014368,188.22895050002262,189.83096588000188,0.5268393999431282,526.8393999431282,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,17,1,189.83515800000168,190.13096238013821,190.15652800002135,190.29094408003147,190.29474549996667,190.333628880023,190.33877769997343,191.04142598009201,a,1,190.33877769997343,191.04142598009201,191.0481785000302,192.8477951799752,0.6888498000334948,688.8498000334948,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,192.8535123001784,193.14771187996956,193.40736710000783,193.563420380163,193.56736470013857,193.60740698005537,193.61228710017167,194.6519807799952,s,1,193.61228710017167,194.6519807799952,194.66062910016626,195.81443437996785,1.0312409000471234,1031.2409000471234,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,195.8200155000668,196.11444427997338,196.15863130008802,196.1806489801267,196.18147730012424,196.21693568017798,196.2183578000404,196.8066848799819,d,1,196.2183578000404,196.8066848799819,196.81242169998586,197.85610848006326,0.5771387000568211,577.1387000568211,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,197.86009810003452,198.15612548000644,198.37840420007706,198.53158518013078,198.5363640000578,198.57711328000295,198.58068390004337,199.15090488006825,s,1,198.58068390004337,199.15090488006825,199.16140970005654,200.44787568009923,0.5590548000764102,559.0548000764102,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,200.4534073001705,200.74787768016103,200.95767659996636,200.9839496800443,200.98396089999005,201.0201001799898,201.0198800000362,201.60507128008175,s,1,201.0198800000362,201.60507128008175,201.61238960013725,203.547980080056,0.5757870001252741,575.7870001252741,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,203.55120950005949,203.8478870800929,203.8691200001631,203.89173668010625,203.89226190000772,203.9265952801099,203.92801080015488,204.8690927800955,d,1,203.92801080015488,204.8690927800955,204.87756000016816,206.52298858009743,0.9315412999130785,931.5412999130785,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,206.5260587001685,206.8228948800126,207.07149600004777,207.0962707800092,207.09673109999858,207.1333403800847,207.13287560013123,207.8036275801016,s,1,207.13287560013123,207.8036275801016,207.81108959997073,208.83125938002485,0.6628173000644892,662.8173000644892,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,208.83440500008874,209.13137268011923,209.34982810006477,209.3753125799587,209.3758404001128,209.4102750801714,209.41185570019297,210.58001698011066,s,1,209.41185570019297,210.58001698011066,210.59233440016396,211.6898049799958,1.1520030999090523,1152.0030999090523,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,211.69527490017936,211.98982968011404,212.20388850010931,212.37370727995875,212.37846190016717,212.41844808000604,212.42300299997441,213.1872467800742,d,1,212.42300299997441,213.1872467800742,213.1949558001943,214.76483728007878,0.7487616001162678,748.7616001162678,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,214.76766390004195,215.0647260799771,215.3045080001466,215.33036088005173,215.33429790008813,215.37434758006128,215.3795471000485,216.3152187801199,a,0,215.3795471000485,216.3152187801199,216.32596789998934,217.3732388801174,0.9199908000882715,919.9908000882715,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,217.37850820017047,217.67325488005298,217.8745902001392,217.90018778007942,217.90116380015388,217.93631988011765,217.93797420011833,219.02723238004836,a,0,217.93797420011833,219.02723238004836,219.03492800006643,220.34834188006351,1.0736686000600457,1073.6686000600457,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,220.35246750013903,220.64825028011109,220.6731777000241,220.8082095800666,220.81105100014247,220.849490879965,220.8525949001778,221.50695257999467,d,1,220.8525949001778,221.50695257999467,221.51519950013608,222.96499238016548,0.6391160998027772,639.1160998027772,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,222.9702944001183,223.26497858010697,223.50893680006266,223.53483357995282,223.5348577001132,223.5702563800616,223.570311000105,224.88340928002725,s,1,223.570311000105,224.88340928002725,224.8900393000804,226.05678308003115,1.3051390000618994,1305.1390000618994,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,226.06199710001238,226.3568379801465,226.5668922001496,226.73517138015012,226.73988060001284,226.78065128012094,226.785778200021,227.27592398009728,s,1,226.785778200021,227.27592398009728,227.2868662001565,228.89019107997882,0.4740455001592636,474.0455001592636,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,228.89462000015192,229.19010708008426,229.41805590013973,229.44315518012735,229.44406930007972,229.48271028015296,229.48775280010886,230.49735658003482,s,1,229.48775280010886,230.49735658003482,230.50861140014604,231.89853088015224,0.9958740000147372,995.8740000147372,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,231.90379010001197,232.19862587999086,232.22399300010875,232.24609757999423,232.2467791000381,232.2831056801835,232.28426380013116,233.07340188014786,s,0,232.28426380013116,233.07340188014786,233.0847148001194,234.14024927995632,0.775382700143382,775.382700143382,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,234.1433771001175,234.44024298007133,234.6632783000823,234.82589488003867,234.83020500000566,234.87100628011393,234.87621180014685,235.4177147801267,s,1,234.87621180014685,235.4177147801267,235.42891790019348,236.4819538799813,0.5274404999800026,527.4404999800026,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,236.4850974001456,236.78185868000145,236.80325370002538,236.93367718013468,236.93844300019555,236.97905608003492,236.98430110001937,237.50884837999473,d,1,236.98430110001937,237.50884837999473,237.51713549997658,238.62363638000096,0.515355700161308,515.355700161308,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,238.6261120000854,238.92360418003517,238.93490640004165,238.95789548002648,238.9586589001119,238.9937251800904,238.99557709996589,239.86674027999396,d,1,238.99557709996589,239.86674027999396,239.87394209997728,241.47381238003726,0.8640785000752658,864.0785000752658,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,241.4780044001527,241.7738406801829,241.7972409001086,241.82048877996857,241.8211785000749,241.85814178006257,241.8583925999701,242.60122297999914,d,1,241.8583925999701,242.60122297999914,242.61240910016932,243.84048008003737,0.7293997001834214,729.3997001834214,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,243.84601239999756,244.14047528004738,244.16565460013226,244.18809988016727,244.18867660011165,244.22493528008926,244.22476010001265,244.8174403800396,d,0,244.22476010001265,244.8174403800396,244.82423310005106,246.73188808017875,0.5789135999511927,578.9135999511927,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,246.73193740006536,247.03219528000335,247.05314920004457,247.1838913801359,247.1874866001308,247.2251384800067,247.22816890012473,247.80997968015726,d,1,247.22816890012473,247.80997968015726,247.81913940003142,249.49066278005483,0.567548600025475,567.548600025475,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,249.4962312001735,249.79059068013447,250.0257296001073,250.05195188003125,250.0519246000331,250.08690708007197,250.08761829999276,250.85678637998643,d,1,250.08761829999276,250.85678637998643,250.86541380011477,252.34062738011124,0.7559724999591708,755.9724999591708,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,252.34647600003518,252.6407124799909,252.66659560007975,252.80058497998397,252.80380250001326,252.8418926800834,252.84516310016625,253.29906188014428,d,1,252.84516310016625,253.29906188014428,253.30974759999663,254.39056288001592,0.4384606000967324,438.4606000967324,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,254.39324220013805,254.69058127996976,254.71095990017056,254.8423143801512,254.84694420010783,254.88756387999746,254.89277130016126,255.45256038003134,s,0,254.89277130016126,255.45256038003134,255.45456960005686,256.724093580083,0.5429849999491125,542.9849999491125,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,256.7284221001901,257.02405168015974,257.04836080013774,257.1841008799849,257.18888360005803,257.22959438005927,257.23492600000463,258.0504317799816,d,1,257.23492600000463,258.0504317799816,258.06177080003545,259.64918098009656,0.8007642000447959,800.7642000447959,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,259.65355190006085,259.94919378000776,260.15798700018786,260.18300538014154,260.1831307001412,260.2193541800836,260.2190897001419,260.90718678005504,d,1,260.2190897001419,260.90718678005504,260.9148121001199,262.3991965799825,0.6804499998688698,680.4499998688698,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,262.4033468000125,262.699186979956,262.90481139998883,262.93098387999925,262.9311778000556,262.96705708017106,262.96695590019226,263.76493388011585,d,1,262.96695590019226,263.76493388011585,263.7686276000459,265.63265768012496,0.7885878998786211,788.5878998786211,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,265.6369666000828,265.93268088011536,266.17747680004686,266.3389284800971,266.34381120000035,266.38487187998834,266.3899364999961,267.09216388005296,a,1,266.3899364999961,267.09216388005296,267.10361870005727,268.9660396801075,0.6937214999925345,693.7214999925345,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,17,1,268.97026580013335,269.2660628800979,269.47739760018885,269.63910978001076,269.64377439999953,269.6848574801581,269.6896901000291,270.16738208003807,d,1,269.6896901000291,270.16738208003807,270.17195620015264,271.62431428015697,0.46583779994398355,465.83779994398355,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,271.6261327001266,271.92443527996073,272.1662638001144,272.1928147800965,272.1960563000757,272.2344195800135,272.2398184000049,272.8424773799954,a,1,272.2398184000049,272.8424773799954,272.84786149999127,274.65780898013617,0.5957461001817137,595.7461001817137,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,274.6617068001069,274.9578245800687,275.1940264001023,275.22255077997687,275.2230905999895,275.25900878005194,275.2588428000454,275.8519977800781,s,1,275.2588428000454,275.8519977800781,275.8633100001607,277.38280517996753,0.5770872000139207,577.0872000139207,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,277.3860424000304,277.682817380107,277.69915870018303,277.72109807997475,277.72174490010366,277.7590711800614,277.76111560012214,279.3652360801818,None,0,277.76111560012214,279.3652360801818,279.36568600009196,281.199571380089,,,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,281.20340460003354,281.49958568012806,281.70945640001446,281.73459228004793,281.7353856000118,281.7711064800853,281.7714057001285,282.3773847801378,d,1,281.7714057001285,282.3773847801378,282.3845083999913,284.0663713800488,0.5922673000022769,592.2673000022769,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,284.0702500999905,284.36640528000424,284.3888902000617,284.52643428014125,284.53117349999957,284.57092478002886,284.57533090002835,285.2372818800388,a,1,284.57533090002835,285.2372818800388,285.2474114999641,286.2664635800058,0.644569099880755,644.569099880755,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,286.2721146000549,286.5663780799834,286.5864309000317,286.6087563800858,286.6095845999662,286.6452145801624,286.64488789997995,287.5222266800003,s,0,286.64488789997995,287.5222266800003,287.5290338001214,289.09964267995673,0.8628092999570072,862.8092999570072,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,289.10248270002194,289.3996539799729,289.4188739999663,289.5514110801043,289.555211200146,289.59267147995996,289.59599770000204,290.02087887998204,a,1,289.59599770000204,290.02087887998204,290.0274657001719,291.89979367998893,0.41555979987606406,415.55979987606406,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
