trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,291.90550760016777,292.19984638008754,292.2220044999849,292.24467708000446,292.2463041001465,292.28427488000597,292.2844026000239,292.97932618011254,a,0,292.2844026000239,292.97932618011254,292.9914993001148,294.74993187997023,0.6792821001727134,679.2821001727134,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,17,1,294.75408330000937,295.0499119799817,295.07006760011427,295.2014207799686,295.2046124001499,295.24272558016236,295.24572360003367,295.9307043800829,a,1,295.24572360003367,295.9307043800829,295.93902639998123,297.37497948009985,0.66988670011051,669.88670011051,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,297.37928880006075,297.6749175800243,297.6966592001263,297.7196304799756,297.720166800078,297.7593518799869,297.7603327999823,298.1805023801746,a,1,297.7603327999823,298.1805023801746,298.19120510015637,299.24994757997337,0.41144159995019436,411.44159995019436,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,17,1,299.25393250002526,299.55005648003424,299.57353510009125,299.7099763801554,299.71471950015984,299.7554451801581,299.7606836000923,300.412795080035,a,1,299.7606836000923,300.412795080035,300.4253438001033,301.908371880115,0.6352182000409812,635.2182000409812,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,301.9126017000526,302.2084837799659,302.4426862001419,302.60553958003874,302.6102363001555,302.6503511801595,302.6552288001403,303.4114390799543,s,1,302.6552288001403,303.4114390799543,303.4173696001526,304.6917211801512,0.7482901001349092,748.2901001349092,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,304.69459730014205,304.99173288017045,305.2325087999925,305.2570842801826,305.2575240000151,305.29283588000106,305.2939695001114,305.91802848007063,d,1,305.2939695001114,305.91802848007063,305.9242706000805,307.48357258008326,0.6136564000044018,613.6564000044018,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,307.48934550001286,307.7835772800492,307.8090373000596,307.8315673800418,307.83226120006293,307.8679791799979,307.8677003001794,309.0376231800066,a,1,307.8677003001794,309.0376231800066,309.0502983001061,310.78364988013635,1.160175200086087,1160.175200086087,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,310.78820320009254,311.08344147999304,311.1047604000196,311.12726428003515,311.12897830014117,311.1657980800839,311.1674027000554,311.89117338012437,a,1,311.1674027000554,311.89117338012437,311.8994766001124,313.60849968011024,0.7083491000812501,708.3491000812501,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,313.61131020006724,313.9086305801058,313.935140500078,314.06860148014965,314.07087739999406,314.10985048015135,314.1115023000166,315.27760008017066,a,1,314.1115023000166,315.27760008017066,315.28243899997324,316.3170737800421,1.1560657999943942,1156.0657999943942,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,316.32126890006475,316.61708368004764,316.8697114000097,317.03028928015846,317.0343633000739,317.0712985800812,317.0732535000425,317.603077880037,s,1,317.0732535000425,317.603077880037,317.61071950010955,319.3920956800459,0.5145570000167936,514.5570000167936,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,319.3963067000732,319.69211688002105,319.71745240013115,319.73981928003485,319.74046690016985,319.776626879978,319.77670300006866,320.5245743800653,s,0,319.77670300006866,320.5245743800653,320.536196900066,321.9754733801121,0.7391379000619054,739.1379000619054,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,321.9808494001627,322.2755557800876,322.2978856000118,322.32066428002435,322.321617100155,322.35997338003943,322.3613978000358,323.0735313800862,s,0,322.3613978000358,323.0735313800862,323.08290040004067,324.1839015799807,0.698282599914819,698.282599914819,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,324.18804679997265,324.4838754801778,324.72327530011535,324.87945878009776,324.884209100157,324.9228685800219,324.92814070009626,325.51091528001706,a,1,324.92814070009626,325.51091528001706,325.51679900009185,327.25889147997367,0.5713963999878615,571.3963999878615,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,327.262989200186,327.55898428002837,327.7977152999956,327.8238586801337,327.82427219999954,327.86002477996516,327.85992910014465,328.53887428010347,s,0,327.85992910014465,328.53887428010347,328.5473007000983,329.5506309801014,0.6718419999815524,671.8419999815524,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,329.5536508001387,329.85061968017834,330.0646822000854,330.22431167999747,330.22901020012796,330.2698277800111,330.2748722000979,330.76422448006923,s,1,330.2748722000979,330.76422448006923,330.7750858999789,331.8839749800274,0.4809918999671936,480.9918999671936,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,331.8871041999664,332.18398428002837,332.3858643001877,332.5424500800902,332.54615870001726,332.58658627995754,332.591736700153,333.10199907997156,d,1,332.591736700153,333.10199907997156,333.11370049999095,334.56743998003657,0.5001423000358045,500.1423000358045,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,334.5715528000146,334.86744668001774,335.08283780002967,335.1086754800519,335.1091575000901,335.1434440800687,335.14355370006524,335.9697973799659,s,1,335.14355370006524,335.9697973799659,335.97633550013416,337.03421518013346,0.8121792001184076,812.1792001184076,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,337.03977000014856,337.33413118000607,337.36003540013917,337.4940919800894,337.4977055999916,337.53732378005515,337.5420338001568,338.1735769800609,s,0,337.5420338001568,338.1735769800609,338.1854642999824,340.00920878017786,0.6218183001037687,621.8183001037687,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,340.0134584000334,340.3091282799607,340.5568975000642,340.7161718801828,340.72080080001615,340.76175698002334,340.76742559997365,341.12483198002445,s,1,340.76742559997365,341.12483198002445,341.13596570002846,342.7175096801249,0.340416899882257,340.416899882257,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,342.7213528000284,343.0176603800384,343.2156859000679,343.24157768015283,343.2419118999969,343.2770948800491,343.2787122000009,344.1395503801061,s,0,343.2787122000009,344.1395503801061,344.1492676001508,345.9260472801281,0.8529214998707175,852.9214998707175,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,345.93026700010523,346.22603848010766,346.46063290000893,346.6152146800188,346.6202307001222,346.66102498017716,346.666052600136,347.18681428015697,d,1,346.666052600136,347.18681428015697,347.19847170007415,349.0511644800892,0.5138908000662923,513.8908000662923,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,349.0569679001346,349.3511348801432,349.58628920000046,349.6129645799985,349.6176098000724,349.6580693800235,349.66305100009777,350.62043028015177,a,1,349.66305100009777,350.62043028015177,350.6257040000055,352.1677553799702,0.9407995999790728,940.7995999790728,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,352.17316730017774,352.46779678009915,352.67180939996615,352.6980547801824,352.698457499966,352.7355912799714,352.7357209001202,353.42661398013587,s,0,352.7357209001202,353.42661398013587,353.4380189999938,354.7345418801298,0.6760231999214739,676.0231999214739,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,354.7384331000503,355.03455228002275,355.05074850004166,355.18611567995976,355.1893364000134,355.22729308011475,355.2307078000158,355.8922097800998,d,1,355.2307078000158,355.8922097800998,355.8998126001097,357.5512862800853,0.6529836999252439,652.9836999252439,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,357.55553580005653,357.85131068008485,358.06600170000456,358.0927528801141,358.0933571001515,358.12806358018423,358.1283948000055,359.1802564800484,s,1,358.1283948000055,359.1802564800484,359.1877223001793,360.41793868008534,1.0432760000694543,1043.2760000694543,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,360.42331210011616,360.71801568001973,360.9222448000219,360.9497256799834,360.95264909998514,360.99204018006566,360.9971284000203,361.8381004800787,d,1,360.9971284000203,361.8381004800787,361.8443922000006,363.1262986801332,0.8305108998902142,830.5108998902142,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,363.12914470001124,363.42628408006857,363.4476729000453,363.5780020800186,363.5798014001921,363.6192565801786,363.6210254000034,364.6217724801274,a,1,363.6210254000034,364.6217724801274,364.63012009998783,366.3263724801829,0.9906391000840813,990.6391000840813,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,366.33109930017963,366.6264854801586,366.85727720009163,367.0117355800932,367.0164418001659,367.0571857799543,367.0623137000948,367.57107618001754,s,1,367.0623137000948,367.57107618001754,367.58279330004007,369.3348919799784,0.5013538999482989,501.35389994829893,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,369.3404912999831,369.63487158010247,369.65495050000027,369.7864473801339,369.79156090016477,369.83239798008,369.8373649001587,370.2974276800407,s,0,369.8373649001587,370.2974276800407,370.3081428001169,371.5432935801102,0.44650830002501607,446.50830002501607,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,371.5491402000189,371.8431246801512,372.05107300006784,372.20774468004237,372.2126756000798,372.2536064800108,372.25856270012446,372.70798868003766,d,1,372.25856270012446,372.70798868003766,372.719414500054,374.1765779800946,0.43338290019892156,433.38290019892156,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,374.1796971000731,374.47659838006365,374.68444410013035,374.85787998016457,374.8616267000325,374.9025443800958,374.9075170001015,375.3160914801294,s,1,374.9075170001015,375.3160914801294,375.32660120003857,376.8183818801073,0.40019410010427237,400.19410010427237,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,376.82148470007814,377.1183383801719,377.35870610014535,377.51335458008106,377.5182305001654,377.55916858015115,377.5642765001394,378.083968980168,a,1,377.5642765001394,378.083968980168,378.0955908000469,380.0767027800204,0.5118222001474351,511.82220014743507,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,380.08285240014084,380.376781379967,380.5738175001461,380.73875877999234,380.743576399982,380.78417328016366,380.78908750019036,381.77000537996645,d,1,380.78908750019036,381.77000537996645,381.7798679000698,383.6685658799717,0.9666641999501735,966.6641999501735,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,383.67427120008506,383.9685552801704,384.1971593000926,384.3519603800261,384.35620860010386,384.3974119801307,384.4014216000214,385.2413511801744,s,0,384.4014216000214,385.2413511801744,385.25129170017317,386.5935611800989,0.8266374000813812,826.6374000813812,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,386.59779330017045,386.893471280043,387.1207088001538,387.28926578017416,387.293154100189,387.33421118014957,387.33908349997364,387.9386857800884,s,0,387.33908349997364,387.9386857800884,387.95033540017903,389.11030397999565,0.5927687000948936,592.7687000948936,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,389.11387720005587,389.41018028014804,389.6438772000838,389.79700837999115,389.8001280000899,389.83756048015783,389.8406136999838,390.5160293799592,s,1,389.8406136999838,390.5160293799592,390.5254600001499,391.8103458801517,0.6672054000664502,667.2054000664502,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,391.81462640012614,392.11028347995597,392.3212949000299,392.47968987997154,392.48433300014585,392.5242582801031,392.5294526000507,393.6605035801651,d,0,392.5294526000507,393.6605035801651,393.66811920003965,395.58547348009887,1.1223540999926627,1122.3540999926627,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,395.5911992001347,395.88538698006886,396.08933580014855,396.2496908799978,396.2546437000856,396.295261779963,396.29946890007704,397.0127247801749,s,1,396.29946890007704,397.0127247801749,397.0254734000191,398.368775380007,0.7044309999328107,704.4309999328107,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.4701316000428,403.06615678004454,s,4.581612100126222,4581.612100126222,398.4701316000428,403.06615678004454,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,403.0681589001324,403.3605040800059,403.3858549001161,403.5203253800748,403.5218249000609,403.561782580032,403.5628438000567,404.7348992800573,a,1,403.5628438000567,404.7348992800573,404.74475480010733,406.70223878014366,1.1608768000733107,1160.8768000733107,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,406.7076995000243,407.0022441799985,407.213382499991,407.23135768009814,407.23521420010366,407.27454807998146,407.2788563000504,408.723750480148,s,1,407.2788563000504,408.723750480148,408.73441940010525,410.7190752801718,1.437035100068897,1437.035100068897,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,410.7232698001899,411.01907888001296,411.22694610012695,411.39720788009,411.40189790003933,411.4426004799781,411.4475581999868,412.47360338007564,a,1,411.4475581999868,412.47360338007564,412.4813767001033,413.86074948001186,1.012178699951619,1012.1786999516189,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,413.8672152000945,414.16086978015954,414.18270780006424,414.1974048800068,414.19813170004636,414.23696398006285,414.23826850019395,415.40329108007717,s,0,414.23826850019395,415.40329108007717,415.414959799964,416.7191655800445,1.1574623000342399,1157.46230003424,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,416.7252489000093,417.0192295801127,417.2267685001716,417.2439794800477,417.2446102001704,417.27918578002135,417.2789277001284,418.072300380026,s,1,417.2789277001284,418.072300380026,418.0824721001554,419.38587188015225,0.781201499979943,781.201499979943,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,419.39296169998124,419.68587898013647,419.89724069996737,419.91484968008007,419.9158371000085,419.9537746800808,419.95369770005345,420.7883166800486,a,0,419.95369770005345,420.7883166800486,420.79311199998483,422.7109333799919,0.825965799856931,825.965799856931,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,422.7164309001528,423.011082080123,423.0365485001821,423.1712817800464,423.17488180007786,423.2146254800493,423.21878850017674,423.7796790801687,a,1,423.21878850017674,423.7796790801687,423.7912982001435,425.40262438000644,0.5530079000163823,553.0079000163823,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,425.40677300002426,425.70262918008956,425.9083665001672,425.92553687996696,425.9260790999979,425.96220388000364,425.9618560001254,426.8128445799695,s,1,425.9618560001254,426.8128445799695,426.8229082999751,428.07782868009525,0.8419257998466492,841.9257998466492,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,428.0845930001233,428.37784538015256,428.3990186001174,428.41483658009673,428.41551199997775,428.4498932800954,428.45027460018173,429.1710290801013,s,0,428.45027460018173,429.1710290801013,429.17763409996405,430.9944479800062,0.713458500104025,713.458500104025,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,430.9981069001369,431.2944724801229,431.31678230012767,431.45465458014513,431.45915160002187,431.49881388007196,431.5041853999719,432.227208080166,a,1,431.5041853999719,432.227208080166,432.23650940018706,434.17785408014896,0.7155021999496967,715.5021999496967,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,2,2,434.18326820014045,434.4778122801101,434.6917289001867,434.70913908018264,434.70947120012715,434.74557257995474,434.74582560011186,435.39768918014596,s,1,434.74582560011186,435.39768918014596,435.40612730011344,436.5696445800597,0.6419347000773996,641.9347000773996,EMOCONPILOT016,2021_Jan_04_1202,EmoCon_Pilot_120Hz,2020.2.4,120.03476222004338,
