trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,295.07901200000197,295.3789212598698,295.3885437999852,295.52247315992133,295.523100099992,295.5641004598932,295.56373159983195,295.971282460005,d,1,295.56373159983195,295.971282460005,295.9746226000134,297.4957129598828,0.39740350004285574,397.40350004285574,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,3,1,297.49571479996666,297.79576465997377,297.8122341998387,297.8349869600264,297.8350396999158,297.8721643599914,297.8720392000396,298.7379392599454,d,0,297.8720392000396,298.7379392599454,298.7413512999192,299.7875192600535,0.857326400000602,857.326400000602,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,299.7874265999999,300.0875297598308,300.354669299908,300.3810681600356,300.3812799998559,300.4173214598326,300.41748709999956,301.1546482599573,s,1,300.41748709999956,301.1546482599573,301.15795719996095,302.58750525999346,0.7277569000143558,727.7569000143558,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,302.58751369989477,302.8875485600205,302.90369750000536,302.9264405600028,302.9266301000025,302.96397355988154,302.9639055998996,303.6630115599604,d,1,302.9639055998996,303.6630115599604,303.6650880998932,305.4541462599067,0.6852359001059085,685.2359001059085,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,305.45428129984066,305.7542363598244,306.0006542999763,306.16884005998725,306.1695691999048,306.2059319598833,306.205863900017,306.600778559898,s,1,306.205863900017,306.600778559898,306.6038386998698,308.52934895989017,0.3872042999137193,387.2042999137193,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,308.52974429982714,308.8301161599578,309.0445413000416,309.0700858598342,309.0702154999599,309.1063249599887,309.105445999885,310.6050489600515,None,0,309.105445999885,310.6050489600515,310.6046034998726,311.7961650599958,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,311.7960744998418,312.0960410600295,312.11127420002595,312.1341627598507,312.1341750000138,312.17267695998305,312.17241739993915,312.74665176004635,d,1,312.17241739993915,312.74665176004635,312.74933500005864,314.29596916001753,0.5648687998764217,564.8687998764217,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,314.2961303999182,314.596056859917,314.8544472998474,315.0066029599169,315.00654609990306,315.04291045989373,315.0429833000526,315.58961075984405,s,1,315.0429833000526,315.58961075984405,315.59202550002374,317.02130185996646,0.5342109000775963,534.2109000775963,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,317.021358900005,317.3214024598477,317.56104339985177,317.58727555999064,317.58754709991626,317.62351835982406,317.62353049986996,318.2804670599056,s,1,317.62353049986996,318.2804670599056,318.28515350003727,320.17952495997304,0.6414954999927431,641.4954999927431,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,320.1794414999895,320.4795960599789,320.7034622998908,320.7286974598886,320.7286924999207,320.76409326002465,320.76392970001325,321.3720482599223,d,1,320.76392970001325,321.3720482599223,321.37507299985737,323.0295334600145,0.5971665000542998,597.1665000542998,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,323.0297997999005,323.32991885996887,323.5933325998485,323.6205030600307,323.62239010003395,323.6579547598725,323.65778600005433,324.32174295999573,s,1,323.65778600005433,324.32174295999573,324.32455160003155,325.77124606000723,0.6553618998732418,655.3618998732418,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,325.7716172998771,326.0714649599744,326.3241125999484,326.4846107598627,326.48653630004264,326.523114660033,326.52230379986577,326.99815955988595,s,1,326.52230379986577,326.99815955988595,327.00119700003415,328.5880645599449,0.46271179988980293,462.71179988980293,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,328.5882087999489,328.8880483598681,328.903945799917,328.9267168598948,328.9270045000594,328.9645539598772,328.9639411000535,329.45582205986136,s,0,328.9639411000535,329.45582205986136,329.4588228999637,331.02140486005226,0.477140000090003,477.140000090003,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,331.021520299837,331.32183705989735,331.6100836000405,331.76239496001506,331.7623813999817,331.7975122600095,331.79748419998214,332.2791669599013,s,1,331.79748419998214,332.2791669599013,332.28141699987464,333.5873290600488,0.4675813999492675,467.5813999492675,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,333.58676059986465,333.88667966003993,334.11258640000597,334.2529598599998,334.2515670999419,334.2889254600508,334.2867248998955,334.7542024599155,s,1,334.2867248998955,334.7542024599155,334.7553681000136,335.8618621600093,0.458971600048244,458.971600048244,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,335.86187849985436,336.1620410599047,336.410184700042,336.4344670600025,336.4334960000124,336.4721802598564,336.4706869998481,337.97115245994644,None,0,336.4706869998481,337.97115245994644,337.9707767998334,339.73001305989453,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,339.73003039998,340.03001625996546,340.04920060001314,340.18205005999187,340.1823158999905,340.2231030598981,340.2226768999826,340.63139945988075,s,0,340.2226768999826,340.63139945988075,340.6341269998811,342.2799949599197,0.39442450017668307,394.42450017668307,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,342.28020329982974,342.57999735998453,342.82691009994596,342.853699560021,342.8535313999746,342.88992625984827,342.88971049990505,343.61435275988185,s,1,342.88971049990505,343.61435275988185,343.6168575999327,344.9467631599167,0.711390599841252,711.390599841252,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,344.94727839995176,345.2467894600471,345.2572838999331,345.3904390600277,345.39051209995523,345.43149895987005,345.43090819986537,346.9322289598407,None,0,345.43090819986537,346.9322289598407,346.932432099944,348.0718469598563,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,348.0719579998404,348.3717949599726,348.387461300008,348.4103955598315,348.4104989999905,348.4482705599861,348.4478511000052,349.0146568598924,d,1,348.4478511000052,349.0146568598924,349.0180013999343,350.81359735990407,0.5532360000070184,553.2360000070184,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,350.8134421999566,351.11343766001517,351.1224856998306,351.2568281600019,351.25650909985416,351.29810225984545,351.29795109992847,351.6475056600524,d,1,351.29795109992847,351.6475056600524,351.64911290002055,353.430302759842,0.33511359989643097,335.11359989643097,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,353.43057839991525,353.73013155998194,353.7387361000292,353.7614489600295,353.76160710002296,353.7981027599657,353.797983400058,355.30608475997576,None,0,353.797983400058,355.30608475997576,355.3065929999575,357.2219701600028,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,357.22186589986086,357.52230576004365,357.5540771998931,357.5765434598783,357.57657949998975,357.6148649598239,357.6141957999207,358.2969528599409,d,1,357.6141957999207,358.2969528599409,358.2997426998336,360.0969673599815,0.6749046000186354,674.9046000186354,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,360.0972527998965,360.396982959914,360.85985989985056,360.8856132598361,360.8858822998591,360.9232447598828,360.922386799939,362.42256056002805,None,0,360.922386799939,362.42256056002805,362.42237060004845,364.3805374598363,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,364.38060589996167,364.6805193598615,364.6919725998305,364.8239817600464,364.8247020000126,364.8653612599941,364.86483319988474,365.42265645994337,d,1,364.86483319988474,365.42265645994337,365.42586439987645,366.7555574599886,0.5443080000113696,544.3080000113696,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,366.75573839992285,367.05548575983846,367.06351180002093,367.19884015989953,367.19897000002675,367.24011705999726,367.2394518000074,367.91436336000913,a,1,367.2394518000074,367.91436336000913,367.9173538000323,369.35548155985305,0.665804399875924,665.804399875924,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,369.35548130003735,369.65548665982203,369.66437459993176,369.79889895997474,369.7986226999201,369.84021416001485,369.8402775998693,370.4559992600465,s,0,369.8402775998693,370.4559992600465,370.45856559998356,371.6391481598606,0.6008365000598133,600.8365000598133,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,371.63901449996047,371.93889216005334,372.4015341999475,372.42797305991405,372.42828659992665,372.4651855600299,372.4648217000067,373.16441735995465,d,1,372.4648217000067,373.16441735995465,373.1671209000051,375.0727187599754,0.688292299862951,688.292299862951,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,375.07267059991136,375.3726921600522,375.56383559992537,375.58966336001174,375.5898168999702,375.626873659878,375.6290045999922,376.3811483599478,d,1,375.6290045999922,376.3811483599478,376.38347389991395,377.6228130599251,0.7402846000622958,740.2846000622958,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,377.6272062000353,377.9225207599578,378.18104439997114,378.2058985598618,378.2061365998816,378.24061306004876,378.24047119985335,379.756299959938,None,0,378.24047119985335,379.756299959938,379.75628659990616,380.997392059979,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,380.9975537999999,381.29740705990696,381.51163970003836,381.53756905996704,381.53810509992763,381.57400625988373,381.5740721998736,382.08970255984457,d,1,381.5740721998736,382.08970255984457,382.0922603998333,383.2890757599147,0.5072568999603391,507.25689996033907,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,383.2892758999951,383.5895692598773,383.8428686000407,383.99477495995814,383.9952266998589,384.0321231598267,384.0317112999037,384.5566059599863,a,1,384.0317112999037,384.5566059599863,384.5611133000348,385.7478148599388,0.5135073000565171,513.5073000565171,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,385.74756679986604,386.04753316005224,386.26157659990713,386.2871147598838,386.287053699838,386.3237703598337,386.3235161998309,387.8270561599405,None,0,386.3235161998309,387.8270561599405,387.82708239997737,388.94761325998695,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,388.94796380004846,389.2475824600318,389.28191010002047,389.41598105987066,389.4164320998825,389.45726095999123,389.45706419995986,390.2981228600023,a,1,389.45706419995986,390.2981228600023,390.299619599944,392.18105295996645,0.8322142998222262,832.2142998222262,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,392.1810049000196,392.4810809599934,392.67824359983206,392.70315555993,392.7041962998919,392.74055635996626,392.7404220998287,393.3981955598341,d,1,392.7404220998287,393.3981955598341,393.4011506999377,394.8811173599446,0.644803199917078,644.803199917078,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,394.8812130000442,395.1810276598902,395.1978619999718,395.22061685982624,395.22098389989696,395.2576383598847,395.25723539991304,396.7567336598644,a,1,395.25723539991304,396.7567336598644,396.7588682998903,397.9312819598475,1.4878892998676747,1487.8892998676747,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,397.93140610004775,398.2312164599774,398.2401763999369,398.26237915989475,398.2627109999303,398.2992128599202,398.29900650004856,399.87312795987816,None,0,398.29900650004856,399.87312795987816,399.8779929999728,401.26494315986054,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,401.26928070001304,401.56489485988857,401.58485509990714,401.6079418598441,401.6085065000225,401.6430748598417,401.6438889000565,402.900328360009,a,1,401.6438889000565,402.900328360009,402.9065518998541,404.3150860599475,1.2455621999688447,1245.5621999688447,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,404.3205871998798,404.6150424598949,404.6407257998362,404.6634338600328,404.66411180002615,404.69956845997365,404.7003863998689,405.3517793598352,d,1,404.7003863998689,405.3517793598352,405.3611930999905,406.6900502599077,0.6369672999717295,636.9672999717295,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,406.6955472000409,406.99012015990445,407.0097645998467,407.03237355987073,407.0327575998381,407.0670911599649,407.0664134998806,407.8019326599082,a,1,407.0664134998806,407.8019326599082,407.81211739988066,409.18170365991534,0.7190010000485927,719.0010000485927,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,409.1856893999502,409.48160885993855,409.4901533999946,409.62509515995623,409.62861300003715,409.6697317599086,409.6699820999056,410.30277015988247,a,1,409.6699820999056,410.30277015988247,410.3122825999744,411.6982583598932,0.6193570999894291,619.3570999894291,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,17,1,411.69821790000424,411.9984380600275,412.0178749000188,412.15013206002766,412.15434379992075,412.19473076004067,412.2002942999825,412.57706516000906,a,1,412.2002942999825,412.57706516000906,412.5897345999256,414.3153071598848,0.36116410000249743,361.16410000249743,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,414.3207061998546,414.6152900599176,415.00134749989957,415.0281719600083,415.0290975999087,415.06644166002513,415.06745909992605,416.7851510599488,None,0,415.06745909992605,416.7851510599488,416.7925316998735,418.73203695982227,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,418.7364105999004,419.0319604598684,419.27298739994876,419.4243833599379,419.4273518999107,419.4654160600388,419.4685440999456,419.8999120599823,d,1,419.4685440999456,419.8999120599823,419.9092967000324,421.40702556001486,0.4207625000271946,420.7625000271946,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,421.41197420004755,421.70700655991675,421.7321263998747,421.75492785985114,421.75536589999683,421.79140006003433,421.792492599925,423.39290635983923,None,0,421.792492599925,423.39290635983923,423.39795869984664,424.9154531599255,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,424.92150089982897,425.21544775993095,425.22765389992855,425.3588247599313,425.3622772998642,425.39995785986537,425.40373170003295,425.89977195996323,a,1,425.40373170003295,425.89977195996323,425.9091618999373,427.6822541600326,0.4856018000282347,485.6018000282347,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,427.6879208998289,427.98219255984293,428.0062861999031,428.14214886000843,428.1465737998951,428.1862765599275,428.18983639986254,428.6362440599827,a,1,428.18983639986254,428.6362440599827,428.64786559995264,429.6405031599337,0.4357272000052035,435.7272000052035,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,429.6405731998384,429.94061055986674,430.36114299995825,430.52856195995116,430.5333711998537,430.57467655998187,430.5784552998375,431.05743605990426,s,1,430.5784552998375,431.05743605990426,431.0606466999743,432.84048105983527,0.4709179000928998,470.9179000928998,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,432.84093849989586,433.14058145994784,433.16277199983597,433.18528185992034,433.18665849999525,433.22505475997457,433.2264500998426,434.8050957598956,None,0,433.2264500998426,434.8050957598956,434.8086466998793,436.673992959992,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,436.6792933999095,436.97398495997766,436.9863944000099,437.00954795998985,437.0104330999311,437.04702266000675,437.04804280004464,438.59117575988637,None,0,437.04804280004464,438.59117575988637,438.5919220999349,440.58241945991756,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
