trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1247.013500599889,1247.308012659871,1247.5411975998431,1247.6966468598462,1247.7014150000177,1247.7413034599508,1247.746332099894,1249.2068720599405,s,1,1247.746332099894,1249.2068720599405,1249.2181408999022,1250.4747840598925,1.4482296998612583,1448.2296998612583,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,1,3,1250.4802152998745,1250.7747092598352,1250.9732371000573,1250.9815932600527,1250.9824607998598,1251.0175821599319,1251.0173895999324,1252.6835098599317,None,0,1251.0173895999324,1252.6835098599317,1252.6893833000213,1253.766421159939,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1253.7704308999237,1254.066432359838,1254.0913378999103,1254.2265615600395,1254.2302153999917,1254.269048660039,1254.272472199984,1255.2040572599276,d,1,1254.272472199984,1255.2040572599276,1255.2170024998486,1257.149824860017,0.9214969000313431,921.4969000313431,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1257.150266799843,1257.4499667598634,1257.4712832998484,1257.6015310599237,1257.605950199999,1257.643562359945,1257.6480405000038,1259.3272335598945,None,0,1257.6480405000038,1259.3272335598945,1259.3313600998372,1260.7916272599018,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1260.7967677998822,1261.0915472600377,1261.3070902000181,1261.3154463600135,1261.3160178000107,1261.356873859861,1261.3619206000585,1263.1402930598474,None,0,1261.3619206000585,1263.1402930598474,1263.143229899928,1264.6750911599725,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,1264.6790398999583,1264.974995659874,1264.9959231999237,1265.004279359919,1265.0046786998864,1265.0405134600355,1265.0409639000427,1266.6320981599624,None,0,1265.0409639000427,1266.6320981599624,1266.6357716999482,1268.6167991598836,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,1268.6229202998802,1268.9168577599107,1268.9407482000533,1268.9491043600488,1268.949489099905,1268.9851045598975,1268.9866434999276,1270.5696799598868,None,0,1268.9866434999276,1270.5696799598868,1270.5746815998573,1272.5252961599967,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1272.5312772998586,1272.8252624599031,1272.8496927998494,1272.9851136598504,1272.9880224999506,1273.0264581599972,1273.029802300036,1273.767310059839,s,0,1273.029802300036,1273.767310059839,1273.7765498999506,1274.8085356598954,0.7242379998788238,724.2379998788238,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,1274.81255459995,1275.1086403599243,1275.3152629998513,1275.473159459862,1275.4778938998934,1275.5189813598759,1275.5239094998688,1276.0019964598819,s,1,1275.5239094998688,1276.0019964598819,1276.008584999945,1277.9420058598976,0.47038200008682907,470.38200008682907,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,2,0,2,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,1277.9473498999141,1278.2420692599612,1278.2665607000235,1278.401951960032,1278.4062600999605,1278.4467618600233,1278.4519603999797,1278.9385733599543,d,1,1278.4519603999797,1278.9385733599543,1278.9500559000298,1280.0503500599648,0.4781474000774324,478.1474000774324,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
