trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,564.8150207999861,567.8001714999555,567.8048096999992,573.4882524999557,None,567.8048096999992,573.4882524999557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,,,,,,,,,,,,,,,,573.4905925999628,576.5390299999854,a,3.034907800029032,573.4905925999628,576.5390299999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,3.0,f,1113_y_f_s_a.jpg,sad,a,17,576.5453792000189,576.8335828999989,577.6851722999709,577.8469008000102,577.8675744000357,577.9020559999626,577.9023698000237,579.5883285999298,None,0,577.9023698000237,579.5883285999298,579.5887214000104,581.1004132999806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,1,1.0,m,1111_m_m_s_a.jpg,sad,a,17,581.1026569999522,581.400416099932,581.6143719999818,581.773187499959,581.7742927999934,581.8121487000026,581.814477799926,583.5517226000084,None,0,581.814477799926,583.5517226000084,583.5544342999347,585.2005015999312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,2,3.0,f,1113_y_f_n_a.jpg,neutral,s,3,585.2019790000049,585.5005299999611,585.7056398999412,585.7316954999696,585.7346993000247,585.7754941999447,585.7783582999837,587.6073600000236,None,0,585.7783582999837,587.6073600000236,587.6101595000364,588.9589395000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,3,2.0,f,1112_m_f_h_a.jpg,happy,d,17,588.9603155000368,589.2589355999371,589.4540568999946,589.6158939999295,589.618618199951,589.6585259999847,589.661694200011,590.8445814999286,d,1,589.661694200011,590.8445814999286,590.8474320999812,591.8922151000006,1.16785870003514,1167.85870003514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,4,2.0,f,1112_m_f_n_a.jpg,neutral,s,17,591.893314099987,592.192209300003,592.3986072000116,592.5605605000164,592.5631188999396,592.6042124000378,592.607316599926,594.2801490999991,None,0,592.607316599926,594.2801490999991,594.2811862999806,595.4590218999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.5089335000375,598.5007322999882,598.5035406999523,600.8527982999803,a,2.3420767999486998,2342.0767999486998,598.5035406999523,600.8527982999803,0,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,600.8589536999352,601.1506973999785,602.031160500017,602.058097400004,602.0625211999286,602.1029684999958,602.1102329000132,603.7247074999614,None,0,602.1102329000132,603.7247074999614,603.7307523000054,605.4675219999626,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,605.472815199988,605.7674951000372,605.9761823000154,606.0020166999893,606.0024364999263,606.0378720000153,606.0384723999305,607.1324965000385,d,0,606.0384723999305,607.1324965000385,607.1437517999439,608.8093408999266,1.0793677000328898,1079.3677000328898,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,608.8135536999907,609.1093144000042,609.3585241000401,609.5162840000121,609.520831599948,609.5620185999433,609.566542699933,610.9670238000108,a,1,609.566542699933,610.9670238000108,610.9732875999762,612.4759922999656,1.3909045999171212,1390.9045999171212,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,612.4802989999298,612.7759926000144,612.9771334000397,613.0055143999634,613.0090129999444,613.0498561999993,613.0549339000136,614.0708278999664,d,1,613.0549339000136,614.0708278999664,614.076668499969,615.8759610999841,1.0065127999987453,1006.5127999987453,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,615.878834299976,616.1760915999766,616.4014277999522,616.5532073000213,616.5532677000156,616.5896399000194,616.5895387999481,618.1294209000189,a,1,616.5895387999481,618.1294209000189,618.1412310999585,619.3261220999993,1.5280360000906512,1528.0360000906512,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,619.3303785999306,619.626122299931,619.8309869000223,619.8586072999751,619.8628107999684,619.9026468000375,619.9078901000321,621.7398535000393,None,0,619.9078901000321,621.7398535000393,621.7470824000193,623.6595763999503,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,623.6650119000115,623.9595702999504,624.1766551999608,624.2023592999903,624.2030251999386,624.2385495000053,624.2403227000032,625.2678056999575,s,1,624.2403227000032,625.2678056999575,625.2770064999349,627.1679903999902,1.0132478000596166,1013.2478000596166,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,627.1736394999316,627.467993499944,627.7095519999275,627.7361111999489,627.7367584999884,627.7714858999243,627.7719749000389,628.8198651999701,s,1,627.7719749000389,628.8198651999701,628.825634400011,630.0348084999714,1.0335773000260815,1033.5773000260815,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.0,m,027_o_m_h_a.jpg,happy,d,17,1,630.0403836999321,630.33480219997,630.5543903999496,630.7169810000341,630.7217192000244,630.7623786999611,630.767630700022,631.6948943999596,d,1,630.767630700022,631.6948943999596,631.7032304999884,633.3014259999618,0.9179324000142515,917.9324000142515,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,633.3055668999441,633.6014234999893,633.843258799985,633.8693987999577,633.8697228999808,633.9045143999392,633.9049772999715,634.8865196999395,s,1,633.9049772999715,634.8865196999395,634.8938093000324,636.0515477999579,0.9725691999774426,972.5691999774426,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,636.0570948999375,636.3515499000205,636.5582701000385,636.5846548000118,636.5851186999353,636.6219835999655,636.621721799951,637.6055542000104,d,1,636.621721799951,637.6055542000104,637.6143458000151,638.6183158999775,0.9681176000740379,968.1176000740379,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.0,m,013_y_m_s_a.jpg,sad,a,17,1,638.6226554999594,638.9182335999794,639.0192626999924,639.1532332999632,639.1565590000246,639.1955790999345,639.2007790999487,640.124918699963,a,1,639.2007790999487,640.124918699963,640.135168000008,641.134907700005,0.9169557000277564,916.9557000277564,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,641.1389571999898,641.4349095999496,641.6533336000284,641.6786572999554,641.6819361000089,641.719545800006,641.7246326999739,643.1244664000114,d,0,641.7246326999739,643.1244664000114,643.1298728999682,644.9517082000384,1.3849270000355318,1384.9270000355318,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,644.9571034000255,645.2517713999841,645.2737916000187,645.4116915999912,645.4144413999747,645.4528399999253,645.4554840000346,645.901759600034,d,1,645.4554840000346,645.901759600034,645.9102211999707,647.6850451999344,0.4382987000280991,438.2987000280991,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,647.6891029999824,647.9850549999392,648.008417999954,648.0308473999612,648.031494099996,648.0695987000363,648.0709902000381,648.8198717000196,d,1,648.0709902000381,648.8198717000196,648.8280742999632,650.6601147999754,0.7346934000961483,734.6934000961483,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,650.6654543000041,650.9602098999312,651.3756604000228,651.4020152000012,651.4027410999406,651.4367761999601,651.4364157000091,653.0371176999761,None,0,651.4364157000091,653.0371176999761,653.041871799971,654.601741499966,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,654.6023251999868,654.9018708999502,654.9172129000071,655.0535437000217,655.057716100011,655.0987655000063,655.1038918999257,656.2939382999903,a,1,655.1038918999257,656.2939382999903,656.3052859000163,658.1353793999879,1.1739460999378935,1173.9460999378935,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,658.1406998999882,658.4354202999966,658.4595939000137,658.5952300999779,658.5984182000393,658.6366253999295,658.6395223999862,659.183090699953,d,1,658.6395223999862,659.183090699953,659.1915739999386,660.9269952999894,0.5340269999578595,534.0269999578595,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,660.9310366000282,661.2270000999561,661.4690719000064,661.4952565999702,661.496065699961,661.5301391000394,661.5298655999359,662.5899703999748,d,1,661.5298655999359,662.5899703999748,662.5995142000029,664.0854221000336,1.0517747000558302,1051.7747000558302,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.0,m,033_o_m_h_a.jpg,happy,d,3,1,664.0895755999954,664.3854514999548,664.4087536999723,664.4305429999949,664.4314649000298,664.4699959999416,664.4699017000385,665.4811882999493,d,1,664.4699017000385,665.4811882999493,665.4895696999738,667.2605753999669,0.999754499993287,999.754499993287,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,667.264989099931,667.5605789999245,667.7693833999801,667.7964276999701,667.7965624999488,667.8328750999644,667.8331708000042,668.5286805999931,d,1,667.8331708000042,668.5286805999931,668.5361351999454,669.7356441000011,0.6843825000105426,684.3825000105426,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,669.7415198000381,670.0356106000254,670.277948700008,670.4302883000346,670.4350419000257,670.4768165999558,670.4812603000319,671.6284034999553,a,1,670.4812603000319,671.6284034999553,671.6403687000275,673.3772206000285,1.1404500999487936,1140.4500999487936,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,673.3814966999926,673.6772848999826,673.7035067999968,673.7263661000179,673.727008100017,673.7616700000362,673.7630554999923,675.377411799971,None,0,673.7630554999923,675.377411799971,675.3820855999365,676.3856686999789,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,676.3899553000228,676.6856439999538,676.6959917999338,676.8292135000229,676.8296270000283,676.8703261000337,676.8695671999594,677.6844928000355,d,1,676.8695671999594,677.6844928000355,677.6950615999522,679.5274445000105,0.8002000000560656,800.2000000560656,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,679.5330467999447,679.8274801999796,679.8516095000086,679.8742462999653,679.8749269000255,679.9118997999467,679.9127122999635,680.6557572999736,d,1,679.9127122999635,680.6557572999736,680.664149499964,682.1024677000241,0.7328655000310391,732.8655000310391,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,682.1066732000327,682.4025240000337,682.6567106000148,682.8171322999988,682.822051599971,682.8629978999961,682.8677203999832,683.6992435000138,s,1,682.8677203999832,683.6992435000138,683.7107978999848,685.0692141000181,0.8181596000213176,818.1596000213176,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,685.0748068999965,685.3692330999766,685.3910216999939,685.4141825999832,685.4143350999802,685.4537541000172,685.4552412999328,686.582725699991,d,1,685.4552412999328,686.582725699991,686.594394100015,688.3192519999575,1.1185562000609934,1118.5562000609934,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,688.3232571999542,688.619243199937,688.6446344000287,688.7791765999282,688.7823172999779,688.8204817000078,688.8206159999827,689.3666117999237,d,1,688.8206159999827,689.3666117999237,689.3745286000194,690.8777432999341,0.537091700010933,537.091700010933,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,690.8839373999508,691.1777880999725,691.5373946999898,691.5637411000207,691.5644412999973,691.5998347999994,691.600489399978,693.1270897999639,a,1,691.600489399978,693.1270897999639,693.1355265999446,694.8277359999483,1.5171125999186188,1517.1125999186188,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,694.8328854999272,695.1277467999607,695.3350461999653,695.4940815999871,695.4988879000302,695.5389424000168,695.5441090000095,696.1652924999362,s,1,695.5441090000095,696.1652924999362,696.1757613000227,697.286131800036,0.6055844000075012,605.5844000075012,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,697.2899387000361,697.5861646999838,697.7993104000343,697.9640115000075,697.9686120999977,698.0098876999691,698.0147813999793,698.6864300000016,s,1,698.0147813999793,698.6864300000016,698.6911767999409,699.7194267000305,0.6627494000131264,662.7494000131264,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,699.7222618999658,700.0195044999709,700.2347783999285,700.3966594999656,700.4012748999521,700.4421593999723,700.4473194000311,701.1360964999767,s,1,700.4473194000311,701.1360964999767,701.1461924000178,703.0279706999427,0.6785400999942794,678.5400999942794,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,703.0335037999321,703.3279536999762,703.5717054000124,703.5972066000104,703.5973102999851,703.6314910999499,703.6314530000091,704.5473294999683,s,1,703.6314530000091,704.5473294999683,704.5563847000012,705.5530795999803,0.9024261999875307,902.4261999875307,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,705.558432699996,705.853007699945,706.0969398999587,706.1235389999347,706.1270879999502,706.1668759000022,706.1720853999723,706.9445930999937,s,1,706.1720853999723,706.9445930999937,706.9561616999563,708.328156100004,0.7617068000836298,761.7068000836298,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,708.3333126000362,708.6280722999945,708.8397933000233,708.8662875000155,708.8670045000035,708.9042788000079,708.9055887999712,709.5745803000173,s,1,708.9055887999712,709.5745803000173,709.58409629995,711.3365249999333,0.660092500038445,660.092500038445,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,711.3434723999817,711.6364562000381,711.8406997999409,711.8663632000098,711.866723199957,711.904277499998,711.9043042999692,712.5758139999816,d,1,711.9043042999692,712.5758139999816,712.5840869999956,713.5781672999728,0.6612876000581309,661.2876000581309,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,713.5837613999611,713.878199800034,714.0816105999984,714.2510558000067,714.2558221999789,714.2969844000181,714.3019727999344,715.0619808000047,s,0,714.3019727999344,715.0619808000047,715.0703508999432,716.8032397000352,0.7516447999514639,751.6447999514639,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,716.8085761000402,717.1032475000247,717.3165473999688,717.3425411999924,717.3431077999994,717.3793385999743,717.3793435000116,718.1630868000211,s,1,717.3793435000116,718.1630868000211,718.1704513999866,719.2616969000082,0.7702944999327883,770.2944999327883,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,719.2659048000351,719.5617591999471,719.5846325999591,719.6068424999248,719.6073252999922,719.646194800036,719.6474781000288,721.3769557999913,None,0,719.6474781000288,721.3769557999913,721.3835732999723,722.7533266999526,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,722.7586958999746,723.0533412999939,723.2982623999706,723.3242131000152,723.3273139999947,723.3648158999858,723.3700855999487,723.9892113000387,s,1,723.3700855999487,723.9892113000387,723.9957558999304,725.0618581000017,0.611517500015907,611.517500015907,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,725.0671812000219,725.3617614000104,725.3870965000242,725.521735999966,725.526083100005,725.5672072999878,725.572411900037,726.725675499998,a,1,725.572411900037,726.725675499998,726.7374518000288,728.1867713999236,1.1455298999790102,1145.5298999790102,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,728.1907780999318,728.4868898999412,728.6957470999332,728.7212702999823,728.7219187000301,728.7597462999402,728.7647159999469,729.6688062000321,s,0,728.7647159999469,729.6688062000321,729.6817171999719,730.711895299959,0.8890713000437245,889.0713000437245,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,730.7151086999802,731.0119836999802,731.036319399951,731.0585789999459,731.0591112999246,731.0962673999602,731.0964978999691,731.9565299999667,d,1,731.0964978999691,731.9565299999667,731.963896399946,733.7286623999244,0.8531725000357255,853.1725000357255,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
