trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,1632.5102844999637,1632.8061130000278,1633.0101157999597,1633.1787735000253,1633.1834137999685,1633.2243921000045,1633.2296521000098,1634.2062652999302,s,1,1633.2296521000098,1634.2062652999302,1634.2177469999297,1635.9062281999504,0.9689066000282764,968.9066000282764,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,1635.9121395000257,1636.2062139000045,1636.4398092000047,1636.448156700004,1636.448595099966,1636.48406789999,1636.484000599943,1638.1009844000218,None,0,1636.484000599943,1638.1009844000218,1638.105846600025,1639.2312587000197,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1639.2352887999732,1639.5312497999985,1639.7327720000176,1639.8982312999433,1639.9027614999795,1639.944044600008,1639.9492941999342,1641.4065372999758,d,1,1639.9492941999342,1641.4065372999758,1641.4178657999728,1642.9062839000253,1.4413388998946175,1441.3388998946175,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,1642.909970000037,1643.2063081000233,1643.4375010000076,1643.4458485000068,1643.446182899992,1643.4825555999996,1643.4824335000012,1645.1886389999418,None,0,1643.4824335000012,1645.1886389999418,1645.1924948999658,1646.3814409000333,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,1646.3868329999968,1646.6815013999585,1646.6984976000385,1646.7068451000378,1646.7075952999294,1646.741639600019,1646.7414258000208,1648.5069338999456,None,0,1646.7414258000208,1648.5069338999456,1648.5070974000264,1650.106575599988,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1650.1125482999487,1650.4065314999316,1650.6518714999547,1650.8100251000142,1650.8136931000045,1650.8548090999248,1650.8596769999713,1651.7760704000248,s,1,1650.8596769999713,1651.7760704000248,1651.7875092999311,1652.798201699974,0.898951500072144,898.951500072144,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,1652.8024413000094,1653.0983325999696,1653.1205310999649,1653.128878599964,1653.1294033000013,1653.1660802999977,1653.165783799952,1654.7856651999755,None,0,1653.165783799952,1654.7856651999755,1654.7906257000286,1656.239950499963,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1656.245472199982,1656.5399952000007,1656.7804925999371,1656.9372108000098,1656.9422815999715,1656.9829880000325,1656.9881090000272,1657.7493798999349,s,1,1656.9881090000272,1657.7493798999349,1657.7608064999804,1659.5900567999342,0.7462753999279812,746.2753999279812,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,1659.595205700025,1659.8901467999676,1659.906688899966,1659.9150363999652,1659.9153440999798,1659.9499212999362,1659.9495509000262,1661.7211876999354,None,0,1659.9495509000262,1661.7211876999354,1661.7280281999847,1663.3400977000128,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,1663.3441716999514,1663.6401098000351,1663.8807095999364,1663.8890570999356,1663.889245599974,1663.9244692999637,1663.9239354999736,1665.5349937999854,None,0,1663.9239354999736,1665.5349937999854,1665.539898899966,1667.2567997999722,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1667.2596730999649,1667.556853899965,1667.8028022999642,1667.9642842999892,1667.9689555999357,1668.009161700029,1668.0131801000098,1669.2134241999593,a,1,1668.0131801000098,1669.2134241999593,1669.2248225000221,1671.0486721999478,1.1852325999643654,1185.2325999643654,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1671.0517712000292,1671.348636599956,1671.369659399963,1671.3780068999622,1671.3789314000169,1671.416498000035,1671.4177998999367,1672.976235399954,d,1,1671.4177998999367,1672.976235399954,1672.9855631999671,1674.4152897000313,1.548591300030239,1548.591300030239,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,17,3,1674.4210831000237,1674.7153683999786,1674.7392927999608,1674.8753712000325,1674.8785576999653,1674.9184395000339,1674.922874599928,1676.751248799963,None,0,1674.922874599928,1676.751248799963,1676.7583223000402,1678.140472900006,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,1678.1463219999569,1678.440469800029,1678.4615815000143,1678.4699290000135,1678.4704329000087,1678.5082953999517,1678.5079461999703,1679.7978433999233,d,1,1678.5079461999703,1679.7978433999233,1679.806650799932,1681.3988907999592,1.2825271000619978,1282.5271000619978,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,1681.4019466999453,1681.6988147000084,1681.9217128999298,1682.0798104000278,1682.0846764999442,1682.125375899952,1682.130564799998,1683.8076874000253,a,0,1682.130564799998,1683.8076874000253,1683.8151360999327,1685.3990144999698,1.6600221999688074,1660.0221999688074,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,17,3,1685.4044267999707,1685.699029600015,1685.7213928999845,1685.85894559999,1685.8631069000112,1685.9042427999666,1685.9094462000066,1686.4707850000123,d,1,1685.9094462000066,1686.4707850000123,1686.482228299952,1687.6322729999665,0.545096299960278,545.096299960278,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,1,3,1687.6362377000041,1687.932381600025,1688.1437630000291,1688.1521105000284,1688.1527866999386,1688.1881704999832,1688.1885156999342,1689.8357584000332,None,0,1688.1885156999342,1689.8357584000332,1689.8405022999505,1690.95746039995,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1690.9632053000387,1691.2574778000126,1691.2700044999365,1691.2783519999357,1691.278701800038,1691.3142690999666,1691.31469499995,1692.9453132000053,None,0,1691.31469499995,1692.9453132000053,1692.950389000005,1694.4574958999874,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1694.4622255000286,1694.7574454999994,1694.7816864999477,1694.790033999947,1694.7906510999892,1694.8253703999799,1694.8267377000302,1696.4805503999814,None,0,1694.8267377000302,1696.4805503999814,1696.4872802000027,1697.5575165000046,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1697.5630275999429,1697.8575440000277,1697.8815397999715,1698.0176513999468,1698.0221403000178,1698.0629284000024,1698.0668826999608,1699.1086898000212,a,1,1698.0668826999608,1699.1086898000212,1699.1183149999706,1700.7742685999256,1.0275212000124156,1027.5212000124156,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1700.7795881000347,1701.0740774000296,1701.098399200011,1701.1067467000103,1701.1068531000055,1701.1439932000358,1701.144553399994,1702.6761045999592,s,0,1701.144553399994,1702.6761045999592,1702.6841089000227,1703.9827324999496,1.5179250999353826,1517.9250999353826,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,1703.9880572999828,1704.2827827000292,1704.3072528999764,1704.4426471999614,1704.4459722000174,1704.484208000009,1704.4871756000211,1705.4151707999408,a,1,1704.4871756000211,1705.4151707999408,1705.4265463999473,1706.6160399999935,0.9192841000622138,919.2841000622138,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,17,3,1706.6199679999845,1706.9161429000087,1707.1606826999923,1707.3177053999389,1707.322426800034,1707.3631545000244,1707.3682002000278,1708.2461656000232,a,1,1707.3682002000278,1708.2461656000232,1708.2497896000277,1709.6410782999592,0.8700911999912933,870.0911999912933,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,1709.6451437999494,1709.941106399987,1709.9632142999908,1710.101097399951,1710.1046549000312,1710.1447915999452,1710.1499718999257,1710.658276299946,a,1,1710.1499718999257,1710.658276299946,1710.670821800013,1712.4662653999403,0.4965182999148965,496.5182999148965,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,1712.4719653000357,1712.7661838999484,1712.7875063000247,1712.795853800024,1712.796321199974,1712.8340217999648,1712.834050299949,1713.9350957999704,d,1,1712.834050299949,1713.9350957999704,1713.9419369000243,1715.3992639000062,1.0845350000308827,1084.5350000308827,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,1715.399576799944,1715.6995848999359,1715.9802734999685,1716.1388968999963,1716.1438681000145,1716.185142399976,1716.189927099971,1716.6855511999456,s,1,1716.189927099971,1716.6855511999456,1716.6904986000154,1718.0079395000357,0.48842700000386685,488.42700000386685,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,1,3,1718.0119896000251,1718.3079999999609,1718.5247124999296,1718.5330599999288,1718.5333770000143,1718.5680522000184,1718.567625900032,1720.183015299961,None,0,1718.567625900032,1720.183015299961,1720.1879210999468,1721.4330069000134,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,1721.4369603999658,1721.7330094999634,1721.7549142999342,1721.7632617999334,1721.7635129999835,1721.8008854000363,1721.8023336000042,1723.426427599974,None,0,1721.8023336000042,1723.426427599974,1723.4313956999686,1724.9247508000117,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1724.9301849999465,1725.2248521000147,1725.2431378000183,1725.3763596999925,1725.3794041000074,1725.4176942999475,1725.4205955000361,1725.9670009999536,a,1,1725.4205955000361,1725.9670009999536,1725.9765511000296,1727.416544000036,0.5379551000660285,537.9551000660285,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1727.4205144000007,1727.7165101999417,1727.9857463999651,1727.9940938999644,1727.9942292999476,1728.0298525999533,1728.0297608999535,1729.7182253999636,None,0,1728.0297608999535,1729.7182253999636,1729.7258531999541,1730.858214100008,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,1730.8623118000105,1731.1582158999518,1731.1835816999665,1731.1919291999657,1731.1928685000166,1731.2290989999892,1731.2287984000286,1733.025239599985,None,0,1731.2287984000286,1733.025239599985,1733.0326774999266,1734.1999411999714,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1734.204937399947,1734.5000059999293,1734.5242484000046,1734.659902799991,1734.6636614999734,1734.7012247999664,1734.7044461999321,1736.4243772999616,None,0,1734.7044461999321,1736.4243772999616,1736.429337300011,1738.1417428000132,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,1738.1470054000383,1738.4418321999256,1738.4669003000017,1738.6016628999496,1738.6047890000045,1738.6430070999777,1738.6462244000286,1740.2126312999753,a,1,1738.6462244000286,1740.2126312999753,1740.2246695000213,1741.9168693999527,1.552365000010468,1552.365000010468,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1741.9228056999855,1742.2167577999644,1742.4378698000219,1742.446217300021,1742.4467326999875,1742.4847466000356,1742.4846793999895,1743.9903746999335,s,1,1742.4846793999895,1743.9903746999335,1743.9987404999556,1745.033508399967,1.4898240000475198,1489.8240000475198,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,1,3,1745.0376383999828,1745.3335546000162,1745.5236314999638,1745.531978999963,1745.5325789999915,1745.5680342999985,1745.5679434000049,1747.1595948999748,None,0,1745.5679434000049,1747.1595948999748,1747.1645915999543,1748.250212599989,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1748.2541979999514,1748.550317300018,1748.5733533999883,1748.5817008999875,1748.582159099984,1748.6181316999719,1748.617874699994,1750.2286031999392,None,0,1748.617874699994,1750.2286031999392,1750.2318106000312,1751.8503134000348,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,1751.8543573999777,1752.15032539994,1752.3696782999905,1752.5309323000256,1752.5359470000258,1752.5766605000244,1752.5817725999514,1754.1503383000381,d,0,1752.5817725999514,1754.1503383000381,1754.1585815999424,1755.4587331999792,1.5528136000502855,1552.8136000502855,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,1755.4619523999281,1755.7588109000353,1755.7797849000199,1755.910341699957,1755.913603699999,1755.9516528999666,1755.9547186000273,1756.561099399929,d,1,1755.9547186000273,1756.561099399929,1756.5695991000393,1758.1087988000363,0.5957963999826461,595.7963999826461,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1758.1129878000356,1758.4088630999904,1758.6452481999295,1758.6535956999287,1758.656329200021,1758.6953520999523,1758.7006376000354,1760.5314635999966,None,0,1758.7006376000354,1760.5314635999966,1760.5401367000304,1762.0838642999297,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,1762.0892806999618,1762.383989199996,1762.6291681999573,1762.6375156999566,1762.6380293000257,1762.67239219998,1762.6725819000276,1764.2910716999322,None,0,1762.6725819000276,1764.2910716999322,1764.2961310000392,1765.892335499986,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1765.8984995000064,1766.1923064999282,1766.4338137999875,1766.4421612999868,1766.4425217999378,1766.4767646000255,1766.4768614999484,1768.1042157999473,None,0,1766.4768614999484,1768.1042157999473,1768.1091429999797,1769.2007155999308,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1769.2049350999296,1769.5006967999507,1769.5228417000035,1769.5311892000027,1769.535359899979,1769.5760695999488,1769.580874599982,1771.411632800009,None,0,1769.580874599982,1771.411632800009,1771.4186851999257,1772.525846399949,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1772.530081099947,1772.8257647999562,1773.0652468999615,1773.0735943999607,1773.0737431999296,1773.1103650999721,1773.1103772999486,1774.7733200000366,None,0,1773.1103772999486,1774.7733200000366,1774.7791601000354,1775.8009149000281,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1775.8048924999312,1776.1009184999857,1776.296549599967,1776.4565038,1776.4613975000102,1776.5021935999393,1776.5072605999885,1777.2889173999429,d,1,1776.5072605999885,1777.2889173999429,1777.3007221999578,1779.0760022000177,0.7712458999594674,771.2458999594674,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1779.0816403999925,1779.3759047000203,1779.4031482000137,1779.535944000003,1779.5408704000292,1779.5816179999383,1779.586811200017,1781.4157428999897,None,0,1779.586811200017,1781.4157428999897,1781.423405700014,1783.2344541000202,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1783.2398568999488,1783.5343287999276,1783.5567481999751,1783.6944460000377,1783.6989612999605,1783.739756199997,1783.7450090999482,1785.0459996999707,a,1,1783.7450090999482,1785.0459996999707,1785.0576196999755,1786.234427099931,1.2937566000036895,1293.7566000036895,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1786.2399889000226,1786.5344424999785,1786.7592505000066,1786.7675980000058,1786.7683580999728,1786.8037637999514,1786.8033352999482,1787.8440433000214,s,1,1786.8033352999482,1787.8440433000214,1787.851963800029,1789.101111899945,1.0274825000669807,1027.4825000669807,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,1789.1053016999504,1789.4010960999876,1789.4103652000194,1789.4187127000187,1789.418845999986,1789.4530062000267,1789.4529331999365,1791.02252889995,None,0,1789.4529331999365,1791.02252889995,1791.026700599934,1792.6512027999852,,,EMOCONPILOT007,2020_Dec_30_1509,EmoCon_Pilot_120Hz,2020.2.4,119.81414427901761,
