trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,701.9312302999997,702.2315648399996,702.4269779999995,702.57913384,702.5794027000002,702.61593134,702.6156456999997,703.92355784,s,1,702.6156456999997,703.92355784,703.9257967000003,705.7147577399998,1.2997796999998172,1299.7796999998172,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.0,m,004_o_m_h_a.jpg,happy,d,17,2,705.7146608000003,706.0148786400001,706.1994696000002,706.35088874,706.3512303999996,706.3866482399995,706.3865188999998,707.10671014,d,1,706.3865188999998,707.10671014,707.1092594000002,708.2730066399996,0.7129393000004711,712.9393000004711,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,708.2732589999996,708.5731697400003,708.5838451999998,708.7164864399998,708.7166416999999,708.7576784400004,708.7575361999998,709.1401906400002,d,1,708.7575361999998,709.1401906400002,709.1431429000004,710.6897654399996,0.3739416999997047,373.9416999997047,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,710.6897472,710.9897363400001,710.9988358999999,711.0145776400001,711.0148061999998,711.0510933399997,711.0510745000001,711.6901960399997,d,1,711.0510745000001,711.6901960399997,711.6916653999997,712.8397924400002,0.6244153999996342,624.4153999996342,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,712.8400374000003,713.13975644,713.5284118999998,713.6796447399998,713.6804542999998,713.7160560400004,713.7154488999995,714.7904114400004,s,1,713.7154488999995,714.7904114400004,714.7928565000002,716.5566650400002,1.0639714999997523,1063.9714999997523,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,716.5565736999997,716.8564885399998,716.8659996999995,717.00021334,717.0005975000004,717.0414840399995,717.0407900999999,717.4906119399999,d,1,717.0407900999999,717.4906119399999,717.4945056999995,719.3235726400004,0.43457929999931366,434.57929999931366,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,719.3275864999996,719.6235526400002,719.8436095999996,719.8609107400003,719.862067,719.8995801400002,719.9010129999997,720.5273152400001,d,1,719.9010129999997,720.5273152400001,720.5368679000003,722.0568467399995,0.6144522000004145,614.4522000004145,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,722.0596100000002,722.3567188399999,722.3674052999995,722.5001238399997,722.5000812999997,722.5414056400001,722.5412420000002,723.4523231399995,a,1,722.5412420000002,723.4523231399995,723.4629374999995,724.7153693400002,0.8945223000000624,894.5223000000624,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,724.7208524999996,725.0153799400001,725.2227654999997,725.3938734399995,725.3972136000002,725.4376778399998,725.4426688000003,726.0750906399995,s,1,725.4426688000003,726.0750906399995,726.0826602999996,727.2404790400002,0.6173190999998042,617.3190999998042,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,727.2446690999996,727.5404806399998,727.7417308000004,727.9015096399995,727.9060180999995,727.9469789399997,727.951892,728.85314824,s,1,727.951892,728.85314824,728.8580128000003,730.0320526399997,0.8915398999997706,891.5398999997706,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,730.0321097999995,730.3318648399996,730.5419351,730.5595917400002,730.5598610999996,730.5999710399998,730.6040706000003,731.3909178399996,d,1,730.6040706000003,731.3909178399996,731.3932842000004,732.7902319399997,0.7753024999992704,775.3024999992704,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,732.7906514999995,733.0902973400003,733.2817626999995,733.4363600399998,733.4377471999996,733.4750033400002,733.4749524999997,734.0160475400004,s,1,733.4749524999997,734.0160475400004,734.0179999000002,735.9736693399997,0.5283792999998695,528.3792999998695,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,735.9741303999999,736.2736304400001,736.2851570000003,736.4170890399997,736.4183450999999,736.4584129399997,736.4585805999996,736.9804943400001,d,1,736.4585805999996,736.9804943400001,736.9918381999996,738.6073268400002,0.5050148999998783,505.01489999987825,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,738.6124516,738.90710344,739.1122094000002,739.1286568399997,739.1296239000003,739.1667564400001,739.166534,740.10727044,d,1,739.166534,740.10727044,740.1147081999998,741.7987435399997,0.932932300000175,932.932300000175,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_n_a.jpg,neutral,s,17,2,741.7988993999998,742.0988756399998,742.3088289999996,742.4658657400001,742.4678944999996,742.50400744,742.5038163999998,743.1243924400002,s,1,742.5038163999998,743.1243924400002,743.1283720000001,744.8405449400003,0.6117403999996895,611.7403999996895,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,744.8405978999999,745.1404717399997,745.1512433999997,745.2838699399996,745.2846090000003,745.3253505400004,745.3265627999999,745.9173491400003,d,1,745.3265627999999,745.9173491400003,745.9209173999998,747.0072768400001,0.5809048000000985,580.9048000000985,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,747.0078133999996,747.3072607399996,747.3197807999995,747.4507575399999,747.4519528999999,747.49198124,747.4921539999996,747.9593541399996,d,1,747.4921539999996,747.9593541399996,747.9635400999996,749.5322161399996,0.45520740000029036,455.20740000029036,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,749.5329839999995,749.83227744,749.8423335999996,749.97568904,749.9758849999998,750.0169654400003,750.0170602999997,750.7999680400004,d,1,750.0170602999997,750.7999680400004,750.8032598,752.3156182400004,0.7703411000002234,770.3411000002234,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,752.3158586999998,752.6155919400004,752.6267011999998,752.7590477399996,752.7591051999998,752.80031784,752.8002821,753.2249480400002,d,1,752.8002821,753.2249480400002,753.2273480000003,754.8908070399999,0.41102719999980764,411.02719999980764,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,754.8907110999999,755.1905811399998,755.4086408000003,755.42634014,755.4268233000003,755.4630811399999,755.4630119000003,756.6036832400001,s,1,755.4630119000003,756.6036832400001,756.6069314999995,758.5323180399997,1.124408599999697,1124.408599999697,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,758.5325359999997,758.83235974,758.8422125999996,758.85787554,758.8580688000002,758.89426444,758.8943968000003,760.0746244400003,s,0,758.8943968000003,760.0746244400003,760.0777914999999,761.2074511400002,1.1649812000005113,1164.9812000005113,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,761.2074585999999,761.50752264,761.7256240999995,761.7426052400002,761.7430719000004,761.7793904400002,761.7792196999999,762.9081799399997,d,0,761.7792196999999,762.9081799399997,762.9110977,764.7414488399996,1.1203992999999173,1120.3992999999173,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,764.7412412000003,765.0409279399997,765.0498711,765.1842080399998,765.1843840000001,765.2258853399995,765.2256931000002,765.8246358399998,a,1,765.2256931000002,765.8246358399998,765.8276235000003,767.5826098399999,0.5856205999998565,585.6205999998565,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,767.5835182000001,767.8827280399997,768.0918564000003,768.2514593399998,768.2515800000001,768.2879748399997,768.287918,769.10896534,s,1,768.287918,769.10896534,769.1124917999996,770.2078421399998,0.811731000000691,811.731000000691,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,770.2080984000004,770.5077419400001,770.5171472000002,770.53278784,770.5334844999998,770.5698940400003,770.5703600999996,771.6581928399997,s,0,770.5703600999996,771.6581928399997,771.6612631999997,773.5160820400002,1.0730211999998573,1073.0211999998573,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,773.5161569000002,773.8161553400001,774.0514506999998,774.2041325400002,774.2045422000001,774.2426108400001,774.2433228,775.3001844400002,s,1,774.2433228,775.3001844400002,775.3027097000004,776.4328315400004,1.0481187000004866,1048.1187000004866,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,776.4330185999997,776.7328099399998,776.7429217999997,776.7583252399996,776.7584645999996,776.79486994,776.7949035000001,777.9170918400001,s,0,776.7949035000001,777.9170918400001,777.9205381000002,779.0161541399999,1.1125417000002926,1112.5417000002926,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,779.0163988000004,779.3162484399996,779.3264882000003,779.3419758400001,779.3426450999996,779.3789308399997,779.3799693999999,780.8750906399997,None,0,779.3799693999999,780.8750906399997,780.8754878,782.3996526400002,,,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,782.3996967000003,782.6995059400002,783.1833702000004,783.3456497399999,783.3464567000001,783.3841503399996,783.3831444999996,784.8840667399996,None,0,783.3831444999996,784.8840667399996,784.8845312000003,785.9080392399998,,,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,2,2,785.9088030000003,786.2080638399999,786.2199107999995,786.2351967399997,786.2367134999995,786.2720639400001,786.2720226000001,787.3584627400002,d,0,786.2720226000001,787.3584627400002,787.3614951999998,789.2163438399999,1.075440599999638,1075.440599999638,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,789.2165364000002,789.5164475400003,789.5272501,789.6600094399997,789.6618337,789.70111444,789.7010787999998,790.2752605399997,d,1,789.7010787999998,790.2752605399997,790.2790173000003,792.2165835399998,0.5663433999998233,566.3433999998233,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,792.2195333999998,792.5165894400003,792.7625343,792.9312718400002,792.9359931999998,792.9768511400003,792.9821353999996,793.6192682400002,a,1,792.9821353999996,793.6192682400002,793.6290401999995,795.0417765400003,0.6292671999999584,629.2671999999584,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,795.0458546,795.3416949400004,795.5484250999998,795.5650572399996,795.5656307999998,795.6011824399999,795.6011277999996,796.52386764,d,0,795.6011277999996,796.52386764,796.5324850999996,797.8583425399999,0.9143915999993624,914.3915999993624,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,797.8611595000002,798.1583959400001,798.3850426999998,798.4028494399996,798.4063544,798.4471468400003,798.4519855999997,799.0598854400001,a,1,798.4519855999997,799.0598854400001,799.0664623000002,800.6168315399997,0.5915971999993417,591.5971999993417,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,800.6209556000003,800.9168859400003,801.1226078,801.28117154,801.2858321000003,801.3268766400003,801.3318520000003,802.0107968400004,s,1,801.3318520000003,802.0107968400004,802.0225207000003,803.87535524,0.6716876999998931,671.6876999998931,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,803.8808933999999,804.1753477400003,804.3840491000001,804.40193754,804.4056699000002,804.4466043400004,804.4518633999996,805.93422144,a,0,804.4518633999996,805.93422144,805.9429718000001,807.2752394400001,1.4716072000001077,1471.6072000001077,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,807.2752850999996,807.5753034400001,807.8153026999998,807.98553804,807.9890632999995,808.02997604,808.0353285000001,808.4907649399998,a,1,808.0353285000001,808.4907649399998,808.5019392000004,809.6754509400004,0.4402417000001151,440.2417000001151,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,809.6811005999998,809.97538374,810.1697870999997,810.1878346399996,810.1913818000003,810.23057544,810.2354765999999,811.1185585399995,s,1,810.2354765999999,811.1185585399995,811.1268088999996,812.30037564,0.8719452999994246,871.9452999994246,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,812.3045259999999,812.60005874,812.6101796000003,812.6260071399998,812.6259941999997,812.6623168399998,812.6623194000003,813.5940343400003,d,0,812.6623194000003,813.5940343400003,813.5971073000001,815.0920518400004,0.9169149999997899,916.9149999997899,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,815.0955022999997,815.39217694,815.8022885999999,815.9602092399997,815.9651947000002,816.0058769399999,816.0109945000004,816.5557981400003,s,1,816.0109945000004,816.5557981400003,816.5665573999995,818.1171986400001,0.5284693000003244,528.4693000003244,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,7.0,f,012_o_f_s_a.jpg,sad,a,2,2,818.1225670000003,818.4172322399996,818.4433126000004,818.45890484,818.4594686,818.4945148399999,818.4949275999998,819.8913769400002,a,1,818.4949275999998,819.8913769400002,819.9004517000003,820.89229734,1.3805828000004112,1380.5828000004112,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12.0,f,040_y_f_n_a.jpg,neutral,s,2,2,820.8967389,821.1922205400002,821.4258085000001,821.4422841399997,821.4425013,821.47729864,821.4774367999999,822.3985668399997,s,1,821.4774367999999,822.3985668399997,822.4031963999996,823.8007730400001,0.9098963999995249,909.8963999995249,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,823.8057127000002,824.1006917399997,824.1261661999997,824.1420418399999,824.1436150999998,824.1805929400003,824.1820648000003,825.2407104399996,a,0,824.1820648000003,825.2407104399996,825.2489820000001,827.0674485400001,1.0453398999998171,1045.3398999998171,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,827.0731978000003,827.36737194,827.6084559000001,827.76356714,827.7664728,827.8041797399998,827.8073594999996,828.4713816399995,s,1,827.8073594999996,828.4713816399995,828.4807949999995,829.8008502400004,0.6521505000000616,652.1505000000616,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,829.8062489000004,830.1004140399997,830.1127688999995,830.1287368399995,830.1291278999997,830.16465794,830.1648188999998,831.78230124,s,0,830.1648188999998,831.78230124,831.7916875999999,832.9090933399999,1.6065911000005144,1606.5911000005144,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,832.9125081000002,833.2090433399995,833.4150621999997,833.5760375400001,833.5816361999996,833.62267854,833.6277294000001,834.86026594,d,1,833.6277294000001,834.86026594,834.8710837999997,836.5176706400003,1.2236991999998281,1223.6991999998281,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,836.5233207000001,836.8176166399995,836.8436966999998,836.8591191399997,836.8595475000002,836.8965469399997,836.8966755000001,837.8861490400001,a,0,836.8966755000001,837.8861490400001,837.8884392,839.6925805400002,0.9786980999997468,978.6980999997468,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,839.6965542999997,839.9926423399999,840.2337478,840.39050164,840.3943072000002,840.4348993399996,840.4399743000004,840.9501632400003,s,1,840.4399743000004,840.9501632400003,840.9528794999997,842.45932744,0.49945560000014666,499.45560000014666,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,842.4633732000002,842.7593665399996,842.9550018999998,842.9716830399999,842.9726602000001,843.0104064399999,843.0106588999997,843.8278147400002,s,1,843.0106588999997,843.8278147400002,843.8398571999996,845.2761215400002,0.8089072000002488,808.9072000002488,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
