trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,545.7744258000002,546.0702584400002,546.0945363999999,546.1175168400001,546.1189686999996,546.1556878400003,546.1567511000003,547.0616986399997,a,1,546.1567511000003,547.0616986399997,547.0698309999998,548.5953112399999,0.8952191999997012,895.2191999997012,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,548.5982703,548.8953037400003,549.1286490000002,549.1544469400002,549.1545231999999,549.1890811399995,549.1889701,549.9560403399997,s,1,549.1889701,549.9560403399997,549.9600694000001,551.8204239399998,0.758682200000294,758.682200000294,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,551.8256932000004,552.1203537400003,552.1453552000003,552.1677004399995,552.1684355999996,552.2054875399996,552.2050503999999,553.0842987399998,a,1,552.2050503999999,553.0842987399998,553.0866158999997,554.8954625399998,0.8708143000003474,870.8143000003474,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,554.8994296000001,555.1954202399999,555.4070067000002,555.4326322399999,555.4336514999995,555.4715737399998,555.4715847999996,556.0310696399998,d,1,555.4715847999996,556.0310696399998,556.0411326000003,557.6703864400002,0.5482920000004015,548.2920000004015,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,557.6745938000004,557.9703835400002,558.1721276999997,558.3362353400004,558.3396610999998,558.3808902400002,558.3858514000003,558.9753220400004,s,1,558.3858514000003,558.9753220400004,558.9869219000002,560.8538929399998,0.5781335000001491,578.1335000001491,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,560.8593337000002,561.1539056400003,561.3902514000001,561.5462888400003,561.5512133000002,561.5918372399998,561.5969846999997,561.9404430399996,a,1,561.5969846999997,561.9404430399996,561.9525336999995,563.6122079399998,0.335175000000163,335.175000000163,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,563.6153785999995,563.91221594,564.1140618999998,564.2846370399999,564.2885196999996,564.3287005400003,564.3327454999999,564.6992587399997,d,1,564.3327454999999,564.6992587399997,564.7105565000002,565.7454604399996,0.3512749999999869,351.2749999999869,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,565.7485023999998,566.04571094,566.2816781000001,566.3079519400004,566.3099982000003,566.34742574,566.3513733999998,567.0205138400003,d,1,566.3513733999998,567.0205138400003,567.0322385999998,568.5039851400003,0.6523520999999164,652.3520999999164,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,568.5094084000002,568.8038858400001,569.0338973999997,569.0602009399996,569.0639160999999,569.1049927399996,569.1099064999999,569.7388472400004,a,1,569.1099064999999,569.7388472400004,569.7501743000003,571.2873891400001,0.6139585000000807,613.9585000000807,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,571.2927416000002,571.5874947400004,571.8233615999998,571.8504640400002,571.8532825000002,571.8912608400002,571.8965767,573.1143502399997,d,0,571.8965767,573.1143502399997,573.1181288999996,574.5375238399998,1.2111721000001126,1211.1721000001126,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,574.5419769999999,574.83743664,575.0338602000002,575.0598450399999,575.0601999,575.0968665400002,575.0970406999995,576.4200572400001,s,1,575.0970406999995,576.4200572400001,576.4284226999998,578.2125073399999,1.314697900000283,1314.697900000283,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,578.2165789000001,578.5124921399998,578.6961862999997,578.72210624,578.7226398000003,578.7573532399998,578.7574601999995,579.6371457399997,s,1,578.7574601999995,579.6371457399997,579.6457447000003,581.0876287400002,0.8625735999994504,862.5735999994504,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.1913916000003,590.6201754399996,s,9.42030160000013,9420.30160000013,581.1913916000003,590.6201754399996,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,590.6254889000002,590.9126835399999,590.9346173000004,591.07271964,591.0758625999997,591.1139707400004,591.1165444999997,592.5079056399996,a,1,591.1165444999997,592.5079056399996,592.5204103999995,593.98784364,1.3752233999994132,1375.2233999994132,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,593.9941551000002,594.2877474399999,594.5593433000004,594.7218503399996,594.7264475000002,594.7671717399995,594.7717560000001,595.5633881399996,s,1,594.7717560000001,595.5633881399996,595.5741101000003,596.6546042400001,0.7839708999999857,783.9708999999857,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,596.6587754000002,596.9545005400001,597.1595280000001,597.3217646399995,597.3263772999999,597.3669156399998,597.3722344999996,598.0509086400003,a,1,597.3722344999996,598.0509086400003,598.0614844000002,599.6047064399996,0.6635472999996637,663.5472999996637,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,599.6101822999999,599.9046874399997,599.9292280999998,600.0645961400002,600.0676308000002,600.1058792399996,600.1089595000003,600.8287610399999,a,1,600.1089595000003,600.8287610399999,600.8378065999996,602.77954414,0.702936900000168,702.936900000168,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,602.7823121000001,603.0795545400002,603.2851879,603.4509162399996,603.4557243999998,603.49683444,603.5019056000001,604.4835034399999,s,1,603.5019056000001,604.4835034399999,604.4926273000001,605.8880635399997,0.9660346000000573,966.0346000000573,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,605.8909862,606.1880109399996,606.3826735000002,606.4002452399997,606.4035762000003,606.4441749399999,606.4494347,608.16314854,d,0,606.4494347,608.16314854,608.1735988,609.9131283399998,1.6984807999997429,1698.4807999997429,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,609.9186249000004,610.2131554399999,610.2370945000002,610.3731527400001,610.3774905,610.4161502399999,610.4206414,610.8477158399998,s,0,610.4206414,610.8477158399998,610.8592063999995,612.4716056399999,0.4150199000005159,415.0199000005159,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,612.4757711000002,612.7715174399997,612.9924296999998,613.1547816400004,613.1593749000003,613.1988016399997,613.2039499000002,614.5106193400003,s,1,613.2039499000002,614.5106193400003,614.5210926999998,615.82164694,1.2958900999992693,1295.8900999992693,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,615.8263967000003,616.1215476399999,616.1447267000003,616.28151554,616.2819105999997,616.3227304400003,616.3239323999996,616.9438577400002,a,1,616.3239323999996,616.9438577400002,616.9513281,618.3383899400002,0.6079812000007223,607.9812000007223,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,618.3428905000001,618.6382979400001,618.6645380999998,618.6796158399999,618.6803055,618.7143943400002,618.7141992999996,619.8828365400001,s,0,618.7141992999996,619.8828365400001,619.8889491,621.3300173399999,1.1536947000004147,1153.6947000004147,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,621.334777,621.6300640400001,622.0676623999998,622.2330230399999,622.2372084999997,622.2782889400002,622.2832412999996,623.1552774400003,s,1,622.2832412999996,623.1552774400003,623.1667085999998,624.4383880399997,0.864590500000304,864.590500000304,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,624.4429252,624.7382989399999,624.9748782999995,624.99186634,624.9925450000001,625.0268073399999,625.0265981000002,626.1415599400003,a,0,625.0265981000002,626.1415599400003,626.1476602000002,627.5384453399998,1.1049749999992855,1104.9749999992855,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,627.5431403000002,627.83853134,627.8621450999999,627.9984579400003,628.0030865999997,628.0436856399998,628.0488267000001,628.5360039399999,a,1,628.0488267000001,628.5360039399999,628.5474893999999,629.5969470400001,0.4750603000002229,475.0603000002229,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,629.6025692000003,629.8969629399995,629.9253556000003,629.9415524399998,629.9431538999997,629.9804477399999,629.9819478999998,631.5320761400004,s,0,629.9819478999998,631.5320761400004,631.5421949000001,633.0053381399999,1.5417625000000044,1541.7625000000044,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,633.0106108999998,633.3053407399999,633.5553349000002,633.5722093399996,633.5731354999998,633.6100855399997,633.6154266000003,635.0134986399995,a,0,633.6154266000003,635.0134986399995,635.0251780999997,636.6968676399998,1.3883993999997983,1388.3993999997983,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,636.6997436000001,636.9968766400003,637.2048464999998,637.3642376399999,637.3688331000003,637.4086545400002,637.4130354999998,639.15349174,None,0,637.4130354999998,639.15349174,639.1581794000003,641.0388257399997,,,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,641.0431705000001,641.3386946400002,641.5673346000003,641.7238867399998,641.7288349999999,641.7698556399997,641.7748423000003,642.37999654,s,1,641.7748423000003,642.37999654,642.3906301999996,643.4637853399996,0.5888650000006237,588.8650000006237,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,643.4689779,643.7638013399998,643.9798996999998,644.1387344399997,644.1422790999995,644.1826572400001,644.1877446999997,644.7335973400001,d,1,644.1877446999997,644.7335973400001,644.7453508999997,645.8805056400003,0.5361104999992676,536.1104999992676,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,645.8856495999999,646.1805933399997,646.2075164999997,646.3405090399998,646.3432301000003,646.3817356400001,646.3848156000004,647.22814394,a,1,646.3848156000004,647.22814394,647.2365247999996,648.8639837400002,0.8348103999996965,834.8103999996965,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,648.8699939999997,649.16397414,649.1837570999996,649.1993153399995,649.1992945000002,649.2343964400003,649.2343872000001,650.2488032400003,d,1,649.2343872000001,650.2488032400003,650.2568841000002,651.5304983399998,1.0013122999998814,1001.3122999998814,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,651.5333770999996,651.8304951400002,651.8511589999998,651.8670143400001,651.8675369000002,651.90244064,651.9027300999996,652.8292267399999,d,1,651.9027300999996,652.8292267399999,652.8354369999997,654.3139625399996,0.9168977999997878,916.8977999997878,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,654.3182553999995,654.6140607399999,654.6363937999995,654.6515790399995,654.6525554999998,654.69013874,654.6914938999998,656.3451671400004,d,1,654.6914938999998,656.3451671400004,656.3543811999998,658.2306992399996,1.6402135999996972,1640.2135999996972,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,2,2,658.2345029999997,658.5307456400002,658.5556263999997,658.5706436400002,658.5714699999999,658.6068088400003,658.6071089999996,660.2053053400001,None,0,658.6071089999996,660.2053053400001,660.2064768,661.2724304399995,,,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,661.2765289999998,661.5724463399998,661.7899766,661.9493005399996,661.9540299999999,661.9948261400001,662.0000983,662.4833745399998,s,1,662.0000983,662.4833745399998,662.4895213,663.5891680399997,0.46743009999954666,467.43009999954666,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,663.5931111,663.8891849400003,664.1018414999999,664.2611621399998,664.2657582000002,664.3062539400004,664.3112099999998,664.7270034399995,s,1,664.3112099999998,664.7270034399995,664.7379302999998,665.8058354399997,0.4046007999995709,404.6007999995709,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,665.8100222000003,666.1059068399996,666.1303865,666.2657564400002,666.2688576999999,666.3071061400002,666.3100636999998,666.7639868399998,d,1,666.3100636999998,666.7639868399998,666.7725100999996,667.9309854399995,0.44555940000009286,445.55940000009286,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,667.9355624999998,668.2309083400002,668.4731253999998,668.4898651399996,668.4903125000001,668.5245511399995,668.5244253000001,669.8012071399995,d,0,668.5244253000001,669.8012071399995,669.8134908000002,671.4060196400002,1.2633152999997037,1263.3152999997037,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,671.4100464000003,671.7059562399996,671.9047070999995,671.9218733399999,671.9255434999995,671.9651966400003,671.9681958000001,673.4680767400001,d,1,671.9681958000001,673.4680767400001,673.4790985,675.0894629399996,1.4835122000004048,1483.5122000004048,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,675.0935440000003,675.3895087400002,675.4139851,675.4291645399995,675.4296033999999,675.46567234,675.4657163000002,676.7475379399999,s,0,675.4657163000002,676.7475379399999,676.7571756999996,678.3144820399999,1.2739019000000553,1273.9019000000553,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,678.3199532999997,678.6144921399997,678.8236104999996,678.8406337399998,678.8413727999996,678.8773082399999,678.8775416999997,680.2941857399998,a,0,678.8775416999997,680.2941857399998,680.3050733999999,681.8979766400004,1.406153699999777,1406.153699999777,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,681.9021940000002,682.1979288400004,682.2146288000004,682.2298956399997,682.2303037000001,682.26565154,682.2659929000001,683.70791944,d,1,682.2659929000001,683.70791944,683.7152803999998,685.0562741399996,1.4336938999995255,1433.6938999995255,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,685.0616047000003,685.3563588399999,685.5658586999998,685.5829608399996,685.5838637999996,685.6181531400003,685.6180048999995,687.2107153399999,s,0,685.6180048999995,687.2107153399999,687.2201132,688.2979212400002,1.5856858000006469,1585.6858000006469,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,688.3009113999997,688.5980550399996,688.8033213999997,688.9638586400002,688.9684387999996,689.0095686399997,689.0138647000003,689.4792242399996,s,1,689.0138647000003,689.4792242399996,689.4910441000002,690.5981283400002,0.454060600000048,454.060600000048,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,690.6036985999999,690.8981277400004,690.9248238999999,690.9400515399999,690.940407,690.9761034399995,690.9768596000004,692.1190909399999,d,0,690.9768596000004,692.1190909399999,692.1275577999995,693.8229768400003,1.1308884000000035,1130.8884000000035,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,693.8253881,694.1230651399998,694.3363895000002,694.3535288399995,694.3572990000002,694.3968783400002,694.4020117999999,695.8116807399998,s,1,694.4020117999999,695.8116807399998,695.8208437000003,696.8647124400001,1.4016271000000415,1401.6271000000415,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,696.8676530000002,697.1648279400002,697.1801592000002,697.1957943399999,697.1964005999998,697.23261934,697.2338917999996,698.1637626400003,d,1,697.2338917999996,698.1637626400003,698.1753946999997,699.31476024,0.9220983999994132,922.0983999994132,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,699.3149155000001,699.6145954399996,699.8224676,699.9697068399997,699.9700602000003,700.0076951400002,700.0073908000004,700.6067374399996,s,1,700.0073908000004,700.6067374399996,700.6083029000001,701.93118844,0.5880897999995796,588.0897999995796,EMOCONPILOT022,2021_Feb_18_1118,EmoCon_Pilot_120Hz,2020.2.4,119.89501992026129,
