trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,231.1797333000004,231.47564980999968,231.4968748000001,231.62759990999993,231.63213189999988,231.67283751000022,231.67801289999989,232.6875918100005,a,1,0.9966184000004432,996.6184000004432,231.67801289999989,232.6875918100005,232.69495290000032,234.5341093099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,234.5397106999999,234.83411781000004,235.03764640000009,235.19774970999978,235.20280319999983,235.2438251100003,235.24888770000052,235.64611531,d,1,0.38591940000060276,385.91940000060276,235.24888770000052,235.64611531,235.65945780000038,237.1008235099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,237.10643580000033,237.40092581000053,237.42623249999997,237.44881201000052,237.4495095000002,237.48526691000015,237.48665660000006,238.2916915100005,d,1,0.7958743000008326,795.8743000008326,237.48665660000006,238.2916915100005,238.29426160000003,239.78423700999983,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,239.79036150000047,240.08421331000054,240.10049069999968,240.1228903100001,240.12362200000007,240.1604515099999,240.1617068000005,240.79529961000034,a,1,0.6247851999996783,624.7851999996783,240.1617068000005,240.79529961000034,240.79930440000044,242.78432250999967,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,242.7895956000002,243.08437720999981,243.1106651,243.13348671000048,243.13396869999997,243.16961060999992,243.16923899999983,243.99703340999994,d,1,0.8173297000003004,817.3297000003004,243.16923899999983,243.99703340999994,244.0064342000005,245.86768590999972,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,3,1,245.8706142000001,246.16768521000003,246.18784550000055,246.21123591000023,246.2119448000003,246.2479623099999,246.24969760000022,246.9857642099997,a,1,0.7208954999996422,720.8954999996422,246.24969760000022,246.9857642099997,246.9939559000004,248.58448991000031,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,248.5881687000001,248.88437230999997,249.1400153000004,249.16600971000034,249.16694160000043,249.20475370999984,249.2081973000004,249.85025970999968,s,1,0.6345037000000957,634.5037000000957,249.2081973000004,249.85025970999968,249.85673769999994,251.41787791000033,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,251.42231720000018,251.7178093100002,251.73990159999994,251.7617475099997,251.76191949999975,251.80233881000012,251.8037516000004,252.29803851000005,d,1,0.48690540000006877,486.90540000006877,251.8037516000004,252.29803851000005,252.30637920000026,253.79270750999976,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,253.79562420000002,254.0928306100005,254.3151843000005,254.34051841000027,254.34093010000015,254.37739491000056,254.37888769999972,255.00051021000044,s,1,0.6076397999995606,607.6397999995606,254.37888769999972,255.00051021000044,255.00819779999983,256.4762417100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,256.4817052999997,256.77630371000043,256.9705762000003,256.99718081000003,256.9973920000002,257.03251080999974,257.03405250000014,257.8323511099999,a,0,0.7844910000003438,784.4910000003438,257.03405250000014,257.8323511099999,257.83493240000007,258.9845862100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,258.9887047000002,259.28465251000046,259.30963340000017,259.33217531,259.3331401000005,259.3691652099998,259.3692011000003,259.8367549100004,d,1,0.45736529999976483,457.36529999976483,259.3692011000003,259.8367549100004,259.84508900000037,261.54309191000004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,261.5486069999997,261.8430696100005,262.0857023999997,262.25383101,262.25864679999995,262.29956030999995,262.30447209999966,262.6608823099997,s,1,0.3462977999997747,346.2977999997747,262.30447209999966,262.6608823099997,262.6729286,264.39304620999985,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,264.3971327999998,264.6931299099998,264.90761720000046,264.93268701000045,264.93611990000045,264.9747847099999,264.9799006000003,265.9147655099997,s,1,0.9268572000000859,926.8572000000859,264.9799006000003,265.9147655099997,265.9229236000001,267.21810990999995,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,267.22215310000047,267.5181295100002,267.72816560000047,267.89112210999986,267.8958493,267.9371641099998,267.94128400000045,268.37722251000025,d,1,0.42131220000010217,421.31220000010217,267.94128400000045,268.37722251000025,268.3850488999997,270.0182136100003,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,270.02370340000016,270.31829751,270.5437130999999,270.5696271099997,270.57029280000006,270.60521920999975,270.60581999999977,271.29788570999983,a,0,0.6848809000002802,684.8809000002802,270.60581999999977,271.29788570999983,271.3072821000005,272.4932305100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,272.49747389999993,272.7932636100005,272.99111489999996,273.0171528100001,273.02210660000037,273.06320641000013,273.06744849999995,273.69724921000045,s,1,0.6232180000006338,623.2180000006338,273.06744849999995,273.69724921000045,273.70913050000036,275.5599667099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,275.56556869999986,275.8599860100004,275.8827191999999,276.0199900099998,276.0235091000004,276.06468941000014,276.0696522999997,276.3939175100005,d,1,0.3168766999997388,316.8766999997388,276.0696522999997,276.3939175100005,276.40185440000005,278.16833431000043,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,3,1,278.17380820000017,278.4683597100003,278.70870360000026,278.7342901100002,278.7386257999997,278.7788229099998,278.78398840000045,279.3950584100004,s,1,0.5946850000000268,594.6850000000268,278.78398840000045,279.3950584100004,279.4055559999997,280.6267413100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,280.63206960000025,280.9268441100004,281.1288254000001,281.15580501000034,281.1569463000005,281.19460041000013,281.1957215000002,281.8994466100004,s,1,0.6949060999995709,694.9060999995709,281.1957215000002,281.8994466100004,281.9090358000003,283.77675531000034,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,283.78068450000046,284.0768530100005,284.3080520000003,284.46482750999996,284.4687012000004,284.5109564100004,284.51576879999993,284.91339021000033,s,1,0.3828526999996029,382.8526999996029,284.51576879999993,284.91339021000033,284.92449860000033,286.6185817100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,286.62378050000007,286.9186277099999,286.9409218999999,287.0784867100002,287.08179610000025,287.11988630999997,287.1240280000002,287.61787281000045,a,1,0.4868062999994436,486.8062999994436,287.1240280000002,287.61787281000045,287.6291019,289.06867131000047,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,289.07410830000026,289.36866831000054,289.5874117000003,289.7589984100006,289.7634280000002,289.8039680100002,289.8090226000004,290.33003831000053,s,1,0.5056467000003977,505.6467000003977,289.8090226000004,290.33003831000053,290.3408552000001,292.1770666100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,292.18271019999975,292.4770980100003,292.5014664999999,292.5231938099997,292.52412410000034,292.56150101000014,292.56158440000036,293.13073361,d,1,0.5612388999998075,561.2388999998075,292.56158440000036,293.13073361,293.1404106,294.7519587099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,3,1,294.7564903000002,295.05198071000007,295.07323199999973,295.0958974100005,295.0974647000003,295.13421781000045,295.1355759999997,295.61343601000056,d,1,0.4670562000001155,467.0562000001155,295.1355759999997,295.61343601000056,295.6270069000002,297.3938173099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,297.3980701999999,297.6937955100003,297.7170474000004,297.85372221000046,297.8576638000004,297.8966483100004,297.8999157999997,298.25446531000046,s,0,0.3427367000003869,342.7367000003869,297.8999157999997,298.25446531000046,298.2660222000004,299.7605587099998,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,299.76616749999994,300.06051390999994,300.0848039000002,300.22051270999975,300.22403010000016,300.2617115100003,300.2651818000004,300.89940731000036,a,1,0.6254361999999674,625.4361999999674,300.2651818000004,300.89940731000036,300.90894019999996,302.4772920100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,302.48168859999987,302.77720900999986,302.8032406000002,302.93720511000004,302.94053110000004,302.98134820999996,302.9858309000001,303.4846342100001,d,1,0.48890360000041255,488.90360000041255,302.9858309000001,303.4846342100001,303.4942080999999,305.3439918100004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,305.34829290000016,305.6439027100006,305.87114500000007,306.03241111,306.03656169999977,306.07737861,306.08236430000034,306.3881955099997,d,1,0.2885090999998283,288.5090999998283,306.08236430000034,306.3881955099997,306.3948405000001,308.3439803100001,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,308.34943459999977,308.6438839100002,308.6672593000003,308.80455581000035,308.8080681000001,308.84892520999995,308.8541273999999,309.1711742099998,d,1,0.3005713000002288,300.5713000002288,308.8541273999999,309.1711742099998,309.1780109000001,310.3940091100004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,310.39908300000025,310.6940280099999,310.7173565000003,310.73976071000027,310.7402450999998,310.77859401000035,310.77975100000003,311.17297691000033,d,0,0.38276240000050166,382.76240000050166,310.77975100000003,311.17297691000033,311.18069110000033,313.1024460099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,313.10661750000054,313.40237171,313.4235402000004,313.5541206099998,313.5585866000001,313.59943640999984,313.60452780000014,314.1046713100005,d,1,0.4861605000005511,486.1605000005511,313.60452780000014,314.1046713100005,314.11246670000037,315.53585340999973,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,315.54030909999983,315.83578451000005,316.05870550000054,316.21558471000037,316.22016989999975,316.26091861,316.2658911999997,316.64275651000037,d,1,0.3689892000002146,368.9892000002146,316.2658911999997,316.64275651000037,316.65417609999986,318.5608559100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,318.5660915999997,318.86087211000006,319.0516705,319.07741221000026,319.0807084999997,319.11995280999975,319.1249878999997,319.5427314099999,d,1,0.4057726000000912,405.7726000000912,319.1249878999997,319.5427314099999,319.5542481000002,320.8608739100001,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,320.86509209999986,321.16099251000026,321.39078580000023,321.4161453099997,321.41654670000025,321.4535846099999,321.45506900000055,322.0498740100003,a,1,0.5876222999995662,587.6222999995662,321.45506900000055,322.0498740100003,322.05811540000013,323.4110544100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,323.41638409999996,323.7110752099999,323.9123077000004,323.9381955099999,323.9387926999998,323.9741903100004,323.9743447999999,324.46612390999974,d,1,0.48423800000000483,484.23800000000483,323.9743447999999,324.46612390999974,324.47558149999986,325.47759021000013,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,325.47759270000006,325.7777635100002,326.0253386000004,326.1957743100003,326.1991883999999,326.2393604099999,326.24372700000004,326.69144711,a,1,0.43926360000023124,439.26360000023124,326.24372700000004,326.69144711,326.7031280000001,327.80270291000045,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,327.8066885999997,328.1027707100003,328.31040440000015,328.4827288099997,328.4870840000003,328.5281677100003,328.53319290000036,328.9316802100003,s,1,0.3814855999999054,381.4855999999054,328.53319290000036,328.9316802100003,328.94334249999974,330.8360887099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,330.84064769999986,331.1361067099998,331.15889479999987,331.2963251100001,331.29987470000015,331.3374091100005,331.34200560000045,331.95712801,a,1,0.6044566999999006,604.4566999999006,331.34200560000045,331.95712801,331.9647531999999,333.76124511000046,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,333.76721540000017,334.0612471100004,334.26484849999997,334.2918634099998,334.2917712999997,334.32906190999995,334.3291287000002,334.85432971000057,d,1,0.5135287000002791,513.5287000002791,334.3291287000002,334.85432971000057,334.86448780000046,336.34454861000006,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,336.34858410000015,336.64454691000003,336.6655698000004,336.7961985100002,336.7990060000002,336.8374350100004,336.8402511000004,337.89930921000007,a,1,1.0503373000001375,1050.3373000001375,336.8402511000004,337.89930921000007,337.90767460000006,338.9362978099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,338.9416186999997,339.2363467100005,339.25736060000054,339.2806552100002,339.28143679999994,339.3156183100001,339.3154741999997,339.9215909100004,d,0,0.5911841999995886,591.1841999995886,339.3154741999997,339.9215909100004,339.93310530000053,341.2197472099998,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,341.2239330000002,341.5197324100001,341.5429059999997,341.5657188100005,341.5664708000004,341.6041726100003,341.60543320000033,342.6236490100001,a,1,1.0053147999997236,1005.3147999997236,341.60543320000033,342.6236490100001,342.63209370000004,344.5530510099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,344.55810889999975,344.8530428100004,344.8773172000001,344.90047121000055,344.9020618000004,344.93942841,344.94040310000037,345.4080584100003,d,1,0.4541361000001416,454.1361000001416,344.94040310000037,345.4080584100003,345.4158513000002,347.21985211000003,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,347.22393509999984,347.5197801100004,347.53578370000014,347.55738760999986,347.55763110000044,347.5961046100002,347.59799459999977,348.24496271000055,a,1,0.636563500000193,636.563500000193,347.59799459999977,348.24496271000055,348.2533497000004,350.0948659100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,350.0989515000001,350.3948278099998,350.4180886000004,350.5548486099998,350.55812870000045,350.59667081000055,350.6005774000005,351.3537142100005,s,0,0.7380897000002733,738.0897000002733,350.6005774000005,351.3537142100005,351.36419190000015,352.67824661000043,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,352.6824432000003,352.9782217100002,353.00204870000016,353.0249842100003,353.02564150000035,353.0626661100006,353.0626235999998,353.95941030999995,a,1,0.8845109000003504,884.5109000003504,353.0626235999998,353.95941030999995,353.9703115000002,355.77003910999986,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,355.77553890000036,356.06995311000003,356.2970366999998,356.45731850999994,356.4611738000003,356.5022346100005,356.5070106000003,357.1306770100001,s,1,0.6154804999996486,615.4804999996486,356.5070106000003,357.1306770100001,357.1347529000004,358.9200436100001,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,358.92568780000056,359.2199162099997,359.4557348999997,359.6163363100005,359.62132029999975,359.66222071000004,359.6662193000002,360.08351720999974,d,1,0.4087758000005124,408.7758000005124,359.6662193000002,360.08351720999974,360.0950848000002,361.87008351,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,361.8707715999999,362.17014950999976,362.19208270000036,362.3301730100003,362.3336721000005,362.3714873099999,362.37483619999966,362.9162963099999,s,0,0.5316588999994565,531.6588999994565,362.37483619999966,362.9162963099999,362.9213589000001,364.44512761,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
