trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,24.068150200066157,27.073282820056193,27.07331890007481,27.964957720017992,s,0.8787438999861479,27.07331890007481,27.964957720017992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,,,,,,,,,,,,,,,,,27.96498460008297,29.914982120040804,s,1.939117499976419,27.96498460008297,29.914982120040804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,3.0,f,1113_y_f_s_a.jpg,sad,a,17,29.923316200030968,30.22328242007643,30.80747360002715,30.948318320093676,30.948351200087927,30.990026220097207,30.99002270004712,31.92334912007209,a,1,0.9221244000364095,922.1244000364095,30.99002270004712,31.92334912007209,31.923313200008124,33.173313520033844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,1.0,m,1111_m_m_s_a.jpg,sad,a,17,33.17342590005137,33.47331442008726,33.59832920006011,33.74001142010093,33.74001400009729,33.78163852007128,33.78170970000792,34.481723720091395,s,0,0.6906601999653503,690.6601999653503,33.78170970000792,34.481723720091395,34.49001529999077,36.289935620035976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,3.0,f,1113_y_f_n_a.jpg,neutral,s,3,36.28997100004926,36.59001532010734,36.723308000015095,36.74831052008085,36.7483527000295,36.79001762007829,36.79005569999572,38.298357520019636,None,0,,,36.79005569999572,38.298357520019636,38.298429600079544,40.206614320049994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,3,2.0,f,1112_m_f_h_a.jpg,happy,d,17,40.20664129999932,40.50662832008675,40.63163810002152,40.77326422010083,40.7732995999977,40.815029920078814,40.815003400086425,41.29833172005601,d,1,0.4733320999657735,473.3320999657735,40.815003400086425,41.29833172005601,41.298349100048654,42.92324822000228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,4,2.0,f,1112_m_f_n_a.jpg,neutral,s,3,42.92329690000042,43.223260420025326,43.33996740006842,43.36501002009027,43.365007400047034,43.406590020051226,43.40662860008888,44.131719320081174,s,1,0.7136580999940634,713.6580999940634,43.40662860008888,44.131719320081174,44.131682500010356,46.123255920014344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.14830040000379,49.14829422009643,49.14830610004719,67.33195911999792,s,18.16399409994483,18163.99409994483,49.14830610004719,67.33195911999792,0,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,67.34188710001763,67.64032152004074,68.29135360009968,68.33192262006924,68.34121860004961,68.39856842008885,68.40857590001542,70.75687962002121,None,0,68.40857590001542,70.75687962002121,70.76528690010309,72.20689272007439,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,72.21526299999095,72.51523132005241,72.64860710001085,72.88987932004966,72.89003840007354,72.93157542007975,72.94001870008651,73.32323092001025,s,1,72.94001870008651,73.32323092001025,73.32324410008732,74.70654022006784,0.3719445000169799,371.9445000169799,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,74.71497339999769,75.01486822008155,75.16491390008014,75.30653892003465,75.3065788000822,75.34820882009808,75.34824040008243,76.11496372008696,a,1,75.34824040008243,76.11496372008696,76.12328780000098,78.04820482002106,0.7559214000357315,755.9214000357315,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,78.04823519999627,78.34820622007828,78.47329990006983,78.49825371999759,78.49827570002526,78.53988142008893,78.53991050005425,79.1399563200539,d,1,78.53991050005425,79.1399563200539,79.14828630001284,80.97325182007626,0.5882643000222743,588.2643000222743,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,80.97334640007466,81.27319782006089,81.39823680010159,81.53995012002997,81.5400317000458,81.58155992010143,81.58995340007823,82.34821722004563,a,1,81.58995340007823,82.34821722004563,82.35656380001456,83.98153992008884,0.746078799944371,746.078799944371,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,83.98156190000009,84.28152782004327,84.40662430005614,84.4315054200124,84.43163550004829,84.47323992010206,84.4816082000034,85.54831332003232,s,0,84.4816082000034,85.54831332003232,85.5566295000026,87.47320322005544,1.0545587000669912,1054.5587000669912,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,87.47322370007169,87.77323672000784,87.91490800003521,87.93985212000553,87.93990310002118,87.9815237200819,87.98155390005559,88.89829611999448,s,1,87.98155390005559,88.89829611999448,88.90658539999276,90.57323502004147,0.9071335999760777,907.1335999760777,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,90.57322300004307,90.87318382004742,91.03155290009454,91.17318122007418,91.17321480007377,91.2148485200014,91.21501510008238,91.60656442004256,s,1,91.21501510008238,91.60656442004256,91.61493470007554,93.51484221999999,0.3771187999518588,377.1187999518588,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,93.51499980001245,93.81484322005417,93.93985690001864,93.96480682003312,93.9650024001021,94.0065399199957,94.01493000006303,94.50652532000095,d,1,94.01493000006303,94.50652532000095,94.50654329999816,96.27318352006841,0.4810393999796361,481.0393999796361,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,96.27320739999413,96.57322442007717,96.73994840006344,96.88153832009993,96.88161450007465,96.92322602006607,96.9232085000258,97.31490622006822,s,1,96.9232085000258,97.31490622006822,97.3232602000935,98.75650272006169,0.3810008999425918,381.0008999425918,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,98.75653950008564,99.05650042009074,99.17321250005625,99.31483502010815,99.31487040000502,99.35650192003231,99.35655260004569,99.69817002001218,d,1,99.35655260004569,99.69817002001218,99.69820360001177,101.48153122002259,0.3314102999866009,331.4102999866009,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,101.48992180009373,101.78989932010882,101.84035130008124,101.86487092007883,101.86486690002494,101.90649832005147,101.90653350006323,102.92337122000754,a,1,101.90653350006323,102.92337122000754,102.92319640005007,104.88149322010577,1.0056735000107437,1005.6735000107437,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,104.88155540009029,105.18149152002297,105.78172930004075,105.9231501200702,105.92319380003028,105.9648229200393,105.96485680004116,106.48983922007028,s,1,105.96485680004116,106.48983922007028,106.48987730010413,107.49820902000647,0.5151105999248102,515.1105999248102,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,107.4982280000113,107.79820432001725,107.83986210008152,107.86481992003974,107.86484840000048,107.90648912009783,107.9065235001035,108.53983472008258,d,1,107.9065235001035,108.53983472008258,108.54824640008155,110.16490472003352,0.6215404999675229,621.5404999675229,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,110.1649025999941,110.46495012007654,110.48998160008341,110.51501222001389,110.51504620001651,110.55663502006792,110.56502139999066,111.02329661999829,d,1,110.56502139999066,111.02329661999829,111.03164659999311,112.54001762007829,0.4430605999659747,443.0605999659747,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,112.54002170008607,112.83995252009481,113.4412244000705,113.71523732005153,113.72338040010072,113.7651087200502,113.76506760006305,114.03169352002442,s,1,113.76506760006305,114.03169352002442,114.04159410006832,116.04011222010013,0.25887250003870577,258.87250003870577,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,116.04841490008403,116.3483570200624,116.39006250002421,116.5825602200348,116.59007330005988,116.63169232010841,116.63172699999996,117.36502462008502,s,0,116.63172699999996,117.36502462008502,117.37492329999804,118.56504792009946,0.7203040999593213,720.3040999593213,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,118.57386930007488,118.87340122007299,118.90673750010319,119.06483502010815,119.06487160001416,119.10648322000634,119.10652020003181,119.4898050200427,d,1,119.10652020003181,119.4898050200427,119.48983540001791,120.49813322001137,0.37344100000336766,373.44100000336766,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,120.4981685000239,120.79819382005371,121.39847370004281,121.423194120056,121.423202300095,121.46479922009166,121.46496150002349,122.03146542003378,d,1,121.46496150002349,122.03146542003378,122.03988410008606,123.88149232009891,0.558963599964045,558.963599964045,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.0,m,033_o_m_h_a.jpg,happy,d,3,1,123.8815128999995,124.18149502004962,124.23151310009416,124.25646582001355,124.25657600001432,124.29813612008002,124.29816230002325,124.75650602008682,d,1,124.29816230002325,124.75650602008682,124.76487590000033,126.28987022000365,0.4459617999382317,445.9617999382317,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,126.2898722999962,126.58980592002627,127.17351420002524,127.19813632010482,127.19816780008841,127.23980282002594,127.239836200024,127.77317332010716,d,1,127.239836200024,127.77317332010716,127.78150620008819,129.29813142004423,0.5202683999668807,520.2683999668807,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,129.2981534000719,129.59812822006643,129.7481600000756,129.8898652200587,129.88995760004036,129.9314226200804,129.9399266000837,130.30651362007484,a,1,129.9399266000837,130.30651362007484,130.314872500021,131.35646822000854,0.3481839000014588,348.1839000014588,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.0,m,016_y_m_s_a.jpg,sad,a,17,1,131.35650100000203,131.65645232005045,131.68982140009757,131.83147272001952,131.83150730002671,131.8731184200151,131.8731509000063,132.2815093200188,a,1,131.8731509000063,132.2815093200188,132.28986910008825,134.04811372002587,0.398859899956733,398.859899956733,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,134.04814850003459,134.34813252009917,134.37315420003142,134.39811632002238,134.3981466999976,134.4397971200524,134.4399535000557,134.94825572008267,d,1,134.4399535000557,134.94825572008267,134.95650980004575,136.0814554200042,0.4961928999982774,496.1928999982774,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,136.08990090002771,136.38976682000794,136.41482040006667,136.55644372000825,136.55649490002543,136.59812032000627,136.5981440000469,136.8898065200774,d,1,136.5981440000469,136.8898065200774,136.89815020002425,138.75647132005543,0.28183739993255585,281.83739993255585,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,138.76486240001395,139.06478812010027,139.681714400067,139.70646232005674,139.70653160009533,139.74816042010207,139.7481677000178,140.4064822200453,s,1,139.7481677000178,140.4064822200453,140.41482430009637,142.3398436200805,0.6518989999312907,651.8989999312907,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,142.33985570003279,142.63977062003687,142.67315370007418,142.81476832006592,142.8148177000694,142.8564489200944,142.8564830000978,143.1314848200418,d,1,142.8564830000978,143.1314848200418,143.13981870003045,144.43985382001847,0.2635730999754742,263.5730999754742,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,144.43985020008404,144.73984182009008,144.77313830005005,144.91476622002665,144.91482230008114,144.95644142001402,144.95646370004397,145.32322102005128,d,1,144.95646370004397,145.32322102005128,145.3315026999917,147.0981117200572,0.3556590999942273,355.6590999942273,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,147.09812800004147,147.39815572008956,148.01502819999587,148.1564442201052,148.15653350006323,148.1981472200714,148.19817670003977,148.64821782009676,a,1,148.19817670003977,148.64821782009676,148.65648500004318,149.9231385200983,0.44219309999607503,442.19309999607503,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,149.92322810005862,150.22314032004215,150.3564623000566,150.49810111999977,150.4981377000222,150.5397989200428,150.53992660006043,150.94822152005509,s,1,150.53992660006043,150.94822152005509,150.9564794000471,152.73975552001502,0.39616210001986474,396.16210001986474,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,152.73988030001055,153.03975072002504,153.17312280007172,153.31476482003927,153.31480510008987,153.3564171200851,153.3564544999972,153.7397527199937,s,1,153.3564544999972,153.7397527199937,153.7398017999949,154.97308452008292,0.3714487999677658,371.4487999677658,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,154.97311870008707,155.2730976199964,155.40652720001526,155.54813472006936,155.54815060005058,155.58974772004876,155.5897819000529,156.25645992008504,s,1,155.5897819000529,156.25645992008504,156.2648351000389,157.75644122005906,0.6582051999866962,658.2051999866962,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,157.76485280005727,158.06475732009858,158.22312290000264,158.36474312003702,158.36491600004956,158.40641732001677,158.40644530009013,158.71483312000055,s,1,158.40644530009013,158.71483312000055,158.72315800003707,160.2732332200976,0.2976596000371501,297.6596000371501,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,160.27324850007426,160.57322982000187,160.73156030010432,160.7565353200771,160.7649435000494,160.8065626200987,160.806595900096,161.33986892004032,s,1,160.806595900096,161.33986892004032,161.34831360005774,162.7066381199984,0.5215274000074714,521.5274000074714,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,162.71505060000345,163.01495232002344,163.15736120007932,163.19827792001888,163.20746090007015,163.24828702001832,163.2483305000933,163.7066221201094,s,1,163.2483305000933,163.7066221201094,163.71504680009093,164.9816471200902,0.4476063000038266,447.6063000038266,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,164.99004540010355,165.29001982009504,165.44866750005167,165.72332092002034,165.73161420004908,165.7732627200894,165.78158589999657,166.0148678200785,d,1,165.78158589999657,166.0148678200785,166.02329830010422,167.42321982001886,0.22642970003653318,226.42970003653318,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,167.42324690008536,167.7232095201034,167.8567202000413,168.11484592000488,168.1148807000136,168.15652632003184,168.1565697999904,168.95658102002926,a,1,168.1565697999904,168.95658102002926,168.96494320000056,170.33151642000303,0.7795857000164688,779.5857000164688,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,170.33154790010303,170.6315148200374,170.7733268000884,170.91491712001152,170.91497979999986,170.95651142008137,170.9565459000878,171.31485562003218,s,1,170.9565459000878,171.31485562003218,171.3232161999913,172.48984572000336,0.3474284000694752,347.4284000694752,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,172.48988050001208,172.7898442200385,172.8315925000934,172.85654532001354,172.8649208000861,172.9065104200272,172.9149303000886,173.82319152005948,a,1,172.9149303000886,173.82319152005948,173.83154690009542,175.63985762000084,0.9009359999326989,900.9359999326989,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,175.6400064000627,175.939812620054,176.55674800009,176.69817292003427,176.69820149999578,176.73983342002612,176.74824940005783,177.0732282201061,s,1,176.74824940005783,177.0732282201061,177.08153490000404,179.01491272007115,0.31573120004031807,315.7312000403181,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,179.0149148000637,179.3149135200074,179.36487180006225,179.38989852007944,179.38991590007208,179.4314979200717,179.4400249000173,180.5982134200167,a,1,179.4400249000173,180.5982134200167,180.60654629999772,182.46483932004776,1.14404220005963,1144.04220005963,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
