trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,1195.0898861000314,1195.3843419100508,1195.6320721000666,1195.6404134100653,1195.6407373000402,1195.6815597099835,1195.6867889000569,1196.2603740099935,s,0,0.5639578000409529,563.9578000409529,1195.6867889000569,1196.2603740099935,1196.2688673000084,1197.4426967100358,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,1197.4468987999717,1197.7426041100757,1197.9393358000088,1198.1093296100503,1198.1140783000737,1198.153723610018,1198.1587624000385,1198.5349282099983,s,1,0.364208500017412,364.208500017412,1198.1587624000385,1198.5349282099983,1198.5464549000608,1200.2845167100081,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,1200.2895986000076,1200.5844433100779,1200.8261092000175,1200.8344505100163,1200.8352828000207,1200.8714543100564,1200.8717926000245,1201.9461556100637,d,0,1.0592578999930993,1059.2578999930993,1200.8717926000245,1201.9461556100637,1201.9536915000062,1203.4428183100304,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1203.4469130000798,1203.7428396100063,1203.9384802000131,1204.100137810025,1204.1049869999988,1204.1460114099668,1204.1502138000214,1204.5461750100717,d,1,0.38873320003040135,388.73320003040135,1204.1502138000214,1204.5461750100717,1204.5597927999916,1205.7262413100457,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4.0,m,016_y_m_n_a.jpg,neutral,s,17,3,1205.7317774000112,1206.0263302100707,1206.263177899993,1206.4313262100682,1206.4361591000343,1206.477285310079,1206.4822732000612,1206.8166211099947,s,1,0.32052019995171577,320.52019995171577,1206.4822732000612,1206.8166211099947,1206.8283699000021,1208.201246910065,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1208.2040926000336,1208.501261109987,1208.5231120000826,1208.6615545100417,1208.6661567999981,1208.7066263100483,1208.7117529000388,1209.0985482100282,a,1,0.3712418000213802,371.2418000213802,1208.7117529000388,1209.0985482100282,1209.1103119000327,1210.6012861100376,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1210.6053187000798,1210.9013453100692,1211.1438283000607,1211.1521696100594,1211.1543889000313,1211.1933330099914,1211.198350300081,1211.7607392099803,s,1,0.5484597999602556,548.4597999602556,1211.198350300081,1211.7607392099803,1211.7706559000071,1212.7763407100342,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,1212.7803405000595,1213.0764791099705,1213.102943200036,1213.2362380100299,1213.2388753000414,1213.2775338100387,1213.2802081999835,1213.7005178099848,d,1,0.41058270004577935,410.58270004577935,1213.2802081999835,1213.7005178099848,1213.7089521000162,1215.5180476099836,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1215.520995400031,1215.8180068100687,1216.0599576000823,1216.068298910081,1216.0682477999944,1216.1067991099903,1216.1101884000236,1217.005376910011,s,1,0.8848211000440642,884.8211000440642,1216.1101884000236,1217.005376910011,1217.0158668999793,1218.7430662099855,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,1218.7459363000235,1219.043060809991,1219.0582922999747,1219.0666336099735,1219.0673007000005,1219.1032681099955,1219.1029648999684,1219.7615318100784,s,0,0.6439486000454053,643.9486000454053,1219.1029648999684,1219.7615318100784,1219.7714525000192,1221.3265012100223,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,1221.330762800062,1221.626511510031,1221.8722164999926,1222.0256720100647,1222.029835500056,1222.0695909100236,1222.07458460005,1222.532442310045,d,1,0.44840640004258603,448.40640004258603,1222.07458460005,1222.532442310045,1222.5432402000297,1223.7433852099698,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1223.7486398000037,1224.043283010053,1224.2801740000723,1224.4519800100593,1224.456704500015,1224.4973031100003,1224.5025980999926,1224.9094982099837,a,1,0.39646130008623004,396.46130008623004,1224.5025980999926,1224.9094982099837,1224.9209891000064,1226.8766792100273,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1226.882023000042,1227.1766818099773,1227.1982604999794,1227.206601809978,1227.2072628000751,1227.244586010033,1227.2444957999978,1227.7774846100133,s,0,0.518371400074102,518.371400074102,1227.2444957999978,1227.7774846100133,1227.7852011000505,1229.5268212099677,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1229.5324404999847,1229.8267411099864,1229.8400480999844,1229.8483894099832,1229.8485764000798,1229.8863039099729,1229.8874849000713,1230.392492610065,s,0,0.4913565000751987,491.3565000751987,1229.8874849000713,1230.392492610065,1230.403927300009,1231.6434889099678,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1231.6488866000436,1231.9435382100405,1231.9571454999968,1232.095052210067,1232.0983499999857,1232.136385110009,1232.1412792999763,1232.843234310078,d,1,0.6858581999549642,685.8581999549642,1232.1412792999763,1232.843234310078,1232.8532328000292,1234.2519352099976,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,1234.2572984000435,1234.551793010009,1234.7724816000555,1234.9320188099869,1234.9361179000698,1234.9768754099846,1234.981655200012,1235.6283964100644,a,0,0.6370450000977144,637.0450000977144,1234.981655200012,1235.6283964100644,1235.6346945000114,1236.8268233100302,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,17,3,1236.8294710000046,1237.1267803099822,1237.1471484000795,1237.2786027100287,1237.282127900049,1237.3221691099811,1237.3257525999798,1237.9977882099688,d,1,0.6609745000023395,660.9745000023395,1237.3257525999798,1237.9977882099688,1238.0053693000227,1239.543625709985,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,1,3,1239.549036600045,1239.8435784100207,1240.0646226999816,1240.0729640099803,1240.0735797000816,1240.1116034100182,1240.116896499996,1240.9730466100505,d,1,0.8461636999854818,846.1636999854818,1240.116896499996,1240.9730466100505,1240.98461699998,1242.1769724099781,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1242.1810478999978,1242.4770130099846,1242.5023591000354,1242.5107004100341,1242.5109191000229,1242.5471163100215,1242.5474737000186,1243.1284980100231,s,0,0.5673765999963507,567.3765999963507,1242.5474737000186,1243.1284980100231,1243.138912399998,1244.7937276100624,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1244.7976777000586,1245.0937873099815,1245.1139303999953,1245.122271709994,1245.1229976000031,1245.15718041003,1245.1567985999864,1245.748554509983,s,0,0.5820297000464052,582.0297000464052,1245.1567985999864,1245.748554509983,1245.7570181000046,1247.2354792100728,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1247.2404406999703,1247.535469710047,1247.5563274000306,1247.6871780100396,1247.6918410999933,1247.732728509966,1247.7375501000788,1248.1646105100285,s,0,0.41743249993305653,417.43249993305653,1247.7375501000788,1248.1646105100285,1248.1779838000657,1250.0272388100043,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1250.0331848000642,1250.3271564100055,1250.340376600041,1250.3487179100398,1250.3488076999784,1250.3866967100535,1250.387701199972,1250.9407643099898,s,0,0.543059500050731,543.059500050731,1250.387701199972,1250.9407643099898,1250.9483914000448,1252.527262210066,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,1252.5319115000311,1252.827186910005,1252.848151299986,1252.8564926099848,1252.8574427000713,1252.8951516100556,1252.8952331000473,1253.8614778099932,a,1,0.9556894999695942,955.6894999695942,1252.8952331000473,1253.8614778099932,1253.8706229000818,1255.1022788100295,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,1,3,1255.107782499981,1255.402233909967,1255.6505538000492,1255.658895110048,1255.6591752000386,1255.694909010001,1255.6950942999683,1256.5844305099804,s,0,0.8757764999754727,875.7764999754727,1255.6950942999683,1256.5844305099804,1256.5962924000341,1257.6524527100032,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,1257.6578848999925,1257.9523288100377,1257.9753281000303,1257.983669410029,1257.9839761999901,1258.0202586100554,1258.0203291000798,1258.6499845100684,s,0,0.6225449000485241,622.5449000485241,1258.0203291000798,1258.6499845100684,1258.6593496999703,1260.235736510053,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,1260.2413080000551,1260.5357362099808,1260.5558597000781,1260.5642010100769,1260.5646478000563,1260.5995636100765,1260.5993213000474,1261.0551814099658,s,0,0.44364129996392876,443.64129996392876,1260.5993213000474,1261.0551814099658,1261.0635511999717,1262.6440918100184,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1262.6492399000563,1262.94407851008,1263.141495799995,1263.1498371099938,1263.1496765000047,1263.1870489099879,1263.1870133000193,1263.597360410064,s,1,0.39985809999052435,399.85809999052435,1263.1870133000193,1263.597360410064,1263.6074848000426,1265.1191670099856,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,17,3,1265.124496400007,1265.4192747100374,1265.6377730000531,1265.800164610066,1265.8049373000395,1265.846249509987,1265.8511916999705,1266.3285781100044,s,1,0.4640254999976605,464.0254999976605,1265.8511916999705,1266.3285781100044,1266.3386447000084,1267.977568310022,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,1267.9827218999853,1268.2776334099822,1268.3038504000288,1268.3121917100275,1268.3123661000282,1268.3475263100468,1268.3476086000446,1268.8331314099837,s,0,0.4712903000181541,471.2903000181541,1268.3476086000446,1268.8331314099837,1268.8399456000188,1270.419218110072,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1270.4230717000319,1270.7192864100566,1270.739799699979,1270.8709477100406,1270.872927700053,1270.9121837100597,1270.9137226999737,1271.5472355099978,a,1,0.6253189999843016,625.3189999843016,1270.9137226999737,1271.5472355099978,1271.558758100029,1272.8276675100556,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,1272.831840800005,1273.1276874100208,1273.3874406999676,1273.3957820099663,1273.3960066,1273.4324329099968,1273.4357303000288,1273.9134375100607,s,1,0.46315940003842115,463.15940003842115,1273.4357303000288,1273.9134375100607,1273.9248047000729,1275.286047410022,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,1275.2914248000598,1275.586064909969,1275.6103338999674,1275.7460321099848,1275.7501668999903,1275.7908684100607,1275.7959754000185,1276.264604910079,d,1,0.45487890008371323,454.87890008371323,1275.7959754000185,1276.264604910079,1276.27512320003,1278.0528448099853,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1278.0587515999796,1278.3528756100336,1278.37633930007,1278.512752610061,1278.5177604000783,1278.5584665100673,1278.5636779000051,1279.0922441099888,a,1,0.5192880000686273,519.2880000686273,1278.5636779000051,1279.0922441099888,1279.103851999971,1280.9028940099874,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,1280.9080075999955,1281.2028399099713,1281.2271443000063,1281.235485610005,1281.235690600006,1281.271297910053,1281.2710850000149,1281.7895939100185,s,0,0.5078058000653982,507.8058000653982,1281.2710850000149,1281.7895939100185,1281.7989982999861,1283.244593309972,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1283.2485931999981,1283.5446487099748,1283.7563460000092,1283.764687310008,1283.7647795000812,1283.8004349100288,1283.8000810000813,1284.3560555100325,s,1,0.5388919999822974,538.8919999822974,1283.8000810000813,1284.3560555100325,1284.3655648999847,1286.1278563100263,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,1,3,1286.1308810000774,1286.4279617100606,1286.633255199995,1286.6415965099936,1286.6419065999798,1286.6791093100678,1286.6792535000714,1287.2819753099816,s,0,0.5878523999126628,587.8523999126628,1286.6792535000714,1287.2819753099816,1287.2931479000254,1288.8113471099991,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1288.8166831000708,1289.111378510052,1289.1333989000414,1289.14174021004,1289.1421861000126,1289.1790879100213,1289.17922489997,1289.6161157100346,s,0,0.4235223999712616,423.5223999712616,1289.17922489997,1289.6161157100346,1289.621936700074,1290.8030814100407,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,1,3,1290.8076605000533,1291.103022909991,1291.3222025000723,1291.330543810071,1291.3309274000349,1291.366990110057,1291.3669493000489,1291.9314612100484,s,1,0.5561097000027075,556.1097000027075,1291.3669493000489,1291.9314612100484,1291.939772300073,1293.8113549100585,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1293.8142265999923,1294.1113868099987,1294.1306139000226,1294.1389552100213,1294.140285899979,1294.1754045100301,1294.1769470999716,1294.6970688100323,s,0,0.5060594000387937,506.0594000387937,1294.1769470999716,1294.6970688100323,1294.7037658999907,1296.1781631100807,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,1296.1833480000496,1296.478178810014,1296.716419500066,1296.884237010067,1296.889223300037,1296.9301413100097,1296.9352203999879,1297.4833194100415,s,1,0.531763199949637,531.763199949637,1296.9352203999879,1297.4833194100415,1297.4938150000526,1299.211518110044,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1299.2155282000313,1299.511512010044,1299.7404974000528,1299.903084110038,1299.9078033000696,1299.9497321100557,1299.9550276000518,1300.4123812100502,a,1,0.44009249994996935,440.09249994996935,1299.9550276000518,1300.4123812100502,1300.4227812000317,1301.8282426100109,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,1301.832245400059,1302.1282441100689,1302.3641004000092,1302.5251608100139,1302.5299992000218,1302.5711460099906,1302.5761977999937,1302.931938510074,s,1,0.3386760000139475,338.6760000139475,1302.5761977999937,1302.931938510074,1302.9447267000796,1304.2030760100229,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,1304.203754200018,1304.5033772100346,1304.520955700078,1304.654953410069,1304.6588871000567,1304.6969961100608,1304.7002158999676,1305.348157110077,s,0,0.630759899970144,630.759899970144,1304.7002158999676,1305.348157110077,1305.3584716999903,1306.8783925100347,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1306.8837123999838,1307.178402910044,1307.4175790000008,1307.5746319099912,1307.5793026000028,1307.6200466100477,1307.6248507000273,1308.0041545100162,s,1,0.36218739999458194,362.18739999458194,1307.6248507000273,1308.0041545100162,1308.0155389000429,1309.2034958100762,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,1,3,1309.2095556000713,1309.5034302099725,1309.7020115000196,1309.7103528100183,1309.711015400011,1309.7461670100806,1309.7459588000784,1311.1279767100118,s,0,1.3688739999197423,1368.8739999197423,1309.7459588000784,1311.1279767100118,1311.1362322000787,1312.3035084100325,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,1312.3087212999817,1312.6035308100168,1312.6278165000258,1312.6361578100245,1312.6364335999824,1312.6720276100446,1312.6715830999892,1313.2183211100405,s,0,0.5393421000335366,539.3421000335366,1312.6715830999892,1313.2183211100405,1313.2264827999752,1315.1285169100506,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1315.1326080000727,1315.4285370100174,1315.4474645999726,1315.5801626100788,1315.5833222999936,1315.6215582100326,1315.6246772999875,1316.0780451100204,a,1,0.4422334999544546,442.2334999544546,1315.6246772999875,1316.0780451100204,1316.0903499000706,1317.6703453100404,EMOCONPILOT006,2020_Dec_30_1414,EmoCon_Pilot_120Hz,2020.2.4,120.29120102822846,
