Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;m;013_y_m_n_a.jpg;neutral;8;27;m;027_o_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;126;block1_Pilot_2;13;n_n;n_n_strong;;;;;0;0;0;0;0;36;36;36;;;;;;;;;299.57984800008126;None;300.70241940021515;300.9976827001665;300.9976827001665;301.01375770010054;301.01375770010054;301.0546527002007;301.0546527002007;None;None;0;301.0546527002007;None;302.5568649000488;None;None;302.5568649000488;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;156;block1_Pilot_2;28;s_n;s_n_strong;;;;;0;0;0;0;0;37;37;37;;;;;;;;;305.554719600128;None;306.8677335001994;307.15608610003255;307.15608610003255;307.1725255001802;307.1725255001802;307.2130650000181;307.2130650000181;None;None;0;307.2130650000181;None;308.7131294000428;None;None;308.7131294000428;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;138;block1_Pilot_2;16;s_n;s_n_weak;;;;;0;0;0;0;0;38;38;38;;;;;;;;;311.7132752002217;None;312.8706677001901;313.1640700001735;313.1640700001735;313.189103100216;313.189103100216;313.2298432001844;313.2298432001844;None;None;0;313.2298432001844;None;314.73000090010464;None;None;314.73000090010464;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;3;120;block1_Pilot_2;33;s_n;s_n_strong;;;;;0;0;0;0;0;39;39;39;;;;;;;;;317.73009270010516;None;318.738772300072;319.03114800015464;319.03114800015464;319.05576550005935;319.05576550005935;319.0965277000796;319.0965277000796;None;None;0;319.0965277000796;None;320.59679640014656;None;None;320.59679640014656;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block1_Pilot_2;40;s_n;s_n_weak;;;;;0;0;0;0;0;40;40;40;;;;;;;;;323.59718690020964;None;325.5884919001255;325.88124560005963;325.88124560005963;325.8895788001828;325.8895788001828;325.93039120011963;325.93039120011963;None;None;0;325.93039120011963;None;327.4305744001176;None;None;327.4305744001176;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_n_a.jpg;neutral;8;19;f;019_m_f_s_a.jpg;sad;incongruent;7;match;;140;160;;1;238;block1_Pilot_2;21;n_s;n_s_strong;;;;;0;0;0;0;0;41;41;41;;;;;;;;;330.43073990009725;None;332.49396360013634;332.7904431000352;332.7904431000352;332.79791600001045;332.79791600001045;332.8389408001676;332.8389408001676;None;None;0;332.8389408001676;None;334.33897100016475;None;None;334.33897100016475;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;27;m;027_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;3;134;block1_Pilot_2;33;h_h;h_h_weak;;;;;0;0;0;0;0;42;42;42;;;;;;;;;337.3390927000437;None;338.46374820009805;338.7567872002255;338.7567872002255;338.78157900017686;338.78157900017686;338.82238820008934;338.82238820008934;None;None;0;338.82238820008934;None;340.3238062001765;None;None;340.3238062001765;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;4;m;004_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;2;225;block1_Pilot_2;40;s_h;s_h_strong;;;;;0;0;0;0;0;43;43;43;;;;;;;;;343.32269860012457;None;345.2057887001429;345.4986208002083;345.4986208002083;345.51499540009536;345.51499540009536;345.5557586001232;345.5557586001232;None;None;0;345.5557586001232;None;347.0560880000703;None;None;347.0560880000703;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;21;f;021_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;18;238;block1_Pilot_2;27;s_n;s_n_weak;;;;;0;0;0;0;0;44;44;44;;;;;;;;;350.05582550005056;None;352.0522222002037;352.3405323000625;352.3405323000625;352.4901841999963;352.4901841999963;352.53106990014203;352.53106990014203;None;None;0;352.53106990014203;None;354.03118780022487;None;None;354.03118780022487;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;3;202;block1_Pilot_2;16;h_n;h_n_weak;;;;;0;0;0;0;0;45;45;45;;;;;;;;;357.0318097001873;None;358.72740319999866;359.02398180007003;359.02398180007003;359.0487037000712;359.0487037000712;359.08934659999795;359.08934659999795;None;None;0;359.08934659999795;None;360.58938020002097;None;None;360.58938020002097;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;2;150;block1_Pilot_2;33;h_n;h_n_weak;;;;;0;0;0;0;0;46;46;46;;;;;;;;;363.590835200157;None;364.8484829000663;365.14080130006187;365.14080130006187;365.1567913000472;365.1567913000472;365.19805210013874;365.19805210013874;None;None;0;365.19805210013874;None;366.6978504001163;None;None;366.6978504001163;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;16;m;016_y_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block1_Pilot_2;12;n_n;n_n_strong;;;;;0;0;0;0;0;47;47;47;;;;;;;;;369.6978436000645;None;371.73039880022407;372.0245391000062;372.0245391000062;372.03234180016443;372.03234180016443;372.0726722001564;372.0726722001564;None;None;0;372.0726722001564;None;373.57277830014937;None;None;373.57277830014937;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;30;f;030_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;194;block1_Pilot_2;40;n_h;n_h_strong;;;;;0;0;0;0;0;48;48;48;;;;;;;;;376.57294700015336;None;378.21028720005415;378.4991910001263;378.4991910001263;378.5154026001692;378.5154026001692;378.55600720015354;378.55600720015354;None;None;0;378.55600720015354;None;380.0563488001935;None;None;380.0563488001935;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_n_a.jpg;neutral;8;12;f;012_o_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;238;block1_Pilot_2;13;n_s;n_s_weak;;;;;0;0;0;0;0;49;49;49;;;;;;;;;383.05735330004245;None;385.0600484001916;385.34963800013065;385.34963800013065;385.49887290014885;385.49887290014885;385.5398789001629;385.5398789001629;None;None;0;385.5398789001629;None;387.0405455001164;None;None;387.0405455001164;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_h_a.jpg;happy;9;12;f;012_o_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;2;125;block1_Pilot_2;12;h_n;h_n_strong;;;;;0;0;0;0;0;50;50;50;;;;;;;;;390.0404307001736;None;391.09007760020904;391.38283030013554;391.38283030013554;391.39920820016414;391.39920820016414;391.43994330009446;391.43994330009446;None;None;0;391.43994330009446;None;392.9403667000588;None;None;392.9403667000588;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;19;f;019_m_f_s_a.jpg;sad;congruent;7;mismatch;;130;160;;2;202;block1_Pilot_2;8;s_s;s_s_strong;;;;;0;0;0;0;0;51;51;51;;;;;;;;;395.9398177000694;None;397.65785529999994;397.950197200058;397.950197200058;397.9659315000754;397.9659315000754;398.0066281000618;398.0066281000618;None;None;0;398.0066281000618;None;399.5070086000487;None;None;399.5070086000487;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_n_a.jpg;neutral;8;12;f;012_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;2;214;block1_Pilot_2;28;n_n;n_n_strong;;;;;0;0;0;0;0;52;52;52;;;;;;;;;402.50719920010306;None;404.30930360010825;404.59993630019017;404.59993630019017;404.6162189000752;404.6162189000752;404.6571776000783;404.6571776000783;None;None;0;404.6571776000783;None;406.15755750006065;None;None;406.15755750006065;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;19;f;019_m_f_h_a.jpg;happy;congruent;9;mismatch;;120;150;;3;165;block1_Pilot_2;27;h_h;h_h_strong;;;;;0;0;0;0;0;53;53;53;;;;;;;;;409.1572666000575;None;410.5548599001486;410.8504086001776;410.8504086001776;410.8747897001449;410.8747897001449;410.91558190016076;410.91558190016076;None;None;0;410.91558190016076;None;412.41559610003605;None;None;412.41559610003605;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;13;m;013_y_m_h_a.jpg;happy;incongruent;9;match;;130;150;;18;200;block1_Pilot_2;8;s_h;s_h_strong;;;;;0;0;0;0;0;54;54;54;;;;;;;;;415.4156990000047;None;417.1013253000565;417.3921616000589;417.3921616000589;417.5414899000898;417.5414899000898;417.5823837001808;417.5823837001808;None;None;0;417.5823837001808;None;419.08227080013603;None;None;419.08227080013603;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_n_a.jpg;neutral;8;28;f;028_y_f_s_a.jpg;sad;incongruent;7;match;;140;160;;18;238;block1_Pilot_2;30;n_s;n_s_weak;;;;;0;0;0;0;0;55;55;55;;;;;;;;;422.0826175000984;None;424.0888078000862;424.38396690017544;424.38396690017544;424.5334133000579;424.5334133000579;424.5741608000826;424.5741608000826;None;None;0;424.5741608000826;None;426.07415610016324;None;None;426.07415610016324;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_h_a.jpg;happy;9;27;m;027_o_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;1;238;block1_Pilot_2;19;h_h;h_h_strong;;;;;0;0;0;0;0;56;56;56;;;;;;;;;429.07432660018094;None;431.06587240006775;431.35890400013886;431.35890400013886;431.3666475000791;431.3666475000791;431.40771360020153;431.40771360020153;None;None;0;431.40771360020153;None;432.9077445000876;None;None;432.9077445000876;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;4;m;004_o_m_h_a.jpg;happy;incongruent;9;match;;130;150;;18;155;block1_Pilot_2;4;s_h;s_h_weak;;;;;0;0;0;0;0;57;57;57;;;;;;;;;435.90793030010536;None;437.2117171001155;437.50031480006874;437.50031480006874;437.65018790005706;437.65018790005706;437.69097360013984;437.69097360013984;None;None;0;437.69097360013984;None;439.1911657000892;None;None;439.1911657000892;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;224;block1_Pilot_2;21;s_n;s_n_weak;;;;;0;0;0;0;0;58;58;58;;;;;;;;;442.19131560018286;None;444.0643469002098;444.3593103000894;444.3593103000894;444.3834846999962;444.3834846999962;444.42435139999725;444.42435139999725;None;None;0;444.42435139999725;None;445.9245247000363;None;None;445.9245247000363;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;147;block1_Pilot_2;21;h_n;h_n_strong;;;;;0;0;0;0;0;59;59;59;;;;;;;;;448.92476540012285;None;450.2147214000579;450.50961550022475;450.50961550022475;450.5254378002137;450.5254378002137;450.5662684000563;450.5662684000563;None;None;0;450.5662684000563;None;452.0666234001983;None;None;452.0666234001983;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;13;m;013_y_m_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;3;237;block1_Pilot_2;40;n_h;n_h_strong;;;;;0;0;0;0;0;60;60;60;;;;;;;;;455.0667690001428;None;457.0605263002217;457.3512723001186;457.3512723001186;457.37566610006616;457.37566610006616;457.41647430020384;457.41647430020384;None;None;0;457.41647430020384;None;458.91644760011695;None;None;458.91644760011695;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_n_a.jpg;neutral;8;19;f;019_m_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;3;199;block1_Pilot_2;27;n_h;n_h_strong;;;;;0;0;0;0;0;61;61;61;;;;;;;;;461.91685540019535;None;463.59405720001087;463.88477330002934;463.88477330002934;463.90924340020865;463.90924340020865;463.9499222000595;463.9499222000595;None;None;0;463.9499222000595;None;465.45022480003536;None;None;465.45022480003536;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;21;f;021_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;169;block1_Pilot_2;27;h_s;h_s_strong;;;;;0;0;0;0;0;62;62;62;;;;;;;;;468.45010350015946;None;469.8773045002017;470.1682353001088;470.1682353001088;470.18431190005504;470.18431190005504;470.2252462001052;470.2252462001052;None;None;0;470.2252462001052;None;471.7253421000205;None;None;471.7253421000205;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_n_a.jpg;neutral;8;33;m;033_o_m_h_a.jpg;happy;incongruent;9;match;;140;150;;18;238;block1_Pilot_2;13;n_h;n_h_strong;;;;;0;0;0;0;0;63;63;63;;;;;;;;;474.72533350018784;None;476.72714740014635;477.0184328001924;477.0184328001924;477.16772360005416;477.16772360005416;477.2086069001816;477.2086069001816;None;None;0;477.2086069001816;None;478.708568100119;None;None;478.708568100119;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block1_Pilot_2;33;n_s;n_s_weak;;;;;0;0;0;0;0;64;64;64;;;;;;;;;481.70894780009985;None;483.71121740015224;484.0019104999956;484.0019104999956;484.0095589000266;484.0095589000266;484.05032400018536;484.05032400018536;None;None;0;484.05032400018536;None;485.5505270001013;None;None;485.5505270001013;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;4;m;004_o_m_s_a.jpg;sad;congruent;7;match;;130;160;;18;146;block1_Pilot_2;33;s_s;s_s_weak;;;;;0;0;0;0;0;65;65;65;;;;;;;;;488.55072759999894;None;489.77510000020266;490.0681967001874;490.0681967001874;490.21819879999384;490.21819879999384;490.25888790003955;490.25888790003955;None;None;0;490.25888790003955;None;491.7588346002158;None;None;491.7588346002158;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;28;f;028_y_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block1_Pilot_2;16;s_h;s_h_strong;;;;;0;0;0;0;0;66;66;66;;;;;;;;;494.7591308001429;None;496.7493247000966;497.0433085002005;497.0433085002005;497.19330990011804;497.19330990011804;497.2339562000707;497.2339562000707;None;None;0;497.2339562000707;None;498.73404270014726;None;None;498.73404270014726;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_h_a.jpg;happy;9;28;f;028_y_f_h_a.jpg;happy;congruent;9;match;;120;150;;3;234;block1_Pilot_2;30;h_h;h_h_weak;;;;;0;0;0;0;0;67;67;67;;;;;;;;;501.73419580003247;None;503.71248690015636;504.0022874001879;504.0022874001879;504.02659160015173;504.02659160015173;504.06743480009027;504.06743480009027;None;None;0;504.06743480009027;None;505.56753660016693;None;None;505.56753660016693;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;4;m;004_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;2;141;block1_Pilot_2;13;h_h;h_h_strong;;;;;0;0;0;0;0;68;68;68;;;;;;;;;508.568324000109;None;509.7625337000936;510.0522850002162;510.0522850002162;510.0683711001184;510.0683711001184;510.10932990000583;510.10932990000583;None;None;0;510.10932990000583;None;511.6092407000251;None;None;511.6092407000251;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_s_a.jpg;sad;7;8;m;008_y_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;1;238;block1_Pilot_2;28;s_s;s_s_strong;;;;;0;0;0;0;0;69;69;69;;;;;;;;;514.6093524000607;None;516.603088100208;516.8937507001683;516.8937507001683;516.9018478000071;516.9018478000071;516.9428165000863;516.9428165000863;None;None;0;516.9428165000863;None;518.442774000112;None;None;518.442774000112;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_s_a.jpg;sad;7;30;f;030_o_f_h_a.jpg;happy;incongruent;9;match;;130;150;;2;199;block1_Pilot_2;28;s_h;s_h_weak;;;;;0;0;0;0;0;70;70;70;;;;;;;;;521.4429035000503;None;523.1112234001048;523.4023499002215;523.4023499002215;523.4186703001615;523.4186703001615;523.4596944001969;523.4596944001969;None;None;0;523.4596944001969;None;524.9596652002074;None;None;524.9596652002074;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_h_a.jpg;happy;9;21;f;021_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;137;block1_Pilot_2;8;h_n;h_n_weak;;;;;0;0;0;0;0;71;71;71;;;;;;;;;527.9599500000477;None;529.1093118002173;529.4023074000143;529.4023074000143;529.4186679001432;529.4186679001432;529.4595423000865;529.4595423000865;None;None;0;529.4595423000865;None;530.9596366002224;None;None;530.9596366002224;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;8;m;008_y_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;2;208;block1_Pilot_2;12;n_s;n_s_weak;;;;;0;0;0;0;0;72;72;72;;;;;;;;;533.9604615001008;None;535.7280038001481;536.0194509001449;536.0194509001449;536.0356058001053;536.0356058001053;536.0763751000632;536.0763751000632;None;None;0;536.0763751000632;None;537.5765368000139;None;None;537.5765368000139;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;8;m;008_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;3;211;block1_Pilot_2;16;n_n;n_n_strong;;;;;0;0;0;0;0;73;73;73;;;;;;;;;540.5765856001526;None;542.3579817002174;542.6529500000179;542.6529500000179;542.6774386002216;542.6774386002216;542.7183412001468;542.7183412001468;None;None;0;542.7183412001468;None;544.2181953000836;None;None;544.2181953000836;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;13;m;013_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;138;block1_Pilot_2;16;h_s;h_s_weak;;;;;0;0;0;0;0;74;74;74;;;;;;;;;547.2183473000769;None;548.3765479000285;548.6694817000534;548.6694817000534;548.6943706001621;548.6943706001621;548.7351385001093;548.7351385001093;None;None;0;548.7351385001093;None;550.2350050001405;None;None;550.2350050001405;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;19;f;019_m_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;2;185;block1_Pilot_2;16;n_s;n_s_strong;;;;;0;0;0;0;0;75;75;75;;;;;;;;;553.2354031000286;None;554.8077512001619;555.1033738001715;555.1033738001715;555.1194609000813;555.1194609000813;555.1603176000062;555.1603176000062;None;None;0;555.1603176000062;None;556.660347300116;None;None;556.660347300116;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;8;m;008_y_m_s_a.jpg;sad;congruent;7;match;;130;160;;1;238;block1_Pilot_2;27;s_s;s_s_strong;;;;;0;0;0;0;0;76;76;76;;;;;;;;;559.6604988002218;None;561.6517858000007;561.9447680001613;561.9447680001613;561.9527825000696;561.9527825000696;561.993713100208;561.993713100208;None;None;0;561.993713100208;None;563.4936995001044;None;None;563.4936995001044;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_n_a.jpg;neutral;8;27;m;027_o_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;3;186;block1_Pilot_2;19;n_n;n_n_strong;;;;;0;0;0;0;0;77;77;77;;;;;;;;;566.4938709000126;None;568.084695200203;568.3786361000966;568.3786361000966;568.4030316001736;568.4030316001736;568.4437013000716;568.4437013000716;None;None;0;568.4437013000716;None;569.9437555000186;None;None;569.9437555000186;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;12;f;012_o_f_s_a.jpg;sad;congruent;7;mismatch;;130;160;;1;238;block1_Pilot_2;4;s_s;s_s_strong;;;;;0;0;0;0;0;78;78;78;;;;;;;;;572.9439565001521;None;574.935718000168;575.2284505001735;575.2284505001735;575.2364435000345;575.2364435000345;575.2771825001109;575.2771825001109;None;None;0;575.2771825001109;None;576.7775821001269;None;None;576.7775821001269;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_n_a.jpg;neutral;8;13;m;013_y_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;3;207;block1_Pilot_2;19;n_s;n_s_strong;;;;;0;0;0;0;0;79;79;79;;;;;;;;;579.7774561000988;None;581.537465600064;581.8288035001606;581.8288035001606;581.8532513000537;581.8532513000537;581.8941069000866;581.8941069000866;None;None;0;581.8941069000866;None;583.3941394002177;None;None;583.3941394002177;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;33;m;033_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;1;238;block1_Pilot_2;27;h_h;h_h_strong;;;;;0;0;0;0;0;80;80;80;;;;;;;;;586.3943791000638;None;588.3973789000884;588.6873490000144;588.6873490000144;588.6949678000528;588.6949678000528;588.7359766000882;588.7359766000882;None;None;0;588.7359766000882;None;590.2367788001429;None;None;590.2367788001429;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;21;f;021_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;27;h_s;h_s_weak;;;;;0;0;0;0;0;81;81;81;;;;;;;;;593.2360154001508;None;595.2381390000228;595.529197800206;595.529197800206;595.5368541001808;595.5368541001808;595.5777377001941;595.5777377001941;None;None;0;595.5777377001941;None;597.0784748001024;None;None;597.0784748001024;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;146;block1_Pilot_2;33;s_n;s_n_weak;;;;;0;0;0;0;0;82;82;82;;;;;;;;;600.0777288000099;None;601.3022626000457;601.5954297001008;601.5954297001008;601.6203650000971;601.6203650000971;601.6611989000812;601.6611989000812;None;None;0;601.6611989000812;None;603.1611163001508;None;None;603.1611163001508;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_h_a.jpg;happy;9;4;m;004_o_m_s_a.jpg;sad;incongruent;7;match;;120;160;;2;225;block1_Pilot_2;8;h_s;h_s_weak;;;;;0;0;0;0;0;83;83;83;;;;;;;;;606.1612134000752;None;608.0430479000788;608.3373448001221;608.3373448001221;608.3538718000054;608.3538718000054;608.394636400044;608.394636400044;None;None;0;608.394636400044;None;609.894632200012;None;None;609.894632200012;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;4;m;004_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;3;150;block1_Pilot_2;12;n_s;n_s_strong;;;;;0;0;0;0;0;84;84;84;;;;;;;;;612.8953234001528;None;614.16686210013;614.4628161001019;614.4628161001019;614.48726850003;614.48726850003;614.5279923002236;614.5279923002236;None;None;0;614.5279923002236;None;616.0280348001979;None;None;616.0280348001979;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;156;block1_Pilot_2;21;s_n;s_n_strong;;;;;0;0;0;0;0;85;85;85;;;;;;;;;619.028334800154;None;620.3339081001468;620.629183200188;620.629183200188;620.6456895000301;620.6456895000301;620.6864812001586;620.6864812001586;None;None;0;620.6864812001586;None;622.1866590001155;None;None;622.1866590001155;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
