Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;f;030_o_f_s_a.jpg;sad;7;33;m;033_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;175;block2_Pilot_2;30;s_h;s_h_weak;;;;;0;1;1;1;0;16;16;16;;;;;;;;;976.3689214000478;None;977.8457550001331;978.1369505000766;978.1369505000766;978.1614729000721;978.1614729000721;978.2023421002086;978.2023421002086;None;None;0;978.2023421002086;None;979.702251000097;None;None;979.702251000097;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;30;f;030_o_f_h_a.jpg;happy;congruent;9;match;;120;150;;2;194;block2_Pilot_2;21;h_h;h_h_strong;;;;;0;1;1;1;0;17;17;17;;;;;;;;;982.7024950000923;None;984.3377938000485;984.628861400066;984.628861400066;984.6449828001205;984.6449828001205;984.6856955999974;984.6856955999974;None;None;0;984.6856955999974;None;986.1858445000835;None;None;986.1858445000835;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_n_a.jpg;neutral;8;16;m;016_y_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;163;block2_Pilot_2;19;n_s;n_s_weak;;;;;0;1;1;1;0;18;18;18;;;;;;;;;989.1860263000708;None;990.5642423001118;990.8539363001473;990.8539363001473;991.0033260001801;991.0033260001801;991.0440936000086;991.0440936000086;None;None;0;991.0440936000086;None;992.5443241000175;None;None;992.5443241000175;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;13;m;013_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;217;block2_Pilot_2;33;n_n;n_n_strong;;;;;0;1;1;1;0;19;19;19;;;;;;;;;995.5446289000101;None;997.3711965000257;997.6624856002163;997.6624856002163;997.6785638001747;997.6785638001747;997.7193980000447;997.7193980000447;None;None;0;997.7193980000447;None;999.2193968000356;None;None;999.2193968000356;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;2;227;block2_Pilot_2;33;h_n;h_n_weak;;;;;0;1;1;1;0;20;20;20;;;;;;;;;1002.2196980000008;None;1004.1201693001203;1004.412266400177;1004.412266400177;1004.4287166001741;1004.4287166001741;1004.4695455001201;1004.4695455001201;None;None;0;1004.4695455001201;None;1005.9695380001795;None;None;1005.9695380001795;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block2_Pilot_2;12;s_n;s_n_weak;;;;;0;1;1;1;0;21;21;21;;;;;;;;;1008.9699697000906;None;1010.9561187000945;1011.2538421000354;1011.2538421000354;1011.2621438000351;1011.2621438000351;1011.3028642002027;1011.3028642002027;None;None;0;1011.3028642002027;None;1012.8030695000198;None;None;1012.8030695000198;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_n_a.jpg;neutral;8;21;f;021_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;18;202;block2_Pilot_2;28;n_h;n_h_strong;;;;;0;1;1;1;0;22;22;22;;;;;;;;;1015.8030692001339;None;1017.5071237001102;1017.7964099000674;1017.7964099000674;1017.9455931000412;1017.9455931000412;1017.9864617001731;1017.9864617001731;None;None;0;1017.9864617001731;None;1019.4864208002109;None;None;1019.4864208002109;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_s_a.jpg;sad;7;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;127;block2_Pilot_2;28;s_n;s_n_weak;;;;;0;1;1;1;0;23;23;23;;;;;;;;;1022.4873179001734;None;1023.5697700001765;1023.8626858000644;1023.8626858000644;1023.8789769001305;1023.8789769001305;1023.9198878000025;1023.9198878000025;None;None;0;1023.9198878000025;None;1025.4199368001428;None;None;1025.4199368001428;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;40;f;040_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block2_Pilot_2;4;n_n;n_n_weak;;;;;0;1;1;1;0;24;24;24;;;;;;;;;1028.4202356000897;None;1030.4313719000202;1030.7214085001033;1030.7214085001033;1030.7291239001788;1030.7291239001788;1030.7699966002256;1030.7699966002256;None;None;0;1030.7699966002256;None;1032.2701493001077;None;None;1032.2701493001077;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;16;m;016_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;18;239;block2_Pilot_2;16;n_h;n_h_weak;;;;;0;1;1;1;0;25;25;25;;;;;;;;;1035.2704031001776;None;1037.2808903001714;1037.571381200105;1037.571381200105;1037.7209354001097;1037.7209354001097;1037.76185790007;1037.76185790007;None;None;0;1037.76185790007;None;1039.2618825000245;None;None;1039.2618825000245;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;33;m;033_o_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;3;134;block2_Pilot_2;12;n_n;n_n_weak;;;;;0;1;1;1;0;26;26;26;;;;;;;;;1042.2619393002242;None;1043.3979842001572;1043.6883414001204;1043.6883414001204;1043.7128004000988;1043.7128004000988;1043.753645400051;1043.753645400051;None;None;0;1043.753645400051;None;1045.2535963000264;None;None;1045.2535963000264;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;27;m;027_o_m_s_a.jpg;sad;incongruent;7;match;;120;160;;2;194;block2_Pilot_2;13;h_s;h_s_strong;;;;;0;1;1;1;0;27;27;27;;;;;;;;;1048.2541424999945;None;1049.8888722001575;1050.1801700000651;1050.1801700000651;1050.1961956000887;1050.1961956000887;1050.2370953001082;1050.2370953001082;None;None;0;1050.2370953001082;None;1051.7370278001763;None;None;1051.7370278001763;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_n_a.jpg;neutral;8;28;f;028_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block2_Pilot_2;13;n_n;n_n_weak;;;;;0;1;1;1;0;28;28;28;;;;;;;;;1054.7373065000866;None;1056.7403782000765;1057.03012520005;1057.03012520005;1057.0381029001437;1057.0381029001437;1057.0788673001807;1057.0788673001807;None;None;0;1057.0788673001807;None;1058.5789110001642;None;None;1058.5789110001642;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;33;m;033_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;168;block2_Pilot_2;30;s_h;s_h_weak;;;;;0;1;1;1;0;29;29;29;;;;;;;;;1061.5795375001617;None;1062.9977486000862;1063.2888813000172;1063.2888813000172;1063.3130843001418;1063.3130843001418;1063.35373660014;1063.35373660014;None;None;0;1063.35373660014;None;1064.8539840001613;None;None;1064.8539840001613;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;12;f;012_o_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;18;208;block2_Pilot_2;8;n_n;n_n_weak;;;;;0;1;1;1;0;30;30;30;;;;;;;;;1067.8541849001776;None;1069.6068756000604;1069.8969549001195;1069.8969549001195;1070.0466744001023;1070.0466744001023;1070.0874536000192;1070.0874536000192;None;None;0;1070.0874536000192;None;1071.587482900126;None;None;1071.587482900126;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;231;block2_Pilot_2;8;s_n;s_n_weak;;;;;0;1;1;1;0;31;31;31;;;;;;;;;1074.587778000161;None;1076.5315490001813;1076.8221703001764;1076.8221703001764;1076.8388044000603;1076.8388044000603;1076.8793071000837;1076.8793071000837;None;None;0;1076.8793071000837;None;1078.379154600203;None;None;1078.379154600203;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;28;f;028_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;2;218;block2_Pilot_2;16;n_n;n_n_weak;;;;;0;1;1;1;0;32;32;32;;;;;;;;;1081.3794102000538;None;1083.2150571001694;1083.505861400161;1083.505861400161;1083.5218716000672;1083.5218716000672;1083.562719900161;1083.562719900161;None;None;0;1083.562719900161;None;1085.0626774001867;None;None;1085.0626774001867;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;match;;140;160;;3;141;block2_Pilot_2;33;n_s;n_s_weak;;;;;0;1;1;1;0;33;33;33;;;;;;;;;1088.0628629000857;None;1089.2565391000826;1089.5477280002087;1089.5477280002087;1089.572057500016;1089.572057500016;1089.6129820002243;1089.6129820002243;None;None;0;1089.6129820002243;None;1091.1127610001713;None;None;1091.1127610001713;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;13;m;013_y_m_s_a.jpg;sad;incongruent;7;match;;140;160;;1;238;block2_Pilot_2;16;n_s;n_s_weak;;;;;0;1;1;1;0;34;34;34;;;;;;;;;1094.1131703001447;None;1096.1157720000483;1096.4060160000809;1096.4060160000809;1096.4138752000872;1096.4138752000872;1096.4546919001732;1096.4546919001732;None;None;0;1096.4546919001732;None;1097.955031900201;None;None;1097.955031900201;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_h_a.jpg;happy;9;12;f;012_o_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;3;190;block2_Pilot_2;30;h_n;h_n_weak;;;;;0;1;1;1;0;35;35;35;;;;;;;;;1100.9549085001927;None;1102.55758100003;1102.8479270001408;1102.8479270001408;1102.8724548001774;1102.8724548001774;1102.913160600001;1102.913160600001;None;None;0;1102.913160600001;None;1104.4131476001348;None;None;1104.4131476001348;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;12;f;012_o_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;3;197;block2_Pilot_2;30;s_n;s_n_strong;;;;;0;1;1;1;0;36;36;36;;;;;;;;;1107.4131998000666;None;1109.0751230001915;1109.3647542002145;1109.3647542002145;1109.3891212001909;1109.3891212001909;1109.4298571001273;1109.4298571001273;None;None;0;1109.4298571001273;None;1110.9299022001214;None;None;1110.9299022001214;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;8;m;008_y_m_h_a.jpg;happy;incongruent;9;match;;130;150;;3;201;block2_Pilot_2;4;s_h;s_h_strong;;;;;0;1;1;1;0;37;37;37;;;;;;;;;1113.9306113000493;None;1115.6131793002132;1115.9060587000567;1115.9060587000567;1115.9309885001276;1115.9309885001276;1115.9717426002026;1115.9717426002026;None;None;0;1115.9717426002026;None;1117.472654900048;None;None;1117.472654900048;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;16;m;016_y_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;3;198;block2_Pilot_2;40;n_n;n_n_strong;;;;;0;1;1;1;0;38;38;38;;;;;;;;;1120.4720062999986;None;1122.1560679001268;1122.448388100136;1122.448388100136;1122.4725623000413;1122.4725623000413;1122.5135994001757;1122.5135994001757;None;None;0;1122.5135994001757;None;1124.0135390001815;None;None;1124.0135390001815;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_n_a.jpg;neutral;8;16;m;016_y_m_s_a.jpg;sad;incongruent;7;match;;140;160;;1;238;block2_Pilot_2;27;n_s;n_s_strong;;;;;0;1;1;1;0;39;39;39;;;;;;;;;1127.015580700012;None;1129.0171019001864;1129.3066546001937;1129.3066546001937;1129.3145081000403;1129.3145081000403;1129.355324300006;1129.355324300006;None;None;0;1129.355324300006;None;1130.855396100087;None;None;1130.855396100087;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;40;f;040_y_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;2;137;block2_Pilot_2;33;n_h;n_h_strong;;;;;0;1;1;1;0;40;40;40;;;;;;;;;1133.85611900012;None;1135.0156237001065;1135.3068084002007;1135.3068084002007;1135.3230151000898;1135.3230151000898;1135.363955100067;1135.363955100067;None;None;0;1135.363955100067;None;1136.8637634001207;None;None;1136.8637634001207;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;8;m;008_y_m_h_a.jpg;happy;incongruent;9;match;;130;150;;18;193;block2_Pilot_2;4;s_h;s_h_strong;;;;;0;1;1;1;0;41;41;41;;;;;;;;;1139.8639599001035;None;1141.4813298000954;1141.7733447002247;1141.7733447002247;1141.9231852001976;1141.9231852001976;1141.9639330001082;1141.9639330001082;None;None;0;1141.9639330001082;None;1143.4639813001268;None;None;1143.4639813001268;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_h_a.jpg;happy;9;4;m;004_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;198;block2_Pilot_2;12;h_s;h_s_weak;;;;;0;1;1;1;0;42;42;42;;;;;;;;;1146.4640864999965;None;1148.1221989002079;1148.4151607002132;1148.4151607002132;1148.4399755001068;1148.4399755001068;1148.4808337001596;1148.4808337001596;None;None;0;1148.4808337001596;None;1149.9808238002006;None;None;1149.9808238002006;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;8;m;008_y_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block2_Pilot_2;12;n_s;n_s_strong;;;;;0;1;1;1;0;43;43;43;;;;;;;;;1152.980914800195;None;1154.9907426000573;1155.2823919001967;1155.2823919001967;1155.2899646000005;1155.2899646000005;1155.3309034002014;1155.3309034002014;None;None;0;1155.3309034002014;None;1156.8309045000933;None;None;1156.8309045000933;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;8;m;008_y_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;3;165;block2_Pilot_2;40;n_n;n_n_weak;;;;;0;1;1;1;0;44;44;44;;;;;;;;;1159.8311302000657;None;1161.226357900072;1161.5155920002144;1161.5155920002144;1161.5401799001265;1161.5401799001265;1161.5810279001016;1161.5810279001016;None;None;0;1161.5810279001016;None;1163.0812076001894;None;None;1163.0812076001894;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_h_a.jpg;happy;9;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;1;238;block2_Pilot_2;28;h_n;h_n_strong;;;;;0;1;1;1;0;45;45;45;;;;;;;;;1166.0812458000146;None;1168.0750704000238;1168.365607000189;1168.365607000189;1168.3738517002203;1168.3738517002203;1168.4145558001474;1168.4145558001474;None;None;0;1168.4145558001474;None;1169.9144594999962;None;None;1169.9144594999962;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;236;block2_Pilot_2;27;s_n;s_n_weak;;;;;0;1;1;1;0;46;46;46;;;;;;;;;1172.9146819000598;None;1174.8892749000806;1175.1823045001365;1175.1823045001365;1175.198948000092;1175.198948000092;1175.2396747001912;1175.2396747001912;None;None;0;1175.2396747001912;None;1176.740036000032;None;None;1176.740036000032;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;19;f;019_m_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block2_Pilot_2;27;h_s;h_s_strong;;;;;0;1;1;1;0;47;47;47;;;;;;;;;1179.740210100077;None;1181.7693362000864;1182.0579896001145;1182.0579896001145;1182.0656751000788;1182.0656751000788;1182.106451800093;1182.106451800093;None;None;0;1182.106451800093;None;1183.6065711001866;None;None;1183.6065711001866;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;4;m;004_o_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;227;block2_Pilot_2;16;h_s;h_s_strong;;;;;0;1;1;1;0;48;48;48;;;;;;;;;1186.6071444000117;None;1188.5066535000224;1188.799222000176;1188.799222000176;1188.82405260019;1188.82405260019;1188.8649563000072;1188.8649563000072;None;None;0;1188.8649563000072;None;1190.3649414000101;None;None;1190.3649414000101;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;13;m;013_y_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;3;165;block2_Pilot_2;40;h_h;h_h_strong;;;;;0;1;1;1;0;49;49;49;;;;;;;;;1193.3655560000334;None;1194.7471361001953;1195.0410562001634;1195.0410562001634;1195.0658368000295;1195.0658368000295;1195.106707100058;1195.106707100058;None;None;0;1195.106707100058;None;1196.6077530002221;None;None;1196.6077530002221;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;28;f;028_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;227;block2_Pilot_2;33;s_n;s_n_weak;;;;;0;1;1;1;0;50;50;50;;;;;;;;;1199.6071133001242;None;1201.5058735001367;1201.7994552000891;1201.7994552000891;1201.815971300006;1201.815971300006;1201.8567517001648;1201.8567517001648;None;None;0;1201.8567517001648;None;1203.356984200189;None;None;1203.356984200189;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;27;m;027_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block2_Pilot_2;19;s_h;s_h_weak;;;;;0;1;1;1;0;51;51;51;;;;;;;;;1206.3570795000996;None;1208.3620825000107;1208.6582726000343;1208.6582726000343;1208.6661714999937;1208.6661714999937;1208.7069775001146;1208.7069775001146;None;None;0;1208.7069775001146;None;1210.2071351001505;None;None;1210.2071351001505;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;18;238;block2_Pilot_2;16;h_n;h_n_strong;;;;;0;1;1;1;0;52;52;52;;;;;;;;;1213.207835600013;None;1215.1986206001602;1215.491569200065;1215.491569200065;1215.6413275999948;1215.6413275999948;1215.682015400147;1215.682015400147;None;None;0;1215.682015400147;None;1217.1821277001873;None;None;1217.1821277001873;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block2_Pilot_2;21;s_n;s_n_strong;;;;;0;1;1;1;0;53;53;53;;;;;;;;;1220.1821771000978;None;1222.1720141000114;1222.4667011001147;1222.4667011001147;1222.4748696000315;1222.4748696000315;1222.5155080000404;1222.5155080000404;None;None;0;1222.5155080000404;None;1224.0156642000657;None;None;1224.0156642000657;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;33;m;033_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;2;148;block2_Pilot_2;12;s_s;s_s_weak;;;;;0;1;1;1;0;54;54;54;;;;;;;;;1227.015713200206;None;1228.2531539001502;1228.5499580001924;1228.5499580001924;1228.5665441001765;1228.5665441001765;1228.6076489000116;1228.6076489000116;None;None;0;1228.6076489000116;None;1230.1074475001078;None;None;1230.1074475001078;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;40;f;040_y_f_s_a.jpg;sad;congruent;7;match;;130;160;;3;136;block2_Pilot_2;30;s_s;s_s_strong;;;;;0;1;1;1;0;55;55;55;;;;;;;;;1233.1075731001329;None;1234.2625947000924;1234.5591139001772;1234.5591139001772;1234.583391000051;1234.583391000051;1234.6242542001419;1234.6242542001419;None;None;0;1234.6242542001419;None;1236.1242022002116;None;None;1236.1242022002116;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;28;f;028_y_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block2_Pilot_2;27;s_h;s_h_weak;;;;;0;1;1;1;0;56;56;56;;;;;;;;;1239.1242249000352;None;1241.115970000159;1241.4086861000396;1241.4086861000396;1241.4167905000504;1241.4167905000504;1241.4576573001686;1241.4576573001686;None;None;0;1241.4576573001686;None;1242.957667300012;None;None;1242.957667300012;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;8;m;008_y_m_s_a.jpg;sad;incongruent;7;match;;140;160;;3;225;block2_Pilot_2;4;n_s;n_s_strong;;;;;0;1;1;1;0;57;57;57;;;;;;;;;1245.957954700105;None;1247.8611447000876;1248.1508189002052;1248.1508189002052;1248.1753748001065;1248.1753748001065;1248.2161434001755;1248.2161434001755;None;None;0;1248.2161434001755;None;1249.7163094000425;None;None;1249.7163094000425;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;40;f;040_y_f_s_a.jpg;sad;congruent;7;match;;130;160;;1;238;block2_Pilot_2;12;s_s;s_s_strong;;;;;0;1;1;1;0;58;58;58;;;;;;;;;1252.7167717001867;None;1254.7032775001135;1255.000466400059;1255.000466400059;1255.0086688001174;1255.0086688001174;1255.0496798001695;1255.0496798001695;None;None;0;1255.0496798001695;None;1256.5499187000096;None;None;1256.5499187000096;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;1;238;block2_Pilot_2;21;h_n;h_n_weak;;;;;0;1;1;1;0;59;59;59;;;;;;;;;1259.54981090012;None;1261.5541408001445;1261.8428047001362;1261.8428047001362;1261.850620900048;1261.850620900048;1261.8913771000225;1261.8913771000225;None;None;0;1261.8913771000225;None;1263.3914211001247;None;None;1263.3914211001247;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;154;block2_Pilot_2;40;h_n;h_n_weak;;;;;0;1;1;1;0;60;60;60;;;;;;;;;1266.3917156001553;None;1267.6832053000107;1267.975977000082;1267.975977000082;1267.992398200091;1267.992398200091;1268.0331060001627;1268.0331060001627;None;None;0;1268.0331060001627;None;1269.5332845000084;None;None;1269.5332845000084;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;4;m;004_o_m_s_a.jpg;sad;incongruent;7;match;;140;160;;18;145;block2_Pilot_2;8;n_s;n_s_strong;;;;;0;1;1;1;0;61;61;61;;;;;;;;;1272.5333975001704;None;1273.7659591000993;1274.0595846001524;1274.0595846001524;1274.209229500033;1274.209229500033;1274.2500255000778;1274.2500255000778;None;None;0;1274.2500255000778;None;1275.7500819000416;None;None;1275.7500819000416;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;33;m;033_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block2_Pilot_2;21;s_h;s_h_strong;;;;;0;1;1;1;0;62;62;62;;;;;;;;;1278.751088200137;None;1280.739968100097;1281.0346620001364;1281.0346620001364;1281.0426187000703;1281.0426187000703;1281.0835713001434;1281.0835713001434;None;None;0;1281.0835713001434;None;1282.5833942000754;None;None;1282.5833942000754;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;30;f;030_o_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;18;171;block2_Pilot_2;33;n_h;n_h_weak;;;;;0;1;1;1;0;63;63;63;;;;;;;;;1285.5835973001085;None;1287.0385021001566;1287.3351112999953;1287.3351112999953;1287.4843962001614;1287.4843962001614;1287.525311200181;1287.525311200181;None;None;0;1287.525311200181;None;1289.025905800052;None;None;1289.025905800052;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
