Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.rt,key_resp_Rating.started,key_resp_Rating.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp.rt,participant,date,expName,psychopyVersion,frameRate,
,m,027_o_m_h_a.jpg,happy,9,19,f,019_m_f_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,165,block1_Pilot_2,27,h_h,h_h_strong,,,,,0,0,0,0,0,53,53,53,,,,,,,,,519.2855751,None,520.6942201000002,520.9869980000001,520.9869980000001,521.0113917000001,521.0113917000001,521.0519812,521.0519812,None,9,1,521.0519812,None,522.5519864,None,['7'],[0.76767800000016],522.5519864,None,,,,,0.5717967000000499,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_s_a.jpg,sad,7,13,m,013_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,200,block1_Pilot_2,8,s_h,s_h_strong,,,,,0,0,0,0,0,54,54,54,,,,,,,,,525.5523096,None,527.2381694000001,527.5286902,527.5286902,527.6781489,527.6781489,527.7189600000002,527.7189600000002,None,7,0,527.7189600000002,None,529.2189659000001,None,['7'],[0.7568002999998953],529.2189659000001,None,,,,,0.7767288000000008,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,030_o_f_n_a.jpg,neutral,8,28,f,028_y_f_s_a.jpg,sad,incongruent,7,match,,140,160,,18,238,block1_Pilot_2,30,n_s,n_s_weak,,,,,0,0,0,0,0,55,55,55,,,,,,,,,532.2198566,None,534.2301051,534.5204912000002,534.5204912000002,534.6697496000002,534.6697496000002,534.7108109000001,534.7108109000001,None,7,1,534.7108109000001,None,536.2107157,None,['7'],[0.7809996999999385],536.2107157,None,,,,,0.6808545999999751,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_h_a.jpg,happy,9,27,m,027_o_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,1,238,block1_Pilot_2,19,h_h,h_h_strong,,,,,0,0,0,0,0,56,56,56,,,,,,,,,539.2108247000001,None,541.2064986,541.4951628000001,541.4951628000001,541.5032153,541.5032153,541.5442261000001,541.5442261000001,None,None,0,541.5442261000001,None,543.0443065,None,None,,543.0443065,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,004_o_m_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,155,block1_Pilot_2,4,s_h,s_h_weak,,,,,0,0,0,0,0,57,57,57,,,,,,,,,546.0450447000001,None,547.3488773000001,547.6452459,547.6452459,547.7950254,547.7950254,547.836069,547.836069,None,None,0,547.836069,None,549.3359938000001,None,['7'],[0.6717009999999846],549.3359938000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_s_a.jpg,sad,7,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,224,block1_Pilot_2,21,s_n,s_n_weak,,,,,0,0,0,0,0,58,58,58,,,,,,,,,552.3361343000001,None,554.2135783000001,554.5038987,554.5038987,554.5286347000001,554.5286347000001,554.5694751999999,554.5694751999999,None,7,0,554.5694751999999,None,556.0695834,None,['7'],[1.2500304000000142],556.0695834,None,,,,,0.9343250999997963,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_h_a.jpg,happy,9,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,147,block1_Pilot_2,21,h_n,h_n_strong,,,,,0,0,0,0,0,59,59,59,,,,,,,,,559.0700506000001,None,560.3499821,560.6460412000001,560.6460412000001,560.6621728,560.6621728,560.702976,560.702976,None,None,0,560.702976,None,562.2032621000001,None,['7'],[1.0043124000001171],562.2032621000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_n_a.jpg,neutral,8,13,m,013_y_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,237,block1_Pilot_2,40,n_h,n_h_strong,,,,,0,0,0,0,0,60,60,60,,,,,,,,,565.2043292000001,None,567.1969564000001,567.4877624000001,567.4877624000001,567.5122145,567.5122145,567.5531455,567.5531455,None,7,0,567.5531455,None,569.0532208,None,['8'],[1.1542394000000513],569.0532208,None,,,,,0.9502837,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_n_a.jpg,neutral,8,19,f,019_m_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,199,block1_Pilot_2,27,n_h,n_h_strong,,,,,0,0,0,0,0,61,61,61,,,,,,,,,572.0541461,None,573.7338869,574.0296138000001,574.0296138000001,574.0542064000001,574.0542064000001,574.0949757000001,574.0949757000001,None,7,0,574.0949757000001,None,575.5948029000001,None,['7'],[1.100733900000023],575.5948029000001,None,,,,,1.3125724000001355,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_h_a.jpg,happy,9,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,2,169,block1_Pilot_2,27,h_s,h_s_strong,,,,,0,0,0,0,0,62,62,62,,,,,,,,,578.595804,None,580.0234992000001,580.3133292,580.3133292,580.3291903000002,580.3291903000002,580.3699116,580.3699116,None,9,0,580.3699116,None,581.8700149000001,None,['7'],[0.40947879999998804],581.8700149000001,None,,,,,0.9095965999999862,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_n_a.jpg,neutral,8,33,m,033_o_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,238,block1_Pilot_2,13,n_h,n_h_strong,,,,,0,0,0,0,0,63,63,63,,,,,,,,,584.8714258,None,586.8730954,587.1632972,587.1632972,587.3126882000001,587.3126882000001,587.3536713000001,587.3536713000001,None,8,0,587.3536713000001,None,588.8534420000001,None,['7'],[1.5782398000001194],588.8534420000001,None,,,,,0.9101537999999891,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_n_a.jpg,neutral,8,30,f,030_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block1_Pilot_2,33,n_s,n_s_weak,,,,,0,0,0,0,0,64,64,64,,,,,,,,,591.8543709,None,593.8630113000002,594.1549275,594.1549275,594.1630066,594.1630066,594.2037452,594.2037452,None,None,0,594.2037452,None,595.7040435000001,None,['9'],[0.8317194999999629],595.7040435000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_s_a.jpg,sad,7,4,m,004_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,146,block1_Pilot_2,33,s_s,s_s_weak,,,,,0,0,0,0,0,65,65,65,,,,,,,,,598.7045131,None,599.9294730000001,600.2214413000002,600.2214413000002,600.3711762,600.3711762,600.4120686000001,600.4120686000001,None,7,1,600.4120686000001,None,601.9121580000001,None,['7'],[1.7995421000000533],601.9121580000001,None,,,,,1.1555739000000358,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_s_a.jpg,sad,7,28,f,028_y_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,18,238,block1_Pilot_2,16,s_h,s_h_strong,,,,,0,0,0,0,0,66,66,66,,,,,,,,,604.9134431,None,606.9041108000001,607.1964885,607.1964885,607.3465081000002,607.3465081000002,607.3872294,607.3872294,None,7,0,607.3872294,None,608.8872584000001,None,['7'],[0.4644906000000901],608.8872584000001,None,,,,,0.33250150000003487,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,030_o_f_h_a.jpg,happy,9,28,f,028_y_f_h_a.jpg,happy,congruent,9,match,,120,150,,3,234,block1_Pilot_2,30,h_h,h_h_weak,,,,,0,0,0,0,0,67,67,67,,,,,,,,,611.8873801,None,613.8941308000001,614.1888550000001,614.1888550000001,614.2130768,614.2130768,614.2541452,614.2541452,None,9,1,614.2541452,None,615.7539873000001,None,['7'],[1.1017305000000306],615.7539873000001,None,,,,,0.7295974999999544,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_h_a.jpg,happy,9,4,m,004_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,2,141,block1_Pilot_2,13,h_h,h_h_strong,,,,,0,0,0,0,0,68,68,68,,,,,,,,,618.7551054,None,619.9541023000002,620.2472207000001,620.2472207000001,620.2634125,620.2634125,620.3041207000001,620.3041207000001,None,9,1,620.3041207000001,None,621.8043295,None,['7'],[0.5953462999998465],621.8043295,None,,,,,0.5275936000000456,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_s_a.jpg,sad,7,8,m,008_y_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,1,238,block1_Pilot_2,28,s_s,s_s_strong,,,,,0,0,0,0,0,69,69,69,,,,,,,,,624.8049247000001,None,626.8067495,627.0971551,627.0971551,627.1050192,627.1050192,627.1460423999999,627.1460423999999,None,None,0,627.1460423999999,None,628.6461719000001,None,['9'],[2.1134487000001627],628.6461719000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_s_a.jpg,sad,7,30,f,030_o_f_h_a.jpg,happy,incongruent,9,match,,130,150,,2,199,block1_Pilot_2,28,s_h,s_h_weak,,,,,0,0,0,0,0,70,70,70,,,,,,,,,631.6460955,None,633.3155587000001,633.6053794,633.6053794,633.6218631000002,633.6218631000002,633.6627635,633.6627635,None,9,1,633.6627635,None,635.1628475,None,['7'],[0.8367905999998584],635.1628475,None,,,,,1.1847649999999703,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_h_a.jpg,happy,9,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,137,block1_Pilot_2,8,h_n,h_n_weak,,,,,0,0,0,0,0,71,71,71,,,,,,,,,638.1638991,None,639.3166974000001,639.6056680000002,639.6056680000002,639.6218196,639.6218196,639.6630098,639.6630098,None,9,0,639.6630098,None,641.1643728000001,None,['8'],[1.619297399999823],641.1643728000001,None,,,,,0.8004455000000235,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_n_a.jpg,neutral,8,8,m,008_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,208,block1_Pilot_2,12,n_s,n_s_weak,,,,,0,0,0,0,0,72,72,72,,,,,,,,,644.1631748,None,645.9426641,646.2395087,646.2395087,646.2554619,646.2554619,646.2963309000002,646.2963309000002,None,None,0,646.2963309000002,None,647.7972777,None,['9'],[1.1941982999999254],647.7972777,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_n_a.jpg,neutral,8,8,m,008_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,3,211,block1_Pilot_2,16,n_n,n_n_strong,,,,,0,0,0,0,0,73,73,73,,,,,,,,,650.7963237000001,None,652.5800702000001,652.8727777000001,652.8727777000001,652.8972638,652.8972638,652.9381884,652.9381884,None,8,1,652.9381884,None,654.4383118000001,None,['8'],[0.9133209999999963],654.4383118000001,None,,,,,1.3253138000000035,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_h_a.jpg,happy,9,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,138,block1_Pilot_2,16,h_s,h_s_weak,,,,,0,0,0,0,0,74,74,74,,,,,,,,,657.4392173000001,None,658.5971915,658.889437,658.889437,658.9141502,658.9141502,658.9549488,658.9549488,None,9,0,658.9549488,None,660.4549322,None,['7'],[0.9768248000000312],660.4549322,None,,,,,0.6047889999999825,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_n_a.jpg,neutral,8,19,f,019_m_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,185,block1_Pilot_2,16,n_s,n_s_strong,,,,,0,0,0,0,0,75,75,75,,,,,,,,,663.4552115000001,None,665.0218032,665.314717,665.314717,665.3310494,665.3310494,665.3718650000001,665.3718650000001,None,8,0,665.3718650000001,None,666.8719047,None,['9'],[0.7677985000000263],666.8719047,None,,,,,1.227844100000084,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_s_a.jpg,sad,7,8,m,008_y_m_s_a.jpg,sad,congruent,7,match,,130,160,,1,238,block1_Pilot_2,27,s_s,s_s_strong,,,,,0,0,0,0,0,76,76,76,,,,,,,,,669.8726941,None,671.8634859000001,672.1562392000001,672.1562392000001,672.1644954000001,672.1644954000001,672.2053001000002,672.2053001000002,None,None,0,672.2053001000002,None,673.7051861,None,['9'],[0.6622883999998521],673.7051861,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_n_a.jpg,neutral,8,27,m,027_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,186,block1_Pilot_2,19,n_n,n_n_strong,,,,,0,0,0,0,0,77,77,77,,,,,,,,,676.7064953000001,None,678.2900100000002,678.5818712,678.5818712,678.6062178,678.6062178,678.6470099000001,678.6470099000001,None,8,1,678.6470099000001,None,680.1470295000001,None,['8'],[1.1727630000000318],680.1470295000001,None,,,,,0.7286624999999276,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,004_o_m_s_a.jpg,sad,7,12,f,012_o_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,1,238,block1_Pilot_2,4,s_s,s_s_strong,,,,,0,0,0,0,0,78,78,78,,,,,,,,,683.1475001000001,None,685.1379426000001,685.4319514000001,685.4319514000001,685.4395756000001,685.4395756000001,685.4806528000001,685.4806528000001,None,None,0,685.4806528000001,None,686.9806263,None,['9'],[2.21905670000001],686.9806263,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_n_a.jpg,neutral,8,13,m,013_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,3,207,block1_Pilot_2,19,n_s,n_s_strong,,,,,0,0,0,0,0,79,79,79,,,,,,,,,689.9806441000001,None,691.7265993000001,692.0154773000002,692.0154773000002,692.0397378,692.0397378,692.0805906,692.0805906,None,8,0,692.0805906,None,693.5806467,None,['8'],[1.0429922000000715],693.5806467,None,,,,,1.1592183000000205,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_h_a.jpg,happy,9,33,m,033_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,1,238,block1_Pilot_2,27,h_h,h_h_strong,,,,,0,0,0,0,0,80,80,80,,,,,,,,,696.5818737,None,698.5837444000001,698.8739796,698.8739796,698.8815988000001,698.8815988000001,698.9225568000002,698.9225568000002,None,None,0,698.9225568000002,None,700.4226938000002,None,['9'],[0.7448486000000685],700.4226938000002,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_h_a.jpg,happy,9,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block1_Pilot_2,27,h_s,h_s_weak,,,,,0,0,0,0,0,81,81,81,,,,,,,,,703.4231224,None,705.4249650000002,705.7157400000001,705.7157400000001,705.7233897000001,705.7233897000001,705.7643222000002,705.7643222000002,None,None,0,705.7643222000002,None,707.26424,None,['9'],[0.5672835000000305],707.26424,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_s_a.jpg,sad,7,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,146,block1_Pilot_2,33,s_n,s_n_weak,,,,,0,0,0,0,0,82,82,82,,,,,,,,,710.2649226000001,None,711.4889957,711.7820056,711.7820056,711.8068284000001,711.8068284000001,711.8477741000002,711.8477741000002,None,None,0,711.8477741000002,None,713.3477413,None,"['7', '7']","[0.5797441000001982, 0.8357891000000564]",713.3477413,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_h_a.jpg,happy,9,4,m,004_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,2,225,block1_Pilot_2,8,h_s,h_s_weak,,,,,0,0,0,0,0,83,83,83,,,,,,,,,716.3479234000001,None,718.2308445000001,718.5238468,718.5238468,718.5403403,718.5403403,718.5811840000001,718.5811840000001,None,9,0,718.5811840000001,None,720.0811435,None,['7'],[0.5105028999998922],720.0811435,None,,,,,0.7705863999999565,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_n_a.jpg,neutral,8,4,m,004_o_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,3,150,block1_Pilot_2,12,n_s,n_s_strong,,,,,0,0,0,0,0,84,84,84,,,,,,,,,723.0824034,None,724.3613491000001,724.6579287,724.6579287,724.6821622,724.6821622,724.7230791,724.7230791,None,8,0,724.7230791,None,726.2230755,None,['8'],[1.104571999999962],726.2230755,None,,,,,1.388622499999883,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_s_a.jpg,sad,7,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,156,block1_Pilot_2,21,s_n,s_n_strong,,,,,0,0,0,0,0,85,85,85,,,,,,,,,729.2238030999999,None,730.5289269,730.8240659,730.8240659,730.8405878000001,730.8405878000001,730.8814344,730.8814344,None,None,0,730.8814344,None,732.3816306000001,None,['9'],[0.4338803000000553],732.3816306000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,004_o_m_n_a.jpg,neutral,8,13,m,013_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,225,block1_Pilot_2,4,n_n,n_n_strong,,,,,0,0,0,0,0,86,86,86,,,,,,,,,735.3821246,None,737.2890855,737.5830855000002,737.5830855000002,737.5990332000001,737.5990332000001,737.6399835,737.6399835,None,9,0,737.6399835,None,739.1400322,None,['8'],[0.5555789000000004],739.1400322,None,,,,,1.1198916000000736,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_n_a.jpg,neutral,8,16,m,016_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,193,block1_Pilot_2,16,n_h,n_h_strong,,,,,0,0,0,0,0,87,87,87,,,,,,,,,742.1407688000002,None,743.7674186000002,744.0580055,744.0580055,744.2076741000001,744.2076741000001,744.2483634,744.2483634,None,None,0,744.2483634,None,745.7484103000002,None,"['7', '7']","[0.3872828999999456, 2.4430975000000217]",745.7484103000002,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_h_a.jpg,happy,9,4,m,004_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,2,195,block1_Pilot_2,33,h_h,h_h_strong,,,,,0,0,0,0,0,88,88,88,,,,,,,,,748.7484911000001,None,750.3819078000001,750.6744966000001,750.6744966000001,750.6909019,750.6909019,750.7317870000002,750.7317870000002,None,9,1,750.7317870000002,None,752.2319553,None,['7'],[0.9758429000000888],752.2319553,None,,,,,0.6759424999997918,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_h_a.jpg,happy,9,16,m,016_y_m_h_a.jpg,happy,congruent,9,match,,120,150,,3,209,block1_Pilot_2,27,h_h,h_h_weak,,,,,0,0,0,0,0,89,89,89,,,,,,,,,755.232193,None,757.0104393000001,757.3000339,757.3000339,757.3245047,757.3245047,757.3652597,757.3652597,None,9,1,757.3652597,None,758.8654841,None,['7'],[0.7821062000000438],758.8654841,None,,,,,0.8905000999998265,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_s_a.jpg,sad,7,16,m,016_y_m_s_a.jpg,sad,congruent,7,match,,130,160,,3,128,block1_Pilot_2,33,s_s,s_s_strong,,,,,0,0,0,0,0,90,90,90,,,,,,,,,761.8663794000001,None,762.9399661,763.2330782000001,763.2330782000001,763.2578779,763.2578779,763.2988268000001,763.2988268000001,None,7,1,763.2988268000001,None,764.7987930000002,None,['8'],[0.6409716999999091],764.7987930000002,None,,,,,0.9408134000000246,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_s_a.jpg,sad,7,30,f,030_o_f_s_a.jpg,sad,congruent,7,match,,130,160,,1,238,block1_Pilot_2,21,s_s,s_s_strong,,,,,0,0,0,0,0,91,91,91,,,,,,,,,767.7996129,None,769.7878802,770.0831453000001,770.0831453000001,770.0914002,770.0914002,770.1322369,770.1322369,None,None,0,770.1322369,None,771.6323715000001,None,"['9', '8']","[0.06314960000008796, 1.47911820000013]",771.6323715000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_n_a.jpg,neutral,8,28,f,028_y_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,166,block1_Pilot_2,33,n_s,n_s_strong,,,,,0,0,0,0,0,92,92,92,,,,,,,,,774.6334403000001,None,776.0361004000001,776.3256146000001,776.3256146000001,776.4747918,776.4747918,776.5155487,776.5155487,None,7,1,776.5155487,None,778.0158639000001,None,['7'],[1.6636837000000924],778.0158639000001,None,,,,,0.9001619000000574,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_n_a.jpg,neutral,8,30,f,030_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,18,228,block1_Pilot_2,19,n_n,n_n_weak,,,,,0,0,0,0,0,93,93,93,,,,,,,,,781.0157603,None,782.9345591000001,783.2255557000001,783.2255557000001,783.3749395,783.3749395,783.4158582,783.4158582,None,8,1,783.4158582,None,784.9158947000001,None,['8'],[0.9398286999999073],784.9158947000001,None,,,,,0.9838250000000244,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_s_a.jpg,sad,7,12,f,012_o_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,3,130,block1_Pilot_2,8,s_h,s_h_weak,,,,,0,0,0,0,0,94,94,94,,,,,,,,,787.916866,None,789.0178594000001,789.3092100000001,789.3092100000001,789.3333338,789.3333338,789.3743815,789.3743815,None,7,0,789.3743815,None,790.8743228000001,None,['7'],[1.4213472999999794],790.8743228000001,None,,,,,1.4412431999999171,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,18,189,block1_Pilot_2,16,n_n,n_n_strong,,,,,0,0,0,0,0,95,95,95,,,,,,,,,793.87536,None,795.4698124000001,795.7591538000001,795.7591538000001,795.9086799000002,795.9086799000002,795.9496119,795.9496119,None,7,0,795.9496119,None,797.4493732000001,None,['7'],[0.742258799999945],797.4493732000001,None,,,,,0.9300253000001248,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_s_a.jpg,sad,7,16,m,016_y_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,3,238,block1_Pilot_2,12,s_h,s_h_strong,,,,,0,0,0,0,0,96,96,96,,,,,,,,,800.4502775000001,None,802.4363863000001,802.7339526000001,802.7339526000001,802.7587295000001,802.7587295000001,802.7995402000001,802.7995402000001,None,None,0,802.7995402000001,None,804.2996803000001,None,['9'],[0.4200773999998546],804.2996803000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_h_a.jpg,happy,9,27,m,027_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,18,238,block1_Pilot_2,13,h_h,h_h_strong,,,,,0,0,0,0,0,97,97,97,,,,,,,,,807.2998477000001,None,809.3038775,809.5926490000002,809.5926490000002,809.7421752,809.7421752,809.7829488,809.7829488,None,9,1,809.7829488,None,811.2831669,None,['7'],[0.8765226000000439],811.2831669,None,,,,,0.5769450999998753,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_s_a.jpg,sad,7,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,1,238,block1_Pilot_2,16,s_n,s_n_weak,,,,,0,0,0,0,0,98,98,98,,,,,,,,,814.284165,None,816.2749776,816.5674901,816.5674901,816.5758316000001,816.5758316000001,816.61662,816.61662,None,None,0,816.61662,None,818.1165550000001,None,None,,818.1165550000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_n_a.jpg,neutral,8,30,f,030_o_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block1_Pilot_2,8,n_n,n_n_weak,,,,,0,0,0,0,0,99,99,99,,,,,,,,,821.1166637000001,None,823.1439358,823.4346411000001,823.4346411000001,823.4425125,823.4425125,823.4834582000001,823.4834582000001,None,None,0,823.4834582000001,None,824.9834248,None,['9'],[0.5682928000001084],824.9834248,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_s_a.jpg,sad,7,30,f,030_o_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,133,block1_Pilot_2,8,s_s,s_s_weak,,,,,0,0,0,0,0,100,100,100,,,,,,,,,827.983919,None,829.1118973,829.4015798,829.4015798,829.4176028000002,829.4176028000002,829.4584762,829.4584762,None,7,1,829.4584762,None,830.9584868,None,['8'],[0.40912100000014107],830.9584868,None,,,,,1.1492212000000563,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_n_a.jpg,neutral,8,30,f,030_o_f_s_a.jpg,sad,incongruent,7,match,,140,160,,3,197,block1_Pilot_2,40,n_s,n_s_strong,,,,,0,0,0,0,0,101,101,101,,,,,,,,,833.9589246,None,835.6196908,835.9099406,835.9099406,835.9343406,835.9343406,835.975269,835.975269,None,7,1,835.975269,None,837.4752897000001,None,['7'],[0.8442411000000902],837.4752897000001,None,,,,,1.0564125000000786,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
