Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.rt,key_resp_Rating.started,key_resp_Rating.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp.rt,participant,date,expName,psychopyVersion,frameRate,
,f,040_y_f_s_a.jpg,sad,7,40,f,040_y_f_h_a.jpg,happy,incongruent,9,match,,130,150,,1,238,block1_Pilot_2,40,s_h,s_h_weak,,,,,0,0,0,0,0,6,6,6,,,,,,,,,216.39566320000006,None,218.42000570000005,218.71303610000007,218.71303610000007,218.72143210000002,218.72143210000002,218.76213760000007,218.76213760000007,None,None,0,218.76213760000007,None,220.2621851,None,['9'],[1.8092255999999907],220.2621851,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_n_a.jpg,neutral,8,27,m,027_o_m_n_a.jpg,neutral,congruent,8,match,,140,170,,18,238,block1_Pilot_2,33,n_n,n_n_weak,,,,,0,0,0,0,0,7,7,7,,,,,,,,,223.2623572000001,None,225.35250140000005,225.64705420000007,225.64705420000007,225.79666210000005,225.79666210000005,225.8372604000001,225.8372604000001,None,7,0,225.8372604000001,None,227.33742110000003,None,['7'],[1.5419081000000006],227.33742110000003,None,,,,,1.1541486999999506,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_h_a.jpg,happy,9,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,1,238,block1_Pilot_2,40,h_n,h_n_strong,,,,,0,0,0,0,0,8,8,8,,,,,,,,,230.3374851000001,None,232.6325673,232.92295980000006,232.92295980000006,232.93079350000005,232.93079350000005,232.9706354000001,232.9706354000001,None,None,0,232.9706354000001,None,234.47166130000005,None,['9'],[2.0798909000000094],234.47166130000005,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_h_a.jpg,happy,9,12,f,012_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,3,198,block1_Pilot_2,13,h_s,h_s_weak,,,,,0,0,0,0,0,9,9,9,,,,,,,,,237.47201340000004,None,239.1766632,239.47218340000006,239.47218340000006,239.49663020000003,239.49663020000003,239.5374974,239.5374974,None,9,0,239.5374974,None,241.03791230000002,None,['7'],[0.49749629999996614],241.03791230000002,None,,,,,0.981957599999987,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_h_a.jpg,happy,9,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,18,150,block1_Pilot_2,8,h_n,h_n_strong,,,,,0,0,0,0,0,10,10,10,,,,,,,,,244.03802080000003,None,245.3008092,245.5891818,245.5891818,245.73850720000007,245.73850720000007,245.77928530000008,245.77928530000008,None,9,0,245.77928530000008,None,247.27945910000005,None,['7'],[0.7440144000000828],247.27945910000005,None,,,,,0.7881677999999965,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_h_a.jpg,happy,9,27,m,027_o_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block1_Pilot_2,19,h_s,h_s_weak,,,,,0,0,0,0,0,11,11,11,,,,,,,,,250.27989660000003,None,252.27622280000003,252.57212570000002,252.57212570000002,252.58034120000002,252.58034120000002,252.6212356000001,252.6212356000001,None,None,0,252.6212356000001,None,254.1212395,None,['9'],[1.4542328999999654],254.1212395,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_s_a.jpg,sad,7,4,m,004_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,142,block1_Pilot_2,16,s_s,s_s_strong,,,,,0,0,0,0,0,12,12,12,,,,,,,,,257.12139590000004,None,258.3198153000001,258.61387620000005,258.61387620000005,258.7638009000001,258.7638009000001,258.8046349000001,258.8046349000001,None,7,1,258.8046349000001,None,260.30470320000006,None,['7'],[1.4387909000000718],260.30470320000006,None,,,,,1.2267550000000256,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_n_a.jpg,neutral,8,21,f,021_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,3,171,block1_Pilot_2,21,n_h,n_h_weak,,,,,0,0,0,0,0,13,13,13,,,,,,,,,263.304881,None,264.8356688,265.1313566,265.1313566,265.15559640000004,265.15559640000004,265.1964769000001,265.1964769000001,None,8,0,265.1964769000001,None,266.69656050000003,None,['7'],[1.0709961000000021],266.69656050000003,None,,,,,1.4269550999999865,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_h_a.jpg,happy,9,13,m,013_y_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,213,block1_Pilot_2,12,h_h,h_h_weak,,,,,0,0,0,0,0,14,14,14,,,,,,,,,269.6981423000001,None,271.4821733,271.7726758,271.7726758,271.7974438000001,271.7974438000001,271.838257,271.838257,None,9,1,271.838257,None,273.33837660000006,None,['7'],[0.5010606000000735],273.33837660000006,None,,,,,0.737101100000018,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_s_a.jpg,sad,7,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,174,block1_Pilot_2,21,s_n,s_n_weak,,,,,0,0,0,0,0,15,15,15,,,,,,,,,276.3392569,None,277.8010713000001,278.0894538,278.0894538,278.1144312,278.1144312,278.1551148000001,278.1551148000001,None,None,0,278.1551148000001,None,279.6551408,None,"['7', '7']","[0.39230000000009113, 1.1843002000000524]",279.6551408,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_n_a.jpg,neutral,8,19,f,019_m_f_h_a.jpg,happy,incongruent,9,match,,140,150,,3,238,block1_Pilot_2,19,n_h,n_h_weak,,,,,0,0,0,0,0,16,16,16,,,,,,,,,282.65533330000005,None,284.6909441,284.9817538000001,284.9817538000001,285.00602030000005,285.00602030000005,285.0468397000001,285.0468397000001,None,8,0,285.0468397000001,None,286.5470121000001,None,['7'],[0.6043670999999904],286.5470121000001,None,,,,,0.8885885999999346,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_n_a.jpg,neutral,8,30,f,030_o_f_s_a.jpg,sad,incongruent,7,match,,140,160,,18,219,block1_Pilot_2,28,n_s,n_s_weak,,,,,0,0,0,0,0,17,17,17,,,,,,,,,289.54699630000005,None,291.39782,291.6904412,291.6904412,291.8396788,291.8396788,291.88031220000005,291.88031220000005,None,7,1,291.88031220000005,None,293.38053460000003,None,['7'],[0.7628911000000471],293.38053460000003,None,,,,,0.863131400000043,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_h_a.jpg,happy,9,8,m,008_y_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,176,block1_Pilot_2,8,h_s,h_s_weak,,,,,0,0,0,0,0,18,18,18,,,,,,,,,296.38168770000004,None,297.8571336000001,298.14826270000003,298.14826270000003,298.1731854000001,298.1731854000001,298.2138096000001,298.2138096000001,None,9,0,298.2138096000001,None,299.7138447000001,None,['7'],[0.6375272000000223],299.7138447000001,None,,,,,0.617639699999927,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,019_m_f_h_a.jpg,happy,9,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,18,136,block1_Pilot_2,19,h_n,h_n_weak,,,,,0,0,0,0,0,19,19,19,,,,,,,,,302.7139622000001,None,303.85510180000006,304.1482039,304.1482039,304.2983918000001,304.2983918000001,304.33894140000007,304.33894140000007,None,9,0,304.33894140000007,None,305.83889540000007,None,['7'],[0.6086455999999316],305.83889540000007,None,,,,,0.7325171999999611,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_n_a.jpg,neutral,8,12,f,012_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,132,block1_Pilot_2,13,n_s,n_s_strong,,,,,0,0,0,0,0,20,20,20,,,,,,,,,308.8392246000001,None,310.00049590000003,310.2909271000001,310.2909271000001,310.3068151000001,310.3068151000001,310.3475747000001,310.3475747000001,None,None,0,310.3475747000001,None,311.8474771000001,None,['8'],[0.15994420000004084],311.8474771000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_s_a.jpg,sad,7,8,m,008_y_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,2,175,block1_Pilot_2,40,s_h,s_h_weak,,,,,0,0,0,0,0,21,21,21,,,,,,,,,314.84763670000007,None,316.3145423000001,316.6070033000001,316.6070033000001,316.6236441000001,316.6236441000001,316.6642782,316.6642782,None,None,0,316.6642782,None,318.16438890000006,None,"['8', '7']","[0.7391670999999178, 1.2511244999999462]",318.16438890000006,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,004_o_m_h_a.jpg,happy,9,40,f,040_y_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,2,193,block1_Pilot_2,4,h_s,h_s_weak,,,,,0,0,0,0,0,22,22,22,,,,,,,,,321.1652177000001,None,322.82068760000004,323.11581680000006,323.11581680000006,323.13193250000006,323.13193250000006,323.1726067000001,323.1726067000001,None,9,0,323.1726067000001,None,324.67275760000007,None,['7'],[0.630726799999934],324.67275760000007,None,,,,,0.6108388000000105,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_s_a.jpg,sad,7,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,2,126,block1_Pilot_2,28,s_n,s_n_weak,,,,,0,0,0,0,0,23,23,23,,,,,,,,,327.6728951,None,328.7401026,329.0322655000001,329.0322655000001,329.04866300000003,329.04866300000003,329.08946290000006,329.08946290000006,None,None,0,329.08946290000006,None,330.5894809,None,['7'],[0.42593750000003183],330.5894809,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,004_o_m_h_a.jpg,happy,9,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,3,146,block1_Pilot_2,4,h_n,h_n_strong,,,,,0,0,0,0,0,24,24,24,,,,,,,,,333.59078840000006,None,334.8473742000001,335.1411670000001,335.1411670000001,335.16549570000006,335.16549570000006,335.2063412000001,335.2063412000001,None,None,0,335.2063412000001,None,336.7062483000001,None,"['9', '8']","[0.3413223999999673, 1.1572687000000315]",336.7062483000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_s_a.jpg,sad,7,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,132,block1_Pilot_2,8,s_n,s_n_strong,,,,,0,0,0,0,0,25,25,25,,,,,,,,,339.70649790000004,None,340.83217890000003,341.1244752,341.1244752,341.14895250000006,341.14895250000006,341.18970920000004,341.18970920000004,None,7,0,341.18970920000004,None,342.68983360000004,None,['7'],[0.6696223000000145],342.68983360000004,None,,,,,0.9297457000000122,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_n_a.jpg,neutral,8,40,f,040_y_f_s_a.jpg,sad,incongruent,7,match,,140,160,,2,123,block1_Pilot_2,40,n_s,n_s_weak,,,,,0,0,0,0,0,26,26,26,,,,,,,,,345.68811660000006,None,346.77083100000004,347.0649316,347.0649316,347.0810511000001,347.0810511000001,347.1215439,347.1215439,None,None,0,347.1215439,None,348.6214672000001,None,"['8', '8']","[0.11400170000001708, 0.8339545000000044]",348.6214672000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_s_a.jpg,sad,7,27,m,027_o_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,3,159,block1_Pilot_2,28,s_s,s_s_weak,,,,,0,0,0,0,0,27,27,27,,,,,,,,,351.6215175000001,None,352.9829731000001,353.2728571,353.2728571,353.2974031000001,353.2974031000001,353.33813640000005,353.33813640000005,None,7,1,353.33813640000005,None,354.8382894,None,['7'],[0.8890695999999707],354.8382894,None,,,,,0.8771963000000369,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_s_a.jpg,sad,7,27,m,027_o_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,18,166,block1_Pilot_2,12,s_s,s_s_weak,,,,,0,0,0,0,0,28,28,28,,,,,,,,,357.83906850000005,None,359.2339266,359.52436580000006,359.52436580000006,359.67440640000007,359.67440640000007,359.71463600000004,359.71463600000004,None,7,1,359.71463600000004,None,361.21560680000005,None,['7'],[0.5838103000000956],361.21560680000005,None,,,,,0.5808841000000484,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_n_a.jpg,neutral,8,28,f,028_y_f_h_a.jpg,happy,incongruent,9,match,,140,150,,2,186,block1_Pilot_2,28,n_h,n_h_weak,,,,,0,0,0,0,0,29,29,29,,,,,,,,,364.21623910000005,None,365.8691116000001,366.1582347000001,366.1582347000001,366.17465030000005,366.17465030000005,366.21516010000005,366.21516010000005,None,None,0,366.21516010000005,None,367.7153568000001,None,"['8', '8']","[0.5800557000000026, 1.3400348000000122]",367.7153568000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_n_a.jpg,neutral,8,16,m,016_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,188,block1_Pilot_2,27,n_n,n_n_weak,,,,,0,0,0,0,0,30,30,30,,,,,,,,,370.71541260000004,None,372.3087309,372.6004987,372.6004987,372.616392,372.616392,372.6568893000001,372.6568893000001,None,None,0,372.6568893000001,None,374.1571028000001,None,['9'],[0.9463038000000097],374.1571028000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_s_a.jpg,sad,7,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,162,block1_Pilot_2,12,s_n,s_n_strong,,,,,0,0,0,0,0,31,31,31,,,,,,,,,377.15732130000004,None,378.51192520000006,378.8080238,378.8080238,378.8329547000001,378.8329547000001,378.8737158,378.8737158,None,9,0,378.8737158,None,380.37386620000007,None,['9'],[0.8578370999999834],380.37386620000007,None,,,,,1.4777370999998993,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_s_a.jpg,sad,7,16,m,016_y_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,1,238,block1_Pilot_2,12,s_h,s_h_strong,,,,,0,0,0,0,0,32,32,32,,,,,,,,,383.3743058,None,385.36020410000003,385.65823150000006,385.65823150000006,385.66651950000005,385.66651950000005,385.7072250000001,385.7072250000001,None,None,0,385.7072250000001,None,387.20785020000005,None,['9'],[0.9035814000000073],387.20785020000005,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_n_a.jpg,neutral,8,21,f,021_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,3,220,block1_Pilot_2,28,n_n,n_n_weak,,,,,0,0,0,0,0,33,33,33,,,,,,,,,390.2078094000001,None,392.1063515000001,392.40094940000006,392.40094940000006,392.4252076,392.4252076,392.4661674,392.4661674,None,8,1,392.4661674,None,393.96612820000007,None,['7'],[1.441338700000074],393.96612820000007,None,,,,,0.8534141000000091,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_h_a.jpg,happy,9,33,m,033_o_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,2,194,block1_Pilot_2,40,h_s,h_s_weak,,,,,0,0,0,0,0,34,34,34,,,,,,,,,396.9663646,None,398.59480670000005,398.8838796,398.8838796,398.90052120000007,398.90052120000007,398.9412698000001,398.9412698000001,None,None,0,398.9412698000001,None,400.44154490000005,None,['9'],[0.8142334000000346],400.44154490000005,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_h_a.jpg,happy,9,8,m,008_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,3,162,block1_Pilot_2,28,h_n,h_n_weak,,,,,0,0,0,0,0,35,35,35,,,,,,,,,403.44137710000007,None,404.81030970000006,405.1010484000001,405.1010484000001,405.12536380000006,405.12536380000006,405.16628690000005,405.16628690000005,None,9,0,405.16628690000005,None,406.6669350000001,None,['7'],[0.41262949999998],406.6669350000001,None,,,,,0.761179200000015,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_n_a.jpg,neutral,8,27,m,027_o_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,126,block1_Pilot_2,13,n_n,n_n_strong,,,,,0,0,0,0,0,36,36,36,,,,,,,,,409.666471,None,410.78655890000005,411.0761146000001,411.0761146000001,411.09248650000006,411.09248650000006,411.13330700000006,411.13330700000006,None,8,1,411.13330700000006,None,412.63308860000006,None,['8'],[0.3746243000000504],412.63308860000006,None,,,,,1.0264442000000145,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_s_a.jpg,sad,7,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,156,block1_Pilot_2,28,s_n,s_n_strong,,,,,0,0,0,0,0,37,37,37,,,,,,,,,415.6339085000001,None,416.9439343,417.2342434000001,417.2342434000001,417.25073610000004,417.25073610000004,417.2917537000001,417.2917537000001,None,9,0,417.2917537000001,None,418.7919081,None,['8'],[0.4317833000000064],418.7919081,None,,,,,1.187841800000001,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_s_a.jpg,sad,7,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,138,block1_Pilot_2,16,s_n,s_n_weak,,,,,0,0,0,0,0,38,38,38,,,,,,,,,421.7919524,None,422.9540674000001,423.2427689000001,423.2427689000001,423.2675862000001,423.2675862000001,423.3085178,423.3085178,None,7,0,423.3085178,None,424.8084279000001,None,['7'],[0.4391858000000184],424.8084279000001,None,,,,,0.9233768000000282,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_s_a.jpg,sad,7,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,120,block1_Pilot_2,33,s_n,s_n_strong,,,,,0,0,0,0,0,39,39,39,,,,,,,,,427.80974520000007,None,428.8215629,429.117841,429.117841,429.14246560000004,429.14246560000004,429.1835288000001,429.1835288000001,None,7,0,429.1835288000001,None,430.68349580000006,None,['7'],[1.0121116999999913],430.68349580000006,None,,,,,0.6959402999999611,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_s_a.jpg,sad,7,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block1_Pilot_2,40,s_n,s_n_weak,,,,,0,0,0,0,0,40,40,40,,,,,,,,,433.68468540000003,None,435.6790522,435.96799840000006,435.96799840000006,435.9762514,435.9762514,436.01692550000007,436.01692550000007,None,None,0,436.01692550000007,None,437.5175710000001,None,['9'],[0.8022644000000128],437.5175710000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,021_o_f_n_a.jpg,neutral,8,19,f,019_m_f_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block1_Pilot_2,21,n_s,n_s_strong,,,,,0,0,0,0,0,41,41,41,,,,,,,,,440.51788710000005,None,442.5870752000001,442.8770382,442.8770382,442.8845583000001,442.8845583000001,442.9255833000001,442.9255833000001,None,None,0,442.9255833000001,None,444.4255267000001,None,['9'],[0.3741016999999829],444.4255267000001,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_h_a.jpg,happy,9,27,m,027_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,3,134,block1_Pilot_2,33,h_h,h_h_weak,,,,,0,0,0,0,0,42,42,42,,,,,,,,,447.42575120000004,None,448.5555011,448.85162230000003,448.85162230000003,448.87660370000003,448.87660370000003,448.91739530000007,448.91739530000007,None,9,1,448.91739530000007,None,450.4173833000001,None,['7'],[0.526413400000024],450.4173833000001,None,,,,,0.6982686000000058,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,2,225,block1_Pilot_2,40,s_h,s_h_strong,,,,,0,0,0,0,0,43,43,43,,,,,,,,,453.4174753000001,None,455.30071480000015,455.5932441,455.5932441,455.6100529,455.6100529,455.65063340000006,455.65063340000006,None,8,0,455.65063340000006,None,457.1516693000001,None,['8'],[0.967957399999932],457.1516693000001,None,,,,,1.4049074000001838,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,027_o_m_s_a.jpg,sad,7,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,18,238,block1_Pilot_2,27,s_n,s_n_weak,,,,,0,0,0,0,0,44,44,44,,,,,,,,,460.1513709000001,None,462.14706520000004,462.4352666,462.4352666,462.5851559,462.5851559,462.6259407,462.6259407,None,7,0,462.6259407,None,464.1259327,None,['7'],[0.729625900000201],464.1259327,None,,,,,0.8214755999999852,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,016_y_m_h_a.jpg,happy,9,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,3,202,block1_Pilot_2,16,h_n,h_n_weak,,,,,0,0,0,0,0,45,45,45,,,,,,,,,467.12595020000003,None,468.8256953,469.1187516,469.1187516,469.1435200000001,469.1435200000001,469.18449980000014,469.18449980000014,None,9,0,469.18449980000014,None,470.6845141000001,None,['7'],[0.6592078999999558],470.6845141000001,None,,,,,0.5592996999998832,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,033_o_m_h_a.jpg,happy,9,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,150,block1_Pilot_2,33,h_n,h_n_weak,,,,,0,0,0,0,0,46,46,46,,,,,,,,,473.6845008,None,474.94272850000016,475.2354878000001,475.2354878000001,475.2519238,475.2519238,475.2929497,475.2929497,None,None,0,475.2929497,None,476.79311630000007,None,"['9', '8']","[0.11869950000004792, 1.1346126999999342]",476.79311630000007,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_n_a.jpg,neutral,8,16,m,016_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block1_Pilot_2,12,n_n,n_n_strong,,,,,0,0,0,0,0,47,47,47,,,,,,,,,479.7929564000001,None,481.8328742000001,482.1279346000001,482.1279346000001,482.1354053,482.1354053,482.17638220000003,482.17638220000003,None,None,0,482.17638220000003,None,483.67625440000006,None,['9'],[0.6673875000001317],483.67625440000006,None,,,,,,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,040_y_f_n_a.jpg,neutral,8,30,f,030_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,2,194,block1_Pilot_2,40,n_h,n_h_strong,,,,,0,0,0,0,0,48,48,48,,,,,,,,,486.6765634000001,None,488.31200020000006,488.60283849999996,488.60283849999996,488.61866980000013,488.61866980000013,488.65979960000004,488.65979960000004,None,8,0,488.65979960000004,None,490.15977010000006,None,['7'],[0.5837724000000435],490.15977010000006,None,,,,,1.2436024000000998,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,013_y_m_n_a.jpg,neutral,8,12,f,012_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,238,block1_Pilot_2,13,n_s,n_s_weak,,,,,0,0,0,0,0,49,49,49,,,,,,,,,493.15962590000004,None,495.16360770000006,495.45288789999995,495.45288789999995,495.60237630000006,495.60237630000006,495.6432093000001,495.6432093000001,None,8,0,495.6432093000001,None,497.1433807000001,None,['7'],[1.6402272000000266],497.1433807000001,None,,,,,0.7404790999999022,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,012_o_f_h_a.jpg,happy,9,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,125,block1_Pilot_2,12,h_n,h_n_strong,,,,,0,0,0,0,0,50,50,50,,,,,,,,,500.1442059000001,None,501.1981673,501.49430600000005,501.49430600000005,501.51084630000014,501.51084630000014,501.55172430000016,501.55172430000016,None,9,0,501.55172430000016,None,503.0516284,None,['7'],[1.1879766000001837],503.0516284,None,,,,,0.74388399999998,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,m,008_y_m_s_a.jpg,sad,7,19,f,019_m_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,202,block1_Pilot_2,8,s_s,s_s_strong,,,,,0,0,0,0,0,51,51,51,,,,,,,,,506.0521378000001,None,507.77702450000015,508.06981429999996,508.06981429999996,508.08601210000006,508.08601210000006,508.1269519,508.1269519,None,7,1,508.1269519,None,509.62675420000005,None,['7'],[0.9089344999999867],509.62675420000005,None,,,,,1.2964825999999903,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
,f,028_y_f_n_a.jpg,neutral,8,12,f,012_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,214,block1_Pilot_2,28,n_n,n_n_strong,,,,,0,0,0,0,0,52,52,52,,,,,,,,,512.6270744000001,None,514.4324442,514.728472,514.728472,514.7444234,514.7444234,514.7851876,514.7851876,None,8,1,514.7851876,None,516.2854191000001,None,['8'],[1.050285600000052],516.2854191000001,None,,,,,0.8865419999999631,Emoconpilot027,2021_Oct_27_1229,BackwardMask,2020.2.8,119.66446085174819,
