Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.started,key_resp_Rating.stopped,key_resp_Rating.rt,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,f,012_o_f_n_a.jpg,neutral,8,4,m,004_o_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,2,147,block3_Pilot_2,12,n_h,n_h_strong,,,,,0,2,2,2,0,31,31,31,,,,,,,,,2023.9360950000118,None,2025.1810550000519,2025.4701551001053,2025.4701551001053,2025.4861570000648,2025.4861570000648,2025.5267386999913,2025.5267386999913,None,8,0,0.8383398000150919,2025.5267386999913,None,2027.027100100182,None,['7'],2027.027100100182,None,[0.25014359992928803],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_h_a.jpg,happy,9,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,18,131,block3_Pilot_2,4,h_n,h_n_weak,,,,,0,2,2,2,0,32,32,32,,,,,,,,,2030.027826400008,None,2031.139028500067,2031.4289017000701,2031.4289017000701,2031.5780047001317,2031.5780047001317,2031.6183384000324,2031.6183384000324,None,9,0,0.38696329994127154,2031.6183384000324,None,2033.1198115001898,None,['7'],2033.1198115001898,None,[0.22151469998061657],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,12,f,012_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,177,block3_Pilot_2,30,n_h,n_h_strong,,,,,0,2,2,2,0,33,33,33,,,,,,,,,2036.1197821001988,None,2037.6144974001218,2037.903730200138,2037.903730200138,2038.0530584000517,2038.0530584000517,2038.0938465001527,2038.0938465001527,None,8,0,0.5435032998211682,2038.0938465001527,None,2039.5939364000224,None,['7'],2039.5939364000224,None,[0.26714579993858933],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,27,m,027_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,3,173,block3_Pilot_2,13,s_s,s_s_strong,,,,,0,2,2,2,0,34,34,34,,,,,,,,,2042.5947936000302,None,2044.0438368001487,2044.3368271000218,2044.3368271000218,2044.3614703000057,2044.3614703000057,2044.402366900118,2044.402366900118,None,7,1,0.6428660000674427,2044.402366900118,None,2045.902550100116,None,['7'],2045.902550100116,None,[0.23862099996767938],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,4,m,004_o_m_n_a.jpg,neutral,congruent,8,match,,140,170,,3,181,block3_Pilot_2,8,n_n,n_n_strong,,,,,0,2,2,2,0,35,35,35,,,,,,,,,2048.902577599976,None,2050.4316550001968,2050.7204548001755,2050.7204548001755,2050.745142000029,2050.745142000029,2050.7858516001143,2050.7858516001143,None,8,1,0.6114766001701355,2050.7858516001143,None,2052.285898000002,None,['7'],2052.285898000002,None,[0.23934830003418028],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,40,f,040_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,140,block3_Pilot_2,13,n_n,n_n_weak,,,,,0,2,2,2,0,36,36,36,,,,,,,,,2055.2868455999997,None,2056.4713308000937,2056.762389900163,2056.762389900163,2056.7866953001358,2056.7866953001358,2056.8276574001648,2056.8276574001648,None,8,1,0.5615769999567419,2056.8276574001648,None,2058.3275427001063,None,['7'],2058.3275427001063,None,[0.2937344000674784],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_s_a.jpg,sad,7,28,f,028_y_f_s_a.jpg,sad,congruent,7,match,,130,160,,18,198,block3_Pilot_2,19,s_s,s_s_strong,,,,,0,2,2,2,0,37,37,37,,,,,,,,,2061.328466700157,None,2062.996896299999,2063.287306500133,2063.287306500133,2063.436892100144,2063.436892100144,2063.47772360011,2063.47772360011,None,7,1,0.49549370002932847,2063.47772360011,None,2064.977809100179,None,['7'],2064.977809100179,None,[0.2194193999748677],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,28,f,028_y_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block3_Pilot_2,27,n_s,n_s_strong,,,,,0,2,2,2,0,38,38,38,,,,,,,,,2067.97864570003,None,2069.980999100022,2070.2710843000095,2070.2710843000095,2070.27863480011,2070.27863480011,2070.319549900014,2070.319549900014,None,None,0,,2070.319549900014,None,2071.819495300064,None,['9'],2071.819495300064,None,[0.24171760003082454],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,12,f,012_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,214,block3_Pilot_2,13,n_s,n_s_strong,,,,,0,2,2,2,0,39,39,39,,,,,,,,,2074.8212409000844,None,2076.623057699995,2076.9127257000655,2076.9127257000655,2077.0619750001933,2077.0619750001933,2077.1029852000065,2077.1029852000065,None,8,0,0.6142629999667406,2077.1029852000065,None,2078.6031254001427,None,['7'],2078.6031254001427,None,[0.2582131000235677],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,4,m,004_o_m_s_a.jpg,sad,incongruent,7,match,,140,160,,18,201,block3_Pilot_2,8,n_s,n_s_weak,,,,,0,2,2,2,0,40,40,40,,,,,,,,,2081.6034687000792,None,2083.2975664001424,2083.5877026000526,2083.5877026000526,2083.737134100171,2083.737134100171,2083.77814820013,2083.77814820013,None,8,0,0.3469698999542743,2083.77814820013,None,2085.2784121001605,None,['7'],2085.2784121001605,None,[0.3028255000244826],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,19,f,019_m_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,2,164,block3_Pilot_2,27,n_n,n_n_strong,,,,,0,2,2,2,0,41,41,41,,,,,,,,,2088.2791975999717,None,2089.6639127000235,2089.954880400095,2089.954880400095,2089.9707440000493,2089.9707440000493,2090.011628500186,2090.011628500186,None,8,1,0.7934894999489188,2090.011628500186,None,2091.51218160009,None,['7'],2091.51218160009,None,[0.24477229989133775],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_h_a.jpg,happy,9,30,f,030_o_f_h_a.jpg,happy,congruent,9,match,,120,150,,1,238,block3_Pilot_2,19,h_h,h_h_weak,,,,,0,2,2,2,0,42,42,42,,,,,,,,,2094.512624300085,None,2096.503208799986,2096.7960676001385,2096.7960676001385,2096.8043190001044,2096.8043190001044,2096.845122100087,2096.845122100087,None,None,0,,2096.845122100087,None,2098.345707300119,None,['9'],2098.345707300119,None,[0.3793822000734508],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_h_a.jpg,happy,9,33,m,033_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,168,block3_Pilot_2,8,h_s,h_s_strong,,,,,0,2,2,2,0,43,43,43,,,,,,,,,2101.345312600024,None,2102.7519078000914,2103.0461736000143,2103.0461736000143,2103.071106800111,2103.071106800111,2103.1118365,2103.1118365,None,9,0,0.6773899998515844,2103.1118365,None,2104.612448700005,None,['7'],2104.612448700005,None,[0.2566994000226259],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_h_a.jpg,happy,9,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,1,238,block3_Pilot_2,12,h_n,h_n_strong,,,,,0,2,2,2,0,44,44,44,,,,,,,,,2107.6121205000672,None,2109.6039519000333,2109.8963411999866,2109.8963411999866,2109.9045816001017,2109.9045816001017,2109.94529459998,2109.94529459998,None,None,0,,2109.94529459998,None,2111.445430800086,None,['9'],2111.445430800086,None,[1.1518631000071764],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,4,m,004_o_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,18,238,block3_Pilot_2,19,n_h,n_h_strong,,,,,0,2,2,2,0,45,45,45,,,,,,,,,2114.4464001001325,None,2116.450888000196,2116.746970599983,2116.746970599983,2116.896313500125,2116.896313500125,2116.937171500176,2116.937171500176,None,8,0,0.4840647999662906,2116.937171500176,None,2118.4373155001085,None,['7'],2118.4373155001085,None,[0.4240075000561774],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_h_a.jpg,happy,9,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,1,238,block3_Pilot_2,4,h_n,h_n_strong,,,,,0,2,2,2,0,46,46,46,,,,,,,,,2121.4380177001003,None,2123.439848900074,2123.730479200138,2123.730479200138,2123.7383523001336,2123.7383523001336,2123.77890080004,2123.77890080004,None,None,0,,2123.77890080004,None,2125.279057700187,None,['9'],2125.279057700187,None,[0.9261912999209017],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,18,238,block3_Pilot_2,27,s_n,s_n_strong,,,,,0,2,2,2,0,47,47,47,,,,,,,,,2128.279210800072,None,2130.2699635999743,2130.5636197000276,2130.5636197000276,2130.713345500175,2130.713345500175,2130.7541987001896,2130.7541987001896,None,7,0,0.5629848998505622,2130.7541987001896,None,2132.254142000107,None,['7'],2132.254142000107,None,[0.43098710011690855],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,8,m,008_y_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,236,block3_Pilot_2,4,s_n,s_n_weak,,,,,0,2,2,2,0,48,48,48,,,,,,,,,2135.2552646000404,None,2137.227740000002,2137.5220433999784,2137.5220433999784,2137.546791800065,2137.546791800065,2137.587519200053,2137.587519200053,None,7,0,0.6737334998324513,2137.587519200053,None,2139.0884297001176,None,['7'],2139.0884297001176,None,[0.28472410002723336],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,8,m,008_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block3_Pilot_2,19,n_n,n_n_strong,,,,,0,2,2,2,0,49,49,49,,,,,,,,,2142.088615800021,None,2144.092155300081,2144.3808055000845,2144.3808055000845,2144.3885619000066,2144.3885619000066,2144.4293446000665,2144.4293446000665,None,None,0,,2144.4293446000665,None,2145.9295575001743,None,None,2145.9295575001743,None,,,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,27,m,027_o_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,227,block3_Pilot_2,27,n_h,n_h_weak,,,,,0,2,2,2,0,50,50,50,,,,,,,,,2148.929674900137,None,2150.840603800025,2151.131043100031,2151.131043100031,2151.2804288000334,2151.2804288000334,2151.3212085000705,2151.3212085000705,None,8,0,0.6280123998876661,2151.3212085000705,None,2152.8211835999973,None,['7'],2152.8211835999973,None,[0.4320932000409812],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,40,f,040_y_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,233,block3_Pilot_2,8,n_s,n_s_strong,,,,,0,2,2,2,0,51,51,51,,,,,,,,,2155.822337400168,None,2157.7882946999744,2158.0810775000136,2158.0810775000136,2158.0971139001194,2158.0971139001194,2158.1379507000092,2158.1379507000092,None,8,0,0.5231315998826176,2158.1379507000092,None,2159.6380023001693,None,['7'],2159.6380023001693,None,[0.24702439992688596],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_h_a.jpg,happy,9,40,f,040_y_f_s_a.jpg,sad,incongruent,7,match,,120,160,,2,139,block3_Pilot_2,19,h_s,h_s_strong,,,,,0,2,2,2,0,52,52,52,,,,,,,,,2162.638046100037,None,2163.804434500169,2164.097445000196,2164.097445000196,2164.113886100007,2164.113886100007,2164.1548678001855,2164.1548678001855,None,9,0,0.7063879000488669,2164.1548678001855,None,2165.6549536001403,None,['7'],2165.6549536001403,None,[0.38222759985364974],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_h_a.jpg,happy,9,21,f,021_o_f_h_a.jpg,happy,congruent,9,match,,120,150,,2,238,block3_Pilot_2,28,h_h,h_h_weak,,,,,0,2,2,2,0,53,53,53,,,,,,,,,2168.6557343001477,None,2170.648603599984,2170.9393150000833,2170.9393150000833,2170.9558863001876,2170.9558863001876,2170.996440600138,2170.996440600138,None,9,1,0.5447739998344332,2170.996440600138,None,2172.496531800134,None,None,2172.496531800134,None,,,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,27,m,027_o_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,134,block3_Pilot_2,30,n_h,n_h_strong,,,,,0,2,2,2,0,54,54,54,,,,,,,,,2175.497034400003,None,2176.6576353001874,2176.948224800173,2176.948224800173,2176.972590400139,2176.972590400139,2177.0133673001546,2177.0133673001546,None,8,0,0.7117616001050919,2177.0133673001546,None,2178.513390599983,None,['7'],2178.513390599983,None,[0.2517492000479251],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_h_a.jpg,happy,9,27,m,027_o_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block3_Pilot_2,28,h_s,h_s_weak,,,,,0,2,2,2,0,55,55,55,,,,,,,,,2181.5142602999695,None,2183.5065119001083,2183.7980824001133,2183.7980824001133,2183.8060206000227,2183.8060206000227,2183.846808400005,2183.846808400005,None,9,0,0.5423012999817729,2183.846808400005,None,2185.347148900153,None,['7'],2185.347148900153,None,[0.29801859986037016],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,28,f,028_y_f_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block3_Pilot_2,30,n_s,n_s_weak,,,,,0,2,2,2,0,56,56,56,,,,,,,,,2188.3477887001354,None,2190.3522432001773,2190.648641400039,2190.648641400039,2190.65626840014,2190.65626840014,2190.696941100061,2190.696941100061,None,9,0,0.8359217999968678,2190.696941100061,None,2192.197321600048,None,['7'],2192.197321600048,None,[0.39987399987876415],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,8,m,008_y_m_h_a.jpg,happy,congruent,9,match,,120,150,,2,143,block3_Pilot_2,16,h_h,h_h_strong,,,,,0,2,2,2,0,57,57,57,,,,,,,,,2195.198174000019,None,2196.396223000018,2196.6898050999735,2196.6898050999735,2196.7062214000616,2196.7062214000616,2196.747147700051,2196.747147700051,None,9,1,0.5141338999383152,2196.747147700051,None,2198.247093900107,None,['7'],2198.247093900107,None,[0.29417459992691875],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_h_a.jpg,happy,9,8,m,008_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,18,238,block3_Pilot_2,13,h_n,h_n_strong,,,,,0,2,2,2,0,58,58,58,,,,,,,,,2201.2480617000256,None,2203.2519170001615,2203.5486306000967,2203.5486306000967,2203.6979813000653,2203.6979813000653,2203.738942099968,2203.738942099968,None,9,0,0.3943193999584764,2203.738942099968,None,2205.2392084000167,None,['7'],2205.2392084000167,None,[0.24614379997365177],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,19,f,019_m_f_s_a.jpg,sad,incongruent,7,match,,120,160,,3,122,block3_Pilot_2,21,h_s,h_s_weak,,,,,0,2,2,2,0,59,59,59,,,,,,,,,2208.239003200084,None,2209.2745817000978,2209.565694299992,2209.565694299992,2209.5899651001673,2209.5899651001673,2209.6306861001067,2209.6306861001067,None,9,0,0.4784850000869483,2209.6306861001067,None,2211.1315772000235,None,['7'],2211.1315772000235,None,[0.2576421999838203],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,224,block3_Pilot_2,30,s_n,s_n_strong,,,,,0,2,2,2,0,60,60,60,,,,,,,,,2214.131438900018,None,2216.016487300163,2216.307269900106,2216.307269900106,2216.3234364001546,2216.3234364001546,2216.364323000191,2216.364323000191,None,9,0,0.6009078999049962,2216.364323000191,None,2217.864362700144,None,['7'],2217.864362700144,None,[0.5488054000306875],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,19,f,019_m_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,206,block3_Pilot_2,27,n_h,n_h_strong,,,,,0,2,2,2,0,61,61,61,,,,,,,,,2220.865130700171,None,2222.599876699969,2222.8908279000316,2222.8908279000316,2222.915242700139,2222.915242700139,2222.9560907999985,2222.9560907999985,None,9,1,1.0250842000823468,2222.9560907999985,None,2224.45619409997,None,['7'],2224.45619409997,None,[0.4447906001005322],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_h_a.jpg,happy,9,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,163,block3_Pilot_2,28,h_n,h_n_weak,,,,,0,2,2,2,0,62,62,62,,,,,,,,,2227.456268200185,None,2228.825986400014,2229.115492400015,2229.115492400015,2229.131949500181,2229.131949500181,2229.172883399995,2229.172883399995,None,9,0,0.5922758001834154,2229.172883399995,None,2230.6729165001307,None,['7'],2230.6729165001307,None,[0.3482226999476552],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,28,f,028_y_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,18,238,block3_Pilot_2,4,s_s,s_s_weak,,,,,0,2,2,2,0,63,63,63,,,,,,,,,2233.6729836000595,None,2235.664352900116,2235.957458600169,2235.957458600169,2236.1073035001755,2236.1073035001755,2236.148026100127,2236.148026100127,None,7,1,0.48120290017686784,2236.148026100127,None,2237.647892200155,None,['7'],2237.647892200155,None,[0.27730980003252625],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_s_a.jpg,sad,7,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,1,238,block3_Pilot_2,12,s_n,s_n_strong,,,,,0,2,2,2,0,64,64,64,,,,,,,,,2240.649074100191,None,2242.635581200011,2242.9325037000235,2242.9325037000235,2242.9407418000046,2242.9407418000046,2242.981389200082,2242.981389200082,None,None,0,,2242.981389200082,None,2244.481489100028,None,['9'],2244.481489100028,None,[0.7557235001586378],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,28,f,028_y_f_s_a.jpg,sad,incongruent,7,match,,120,160,,18,172,block3_Pilot_2,30,h_s,h_s_weak,,,,,0,2,2,2,0,65,65,65,,,,,,,,,2247.481696400093,None,2248.9363253000192,2249.233179999981,2249.233179999981,2249.382365999976,2249.382365999976,2249.4231702000834,2249.4231702000834,None,9,0,0.3900283998809755,2249.4231702000834,None,2250.9241171001922,None,['7'],2250.9241171001922,None,[0.32102950010448694],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,21,f,021_o_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,1,238,block3_Pilot_2,16,s_h,s_h_weak,,,,,0,2,2,2,0,66,66,66,,,,,,,,,2253.9242931001354,None,2255.914271700196,2256.2077377000824,2256.2077377000824,2256.21590760001,2256.21590760001,2256.2567933001556,2256.2567933001556,None,None,0,,2256.2567933001556,None,2257.75688170013,None,['9'],2257.75688170013,None,[0.41634940006770194],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,33,m,033_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,3,163,block3_Pilot_2,4,s_s,s_s_strong,,,,,0,2,2,2,0,67,67,67,,,,,,,,,2260.7575742001645,None,2262.123092700029,2262.4161108001135,2262.4161108001135,2262.4410231001675,2262.4410231001675,2262.481694200076,2262.481694200076,None,7,1,0.5315640999469906,2262.481694200076,None,2263.981903200038,None,['7'],2263.981903200038,None,[0.24727769987657666],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_h_a.jpg,happy,9,8,m,008_y_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,143,block3_Pilot_2,19,h_h,h_h_strong,,,,,0,2,2,2,0,68,68,68,,,,,,,,,2266.982757800026,None,2268.180560400011,2268.474508000072,2268.474508000072,2268.4994465000927,2268.4994465000927,2268.5401994001586,2268.5401994001586,None,9,1,0.8890723998192698,2268.5401994001586,None,2270.0404853001237,None,['7'],2270.0404853001237,None,[0.46859339997172356],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,12,f,012_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,202,block3_Pilot_2,30,n_n,n_n_strong,,,,,0,2,2,2,0,69,69,69,,,,,,,,,2273.0408477999736,None,2274.7458693000954,2275.0419597001746,2275.0419597001746,2275.0579254000913,2275.0579254000913,2275.098795400001,2275.098795400001,None,None,0,,2275.098795400001,None,2276.598821300082,None,"['9', '7']",2276.598821300082,None,"[0.20631829998455942, 0.6462306999601424]",,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,4,m,004_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,207,block3_Pilot_2,33,s_s,s_s_weak,,,,,0,2,2,2,0,70,70,70,,,,,,,,,2279.599674400175,None,2281.3328367001377,2281.624873000197,2281.624873000197,2281.774724900024,2281.774724900024,2281.8156064001378,2281.8156064001378,None,7,1,1.2696050000377,2281.8156064001378,None,2283.316318300087,None,['7'],2283.316318300087,None,[0.41685909987427294],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,28,f,028_y_f_h_a.jpg,happy,congruent,9,mismatch,,120,150,,2,150,block3_Pilot_2,16,h_h,h_h_strong,,,,,0,2,2,2,0,71,71,71,,,,,,,,,2286.3155948000494,None,2287.5727168000303,2287.866681100102,2287.866681100102,2287.8832384001,2287.8832384001,2287.92404250009,2287.92404250009,None,9,1,0.5049079000018537,2287.92404250009,None,2289.4242190001532,None,['7'],2289.4242190001532,None,[0.34092359989881516],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_h_a.jpg,happy,9,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,18,182,block3_Pilot_2,40,h_n,h_n_weak,,,,,0,2,2,2,0,72,72,72,,,,,,,,,2292.4250096001197,None,2293.9481856001075,2294.2418808999937,2294.2418808999937,2294.391695600003,2294.391695600003,2294.4326818999834,2294.4326818999834,None,9,0,0.3724334998987615,2294.4326818999834,None,2295.9325942001306,None,['7'],2295.9325942001306,None,[0.26465489994734526],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,33,m,033_o_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,2,226,block3_Pilot_2,30,n_h,n_h_weak,,,,,0,2,2,2,0,73,73,73,,,,,,,,,2298.933413000079,None,2300.8368025000673,2301.125581300119,2301.125581300119,2301.1418957000133,2301.1418957000133,2301.182624900015,2301.182624900015,None,9,1,0.6946533001028001,2301.182624900015,None,2302.682552400045,None,['7'],2302.682552400045,None,[0.2907112999819219],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,27,m,027_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,238,block3_Pilot_2,13,s_s,s_s_weak,,,,,0,2,2,2,0,74,74,74,,,,,,,,,2305.6834529000334,None,2307.6748556999955,2307.9672384001315,2307.9672384001315,2308.117000499973,2308.117000499973,2308.1576872000005,2308.1576872000005,None,7,1,1.383474500151351,2308.1576872000005,None,2309.6579102000687,None,['7'],2309.6579102000687,None,[0.45913029997609556],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,3,225,block3_Pilot_2,27,n_s,n_s_weak,,,,,0,2,2,2,0,75,75,75,,,,,,,,,2312.6580426001456,None,2314.560433600098,2314.851125200046,2314.851125200046,2314.8753625000827,2314.8753625000827,2314.9163073999807,2314.9163073999807,None,8,0,0.7368290999438614,2314.9163073999807,None,2316.416525100125,None,['7'],2316.416525100125,None,[0.5407481999136508],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_n_a.jpg,neutral,8,12,f,012_o_f_s_a.jpg,sad,incongruent,7,match,,140,160,,2,230,block3_Pilot_2,28,n_s,n_s_weak,,,,,0,2,2,2,0,76,76,76,,,,,,,,,2319.4165752001572,None,2321.35151710012,2321.6428243999835,2321.6428243999835,2321.658838600153,2321.658838600153,2321.6997142001055,2321.6997142001055,None,8,0,0.6655267002061009,2321.6997142001055,None,2323.19981390005,None,['7'],2323.19981390005,None,[0.2534761999268085],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
