Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.rt,key_resp_Rating.started,key_resp_Rating.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,f,021_o_f_h_a.jpg,happy,9,30,f,030_o_f_h_a.jpg,happy,congruent,9,match,,120,150,,2,194,block2_Pilot_2,21,h_h,h_h_strong,,,,,0,1,1,1,0,17,17,17,,,,,,,,,973.7592585999519,None,975.3941494999453,975.6850152999396,975.6850152999396,975.7011459999485,975.7011459999485,975.7419574999949,975.7419574999949,None,9,1,0.6143970999401063,975.7419574999949,None,977.2421060999623,None,['7'],[0.27424850000534207],977.2421060999623,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,019_m_f_n_a.jpg,neutral,8,16,m,016_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,163,block2_Pilot_2,19,n_s,n_s_weak,,,,,0,1,1,1,0,18,18,18,,,,,,,,,980.2429187999805,None,981.6194538999116,981.9101862999378,981.9101862999378,982.0596180999419,982.0596180999419,982.1003217999823,982.1003217999823,None,8,0,0.3838617999572307,982.1003217999823,None,983.6004562999588,None,['7'],[0.3398571000434458],983.6004562999588,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,033_o_m_n_a.jpg,neutral,8,13,m,013_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,217,block2_Pilot_2,33,n_n,n_n_strong,,,,,0,1,1,1,0,19,19,19,,,,,,,,,986.6012213999638,None,988.4274590999121,988.7185294999508,988.7185294999508,988.7347348999465,988.7347348999465,988.77557659999,988.77557659999,None,8,1,0.5327606999780983,988.77557659999,None,990.2756094000069,None,['8'],[0.2806623999495059],990.2756094000069,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,033_o_m_h_a.jpg,happy,9,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,227,block2_Pilot_2,33,h_n,h_n_weak,,,,,0,1,1,1,0,20,20,20,,,,,,,,,993.2756367999827,None,995.1755138000008,995.4683633999666,995.4683633999666,995.4848670999054,995.4848670999054,995.5257994999411,995.5257994999411,None,9,0,0.5345383000094444,995.5257994999411,None,997.0257379999384,None,['8'],[0.26657950005028397],997.0257379999384,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,012_o_f_s_a.jpg,sad,7,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block2_Pilot_2,12,s_n,s_n_weak,,,,,0,1,1,1,0,21,21,21,,,,,,,,,1000.0268672999227,None,1002.0128206999507,1002.3100498999702,1002.3100498999702,1002.3183295999188,1002.3183295999188,1002.3591607999988,1002.3591607999988,None,None,0,,1002.3591607999988,None,1003.8595048999414,None,['9'],[0.3607983000110835],1003.8595048999414,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,028_y_f_n_a.jpg,neutral,8,21,f,021_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,202,block2_Pilot_2,28,n_h,n_h_strong,,,,,0,1,1,1,0,22,22,22,,,,,,,,,1006.8592484999681,None,1008.5641944999807,1008.8607690999052,1008.8607690999052,1009.0101493999828,1009.0101493999828,1009.0508398999227,1009.0508398999227,None,8,0,0.40924760000780225,1009.0508398999227,None,1010.5508990999078,None,['7'],[0.4854759000008926],1010.5508990999078,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,028_y_f_s_a.jpg,sad,7,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,127,block2_Pilot_2,28,s_n,s_n_weak,,,,,0,1,1,1,0,23,23,23,,,,,,,,,1013.551989999949,None,1014.6211271999637,1014.9103666999144,1014.9103666999144,1014.9268953999272,1014.9268953999272,1014.9677736999001,1014.9677736999001,None,8,1,0.5405386000638828,1014.9677736999001,None,1016.4678159999894,None,['8'],[0.5845248999539763],1016.4678159999894,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,004_o_m_n_a.jpg,neutral,8,40,f,040_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,4,n_n,n_n_weak,,,,,0,1,1,1,0,24,24,24,,,,,,,,,1019.4679780999431,None,1021.4921923999209,1021.7860337999882,1021.7860337999882,1021.7937620999292,1021.7937620999292,1021.8347156000091,1021.8347156000091,None,None,0,,1021.8347156000091,None,1023.3344473999459,None,['9'],[0.445782299968414],1023.3344473999459,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,016_y_m_n_a.jpg,neutral,8,16,m,016_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,239,block2_Pilot_2,16,n_h,n_h_weak,,,,,0,1,1,1,0,25,25,25,,,,,,,,,1026.3355011999374,None,1028.3451348999515,1028.636195799918,1028.636195799918,1028.7854957999662,1028.7854957999662,1028.826446199906,1028.826446199906,None,8,0,0.40999690000899136,1028.826446199906,None,1030.326391999959,None,['7'],[0.4297638999996707],1030.326391999959,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,012_o_f_n_a.jpg,neutral,8,33,m,033_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,134,block2_Pilot_2,12,n_n,n_n_weak,,,,,0,1,1,1,0,26,26,26,,,,,,,,,1033.3273876999738,None,1034.4622055999935,1034.752951100003,1034.752951100003,1034.777276699897,1034.777276699897,1034.8179499999387,1034.8179499999387,None,8,1,0.6902915000682697,1034.8179499999387,None,1036.318294800003,None,['7'],[0.4860251999925822],1036.318294800003,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
