Person	primeGender	prime	primeEmotion	corrAnsPrime	targetPerson	targetGender	target	targetEmotion	Cond	corrAnsTar	gender	condition	ID_primer	ID_target	PrimerTime	PrimerTime120	JitterTime	conditionsFile	primePerson	emotion_condition	Condition	example.thisRepN	example.thisTrialN	example.thisN	example.thisIndex	readinBlocks.thisRepN	readinBlocks.thisTrialN	readinBlocks.thisN	readinBlocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	text_intro.started	text_intro.stopped	text_probe.started	text_probe.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	polygon_ISI.started	polygon_ISI.stopped	polygon.started	polygon.stopped	primerImage.started	primerImage.stopped		maskImage.started	maskImage.stopped	response.started	response.stopped	key_resp.keys	key_resp.corr	key_resp.started	key_resp.stopped	text.started	text.stopped	key_resp_Rating.keys	key_resp_Rating.rt	key_resp_Rating.started	key_resp_Rating.stopped	text_start.started	text_start.stopped	text_pause.started	text_pause.stopped	key_resp.rt	text_ende.started	text_ende.stopped	participant	date	expName	psychopyVersion	frameRate
	m	004_o_m_n_a.jpg	neutral	8	13	m	013_y_m_h_a.jpg	happy	incongruent	9	match		140	150		18	238	block2_Pilot_2	4	n_h	n_h_weak					0	1	1	1	0	102	102	102									1674.750977	None	1676.755267	1677.051204	1677.051204	1677.200831	0.1496268	1677.200831	1677.24183	1677.24183	None	8	0	1677.24183	None	1678.742572	None	['7']	[0.5124445999999807]	1678.742572	None					0.8533867			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_n_a.jpg	neutral	8	21	f	021_o_f_n_a.jpg	neutral	congruent	8	match		140	170		2	164	block2_Pilot_2	12	n_n	n_n_strong					0	1	1	1	0	103	103	103									1681.742046	None	1683.130685	1683.426547	1683.426547	1683.44278	0.0162324	1683.44278	1683.483546	1683.483546	None	8	1	1683.483546	None	1684.983496	None	['7']	[0.31967649999978676]	1684.983496	None					0.6276255			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_n_a.jpg	neutral	8	4	m	004_o_m_h_a.jpg	happy	incongruent	9	match		140	150		1	238	block2_Pilot_2	4	n_h	n_h_weak					0	1	1	1	0	104	104	104									1687.983754	None	1689.98608	1690.276517	1690.276517	1690.284411	0.0078943	1690.284411	1690.32528	1690.32528	None	None	0	1690.32528	None	1691.826236	None	['9']	[0.32499619999998686]	1691.826236	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	33	m	033_o_m_n_a.jpg	neutral	incongruent	8	match		130	170		18	171	block2_Pilot_2	4	s_n	s_n_strong					0	1	1	1	0	105	105	105									1694.826205	None	1696.262632	1696.551524	1696.551524	1696.701232	0.1497082	1696.701232	1696.742069	1696.742069	None	7	0	1696.742069	None	1698.242144	None	['7']	[0.3810918999997739]	1698.242144	None					0.8410903			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_n_a.jpg	neutral	8	21	f	021_o_f_s_a.jpg	sad	incongruent	7	match		140	160		18	238	block2_Pilot_2	28	n_s	n_s_weak					0	1	1	1	0	106	106	106									1701.242268	None	1703.248857	1703.543474	1703.543474	1703.693065	0.1495916	1703.693065	1703.733959	1703.733959	None	8	0	1703.733959	None	1705.234219	None	['7']	[0.5007909999999356]	1705.234219	None					0.66519			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_h_a.jpg	happy	9	12	f	012_o_f_h_a.jpg	happy	congruent	9	match		120	150		3	152	block2_Pilot_2	28	h_h	h_h_strong					0	1	1	1	0	107	107	107									1708.235015	None	1709.514099	1709.810076	1709.810076	1709.834764	0.0246877	1709.834764	1709.875588	1709.875588	None	9	1	1709.875588	None	1711.375966	None	['7']	[0.4072089999999662]	1711.375966	None					0.8035034			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	8	m	008_y_m_s_a.jpg	sad	congruent	7	match		130	160		18	237	block2_Pilot_2	4	s_s	s_s_weak					0	1	1	1	0	108	108	108									1714.376495	None	1716.358786	1716.65177	1716.65177	1716.801603	0.1498331	1716.801603	1716.842229	1716.842229	None	7	1	1716.842229	None	1718.342496	None	['7']	[0.3764635000002272]	1718.342496	None					0.6929882			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_n_a.jpg	neutral	8	19	f	019_m_f_n_a.jpg	neutral	congruent	8	mismatch		140	170		2	179	block2_Pilot_2	4	n_n	n_n_strong					0	1	1	1	0	109	109	109									1721.342572	None	1722.883999	1723.177505	1723.177505	1723.193218	0.0157135	1723.193218	1723.234293	1723.234293	None	7	0	1723.234293	None	1724.734189	None	['8']	[0.45698940000011135]	1724.734189	None					1.2607716			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	27	m	027_o_m_s_a.jpg	sad	incongruent	7	mismatch		140	160		1	238	block2_Pilot_2	30	n_s	n_s_weak					0	1	1	1	0	110	110	110									1727.734345	None	1729.737329	1730.027467	1730.027467	1730.035167	0.0076991	1730.035167	1730.076031	1730.076031	None	None	0	1730.076031	None	1731.575971	None	['9']	[0.3750983999998425]	1731.575971	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_h_a.jpg	happy	9	16	m	016_y_m_s_a.jpg	sad	incongruent	7	mismatch		120	160		1	238	block2_Pilot_2	21	h_s	h_s_strong					0	1	1	1	0	111	111	111									1734.577059	None	1736.584029	1736.87761	1736.87761	1736.885203	0.0075929	1736.885203	1736.926425	1736.926425	None	None	0	1736.926425	None	1738.42595	None	['9']	[0.3732835000000705]	1738.42595	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_h_a.jpg	happy	9	16	m	016_y_m_h_a.jpg	happy	congruent	9	mismatch		120	150		18	155	block2_Pilot_2	12	h_h	h_h_strong					0	1	1	1	0	112	112	112									1741.426293	None	1742.730449	1743.019232	1743.019232	1743.168866	0.1496335	1743.168866	1743.209536	1743.209536	None	9	1	1743.209536	None	1744.709612	None	['7']	[0.3055013000002873]	1744.709612	None					0.6375275			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_h_a.jpg	happy	9	28	f	028_y_f_n_a.jpg	neutral	incongruent	8	match		120	170		18	238	block2_Pilot_2	30	h_n	h_n_strong					0	1	1	1	0	113	113	113									1747.71039	None	1749.720991	1750.011051	1750.011051	1750.160627	0.1495761	1750.160627	1750.201458	1750.201458	None	9	0	1750.201458	None	1751.701436	None	['7']	[0.29778470000019297]	1751.701436	None					0.7415555			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_s_a.jpg	sad	7	4	m	004_o_m_s_a.jpg	sad	congruent	7	match		130	160		2	125	block2_Pilot_2	13	s_s	s_s_strong					0	1	1	1	0	114	114	114									1754.702593	None	1755.751151	1756.044253	1756.044253	1756.06076	0.0165069	1756.06076	1756.101563	1756.101563	None	7	1	1756.101563	None	1757.60156	None	['8']	[0.7415811000000758]	1757.60156	None					1.0416158			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_h_a.jpg	happy	9	4	m	004_o_m_h_a.jpg	happy	congruent	9	mismatch		120	150		1	238	block2_Pilot_2	21	h_h	h_h_strong					0	1	1	1	0	115	115	115									1760.602224	None	1762.613122	1762.902995	1762.902995	1762.910863	0.007868	1762.910863	1762.95171	1762.95171	None	None	0	1762.95171	None	1764.451749	None	['9']	[0.3152399000000514]	1764.451749	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_n_a.jpg	neutral	8	21	f	021_o_f_n_a.jpg	neutral	congruent	8	match		140	170		2	207	block2_Pilot_2	28	n_n	n_n_weak					0	1	1	1	0	116	116	116									1767.451625	None	1769.195727	1769.486392	1769.486392	1769.502688	0.016296	1769.502688	1769.543334	1769.543334	None	8	1	1769.543334	None	1771.043587	None	['8']	[0.7155084999999417]	1771.043587	None					0.9036771			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	040_y_f_n_a.jpg	neutral	8	8	m	008_y_m_n_a.jpg	neutral	congruent	8	mismatch		140	170		1	238	block2_Pilot_2	40	n_n	n_n_weak					0	1	1	1	0	117	117	117									1774.044204	None	1776.046259	1776.336371	1776.336371	1776.344304	0.007933	1776.344304	1776.385255	1776.385255	None	None	0	1776.385255	None	1777.885318	None	['9']	[0.32166159999997035]	1777.885318	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_n_a.jpg	neutral	8	13	m	013_y_m_h_a.jpg	happy	incongruent	9	match		140	150		1	238	block2_Pilot_2	13	n_h	n_h_weak					0	1	1	1	0	118	118	118									1780.886173	None	1782.888092	1783.178382	1783.178382	1783.186131	0.007749	1783.186131	1783.227026	1783.227026	None	None	0	1783.227026	None	1784.727102	None	['9']	[0.3278984999997192]	1784.727102	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_h_a.jpg	happy	9	28	f	028_y_f_h_a.jpg	happy	congruent	9	mismatch		120	150		1	238	block2_Pilot_2	13	h_h	h_h_weak					0	1	1	1	0	119	119	119									1787.728545	None	1789.762123	1790.053799	1790.053799	1790.061281	0.0074826	1790.061281	1790.10231	1790.10231	None	None	0	1790.10231	None	1791.602159	None	['9']	[0.2767763999995623]	1791.602159	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_h_a.jpg	happy	9	13	m	013_y_m_h_a.jpg	happy	congruent	9	match		120	150		1	238	block3_Pilot_2	4	h_h	h_h_strong					0	2	2	2	0	0	0	0									1814.644453	None	1816.643651	1816.937343	1816.937343	1816.945207	0.0078643	1816.945207	1816.985991	1816.985991	None	9	1	1816.985991	None	1818.486816	None	['9']	[0.7442273000001478]	1818.486816	None			1794.602173	None	1.3648739			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_h_a.jpg	happy	9	33	m	033_o_m_h_a.jpg	happy	congruent	9	mismatch		120	150		3	166	block3_Pilot_2	21	h_h	h_h_weak					0	2	2	2	0	1	1	1									1821.486809	None	1822.909925	1823.204204	1823.204204	1823.228588	0.0243837	1823.228588	1823.269485	1823.269485	None	9	1	1823.269485	None	1824.769516	None	['7']	[0.6134827000000769]	1824.769516	None					0.81732			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_h_a.jpg	happy	9	21	f	021_o_f_n_a.jpg	neutral	incongruent	8	mismatch		120	170		18	188	block3_Pilot_2	27	h_n	h_n_weak					0	2	2	2	0	2	2	2									1827.769484	None	1829.359522	1829.654359	1829.654359	1829.803693	0.1493344	1829.803693	1829.844584	1829.844584	None	9	0	1829.844584	None	1831.344665	None	['7']	[0.3582747999998901]	1831.344665	None					0.730264			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_n_a.jpg	neutral	8	13	m	013_y_m_s_a.jpg	sad	incongruent	7	mismatch		140	160		1	238	block3_Pilot_2	19	n_s	n_s_strong					0	2	2	2	0	3	3	3									1834.345404	None	1836.347201	1836.637868	1836.637868	1836.645649	0.0077809	1836.645649	1836.68638	1836.68638	None	None	0	1836.68638	None	1838.18641	None	['9']	[0.2924393000002965]	1838.18641	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_h_a.jpg	happy	9	40	f	040_y_f_s_a.jpg	sad	incongruent	7	match		120	160		2	129	block3_Pilot_2	19	h_s	h_s_strong					0	2	2	2	0	4	4	4									1841.187123	None	1842.279752	1842.570748	1842.570748	1842.587407	0.0166596	1842.587407	1842.628209	1842.628209	None	9	0	1842.628209	None	1844.128285	None	['7']	[0.5346144000000095]	1844.128285	None					0.6986177			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_s_a.jpg	sad	7	33	m	033_o_m_n_a.jpg	neutral	incongruent	8	match		130	170		1	238	block3_Pilot_2	27	s_n	s_n_strong					0	2	2	2	0	5	5	5									1847.128563	None	1849.119202	1849.412612	1849.412612	1849.420817	0.0082056	1849.420817	1849.461596	1849.461596	None	None	0	1849.461596	None	1850.961645	None	['9']	[0.27713070000027074]	1850.961645	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_h_a.jpg	happy	9	28	f	028_y_f_n_a.jpg	neutral	incongruent	8	match		120	170		2	197	block3_Pilot_2	30	h_n	h_n_strong					0	2	2	2	0	6	6	6									1853.96176	None	1855.634388	1855.929809	1855.929809	1855.946023	0.0162146	1855.946023	1855.986827	1855.986827	None	9	0	1855.986827	None	1857.486812	None	['7']	[0.3841907999999421]	1857.486812	None					0.5800382			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_s_a.jpg	sad	7	13	m	013_y_m_s_a.jpg	sad	congruent	7	match		130	160		18	145	block3_Pilot_2	8	s_s	s_s_strong					0	2	2	2	0	7	7	7									1860.487727	None	1861.714086	1862.004907	1862.004907	1862.154375	0.1494674	1862.154375	1862.195288	1862.195288	None	7	1	1862.195288	None	1863.695239	None	['7']	[0.30365530000017316]	1863.695239	None					0.6517348			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_s_a.jpg	sad	7	16	m	016_y_m_s_a.jpg	sad	congruent	7	mismatch		130	160		2	152	block3_Pilot_2	28	s_s	s_s_weak					0	2	2	2	0	8	8	8									1866.69605	None	1867.977951	1868.271275	1868.271275	1868.287773	0.0164985	1868.287773	1868.328699	1868.328699	None	7	1	1868.328699	None	1869.828638	None	['8']	[0.4823545999997805]	1869.828638	None					1.2620357			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_n_a.jpg	neutral	8	21	f	021_o_f_h_a.jpg	happy	incongruent	9	match		140	150		18	238	block3_Pilot_2	19	n_h	n_h_weak					0	2	2	2	0	9	9	9									1872.828783	None	1874.849867	1875.13873	1875.13873	1875.288055	0.1493257	1875.288055	1875.328742	1875.328742	None	8	0	1875.328742	None	1876.829007	None	['7']	[0.29792559999987134]	1876.829007	None					0.5902014			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	19	f	019_m_f_s_a.jpg	sad	incongruent	7	match		140	160		1	238	block3_Pilot_2	21	n_s	n_s_weak					0	2	2	2	0	10	10	10									1879.829361	None	1881.832479	1882.122006	1882.122006	1882.129816	0.0078095	1882.129816	1882.170699	1882.170699	None	None	0	1882.170699	None	1883.67062	None	['9']	[0.29604879999988043]	1883.67062	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_s_a.jpg	sad	7	30	f	030_o_f_n_a.jpg	neutral	incongruent	8	mismatch		130	170		2	186	block3_Pilot_2	16	s_n	s_n_strong					0	2	2	2	0	11	11	11									1886.671637	None	1888.228922	1888.521687	1888.521687	1888.538063	0.0163752	1888.538063	1888.579086	1888.579086	None	7	0	1888.579086	None	1890.079026	None	['7']	[0.43978329999981725]	1890.079026	None					0.8999537			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_s_a.jpg	sad	7	19	f	019_m_f_h_a.jpg	happy	incongruent	9	match		130	150		18	239	block3_Pilot_2	21	s_h	s_h_weak					0	2	2	2	0	12	12	12									1893.079868	None	1895.07991	1895.371833	1895.371833	1895.521719	0.1498861	1895.521719	1895.562513	1895.562513	None	7	0	1895.562513	None	1897.062798	None	['7']	[0.29597970000031637]	1897.062798	None					0.7323996			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_h_a.jpg	happy	9	33	m	033_o_m_s_a.jpg	sad	incongruent	7	mismatch		120	160		1	238	block3_Pilot_2	30	h_s	h_s_strong					0	2	2	2	0	13	13	13									1900.062843	None	1902.069098	1902.364081	1902.364081	1902.371803	0.0077228	1902.371803	1902.412644	1902.412644	None	None	0	1902.412644	None	1903.912584	None	['9']	[0.2781129999998484]	1903.912584	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_h_a.jpg	happy	9	16	m	016_y_m_h_a.jpg	happy	congruent	9	match		120	150		18	166	block3_Pilot_2	4	h_h	h_h_strong					0	2	2	2	0	14	14	14									1906.913574	None	1908.315313	1908.605888	1908.605888	1908.75577	0.1498819	1908.75577	1908.796113	1908.796113	None	9	1	1908.796113	None	1910.296162	None	['7']	[0.4546610000002147]	1910.296162	None					0.5307935			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_h_a.jpg	happy	9	30	f	030_o_f_s_a.jpg	sad	incongruent	7	match		120	160		18	136	block3_Pilot_2	12	h_s	h_s_strong					0	2	2	2	0	15	15	15									1913.297028	None	1914.437045	1914.730589	1914.730589	1914.880309	0.1497198	1914.880309	1914.921317	1914.921317	None	9	0	1914.921317	None	1916.421402	None	['7']	[0.2494328000002497]	1916.421402	None					0.5015273			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_s_a.jpg	sad	7	40	f	040_y_f_s_a.jpg	sad	congruent	7	match		130	160		3	163	block3_Pilot_2	19	s_s	s_s_strong					0	2	2	2	0	16	16	16									1919.422003	None	1920.80766	1921.097638	1921.097638	1921.122115	0.0244767	1921.122115	1921.162987	1921.162987	None	7	1	1921.162987	None	1922.663207	None	['8']	[0.44758509999974194]	1922.663207	None					1.17184			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	33	m	033_o_m_n_a.jpg	neutral	congruent	8	mismatch		140	170		2	171	block3_Pilot_2	21	n_n	n_n_weak					0	2	2	2	0	17	17	17									1925.663972	None	1927.107051	1927.397775	1927.397775	1927.413902	0.0161264	1927.413902	1927.454854	1927.454854	None	8	1	1927.454854	None	1928.954857	None	['8']	[0.26790070000015476]	1928.954857	None					1.0078881			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_s_a.jpg	sad	7	21	f	021_o_f_s_a.jpg	sad	congruent	7	mismatch		130	160		2	188	block3_Pilot_2	16	s_s	s_s_strong					0	2	2	2	0	18	18	18									1931.956427	None	1933.53014	1933.822958	1933.822958	1933.839055	0.0160976	1933.839055	1933.879899	1933.879899	None	None	0	1933.879899	None	1935.38004	None	['8']	[0.5787510000000111]	1935.38004	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	16	m	016_y_m_h_a.jpg	happy	incongruent	9	mismatch		140	150		3	198	block3_Pilot_2	21	n_h	n_h_strong					0	2	2	2	0	19	19	19									1938.380801	None	1940.05527	1940.348098	1940.348098	1940.372532	0.0244333	1940.372532	1940.413382	1940.413382	None	8	0	1940.413382	None	1941.913386	None	['8']	[0.2612257000000682]	1941.913386	None					0.8573748			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	30	f	030_o_f_h_a.jpg	happy	incongruent	9	match		140	150		18	238	block3_Pilot_2	21	n_h	n_h_strong					0	2	2	2	0	20	20	20									1944.914151	None	1946.916269	1947.206595	1947.206595	1947.355949	0.1493536	1947.355949	1947.396739	1947.396739	None	8	0	1947.396739	None	1948.897073	None	['7']	[0.28569229999993695]	1948.897073	None					0.6099771			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_s_a.jpg	sad	7	4	m	004_o_m_h_a.jpg	happy	incongruent	9	match		130	150		3	224	block3_Pilot_2	33	s_h	s_h_strong					0	2	2	2	0	21	21	21									1951.897919	None	1953.772232	1954.064538	1954.064538	1954.089574	0.0250366	1954.089574	1954.130234	1954.130234	None	7	0	1954.130234	None	1955.630299	None	['7']	[0.5125373000000764]	1955.630299	None					0.9405525			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_n_a.jpg	neutral	8	30	f	030_o_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		2	141	block3_Pilot_2	33	n_s	n_s_weak					0	2	2	2	0	22	22	22									1958.630393	None	1959.836529	1960.131749	1960.131749	1960.147896	0.0161478	1960.147896	1960.188726	1960.188726	None	8	0	1960.188726	None	1961.688784	None	['8']	[0.2618921000002956]	1961.688784	None					0.7380407			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_h_a.jpg	happy	9	40	f	040_y_f_h_a.jpg	happy	congruent	9	mismatch		120	150		18	164	block3_Pilot_2	4	h_h	h_h_weak					0	2	2	2	0	23	23	23									1964.688795	None	1966.074263	1966.365139	1966.365139	1966.514796	0.1496566	1966.514796	1966.555605	1966.555605	None	9	1	1966.555605	None	1968.055581	None	['7']	[0.7111519000000044]	1968.055581	None					0.578929			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_n_a.jpg	neutral	8	21	f	021_o_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		1	238	block3_Pilot_2	16	n_s	n_s_strong					0	2	2	2	0	24	24	24									1971.055751	None	1973.059644	1973.348644	1973.348644	1973.356455	0.007811	1973.356455	1973.397286	1973.397286	None	None	0	1973.397286	None	1974.897296	None	['9']	[0.30951920000006794]	1974.897296	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	8	m	008_y_m_h_a.jpg	happy	incongruent	9	match		130	150		2	187	block3_Pilot_2	4	s_h	s_h_weak					0	2	2	2	0	25	25	25									1977.89745	None	1979.4638	1979.75678	1979.75678	1979.77335	0.0165707	1979.77335	1979.814081	1979.814081	None	7	0	1979.814081	None	1981.314145	None	['7']	[0.8925853999999163]	1981.314145	None					0.8727308			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_s_a.jpg	sad	7	27	m	027_o_m_h_a.jpg	happy	incongruent	9	mismatch		130	150		18	135	block3_Pilot_2	28	s_h	s_h_weak					0	2	2	2	0	26	26	26									1984.315222	None	1985.450012	1985.740246	1985.740246	1985.890137	0.1498908	1985.890137	1985.931019	1985.931019	None	7	0	1985.931019	None	1987.431033	None	['7']	[0.8236963999997897]	1987.431033	None					1.0037146			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_h_a.jpg	happy	9	19	f	019_m_f_h_a.jpg	happy	congruent	9	match		120	150		2	183	block3_Pilot_2	30	h_h	h_h_weak					0	2	2	2	0	27	27	27									1990.432016	None	1992.010817	1992.307277	1992.307277	1992.323844	0.0165673	1992.323844	1992.364402	1992.364402	None	9	1	1992.364402	None	1993.864692	None	['7']	[0.39803740000024845]	1993.864692	None					0.762166			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_h_a.jpg	happy	9	16	m	016_y_m_n_a.jpg	neutral	incongruent	8	match		120	170		2	206	block3_Pilot_2	27	h_n	h_n_strong					0	2	2	2	0	28	28	28									1996.864484	None	1998.601741	1998.890943	1998.890943	1998.907065	0.016122	1998.907065	1998.947706	1998.947706	None	9	0	1998.947706	None	2000.447813	None	['7']	[0.31893740000032267]	2000.447813	None					0.6909878			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_n_a.jpg	neutral	8	33	m	033_o_m_h_a.jpg	happy	incongruent	9	match		140	150		1	238	block3_Pilot_2	4	n_h	n_h_strong					0	2	2	2	0	29	29	29									2003.447887	None	2005.450512	2005.740981	2005.740981	2005.748745	0.0077646	2005.748745	2005.789754	2005.789754	None	None	0	2005.789754	None	2007.290253	None	['9']	[0.27643780000016704]	2007.290253	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_s_a.jpg	sad	7	40	f	040_y_f_h_a.jpg	happy	incongruent	9	mismatch		130	150		18	124	block3_Pilot_2	33	s_h	s_h_weak					0	2	2	2	0	30	30	30									2010.290555	None	2011.33135	2011.624075	2011.624075	2011.774081	0.1500062	2011.774081	2011.814736	2011.814736	None	7	0	2011.814736	None	2013.31479	None	['8']	[0.947768300000007]	2013.31479	None					1.4798282			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_n_a.jpg	neutral	8	4	m	004_o_m_h_a.jpg	happy	incongruent	9	mismatch		140	150		2	147	block3_Pilot_2	12	n_h	n_h_strong					0	2	2	2	0	31	31	31									2016.314829	None	2017.576006	2017.865975	2017.865975	2017.882275	0.0163002	2017.882275	2017.923187	2017.923187	None	8	0	2017.923187	None	2019.423372	None	['8']	[0.40730610000036904]	2019.423372	None					0.6195753			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_h_a.jpg	happy	9	19	f	019_m_f_n_a.jpg	neutral	incongruent	8	mismatch		120	170		18	131	block3_Pilot_2	4	h_n	h_n_weak					0	2	2	2	0	32	32	32									2022.423431	None	2023.53508	2023.824965	2023.824965	2023.974118	0.1491532	2023.974118	2024.014968	2024.014968	None	9	0	2024.014968	None	2025.516077	None	['7']	[0.35449449999987337]	2025.516077	None					0.5277972			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	12	f	012_o_f_h_a.jpg	happy	incongruent	9	match		140	150		18	177	block3_Pilot_2	30	n_h	n_h_strong					0	2	2	2	0	33	33	33									2028.516615	None	2030.009505	2030.299905	2030.299905	2030.449335	0.1494294	2030.449335	2030.490066	2030.490066	None	8	0	2030.490066	None	2031.99002	None	['8']	[1.29666589999988]	2031.99002	None					1.1646114			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_s_a.jpg	sad	7	27	m	027_o_m_s_a.jpg	sad	congruent	7	match		130	160		3	173	block3_Pilot_2	13	s_s	s_s_strong					0	2	2	2	0	34	34	34									2034.990302	None	2036.440265	2036.732916	2036.732916	2036.757681	0.0247653	2036.757681	2036.798511	2036.798511	None	7	1	2036.798511	None	2038.298824	None	['8']	[0.5957463999998254]	2038.298824	None					0.7681324			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_n_a.jpg	neutral	8	4	m	004_o_m_n_a.jpg	neutral	congruent	8	match		140	170		3	181	block3_Pilot_2	8	n_n	n_n_strong					0	2	2	2	0	35	35	35									2041.298776	None	2042.841923	2043.133358	2043.133358	2043.157903	0.0245445	2043.157903	2043.198558	2043.198558	None	8	1	2043.198558	None	2044.698526	None	['8']	[0.34817599999996673]	2044.698526	None					1.2001374			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
