Person	primeGender	prime	primeEmotion	corrAnsPrime	targetPerson	targetGender	target	targetEmotion	Cond	corrAnsTar	gender	condition	ID_primer	ID_target	PrimerTime	PrimerTime120	JitterTime	conditionsFile	primePerson	emotion_condition	Condition	example.thisRepN	example.thisTrialN	example.thisN	example.thisIndex	readinBlocks.thisRepN	readinBlocks.thisTrialN	readinBlocks.thisN	readinBlocks.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	text_intro.started	text_intro.stopped	text_probe.started	text_probe.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	polygon_ISI.started	polygon_ISI.stopped	polygon.started	polygon.stopped	primerImage.started	primerImage.stopped		maskImage.started	maskImage.stopped	response.started	response.stopped	key_resp.keys	key_resp.corr	key_resp.started	key_resp.stopped	text.started	text.stopped	key_resp_Rating.keys	key_resp_Rating.rt	key_resp_Rating.started	key_resp_Rating.stopped	text_start.started	text_start.stopped	text_pause.started	text_pause.stopped	key_resp.rt	text_ende.started	text_ende.stopped	participant	date	expName	psychopyVersion	frameRate
	m	013_y_m_n_a.jpg	neutral	8	40	f	040_y_f_n_a.jpg	neutral	congruent	8	mismatch		140	170		3	140	block3_Pilot_2	13	n_n	n_n_weak					0	2	2	2	0	36	36	36									2047.698738	None	2048.885229	2049.175111	2049.175111	2049.199623	0.0245123	2049.199623	2049.240464	2049.240464	None	8	1	2049.240464	None	2050.740584	None	['8']	[0.5380701999997655]	2050.740584	None					0.694107			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_s_a.jpg	sad	7	28	f	028_y_f_s_a.jpg	sad	congruent	7	match		130	160		18	198	block3_Pilot_2	19	s_s	s_s_strong					0	2	2	2	0	37	37	37									2053.74144	None	2055.409868	2055.700213	2055.700213	2055.849653	0.1494401	2055.849653	2055.890651	2055.890651	None	7	1	2055.890651	None	2057.390586	None	['7']	[0.4080432999999175]	2057.390586	None					0.7319886			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_n_a.jpg	neutral	8	28	f	028_y_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		1	238	block3_Pilot_2	27	n_s	n_s_strong					0	2	2	2	0	38	38	38									2060.391069	None	2062.396103	2062.69209	2062.69209	2062.699924	0.0078339	2062.699924	2062.74084	2062.74084	None	None	0	2062.74084	None	2064.240816	None	['9']	[0.26986440000018774]	2064.240816	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_n_a.jpg	neutral	8	12	f	012_o_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		18	214	block3_Pilot_2	13	n_s	n_s_strong					0	2	2	2	0	39	39	39									2067.241574	None	2069.043155	2069.333666	2069.333666	2069.48329	0.1496237	2069.48329	2069.524171	2069.524171	None	8	0	2069.524171	None	2071.024059	None	['7']	[0.31852500000013606]	2071.024059	None					0.6425607			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_n_a.jpg	neutral	8	4	m	004_o_m_s_a.jpg	sad	incongruent	7	match		140	160		18	201	block3_Pilot_2	8	n_s	n_s_weak					0	2	2	2	0	40	40	40									2074.02485	None	2075.718176	2076.009052	2076.009052	2076.158407	0.1493546	2076.158407	2076.199379	2076.199379	None	8	0	2076.199379	None	2077.699379	None	['7']	[0.5950780999996823]	2077.699379	None					0.4391402			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_n_a.jpg	neutral	8	19	f	019_m_f_n_a.jpg	neutral	congruent	8	mismatch		140	170		2	164	block3_Pilot_2	27	n_n	n_n_strong					0	2	2	2	0	41	41	41									2080.700985	None	2082.084962	2082.375862	2082.375862	2082.391655	0.0157932	2082.391655	2082.432738	2082.432738	None	8	1	2082.432738	None	2083.933767	None	['8']	[0.328870199999983]	2083.933767	None					0.8616355			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_h_a.jpg	happy	9	30	f	030_o_f_h_a.jpg	happy	congruent	9	match		120	150		1	238	block3_Pilot_2	19	h_h	h_h_weak					0	2	2	2	0	42	42	42									2086.933331	None	2088.924393	2089.217153	2089.217153	2089.225278	0.0081252	2089.225278	2089.266148	2089.266148	None	None	0	2089.266148	None	2090.766464	None	['9']	[0.45614649999970425]	2090.766464	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_h_a.jpg	happy	9	33	m	033_o_m_s_a.jpg	sad	incongruent	7	match		120	160		3	168	block3_Pilot_2	8	h_s	h_s_strong					0	2	2	2	0	43	43	43									2093.767304	None	2095.182687	2095.47576	2095.47576	2095.500482	0.0247219	2095.500482	2095.541426	2095.541426	None	9	0	2095.541426	None	2097.04128	None	['7']	[0.33336469999994733]	2097.04128	None					0.8411027			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_h_a.jpg	happy	9	33	m	033_o_m_n_a.jpg	neutral	incongruent	8	mismatch		120	170		1	238	block3_Pilot_2	12	h_n	h_n_strong					0	2	2	2	0	44	44	44									2100.042074	None	2102.032516	2102.325856	2102.325856	2102.334085	0.0082293	2102.334085	2102.374707	2102.374707	None	None	0	2102.374707	None	2103.874955	None	['9']	[0.2755062999999609]	2103.874955	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_n_a.jpg	neutral	8	4	m	004_o_m_h_a.jpg	happy	incongruent	9	mismatch		140	150		18	238	block3_Pilot_2	19	n_h	n_h_strong					0	2	2	2	0	45	45	45									2106.87585	None	2108.927588	2109.21819	2109.21819	2109.367558	0.149368	2109.367558	2109.408239	2109.408239	None	8	0	2109.408239	None	2110.909197	None	['7']	[1.4332159000000502]	2110.909197	None					0.6223526			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_h_a.jpg	happy	9	30	f	030_o_f_n_a.jpg	neutral	incongruent	8	mismatch		120	170		1	238	block3_Pilot_2	4	h_n	h_n_strong					0	2	2	2	0	46	46	46									2113.909132	None	2115.911977	2116.201262	2116.201262	2116.209131	0.0078693	2116.209131	2116.250172	2116.250172	None	None	0	2116.250172	None	2117.75032	None	['9']	[0.26417300000002797]	2117.75032	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_s_a.jpg	sad	7	4	m	004_o_m_n_a.jpg	neutral	incongruent	8	match		130	170		18	238	block3_Pilot_2	27	s_n	s_n_strong					0	2	2	2	0	47	47	47									2120.751029	None	2122.742205	2123.03447	2123.03447	2123.184402	0.149932	2123.184402	2123.22521	2123.22521	None	7	0	2123.22521	None	2124.725531	None	['7']	[0.6249261999996634]	2124.725531	None					0.9893291			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	8	m	008_y_m_n_a.jpg	neutral	incongruent	8	match		130	170		3	236	block3_Pilot_2	4	s_n	s_n_weak					0	2	2	2	0	48	48	48									2127.726034	None	2129.698973	2129.993043	2129.993043	2130.017662	0.0246194	2130.017662	2130.058732	2130.058732	None	7	0	2130.058732	None	2131.559563	None	['8']	[0.3028926000001775]	2131.559563	None					0.9237603			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_n_a.jpg	neutral	8	8	m	008_y_m_n_a.jpg	neutral	congruent	8	mismatch		140	170		1	238	block3_Pilot_2	19	n_n	n_n_strong					0	2	2	2	0	49	49	49									2134.559413	None	2136.563843	2136.860111	2136.860111	2136.868031	0.0079194	2136.868031	2136.908899	2136.908899	None	None	0	2136.908899	None	2138.408895	None	['9']	[0.2935493999998471]	2138.408895	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_n_a.jpg	neutral	8	27	m	027_o_m_h_a.jpg	happy	incongruent	9	match		140	150		18	227	block3_Pilot_2	27	n_h	n_h_weak					0	2	2	2	0	50	50	50									2141.409559	None	2143.320129	2143.610482	2143.610482	2143.759851	0.1493694	2143.759851	2143.800608	2143.800608	None	8	0	2143.800608	None	2145.300554	None	['7']	[0.4579812000001766]	2145.300554	None					0.5337394			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_n_a.jpg	neutral	8	40	f	040_y_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		2	233	block3_Pilot_2	8	n_s	n_s_strong					0	2	2	2	0	51	51	51									2148.302143	None	2150.261274	2150.551931	2150.551931	2150.568264	0.0163328	2150.568264	2150.609198	2150.609198	None	None	0	2150.609198	None	2152.10898	None	['9']	[0.32154019999961747]	2152.10898	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_h_a.jpg	happy	9	40	f	040_y_f_s_a.jpg	sad	incongruent	7	match		120	160		2	139	block3_Pilot_2	19	h_s	h_s_strong					0	2	2	2	0	52	52	52									2155.110496	None	2156.275821	2156.568516	2156.568516	2156.584923	0.0164067	2156.584923	2156.625938	2156.625938	None	9	0	2156.625938	None	2158.126209	None	['7']	[0.3043935999999121]	2158.126209	None					0.7164955			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_h_a.jpg	happy	9	21	f	021_o_f_h_a.jpg	happy	congruent	9	match		120	150		2	238	block3_Pilot_2	28	h_h	h_h_weak					0	2	2	2	0	53	53	53									2161.126663	None	2163.119205	2163.410413	2163.410413	2163.426755	0.0163427	2163.426755	2163.467586	2163.467586	None	9	1	2163.467586	None	2164.96765	None	['7']	[0.3427615999999034]	2164.96765	None					0.6747758			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	27	m	027_o_m_h_a.jpg	happy	incongruent	9	mismatch		140	150		3	134	block3_Pilot_2	30	n_h	n_h_strong					0	2	2	2	0	54	54	54									2167.968689	None	2169.145929	2169.435815	2169.435815	2169.460332	0.0245176	2169.460332	2169.501022	2169.501022	None	8	0	2169.501022	None	2171.001043	None	['8']	[0.26140110000005734]	2171.001043	None					0.6172308			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_h_a.jpg	happy	9	27	m	027_o_m_s_a.jpg	sad	incongruent	7	mismatch		120	160		1	238	block3_Pilot_2	28	h_s	h_s_weak					0	2	2	2	0	55	55	55									2174.001501	None	2175.995641	2176.285453	2176.285453	2176.293543	0.0080905	2176.293543	2176.334631	2176.334631	None	None	0	2176.334631	None	2177.835093	None	['9']	[0.28317459999971106]	2177.835093	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	28	f	028_y_f_s_a.jpg	sad	incongruent	7	match		140	160		1	238	block3_Pilot_2	30	n_s	n_s_weak					0	2	2	2	0	56	56	56									2180.835545	None	2182.839625	2183.136147	2183.136147	2183.143801	0.0076546	2183.143801	2183.184788	2183.184788	None	None	0	2183.184788	None	2184.684613	None	['9']	[0.8818604999996751]	2184.684613	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_h_a.jpg	happy	9	8	m	008_y_m_h_a.jpg	happy	congruent	9	match		120	150		2	143	block3_Pilot_2	16	h_h	h_h_strong					0	2	2	2	0	57	57	57									2187.685657	None	2188.884411	2189.177551	2189.177551	2189.193925	0.0163743	2189.193925	2189.23479	2189.23479	None	9	1	2189.23479	None	2190.734906	None	['7']	[0.31956010000021706]	2190.734906	None					0.8596787			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_h_a.jpg	happy	9	8	m	008_y_m_n_a.jpg	neutral	incongruent	8	match		120	170		18	238	block3_Pilot_2	13	h_n	h_n_strong					0	2	2	2	0	58	58	58									2193.736276	None	2195.73873	2196.028013	2196.028013	2196.177496	0.149483	2196.177496	2196.218245	2196.218245	None	9	0	2196.218245	None	2197.718407	None	['7']	[0.3039804000000004]	2197.718407	None					0.6039694			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_h_a.jpg	happy	9	19	f	019_m_f_s_a.jpg	sad	incongruent	7	match		120	160		3	122	block3_Pilot_2	21	h_s	h_s_weak					0	2	2	2	0	59	59	59									2200.718343	None	2201.754528	2202.044681	2202.044681	2202.069143	0.0244621	2202.069143	2202.11	2202.11	None	9	0	2202.11	None	2203.610079	None	['7']	[0.26818109999976514]	2203.610079	None					0.552393			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_s_a.jpg	sad	7	12	f	012_o_f_n_a.jpg	neutral	incongruent	8	match		130	170		2	224	block3_Pilot_2	30	s_n	s_n_strong					0	2	2	2	0	60	60	60									2206.61093	None	2208.49737	2208.786527	2208.786527	2208.802505	0.0159777	2208.802505	2208.843523	2208.843523	None	8	1	2208.843523	None	2210.343585	None	['8']	[0.31884649999983594]	2210.343585	None					1.0348799			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_n_a.jpg	neutral	8	19	f	019_m_f_h_a.jpg	happy	incongruent	9	mismatch		140	150		3	206	block3_Pilot_2	27	n_h	n_h_strong					0	2	2	2	0	61	61	61									2213.344433	None	2215.079936	2215.370031	2215.370031	2215.394412	0.0243807	2215.394412	2215.435263	2215.435263	None	8	0	2215.435263	None	2216.935215	None	['8']	[0.4469461999997293]	2216.935215	None					0.7070893			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_h_a.jpg	happy	9	4	m	004_o_m_n_a.jpg	neutral	incongruent	8	mismatch		120	170		2	163	block3_Pilot_2	28	h_n	h_n_weak					0	2	2	2	0	62	62	62									2219.936242	None	2221.305573	2221.594909	2221.594909	2221.611153	0.0162445	2221.611153	2221.651922	2221.651922	None	9	0	2221.651922	None	2223.152161	None	['7']	[0.35813439999992625]	2223.152161	None					0.7545234			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	28	f	028_y_f_s_a.jpg	sad	congruent	7	mismatch		130	160		18	238	block3_Pilot_2	4	s_s	s_s_weak					0	2	2	2	0	63	63	63									2226.152261	None	2228.143659	2228.436361	2228.436361	2228.586426	0.1500648	2228.586426	2228.627087	2228.627087	None	7	1	2228.627087	None	2230.127392	None	['7']	[0.3190622000001895]	2230.127392	None					0.6512665			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	012_o_f_s_a.jpg	sad	7	28	f	028_y_f_n_a.jpg	neutral	incongruent	8	match		130	170		1	238	block3_Pilot_2	12	s_n	s_n_strong					0	2	2	2	0	64	64	64									2233.12734	None	2235.114244	2235.411657	2235.411657	2235.419751	0.0080941	2235.419751	2235.460703	2235.460703	None	None	0	2235.460703	None	2236.960554	None	['9']	[0.3178573000000142]	2236.960554	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_h_a.jpg	happy	9	28	f	028_y_f_s_a.jpg	sad	incongruent	7	match		120	160		18	172	block3_Pilot_2	30	h_s	h_s_weak					0	2	2	2	0	65	65	65									2239.961842	None	2241.416816	2241.712258	2241.712258	2241.861774	0.1495162	2241.861774	2241.902584	2241.902584	None	9	0	2241.902584	None	2243.403019	None	['7']	[0.44331700000020646]	2243.403019	None					0.5597513			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_s_a.jpg	sad	7	21	f	021_o_f_h_a.jpg	happy	incongruent	9	mismatch		130	150		1	238	block3_Pilot_2	16	s_h	s_h_weak					0	2	2	2	0	66	66	66									2246.403256	None	2248.39382	2248.687008	2248.687008	2248.694884	0.0078756	2248.694884	2248.735903	2248.735903	None	None	0	2248.735903	None	2250.235996	None	['9']	[0.3143718000001172]	2250.235996	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_s_a.jpg	sad	7	33	m	033_o_m_s_a.jpg	sad	congruent	7	match		130	160		3	163	block3_Pilot_2	4	s_s	s_s_strong					0	2	2	2	0	67	67	67									2253.23685	None	2254.601289	2254.895293	2254.895293	2254.92015	0.0248574	2254.92015	2254.960995	2254.960995	None	7	1	2254.960995	None	2256.461167	None	['7']	[0.4491299999999683]	2256.461167	None					0.7572821			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_h_a.jpg	happy	9	8	m	008_y_m_h_a.jpg	happy	congruent	9	mismatch		120	150		3	143	block3_Pilot_2	19	h_h	h_h_strong					0	2	2	2	0	68	68	68									2259.46193	None	2260.660229	2260.953687	2260.953687	2260.97868	0.0249923	2260.97868	2261.01955	2261.01955	None	9	1	2261.01955	None	2262.519395	None	['7']	[0.33496999999988475]	2262.519395	None					0.6108147			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	12	f	012_o_f_n_a.jpg	neutral	congruent	8	match		140	170		2	202	block3_Pilot_2	30	n_n	n_n_strong					0	2	2	2	0	69	69	69									2265.520301	None	2267.224507	2267.521039	2267.521039	2267.537093	0.0160539	2267.537093	2267.577986	2267.577986	None	8	1	2267.577986	None	2269.078198	None	['8']	[0.33610970000017915]	2269.078198	None					0.9882566			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_s_a.jpg	sad	7	4	m	004_o_m_s_a.jpg	sad	congruent	7	match		130	160		18	207	block3_Pilot_2	33	s_s	s_s_weak					0	2	2	2	0	70	70	70									2272.079114	None	2273.811173	2274.103915	2274.103915	2274.253814	0.1498989	2274.253814	2274.294721	2274.294721	None	8	0	2274.294721	None	2275.794879	None	['7']	[0.7475104000000101]	2275.794879	None					1.0395144			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_h_a.jpg	happy	9	28	f	028_y_f_h_a.jpg	happy	congruent	9	mismatch		120	150		2	150	block3_Pilot_2	16	h_h	h_h_strong					0	2	2	2	0	71	71	71									2278.795871	None	2280.052367	2280.345888	2280.345888	2280.36237	0.0164825	2280.36237	2280.403183	2280.403183	None	9	1	2280.403183	None	2281.903166	None	['7']	[0.3110842999999477]	2281.903166	None					0.6032243			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	040_y_f_h_a.jpg	happy	9	40	f	040_y_f_n_a.jpg	neutral	incongruent	8	match		120	170		18	182	block3_Pilot_2	40	h_n	h_n_weak					0	2	2	2	0	72	72	72									2284.90339	None	2286.432609	2286.720897	2286.720897	2286.870868	0.1499707	2286.870868	2286.91156	2286.91156	None	9	0	2286.91156	None	2288.411585	None	['7']	[0.2827961000002688]	2288.411585	None					0.6706465			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	030_o_f_n_a.jpg	neutral	8	33	m	033_o_m_h_a.jpg	happy	incongruent	9	mismatch		140	150		2	226	block3_Pilot_2	30	n_h	n_h_weak					0	2	2	2	0	73	73	73									2291.413038	None	2293.32223	2293.613095	2293.613095	2293.62933	0.0162354	2293.62933	2293.670156	2293.670156	None	8	0	2293.670156	None	2295.170366	None	['8']	[0.3399152000001777]	2295.170366	None					0.7362023			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_s_a.jpg	sad	7	27	m	027_o_m_s_a.jpg	sad	congruent	7	match		130	160		18	238	block3_Pilot_2	13	s_s	s_s_weak					0	2	2	2	0	74	74	74									2298.171393	None	2300.161691	2300.454508	2300.454508	2300.604374	0.1498661	2300.604374	2300.645218	2300.645218	None	7	1	2300.645218	None	2302.145492	None	['7']	[0.35692629999994097]	2302.145492	None					0.873092			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_n_a.jpg	neutral	8	21	f	021_o_f_s_a.jpg	sad	incongruent	7	mismatch		140	160		3	225	block3_Pilot_2	27	n_s	n_s_weak					0	2	2	2	0	75	75	75									2305.146027	None	2307.051219	2307.346849	2307.346849	2307.371257	0.0244079	2307.371257	2307.411984	2307.411984	None	8	0	2307.411984	None	2308.912575	None	['8']	[0.3497176999999283]	2308.912575	None					1.0342927			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_n_a.jpg	neutral	8	12	f	012_o_f_s_a.jpg	sad	incongruent	7	match		140	160		2	230	block3_Pilot_2	28	n_s	n_s_weak					0	2	2	2	0	76	76	76									2311.912863	None	2313.847952	2314.138543	2314.138543	2314.154766	0.0162221	2314.154766	2314.195623	2314.195623	None	8	0	2314.195623	None	2315.695673	None	['8']	[0.28652499999998327]	2315.695673	None					0.8584852			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_h_a.jpg	happy	9	21	f	021_o_f_s_a.jpg	sad	incongruent	7	mismatch		120	160		2	194	block3_Pilot_2	27	h_s	h_s_weak					0	2	2	2	0	77	77	77									2318.696441	None	2320.33153	2320.622041	2320.622041	2320.638101	0.0160603	2320.638101	2320.679005	2320.679005	None	9	0	2320.679005	None	2322.178917	None	['8']	[0.5393168999999034]	2322.178917	None					1.1670904			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_s_a.jpg	sad	7	19	f	019_m_f_h_a.jpg	happy	incongruent	9	mismatch		130	150		18	129	block3_Pilot_2	33	s_h	s_h_strong					0	2	2	2	0	78	78	78									2325.179224	None	2326.26255	2326.555122	2326.555122	2326.704927	0.1498051	2326.704927	2326.745756	2326.745756	None	8	0	2326.745756	None	2328.245485	None	['7']	[0.35266009999986636]	2328.245485	None					0.5645285			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	16	m	016_y_m_s_a.jpg	sad	incongruent	7	mismatch		140	160		1	238	block3_Pilot_2	21	n_s	n_s_strong					0	2	2	2	0	79	79	79									2331.246732	None	2333.253971	2333.547229	2333.547229	2333.555028	0.0077991	2333.555028	2333.5959	2333.5959	None	None	0	2333.5959	None	2335.095996	None	['9']	[0.4621311999999307]	2335.095996	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	013_y_m_s_a.jpg	sad	7	21	f	021_o_f_n_a.jpg	neutral	incongruent	8	mismatch		130	170		18	230	block3_Pilot_2	13	s_n	s_n_strong					0	2	2	2	0	80	80	80									2338.096689	None	2340.020604	2340.313691	2340.313691	2340.463503	0.1498118	2340.463503	2340.504381	2340.504381	None	7	0	2340.504381	None	2342.004546	None	['7']	[0.26560810000000856]	2342.004546	None					0.5978571			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_h_a.jpg	happy	9	30	f	030_o_f_h_a.jpg	happy	congruent	9	mismatch		120	150		2	173	block3_Pilot_2	8	h_h	h_h_weak					0	2	2	2	0	81	81	81									2345.004463	None	2346.453806	2346.747051	2346.747051	2346.763538	0.0164863	2346.763538	2346.80438	2346.80438	None	9	1	2346.80438	None	2348.304548	None	['7']	[0.34166610000011133]	2348.304548	None					0.8818227			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	019_m_f_s_a.jpg	sad	7	30	f	030_o_f_s_a.jpg	sad	congruent	7	match		130	160		18	174	block3_Pilot_2	19	s_s	s_s_weak					0	2	2	2	0	82	82	82									2351.304581	None	2352.788557	2353.080961	2353.080961	2353.230538	0.1495777	2353.230538	2353.271229	2353.271229	None	7	1	2353.271229	None	2354.77134	None	['7']	[0.3787398999998004]	2354.77134	None					1.078814			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	004_o_m_n_a.jpg	neutral	8	12	f	012_o_f_n_a.jpg	neutral	congruent	8	mismatch		140	170		1	238	block3_Pilot_2	4	n_n	n_n_weak					0	2	2	2	0	83	83	83									2357.772126	None	2359.773985	2360.064305	2360.064305	2360.072105	0.0078005	2360.072105	2360.113036	2360.113036	None	None	0	2360.113036	None	2361.613863	None	['9']	[0.2643229000000247]	2361.613863	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	027_o_m_s_a.jpg	sad	7	19	f	019_m_f_s_a.jpg	sad	congruent	7	mismatch		130	160		18	238	block3_Pilot_2	27	s_s	s_s_weak					0	2	2	2	0	84	84	84									2364.613902	None	2366.604685	2366.897452	2366.897452	2367.047324	0.1498717	2367.047324	2367.088233	2367.088233	None	7	1	2367.088233	None	2368.58836	None	['7']	[0.2498235000002751]	2368.58836	None					0.5258886			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	028_y_f_h_a.jpg	happy	9	8	m	008_y_m_s_a.jpg	sad	incongruent	7	mismatch		120	160		1	238	block3_Pilot_2	28	h_s	h_s_strong					0	2	2	2	0	85	85	85									2371.588297	None	2373.58139	2373.872572	2373.872572	2373.880791	0.0082196	2373.880791	2373.921634	2373.921634	None	None	0	2373.921634	None	2375.421675	None	['9']	[0.2962689999999384]	2375.421675	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	033_o_m_h_a.jpg	happy	9	40	f	040_y_f_n_a.jpg	neutral	incongruent	8	mismatch		120	170		18	238	block3_Pilot_2	33	h_n	h_n_strong					0	2	2	2	0	86	86	86									2378.42265	None	2380.413551	2380.705924	2380.705924	2380.855904	0.1499803	2380.855904	2380.896684	2380.896684	None	9	0	2380.896684	None	2382.396973	None	['7']	[0.2892157999999654]	2382.396973	None					0.6773189			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	f	021_o_f_n_a.jpg	neutral	8	21	f	021_o_f_h_a.jpg	happy	incongruent	9	match		140	150		18	238	block3_Pilot_2	21	n_h	n_h_weak					0	2	2	2	0	87	87	87									2385.397645	None	2387.402121	2387.698522	2387.698522	2387.847896	0.1493738	2387.847896	2387.8885	2387.8885	None	8	0	2387.8885	None	2389.388556	None	['7']	[0.42557580000038797]	2389.388556	None					0.4933263			Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	008_y_m_h_a.jpg	happy	9	12	f	012_o_f_h_a.jpg	happy	congruent	9	mismatch		120	150		1	238	block3_Pilot_2	8	h_h	h_h_weak					0	2	2	2	0	88	88	88									2392.389228	None	2394.380563	2394.673087	2394.673087	2394.68091	0.0078225	2394.68091	2394.721704	2394.721704	None	None	0	2394.721704	None	2396.222052	None	['9']	[0.33615889999964566]	2396.222052	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
	m	016_y_m_n_a.jpg	neutral	8	19	f	019_m_f_h_a.jpg	happy	incongruent	9	mismatch		140	150		1	238	block3_Pilot_2	16	n_h	n_h_weak					0	2	2	2	0	89	89	89									2399.223285	None	2401.240469	2401.532021	2401.532021	2401.539636	0.0076152	2401.539636	2401.580533	2401.580533	None	None	0	2401.580533	None	2403.080578	None	['9']	[0.34157920000006925]	2403.080578	None								Emoconpilot039	2021_Dec_15_1153	BackwardMask	08.02.20	120.019059
